task,episode,bank,layer,mode,requested_l2_mean,delivered_l2_mean,max_relative_norm_error,zero_target_count
reach,4,original,0,random,0.5689763540800583,0.5689763540756697,1.2936100693526445e-08,0
reach,4,original,1,permute,0.5689763540800583,0.5689763540800583,0.0,0
reach,4,original,1,random,0.5689763540800583,0.568976354109956,1.1909683759935038e-08,0
reach,4,original,2,permute,0.5689763540800583,0.5689763540800583,0.0,0
reach,4,original,2,random,0.5689763540800583,0.568976354090468,1.4959447815915867e-08,0
reach,4,original,3,permute,0.5689763540800583,0.5689763540800583,0.0,0
reach,4,original,3,random,0.5689763540800583,0.5689763540947659,1.3457889036631338e-08,0
reach,4,original,4,permute,0.5689763540800583,0.5689763540800583,0.0,0
reach,4,original,4,random,0.5689763540800583,0.5689763541376616,1.212384471027957e-08,0
reach,4,original,5,permute,0.5689763540800583,0.5689763540800583,0.0,0
reach,4,original,5,random,0.5689763540800583,0.5689763541064526,1.4842725420231975e-08,0
reach,4,fresh,0,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,0,random,0.5627129849779098,0.5627129851258849,1.443127432910023e-08,0
reach,4,fresh,1,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,1,random,0.5627129849779098,0.5627129848601987,1.5364521696735827e-08,0
reach,4,fresh,2,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,2,random,0.5627129849779098,0.5627129849261122,1.1567914492604632e-08,0
reach,4,fresh,3,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,3,random,0.5627129849779098,0.5627129849078678,1.339472719572181e-08,0
reach,4,fresh,4,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,4,random,0.5627129849779098,0.5627129848702678,1.4491625429789684e-08,0
reach,4,fresh,5,permute,0.5627129849779098,0.5627129849779098,0.0,0
reach,4,fresh,5,random,0.5627129849779098,0.5627129846755168,1.5106422139283605e-08,0
reach,5,original,0,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,0,random,0.5648406079949966,0.5648406078583502,1.5116107237708695e-08,0
reach,5,original,1,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,1,random,0.5648406079949966,0.5648406080870636,1.6833859118275507e-08,0
reach,5,original,2,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,2,random,0.5648406079949966,0.5648406079035705,1.0811184640492376e-08,0
reach,5,original,3,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,3,random,0.5648406079949966,0.5648406080628214,1.498990513010193e-08,0
reach,5,original,4,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,4,random,0.5648406079949966,0.5648406080588501,1.4373609392948495e-08,0
reach,5,original,5,permute,0.5648406079949966,0.5648406079949966,0.0,0
reach,5,original,5,random,0.5648406079949966,0.5648406082590329,1.3755563995974285e-08,0
reach,5,fresh,0,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,0,random,0.576032522972871,0.5760325225717846,1.5656398024745405e-08,0
reach,5,fresh,1,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,1,random,0.576032522972871,0.5760325228664483,1.218254408517241e-08,0
reach,5,fresh,2,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,2,random,0.576032522972871,0.5760325229497013,1.4377048715716454e-08,0
reach,5,fresh,3,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,3,random,0.576032522972871,0.5760325230096267,1.1634291738000691e-08,0
reach,5,fresh,4,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,4,random,0.576032522972871,0.5760325231283779,1.199487176985156e-08,0
reach,5,fresh,5,permute,0.576032522972871,0.576032522972871,0.0,0
reach,5,fresh,5,random,0.576032522972871,0.5760325230206219,1.3558030073892156e-08,0
reach,6,original,0,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,0,random,0.5504242140884228,0.5504242141164077,1.3863050344226834e-08,0
reach,6,original,1,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,1,random,0.5504242140884228,0.5504242141105815,1.3054759305673405e-08,0
reach,6,original,2,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,2,random,0.5504242140884228,0.5504242142188108,1.138553406715576e-08,0
reach,6,original,3,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,3,random,0.5504242140884228,0.5504242139417778,1.1352730897197692e-08,0
reach,6,original,4,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,4,random,0.5504242140884228,0.5504242141630382,1.4646005262417108e-08,0
reach,6,original,5,permute,0.5504242140884228,0.5504242140884228,0.0,0
reach,6,original,5,random,0.5504242140884228,0.5504242141866793,1.3465949167283935e-08,0
reach,6,fresh,0,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,0,random,0.5691112590435045,0.5691112591876432,1.0304125640933874e-08,0
reach,6,fresh,1,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,1,random,0.5691112590435045,0.569111259045057,1.2956992034961462e-08,0
reach,6,fresh,2,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,2,random,0.5691112590435045,0.5691112590290218,1.3392617370901505e-08,0
reach,6,fresh,3,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,3,random,0.5691112590435045,0.5691112592683335,1.2562642481291171e-08,0
reach,6,fresh,4,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,4,random,0.5691112590435045,0.5691112591957808,1.2465398881492346e-08,0
reach,6,fresh,5,permute,0.5691112590435045,0.5691112590435045,0.0,0
reach,6,fresh,5,random,0.5691112590435045,0.5691112589241976,1.3049486275210091e-08,0
reach,7,original,0,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,0,random,0.5540461476948646,0.5540461475869698,1.2319366723894884e-08,0
reach,7,original,1,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,1,random,0.5540461476948646,0.5540461479104185,1.501762130596074e-08,0
reach,7,original,2,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,2,random,0.5540461476948646,0.5540461476628202,1.651885620401033e-08,0
reach,7,original,3,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,3,random,0.5540461476948646,0.5540461476501641,1.4284561313804249e-08,0
reach,7,original,4,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,4,random,0.5540461476948646,0.554046147637287,1.383706626113688e-08,0
reach,7,original,5,permute,0.5540461476948646,0.5540461476948646,0.0,0
reach,7,original,5,random,0.5540461476948646,0.5540461476506666,1.4683814399882825e-08,0
reach,7,fresh,0,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,0,random,0.5504426352382671,0.5504426353145576,1.445410353060645e-08,0
reach,7,fresh,1,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,1,random,0.5504426352382671,0.550442635251534,1.3245816208392723e-08,0
reach,7,fresh,2,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,2,random,0.5504426352382671,0.5504426350502564,1.6519753163812108e-08,0
reach,7,fresh,3,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,3,random,0.5504426352382671,0.55044263546817,1.2420641475612066e-08,0
reach,7,fresh,4,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,4,random,0.5504426352382671,0.5504426353352426,1.347393165974122e-08,0
reach,7,fresh,5,permute,0.5504426352382671,0.5504426352382671,0.0,0
reach,7,fresh,5,random,0.5504426352382671,0.5504426353492077,1.3538082190677132e-08,0
reach-wall,0,original,0,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,0,random,0.5691141135574678,0.56911411355559,1.2918437636755548e-08,0
reach-wall,0,original,1,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,1,random,0.5691141135574678,0.5691141136622435,1.2669024375672632e-08,0
reach-wall,0,original,2,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,2,random,0.5691141135574678,0.5691141135782987,1.1111187295241145e-08,0
reach-wall,0,original,3,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,3,random,0.5691141135574678,0.5691141137043993,1.2959657235917181e-08,0
reach-wall,0,original,4,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,4,random,0.5691141135574678,0.56911411347257,1.052346552494146e-08,0
reach-wall,0,original,5,permute,0.5691141135574678,0.5691141135574678,0.0,0
reach-wall,0,original,5,random,0.5691141135574678,0.5691141134967389,1.1833714195189907e-08,0
reach-wall,0,fresh,0,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,0,random,0.5445682072131591,0.5445682072488822,1.3667011162611128e-08,0
reach-wall,0,fresh,1,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,1,random,0.5445682072131591,0.5445682072594109,1.0687304091741691e-08,0
reach-wall,0,fresh,2,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,2,random,0.5445682072131591,0.5445682072011857,1.5316306375369213e-08,0
reach-wall,0,fresh,3,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,3,random,0.5445682072131591,0.5445682073080568,1.3150269844570905e-08,0
reach-wall,0,fresh,4,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,4,random,0.5445682072131591,0.5445682071887503,1.1034234494068063e-08,0
reach-wall,0,fresh,5,permute,0.5445682072131591,0.5445682072131591,0.0,0
reach-wall,0,fresh,5,random,0.5445682072131591,0.5445682072179232,1.4835194681113044e-08,0
reach-wall,1,original,0,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,0,random,0.5642169788060737,0.5642169786263386,1.3334600447778402e-08,0
reach-wall,1,original,1,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,1,random,0.5642169788060737,0.5642169786145765,1.5718484977181268e-08,0
reach-wall,1,original,2,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,2,random,0.5642169788060737,0.5642169786855193,1.4639930741426688e-08,0
reach-wall,1,original,3,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,3,random,0.5642169788060737,0.5642169790416339,1.1952027163416049e-08,0
reach-wall,1,original,4,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,4,random,0.5642169788060737,0.5642169787950301,1.2304133655587293e-08,0
reach-wall,1,original,5,permute,0.5642169788060737,0.5642169788060737,0.0,0
reach-wall,1,original,5,random,0.5642169788060737,0.564216978982759,1.843641505206478e-08,0
reach-wall,1,fresh,0,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,0,random,0.5647694393488041,0.5647694394449579,1.4654323823264627e-08,0
reach-wall,1,fresh,1,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,1,random,0.5647694393488041,0.5647694393047107,1.4910976017568485e-08,0
reach-wall,1,fresh,2,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,2,random,0.5647694393488041,0.5647694392364162,1.329848355011774e-08,0
reach-wall,1,fresh,3,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,3,random,0.5647694393488041,0.5647694394336465,1.352210609431058e-08,0
reach-wall,1,fresh,4,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,4,random,0.5647694393488041,0.5647694391252384,1.465725577369737e-08,0
reach-wall,1,fresh,5,permute,0.5647694393488041,0.5647694393488041,0.0,0
reach-wall,1,fresh,5,random,0.5647694393488041,0.564769439319111,1.2076332748270413e-08,0
reach-wall,2,original,0,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,0,random,0.5486182272590977,0.5486182273933821,1.3106654873618615e-08,0
reach-wall,2,original,1,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,1,random,0.5486182272590977,0.5486182274096378,1.1401031886815e-08,0
reach-wall,2,original,2,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,2,random,0.5486182272590977,0.5486182273912382,1.3805588454667482e-08,0
reach-wall,2,original,3,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,3,random,0.5486182272590977,0.5486182270518845,1.5480466582573336e-08,0
reach-wall,2,original,4,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,4,random,0.5486182272590977,0.5486182273053539,1.4122289923355594e-08,0
reach-wall,2,original,5,permute,0.5486182272590977,0.5486182272590977,0.0,0
reach-wall,2,original,5,random,0.5486182272590977,0.5486182273488102,1.1292360588382464e-08,0
reach-wall,2,fresh,0,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,0,random,0.57531981754381,0.5753198174729396,1.2390179413490477e-08,0
reach-wall,2,fresh,1,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,1,random,0.57531981754381,0.5753198177421357,1.2399186231339038e-08,0
reach-wall,2,fresh,2,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,2,random,0.57531981754381,0.5753198176347536,1.0918823274655371e-08,0
reach-wall,2,fresh,3,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,3,random,0.57531981754381,0.5753198174072165,1.4004817707473633e-08,0
reach-wall,2,fresh,4,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,4,random,0.57531981754381,0.5753198174524111,1.280956973442371e-08,0
reach-wall,2,fresh,5,permute,0.57531981754381,0.57531981754381,0.0,0
reach-wall,2,fresh,5,random,0.57531981754381,0.5753198175929898,1.6031559172390196e-08,0
reach-wall,3,original,0,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,0,random,0.556506767720504,0.5565067676842744,1.3824021366256181e-08,0
reach-wall,3,original,1,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,1,random,0.556506767720504,0.5565067677405231,1.3621827068475942e-08,0
reach-wall,3,original,2,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,2,random,0.556506767720504,0.5565067677030076,1.3118377682903785e-08,0
reach-wall,3,original,3,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,3,random,0.556506767720504,0.5565067676763908,1.9141997509447615e-08,0
reach-wall,3,original,4,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,4,random,0.556506767720504,0.5565067675934219,1.349384522344299e-08,0
reach-wall,3,original,5,permute,0.556506767720504,0.556506767720504,0.0,0
reach-wall,3,original,5,random,0.556506767720504,0.556506767591135,1.3697242609304268e-08,0
reach-wall,3,fresh,0,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,0,random,0.5888754353790057,0.5888754354696857,1.4341418861188411e-08,0
reach-wall,3,fresh,1,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,1,random,0.5888754353790057,0.5888754354401765,1.4003255109149299e-08,0
reach-wall,3,fresh,2,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,2,random,0.5888754353790057,0.5888754352918054,1.5714889284921882e-08,0
reach-wall,3,fresh,3,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,3,random,0.5888754353790057,0.5888754355155124,1.398066195083037e-08,0
reach-wall,3,fresh,4,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,4,random,0.5888754353790057,0.5888754354664573,1.4446986665960657e-08,0
reach-wall,3,fresh,5,permute,0.5888754353790057,0.5888754353790057,0.0,0
reach-wall,3,fresh,5,random,0.5888754353790057,0.5888754354001294,1.495333201665917e-08,0
reach-wall,4,original,0,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,0,random,0.5680563698722689,0.5680563700432072,1.4542833065855137e-08,0
reach-wall,4,original,1,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,1,random,0.5680563698722689,0.5680563699802829,1.420150084618833e-08,0
reach-wall,4,original,2,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,2,random,0.5680563698722689,0.5680563699597395,1.3094852361512226e-08,0
reach-wall,4,original,3,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,3,random,0.5680563698722689,0.5680563698508547,1.290583371649255e-08,0
reach-wall,4,original,4,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,4,random,0.5680563698722689,0.5680563700033321,1.3026833150356937e-08,0
reach-wall,4,original,5,permute,0.5680563698722689,0.5680563698722689,0.0,0
reach-wall,4,original,5,random,0.5680563698722689,0.5680563696128144,1.3451814665661934e-08,0
reach-wall,4,fresh,0,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,0,random,0.568179289553945,0.5681792897043736,1.2610683691809299e-08,0
reach-wall,4,fresh,1,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,1,random,0.568179289553945,0.5681792893640308,1.3209000540032848e-08,0
reach-wall,4,fresh,2,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,2,random,0.568179289553945,0.568179289498154,1.61294141391016e-08,0
reach-wall,4,fresh,3,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,3,random,0.568179289553945,0.5681792892883821,1.35696092817532e-08,0
reach-wall,4,fresh,4,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,4,random,0.568179289553945,0.568179289593855,1.3889887910289165e-08,0
reach-wall,4,fresh,5,permute,0.568179289553945,0.568179289553945,0.0,0
reach-wall,4,fresh,5,random,0.568179289553945,0.5681792891670906,1.1869529516726692e-08,0
reach-wall,5,original,0,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,0,random,0.538517595499884,0.5385175954031493,1.3331201872984541e-08,0
reach-wall,5,original,1,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,1,random,0.538517595499884,0.5385175956957439,1.2478033396750851e-08,0
reach-wall,5,original,2,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,2,random,0.538517595499884,0.5385175955566874,1.2890635926051282e-08,0
reach-wall,5,original,3,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,3,random,0.538517595499884,0.5385175956520419,1.312283931039066e-08,0
reach-wall,5,original,4,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,4,random,0.538517595499884,0.5385175952657731,1.88406382308854e-08,0
reach-wall,5,original,5,permute,0.538517595499884,0.538517595499884,0.0,0
reach-wall,5,original,5,random,0.538517595499884,0.5385175953329445,1.666217707898909e-08,0
reach-wall,5,fresh,0,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,0,random,0.5524520465976671,0.5524520467215316,1.2869919501118723e-08,0
reach-wall,5,fresh,1,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,1,random,0.5524520465976671,0.5524520466891056,1.239415497631331e-08,0
reach-wall,5,fresh,2,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,2,random,0.5524520465976671,0.5524520466717768,1.2365177650352787e-08,0
reach-wall,5,fresh,3,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,3,random,0.5524520465976671,0.5524520464356641,1.3074928022742178e-08,0
reach-wall,5,fresh,4,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,4,random,0.5524520465976671,0.5524520466177785,1.2221311252468318e-08,0
reach-wall,5,fresh,5,permute,0.5524520465976671,0.5524520465976671,0.0,0
reach-wall,5,fresh,5,random,0.5524520465976671,0.5524520466812503,1.4833840985845065e-08,0
reach-wall,6,original,0,permute,0.5746636836095708,0.5746636836095708,0.0,0
