task,episode,iteration,compact_array_recalculation,proposal_entropy_nats,proposal_std_mean,best_cost,best_runnerup_margin,elite_boundary_margin
reach,6,11,True,24.109044349002467,0.39053887128829956,0.3191547095775604,0.001017153263092041,0.0014355182647705078
reach,6,12,True,9.920839689171899,0.3507486879825592,0.31401219964027405,0.004786282777786255,0.0009183585643768311
reach,6,13,True,-4.748444843156629,0.32170137763023376,0.3133838474750519,0.00010663270950317383,0.0004989802837371826
reach,6,14,True,-20.861250150484047,0.2813812792301178,0.31231698393821716,0.00010800361633300781,0.0008646845817565918
reach,7,0,True,170.2726239845607,1.0,2.2355871200561523,0.0055882930755615234,0.0006873607635498047
reach,7,1,True,166.33087144206064,0.9941236972808838,1.8499685525894165,0.013833045959472656,0.003343343734741211
reach,7,2,True,161.49763142380857,0.9793576598167419,1.5098201036453247,0.046669721603393555,0.012172579765319824
reach,7,3,True,152.50237924899486,0.9415172934532166,1.2549208402633667,0.04254639148712158,0.016172170639038086
reach,7,4,True,145.14663743243568,0.9229001402854919,1.143141508102417,0.028927087783813477,0.008120894432067871
reach,7,5,True,142.46437520247179,0.9282670617103577,1.0717573165893555,0.01245129108428955,0.000820159912109375
reach,7,6,True,137.13483054052827,0.907463014125824,0.9844040870666504,0.012410998344421387,2.4557113647460938e-05
reach,7,7,True,124.75841330868303,0.8385512232780457,0.902644157409668,0.016488254070281982,0.0003845095634460449
reach,7,8,True,116.5585662720058,0.8188287019729614,0.8473540544509888,0.0014795660972595215,0.00016301870346069336
reach,7,9,True,108.30121863874291,0.7716656923294067,0.807716429233551,0.007443904876708984,0.003575921058654785
reach,7,10,True,99.15560684490654,0.7227308750152588,0.7583935260772705,0.025473833084106445,0.00027865171432495117
reach,7,11,True,87.94292290273512,0.6772762537002563,0.7272248268127441,0.008970797061920166,0.0007824897766113281
reach,7,12,True,81.93778600317623,0.6688624024391174,0.675051212310791,0.013446509838104248,0.0014542341232299805
reach,7,13,True,69.02269364211979,0.5908483862876892,0.6526803970336914,0.0008469820022583008,0.0002351999282836914
reach,7,14,True,49.65275206287478,0.5005679726600647,0.6234822273254395,0.007799863815307617,0.0031663179397583008
reach,8,0,True,170.2726239845607,1.0,1.7591147422790527,0.01541447639465332,0.011309385299682617
reach,8,1,True,162.2012335152736,0.9641152024269104,1.3512095212936401,0.018291711807250977,0.008862614631652832
reach,8,2,True,152.47382440005208,0.9151288270950317,1.0791724920272827,0.0009191036224365234,0.004530668258666992
reach,8,3,True,148.40645447807054,0.9089527130126953,0.7974309325218201,0.10904401540756226,0.005182504653930664
reach,8,4,True,142.3527244711421,0.8822218775749207,0.7499661445617676,0.0006126761436462402,0.009072542190551758
reach,8,5,True,137.49806985147242,0.8697765469551086,0.6093831062316895,0.012355804443359375,0.0009943246841430664
reach,8,6,True,125.98827236376965,0.8033550977706909,0.5306115746498108,0.02146005630493164,0.0006264448165893555
reach,8,7,True,117.87212249675919,0.7665374279022217,0.4643586575984955,0.0014354884624481201,0.0020322203636169434
reach,8,8,True,114.81668242544069,0.7644097805023193,0.4283594787120819,0.00176200270652771,0.0016906261444091797
reach,8,9,True,106.37699762788475,0.724736750125885,0.41116777062416077,0.006898850202560425,0.0018974542617797852
reach,8,10,True,86.24815080319166,0.6304581761360168,0.4071393311023712,0.003167957067489624,6.589293479919434e-05
reach,8,11,True,74.47269954267163,0.5940420627593994,0.39894792437553406,0.003940969705581665,0.0010738074779510498
reach,8,12,True,59.29383980334254,0.5230637788772583,0.39156681299209595,0.006972759962081909,0.0007499754428863525
reach,8,13,True,47.757295659776176,0.4859428405761719,0.39206817746162415,0.0005522966384887695,0.00040981173515319824
reach,8,14,True,30.087830610017534,0.41635429859161377,0.38665100932121277,0.0006104707717895508,0.0005454719066619873
reach,9,0,True,170.2726239845607,1.0,2.222231864929199,0.04161715507507324,0.0008411407470703125
reach,9,1,True,165.62198496246168,0.9878304600715637,1.9092059135437012,0.05719411373138428,0.00523686408996582
reach,9,2,True,158.74330014431595,0.9598865509033203,1.7290900945663452,0.018572688102722168,0.00011682510375976562
reach,9,3,True,149.39730394432263,0.9229241013526917,1.458452582359314,0.03391921520233154,0.00635528564453125
reach,9,4,True,148.24367532107914,0.9402255415916443,1.2577943801879883,0.001150965690612793,0.004824042320251465
reach,9,5,True,141.06087734206332,0.9064691662788391,1.1157525777816772,0.010059952735900879,0.0012695789337158203
reach,9,6,True,134.95570859552004,0.8736854791641235,0.9832117557525635,0.020813345909118652,0.0005218982696533203
reach,9,7,True,130.84678010787815,0.8676229119300842,0.85358726978302,0.012329816818237305,0.0010989904403686523
reach,9,8,True,123.24188290418293,0.8326941132545471,0.78892982006073,0.0023952722549438477,0.0007717013359069824
reach,9,9,True,111.32885480471231,0.7600557804107666,0.7547494173049927,0.0024256110191345215,0.0003281235694885254
reach,9,10,True,91.62170713103335,0.6659610271453857,0.7379054427146912,0.0051746368408203125,0.0003535747528076172
reach,9,11,True,83.21797552116152,0.6327610015869141,0.7223139405250549,0.0031341910362243652,4.351139068603516e-06
reach,9,12,True,74.4099782901094,0.606915295124054,0.7161946892738342,0.0007398128509521484,0.00040990114212036133
reach,9,13,True,64.29501240683376,0.571252703666687,0.7093304991722107,0.0002512931823730469,0.00014859437942504883
reach,9,14,True,48.5118681294667,0.5110843777656555,0.7057192325592041,3.2961368560791016e-05,0.00014770030975341797
reach,10,0,True,170.2726239845607,1.0,1.5414392948150635,0.10264825820922852,0.0006788969039916992
reach,10,1,True,168.66750101775023,1.011803150177002,1.036985993385315,0.030035734176635742,0.006952404975891113
reach,10,2,True,162.09192342365938,0.992382287979126,0.8533029556274414,0.001638174057006836,0.016502678394317627
reach,10,3,True,162.3853889740359,1.0210405588150024,0.6108306050300598,0.03248649835586548,0.0029056668281555176
reach,10,4,True,149.92062176912128,0.9505936503410339,0.49582597613334656,0.05514761805534363,0.0019288063049316406
reach,10,5,True,142.1100680892065,0.9090486764907837,0.41123148798942566,0.033685654401779175,3.5315752029418945e-05
reach,10,6,True,131.96128101010288,0.8522284030914307,0.3857206404209137,0.0018947124481201172,0.008525997400283813
reach,10,7,True,122.96826448040376,0.7873558402061462,0.3775452971458435,0.0021284818649291992,0.0006051361560821533
reach,10,8,True,106.24291550180969,0.695498526096344,0.36883464455604553,0.0036088228225708008,4.965066909790039e-05
reach,10,9,True,87.17827739020873,0.6108667850494385,0.3645336329936981,0.0016287565231323242,0.00038319826126098633
reach,10,10,True,77.16265937852236,0.56010901927948,0.35189005732536316,0.003921091556549072,0.0029259920120239258
reach,10,11,True,57.292356658269775,0.47272178530693054,0.3516775965690613,0.0027289092540740967,0.00017547607421875
reach,10,12,True,43.20388497746112,0.4310060739517212,0.34890156984329224,0.00010895729064941406,2.3126602172851562e-05
reach,10,13,True,31.966357631258386,0.3965868353843689,0.3425484895706177,0.0032957792282104492,0.00020781159400939941
reach,10,14,True,13.829588922947108,0.35007694363594055,0.3407782018184662,0.0006913840770721436,0.00027066469192504883
reach,11,0,True,170.2726239845607,1.0,2.390341281890869,0.04577493667602539,0.002926349639892578
reach,11,1,True,165.77883021510874,0.9878965020179749,2.067206859588623,0.02152109146118164,0.004522085189819336
reach,11,2,True,158.79593644852918,0.9604867696762085,1.8056598901748657,0.012495756149291992,0.0008072853088378906
reach,11,3,True,151.6950073561993,0.9246512651443481,1.5930272340774536,0.019863128662109375,0.0026464462280273438
reach,11,4,True,147.32256383120122,0.9010747075080872,1.3913425207138062,0.0099107027053833,0.008753180503845215
reach,11,5,True,137.507021474072,0.8583006262779236,1.1895824670791626,0.046321868896484375,0.004460453987121582
reach,11,6,True,130.74000384811083,0.8113445043563843,1.0360636711120605,0.03549158573150635,0.00025093555450439453
reach,11,7,True,121.78874772512992,0.7825595736503601,0.990301251411438,0.00503164529800415,0.0018923282623291016
reach,11,8,True,115.74090816607466,0.7543108463287354,0.95399010181427,0.0046120285987854,0.00027114152908325195
reach,11,9,True,102.6321157099336,0.7004410624504089,0.9408848285675049,0.001049816608428955,0.0008865594863891602
reach,11,10,True,95.26531722633194,0.6706100702285767,0.9207830429077148,0.0088728666305542,0.00022834539413452148
reach,11,11,True,76.15967219795587,0.5795913934707642,0.9120408892631531,0.0027568936347961426,7.426738739013672e-05
reach,11,12,True,65.43739818573393,0.547926127910614,0.9066486954689026,0.0013295412063598633,1.150369644165039e-05
reach,11,13,True,46.6602469331754,0.4812707304954529,0.8986973166465759,0.00044143199920654297,0.0008377432823181152
reach,11,14,True,30.102074990286198,0.41613370180130005,0.8922902941703796,0.0008224844932556152,9.733438491821289e-05
reach,12,0,True,170.2726239845607,1.0,2.731372833251953,0.009073257446289062,0.002481222152709961
reach,12,1,True,163.09115868658304,0.970738410949707,2.5084526538848877,0.02818918228149414,0.0007016658782958984
reach,12,2,True,154.5488627978378,0.9394683837890625,2.2168121337890625,0.08788132667541504,0.003481626510620117
reach,12,3,True,146.82854108349613,0.9090772867202759,1.835776686668396,0.19470727443695068,0.0013203620910644531
reach,12,4,True,136.92827456905917,0.8612409234046936,1.7131084203720093,0.06364405155181885,0.00040602684020996094
reach,12,5,True,127.18509073260222,0.8294633030891418,1.632739543914795,0.0437469482421875,0.001873612403869629
reach,12,6,True,119.85869222270183,0.7861307263374329,1.5440312623977661,0.005392551422119141,0.0003610849380493164
reach,12,7,True,107.14585855929299,0.7345845699310303,1.3436815738677979,0.08701252937316895,0.0036962032318115234
reach,12,8,True,103.97467175172449,0.7155811190605164,1.24187433719635,0.030905723571777344,0.0006093978881835938
reach,12,9,True,96.08690375759234,0.6996299624443054,1.1738510131835938,0.01003885269165039,0.0020432472229003906
reach,12,10,True,86.96044047404435,0.6567115783691406,1.0955750942230225,0.021155953407287598,0.00022614002227783203
reach,12,11,True,77.21098973437884,0.6407690644264221,1.081994891166687,0.0073500871658325195,7.331371307373047e-05
reach,12,12,True,68.04490712285472,0.6072215437889099,1.032703161239624,0.005766868591308594,0.0035980939865112305
reach,12,13,True,58.648226474786036,0.5591156482696533,1.0024913549423218,0.010977506637573242,0.00044357776641845703
reach,12,14,True,52.52395221620286,0.5286029577255249,0.9675244092941284,0.007510960102081299,0.0002605915069580078
reach,13,0,True,170.2726239845607,1.0,1.6870659589767456,0.0074160099029541016,0.016209721565246582
reach,13,1,True,166.57613154720133,0.9974423050880432,1.2992197275161743,0.022492527961730957,0.006571650505065918
reach,13,2,True,158.5650078970796,0.9540368318557739,1.0656496286392212,0.059983134269714355,0.02701091766357422
reach,13,3,True,147.71300168828884,0.9059001207351685,0.8328762650489807,0.010054945945739746,0.0014095306396484375
reach,13,4,True,142.77739116477784,0.8972939848899841,0.7447406649589539,0.0038059353828430176,0.005325019359588623
reach,13,5,True,133.82271517215935,0.8649485111236572,0.6122774481773376,0.017657935619354248,0.00029605627059936523
reach,13,6,True,125.4436755698993,0.8296949863433838,0.5316126346588135,0.03466463088989258,0.0048416852951049805
reach,13,7,True,117.32777406672784,0.7688409090042114,0.4851599633693695,0.0030582547187805176,0.0011783838272094727
reach,13,8,True,104.87149205828395,0.7171079516410828,0.4683409333229065,0.001790463924407959,0.000443190336227417
reach,13,9,True,93.78212259953352,0.6776180267333984,0.4271758794784546,0.007712334394454956,0.0004846155643463135
reach,13,10,True,91.30767451958985,0.6786529421806335,0.41546282172203064,0.0027309954166412354,0.000919342041015625
reach,13,11,True,79.21386317981951,0.6212562322616577,0.3955172300338745,0.0033091306686401367,0.0008687078952789307
reach,13,12,True,69.84181488783325,0.5831122994422913,0.38920268416404724,0.0016238391399383545,0.0006666779518127441
reach,13,13,True,54.573637442639466,0.5254265666007996,0.3861832916736603,0.0011909306049346924,0.00014889240264892578
reach,13,14,True,33.266348135244236,0.4347441494464874,0.3779643177986145,0.0009373128414154053,1.481175422668457e-05
reach,14,0,True,170.2726239845607,1.0,1.9059714078903198,0.0715872049331665,0.0016930103302001953
reach,14,1,True,163.6891548897365,0.9771510362625122,1.7333688735961914,0.005352497100830078,0.0008993148803710938
reach,14,2,True,156.33008057464173,0.9424191117286682,1.3170076608657837,0.01736629009246826,0.00033223628997802734
reach,14,3,True,146.21782310831702,0.9026689529418945,1.0488766431808472,0.02940499782562256,0.0037137269973754883
reach,14,4,True,140.5880396343525,0.8912907838821411,0.960351288318634,0.008536279201507568,0.00012087821960449219
reach,14,5,True,131.14619489414108,0.8463335633277893,0.8688275218009949,0.003674447536468506,0.0008265972137451172
reach,14,6,True,124.26007444426638,0.8045024275779724,0.7561382055282593,0.002626776695251465,0.002809584140777588
reach,14,7,True,116.1288378218243,0.7803730368614197,0.7018134593963623,0.004050612449645996,0.00022035837173461914
reach,14,8,True,104.56967369400783,0.7151311635971069,0.669693648815155,0.004867434501647949,0.00024127960205078125
reach,14,9,True,97.65910838501081,0.6893689632415771,0.6454761028289795,0.00409466028213501,0.0004565715789794922
reach,14,10,True,84.70045912230785,0.6317890882492065,0.6297098398208618,0.0015811920166015625,0.0001285076141357422
reach,14,11,True,65.90539685254309,0.5530807971954346,0.6221105456352234,0.000962376594543457,0.0005263090133666992
reach,14,12,True,52.69577864834939,0.5042287111282349,0.6096033453941345,0.0018243789672851562,0.000552833080291748
reach,14,13,True,44.982584658976776,0.4788719415664673,0.598114013671875,0.0009739398956298828,0.000551760196685791
reach,14,14,True,32.91362033383331,0.4409295916557312,0.587190568447113,0.0027947425842285156,0.00011968612670898438
reach,15,0,True,170.2726239845607,1.0,1.946287751197815,0.0175020694732666,0.025425434112548828
reach,15,1,True,165.08538379909987,0.9844864010810852,1.3879082202911377,0.002856612205505371,0.011728286743164062
reach,15,2,True,158.90117740017712,0.9594708681106567,0.8731668591499329,0.04254412651062012,0.01804673671722412
reach,15,3,True,151.8008896114549,0.9345415830612183,0.6337860226631165,0.045166194438934326,0.007392942905426025
reach,15,4,True,147.6630310820761,0.9240646362304688,0.49925944209098816,0.006436437368392944,0.007665157318115234
reach,15,5,True,134.90655167812398,0.8312301635742188,0.44581615924835205,0.014316797256469727,0.0002872347831726074
reach,15,6,True,122.6730578840428,0.7755442261695862,0.4356819689273834,0.008536934852600098,7.781386375427246e-05
reach,15,7,True,111.31802956695233,0.7249998450279236,0.43621039390563965,0.0010169744491577148,5.066394805908203e-05
reach,15,8,True,93.8896523397667,0.6378133893013,0.4311189651489258,0.0025067925453186035,7.981061935424805e-05
reach,15,9,True,75.27617402637995,0.5607954859733582,0.42592790722846985,0.0013113617897033691,0.001343369483947754
reach,15,10,True,58.29035543016174,0.5084882378578186,0.4257628619670868,0.002909839153289795,0.00011783838272094727
reach,15,11,True,46.48385886703575,0.4593554735183716,0.42172670364379883,0.0019690096378326416,0.00046575069427490234
reach,15,12,True,33.40511798341777,0.42111796140670776,0.4177359640598297,0.0030546486377716064,0.0017271339893341064
reach,15,13,True,17.32914100878461,0.3817541003227234,0.4000176191329956,0.0040718019008636475,0.00038740038871765137
reach,15,14,True,9.586094590058385,0.36576300859451294,0.38936376571655273,0.014289170503616333,9.760260581970215e-05
reach,16,0,True,170.2726239845607,1.0,1.8973966836929321,0.10586845874786377,0.0017192363739013672
reach,16,1,True,166.85650047150972,1.0066611766815186,1.1781541109085083,0.08402490615844727,0.028296470642089844
reach,16,2,True,160.07986804995267,0.9962403774261475,0.8802852630615234,0.05122971534729004,0.00027358531951904297
reach,16,3,True,151.47327451510017,0.9653128385543823,0.7055395245552063,0.014913856983184814,0.0007559061050415039
reach,16,4,True,142.97339273757242,0.9263371229171753,0.5749018788337708,0.0011188983917236328,0.002146422863006592
reach,16,5,True,140.2779935193183,0.9202490448951721,0.494292289018631,0.011193722486495972,0.00022685527801513672
reach,16,6,True,132.3016042065662,0.8728715181350708,0.44352057576179504,0.002948582172393799,0.002138584852218628
reach,16,7,True,125.77276224763679,0.8591673374176025,0.42331662774086,0.004203110933303833,0.0019008517265319824
reach,16,8,True,110.81367871354766,0.7983792424201965,0.4271015226840973,0.00019851326942443848,0.002027183771133423
reach,16,9,True,97.22162126904648,0.7256335020065308,0.4103207588195801,0.009330451488494873,0.0010907948017120361
reach,16,10,True,77.57322047282926,0.6324504017829895,0.4134947955608368,0.002607017755508423,0.00044664740562438965
reach,16,11,True,65.7509284571382,0.5775741338729858,0.4100976884365082,0.0022478997707366943,0.0006019473075866699
reach,16,12,True,45.92432605001877,0.4810788035392761,0.4073827862739563,0.0011886358261108398,0.0011223554611206055
reach,16,13,True,28.484514957279146,0.43183180689811707,0.4039969742298126,0.0004940032958984375,0.00043016672134399414
reach,16,14,True,14.28784543318733,0.3773593306541443,0.3998301029205322,0.0021161139011383057,0.0008775293827056885
reach,17,0,True,170.2726239845607,1.0,2.573225259780884,0.02071690559387207,0.0031321048736572266
reach,17,1,True,164.76616576215298,0.9964665770530701,2.3241002559661865,0.006264686584472656,0.011355400085449219
reach,17,2,True,152.78960642470872,0.9241541624069214,1.7158833742141724,0.0457381010055542,0.008272886276245117
