task,episode,arm,iteration,proposal_mean_delta_l2,proposal_mean_delta_rms,proposal_std_delta_l2,proposal_std_delta_rms,native_proposal_entropy_nats,arm_proposal_entropy_nats,proposal_entropy_delta_nats,native_best_runnerup_margin,arm_best_runnerup_margin,best_runnerup_margin_delta,native_elite_boundary_margin,arm_elite_boundary_margin,elite_boundary_margin_delta,same_candidate_actions_verified,shared_population_elite_overlap_count,shared_population_cost_delta_mean,shared_population_cost_delta_rms
reach,1,fixed_rank4,10,7.716710237913932,0.7044360445060864,4.21153318769716,0.3844586214305623,98.30404737557167,92.48663642691753,-5.8174109486541425,0.0034076571464538574,0.0015006661415100098,-0.0019069910049438477,0.001414179801940918,9.441375732421875e-05,-0.0013197660446166992,,,,
reach,1,fixed_rank4,11,8.222126589751928,0.7505740339783593,4.109068246195883,0.3751048947949461,90.53326256450036,84.93031573705763,-5.602946827442736,0.008225202560424805,0.003029942512512207,-0.005195260047912598,7.62939453125e-06,0.00042432546615600586,0.00041669607162475586,,,,
reach,1,fixed_rank4,12,8.625409635338979,0.7873885708329279,4.6077960609820305,0.42063230716388467,85.42008759461578,76.53495926167292,-8.885128332942855,0.0024722814559936523,0.0019558966159820557,-0.0005163848400115967,1.6987323760986328e-05,0.0008323192596435547,0.0008153319358825684,,,,
reach,1,fixed_rank4,13,8.796022229289184,0.8029632985497607,4.96748421616248,0.45346719320717643,78.00104641924558,68.05392343893432,-9.947122980311264,0.005867600440979004,0.0005896687507629395,-0.0052779316902160645,0.0005318224430084229,0.00045680999755859375,-7.50124454498291e-05,,,,
reach,1,fixed_rank4,14,9.705353978871452,0.8859735504667352,4.735067202914999,0.4322505197232394,69.55134878538733,52.75458655535928,-16.79676223002805,0.002377748489379883,0.00018328428268432617,-0.0021944642066955566,0.00015738606452941895,0.00019565224647521973,3.826618194580078e-05,,,,
reach,1,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.039246439933776855,0.039080142974853516,-0.00016629695892333984,0.0017080307006835938,0.001657724380493164,-5.030632019042969e-05,True,10.0,6.653825441996256e-05,0.0002321380560704787
reach,1,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,166.63492930941868,166.63492930941868,0.0,0.07771658897399902,0.07670176029205322,-0.0010148286819458008,0.00237119197845459,0.0017635822296142578,-0.000607609748840332,,,,
reach,1,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,157.74887855673467,157.74887855673467,0.0,0.2018953561782837,0.20234405994415283,0.0004487037658691406,0.0001723766326904297,0.00040209293365478516,0.00022971630096435547,,,,
reach,1,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,150.05568140475827,150.05568140475827,0.0,0.01712965965270996,0.017794132232666016,0.0006644725799560547,0.009004592895507812,0.009364962577819824,0.0003603696823120117,,,,
reach,1,matched_random_fixed_rank4,4,8.253174480187997e-07,7.5340830563749e-08,5.817181258184653e-07,5.3103356603400295e-08,141.4795435708063,141.4795429008534,-6.699528967146762e-07,0.00859147310256958,0.008827805519104004,0.00023633241653442383,0.0006822347640991211,0.0008084774017333984,0.00012624263763427734,,,,
reach,1,matched_random_fixed_rank4,5,9.89020725690819e-07,9.028482688349845e-08,8.50280679326481e-07,7.761965137965502e-08,135.46647742310498,135.4664759367809,-1.4863240664908517e-06,0.005978822708129883,0.006356358528137207,0.0003775358200073242,0.001275181770324707,0.0007776021957397461,-0.0004975795745849609,,,,
reach,1,matched_random_fixed_rank4,6,1.2018319995063074e-06,1.0971174941019037e-07,9.506426994643558e-07,8.678140843737199e-08,128.02554131003774,128.02554005745716,-1.2525805743734963e-06,0.0038503408432006836,0.003915071487426758,6.473064422607422e-05,0.0002703070640563965,0.0002446174621582031,-2.568960189819336e-05,,,,
reach,1,matched_random_fixed_rank4,7,1.228844757731037e-06,1.1217766558020996e-07,1.0449953909091198e-06,9.539459134830897e-08,120.1273594388673,120.12735848269332,-9.561739773289446e-07,0.0002465248107910156,0.00046384334564208984,0.00021731853485107422,0.005528688430786133,0.005532979965209961,4.291534423828125e-06,,,,
reach,1,matched_random_fixed_rank4,8,1.5828695023604593e-06,1.4449555533830006e-07,1.0772467760404042e-06,9.833872653950753e-08,109.70612505990897,109.70612480116293,-2.587460414815723e-07,0.008279263973236084,0.008346617221832275,6.73532485961914e-05,0.000577092170715332,0.0005010366439819336,-7.605552673339844e-05,,,,
reach,1,matched_random_fixed_rank4,9,1.7916903651447169e-06,1.6355820484240488e-07,1.0990300904165177e-06,1.003272619830115e-07,103.09137638243912,103.09137649587481,1.1343568928623426e-07,0.0030741095542907715,0.003136157989501953,6.204843521118164e-05,0.002149045467376709,0.0022200345993041992,7.098913192749023e-05,,,,
reach,1,matched_random_fixed_rank4,10,2.1233454155371863e-06,1.938340302441496e-07,1.2121341306921986e-06,1.1065220101700538e-07,98.30404737557167,98.3040489877984,1.612226725455912e-06,0.0034076571464538574,0.0032874345779418945,-0.00012022256851196289,0.001414179801940918,0.0015054941177368164,9.131431579589844e-05,,,,
reach,1,matched_random_fixed_rank4,11,1.8428857109109033e-06,1.6823167912830767e-07,1.1404013552455594e-06,1.0410392447957587e-07,90.53326256450036,90.53326414243288,1.5779325224229979e-06,0.008225202560424805,0.008282750844955444,5.754828453063965e-05,7.62939453125e-06,0.00010508298873901367,9.745359420776367e-05,,,,
reach,1,matched_random_fixed_rank4,12,2.4007603359760722e-06,2.191584318629627e-07,1.4951924938068832e-06,1.3649177611173888e-07,85.42008759461578,85.42008852262902,9.280132360345306e-07,0.0024722814559936523,0.0026062428951263428,0.00013396143913269043,1.6987323760986328e-05,2.8848648071289062e-05,1.1861324310302734e-05,,,,
reach,1,matched_random_fixed_rank4,13,1.1458361567689632,0.10460005171123118,0.8911664771195537,0.08135199700179852,78.00104641924558,77.98381226099406,-0.017234158251525855,0.005867600440979004,0.0035200417041778564,-0.0023475587368011475,0.0005318224430084229,9.53972339630127e-05,-0.00043642520904541016,,,,
reach,1,matched_random_fixed_rank4,14,1.2839016828017833,0.11720365221489656,0.9187918140014214,0.08387383369661157,69.55134878538733,68.01620088267842,-1.535147902708914,0.002377748489379883,0.0003711879253387451,-0.0020065605640411377,0.00015738606452941895,0.0002473294734954834,8.994340896606445e-05,,,,
reach,2,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.005929231643676758,0.005494117736816406,-0.00043511390686035156,0.005892753601074219,0.0047760009765625,-0.0011167526245117188,True,10.0,0.00018898884455362955,0.0003896749212498556
reach,2,fixed_rank4,1,0.0,0.0,0.0,0.0,163.91049988563606,163.91049988563606,0.0,0.03190279006958008,0.03204309940338135,0.00014030933380126953,0.0011571645736694336,0.0009875297546386719,-0.00016963481903076172,,,,
reach,2,fixed_rank4,2,0.0,0.0,0.0,0.0,154.00501099260435,154.00501099260435,0.0,0.09615588188171387,0.09507453441619873,-0.0010813474655151367,0.003484964370727539,0.0024625062942504883,-0.0010224580764770508,,,,
reach,2,fixed_rank4,3,0.0,0.0,0.0,0.0,142.82216154270728,142.82216154270728,0.0,0.016854286193847656,0.017092227935791016,0.00023794174194335938,0.0041817426681518555,0.005747318267822266,0.0015655755996704102,,,,
reach,2,fixed_rank4,4,0.0,0.0,0.0,0.0,128.2436934071959,128.2436934071959,0.0,0.08078444004058838,0.08073979616165161,-4.464387893676758e-05,0.007262110710144043,0.008435606956481934,0.0011734962463378906,,,,
reach,2,fixed_rank4,5,7.579901640924494e-07,6.919471854007948e-08,5.090442553919173e-07,4.6469170241095645e-08,116.67930556875308,116.67930600057332,4.3182024000998354e-07,0.003230869770050049,0.004687190055847168,0.0014563202857971191,0.004930078983306885,0.00421220064163208,-0.0007178783416748047,,,,
reach,2,fixed_rank4,6,1.2017988008637027e-06,1.0970871880261818e-07,7.528036549591873e-07,6.872125719891378e-08,111.66950842480398,111.66950825453567,-1.7026830789745873e-07,0.009695649147033691,0.009352505207061768,-0.00034314393997192383,0.003773212432861328,0.00382840633392334,5.519390106201172e-05,,,,
reach,2,fixed_rank4,7,1.6536161434582443e-06,1.5095381053779656e-07,7.877910070351543e-07,7.191515085881084e-08,105.65862425133716,105.65862428264401,3.130685399810318e-08,0.03767204284667969,0.03777116537094116,9.912252426147461e-05,0.006549656391143799,0.006734967231750488,0.00018531084060668945,,,,
reach,2,fixed_rank4,8,2.0951636730970222e-06,1.9126140090343648e-07,9.194149286092728e-07,8.393071601771677e-08,102.35681604106935,102.35681667387279,6.32803434541529e-07,0.00407719612121582,0.0035704374313354492,-0.0005067586898803711,0.0035576820373535156,0.0036324262619018555,7.474422454833984e-05,,,,
reach,2,fixed_rank4,9,2.478601435676058e-06,2.2626431956407785e-07,9.476306735580365e-07,8.650644934859182e-08,93.81358919683043,93.81358954759574,3.5076530480182555e-07,0.008470296859741211,0.008552253246307373,8.195638656616211e-05,0.0024746060371398926,0.002252042293548584,-0.0002225637435913086,,,,
reach,2,fixed_rank4,10,2.4162004279994114e-06,2.2056791297815242e-07,9.753788943734146e-07,8.90395037604613e-08,83.84439208308238,83.84439106186551,-1.0212168746193129e-06,0.0023050308227539062,0.0023842453956604004,7.921457290649414e-05,0.0016669631004333496,0.0015891790390014648,-7.778406143188477e-05,,,,
reach,2,fixed_rank4,11,2.6158336197028947e-06,2.387918466986109e-07,1.2350559376433596e-06,1.1274466613799365e-07,75.0422469217828,75.04224482190952,-2.099873285033027e-06,0.026335030794143677,0.02664482593536377,0.0003097951412200928,0.0009976625442504883,0.00035709142684936523,-0.000640571117401123,,,,
reach,2,fixed_rank4,12,3.17775396414699e-06,2.9008792139412824e-07,1.3853172072819387e-06,1.264615806213963e-07,63.84350455519315,63.843503120107215,-1.4350859345313438e-06,0.0006778538227081299,0.0003935396671295166,-0.0002843141555786133,3.451108932495117e-05,0.00020486116409301758,0.0001703500747680664,,,,
reach,2,fixed_rank4,13,3.78390482516766e-06,3.4542167136616155e-07,1.3800076323306195e-06,1.2597688495946264e-07,56.49588479733669,56.49588575220452,9.54867829250361e-07,0.010537534952163696,0.010400235652923584,-0.0001372992992401123,0.0013415813446044922,0.001248776912689209,-9.28044319152832e-05,,,,
reach,2,fixed_rank4,14,5.414386183410391e-06,4.942635746163625e-07,1.301850386061503e-06,1.1884213715711572e-07,48.306623373120004,48.30662373864267,3.655226663568101e-07,0.0013495385646820068,0.001328974962234497,-2.0563602447509766e-05,0.0001004338264465332,5.027651786804199e-05,-5.015730857849121e-05,,,,
reach,2,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.005929231643676758,0.005164623260498047,-0.0007646083831787109,0.005892753601074219,0.005217552185058594,-0.000675201416015625,True,10.0,0.00034499406814575195,0.0005401400134763718
reach,2,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,163.91049988563606,163.91049988563606,0.0,0.03190279006958008,0.03219318389892578,0.0002903938293457031,0.0011571645736694336,0.0008823871612548828,-0.0002747774124145508,,,,
reach,2,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,154.00501099260435,154.00501099260435,0.0,0.09615588188171387,0.09649825096130371,0.00034236907958984375,0.003484964370727539,0.003938555717468262,0.00045359134674072266,,,,
reach,2,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,142.82216154270728,142.82216154270728,0.0,0.016854286193847656,0.017010092735290527,0.0001558065414428711,0.0041817426681518555,0.004957079887390137,0.0007753372192382812,,,,
reach,2,matched_random_fixed_rank4,4,0.0,0.0,0.0,0.0,128.2436934071959,128.2436934071959,0.0,0.08078444004058838,0.08045071363449097,-0.0003337264060974121,0.007262110710144043,0.007678031921386719,0.0004159212112426758,,,,
reach,2,matched_random_fixed_rank4,5,0.0,0.0,0.0,0.0,116.67930556875308,116.67930556875308,0.0,0.003230869770050049,0.003318607807159424,8.7738037109375e-05,0.004930078983306885,0.0047724246978759766,-0.0001576542854309082,,,,
reach,2,matched_random_fixed_rank4,6,0.0,0.0,0.0,0.0,111.66950842480398,111.66950842480398,0.0,0.009695649147033691,0.009674608707427979,-2.104043960571289e-05,0.003773212432861328,0.004350185394287109,0.0005769729614257812,,,,
reach,2,matched_random_fixed_rank4,7,0.0,0.0,0.0,0.0,105.65862425133716,105.65862425133716,0.0,0.03767204284667969,0.037400782108306885,-0.00027126073837280273,0.006549656391143799,0.006798684597015381,0.00024902820587158203,,,,
reach,2,matched_random_fixed_rank4,8,0.0,0.0,0.0,0.0,102.35681604106935,102.35681604106935,0.0,0.00407719612121582,0.00385361909866333,-0.00022357702255249023,0.0035576820373535156,0.0035868287086486816,2.9146671295166016e-05,,,,
reach,2,matched_random_fixed_rank4,9,0.0,0.0,0.0,0.0,93.81358919683043,93.81358919683042,-1.4210854715202004e-14,0.008470296859741211,0.0084991455078125,2.8848648071289062e-05,0.0024746060371398926,0.0025044679641723633,2.9861927032470703e-05,,,,
reach,2,matched_random_fixed_rank4,10,0.0,0.0,0.0,0.0,83.84439208308238,83.84439208308238,0.0,0.0023050308227539062,0.0023387670516967773,3.3736228942871094e-05,0.0016669631004333496,0.0017681717872619629,0.00010120868682861328,,,,
reach,2,matched_random_fixed_rank4,11,0.0,0.0,0.0,0.0,75.0422469217828,75.0422469217828,0.0,0.026335030794143677,0.02662503719329834,0.0002900063991546631,0.0009976625442504883,0.0007648468017578125,-0.00023281574249267578,,,,
reach,2,matched_random_fixed_rank4,12,1.8116053111043266e-06,1.653761823646673e-07,5.220060953728767e-07,4.765241893181962e-08,63.84350455519316,63.843505617573705,1.0623805479781367e-06,0.0006778538227081299,0.00036391615867614746,-0.0003139376640319824,3.451108932495117e-05,0.0003585517406463623,0.00032404065132141113,,,,
reach,2,matched_random_fixed_rank4,13,1.0897567097864063,0.09948072202377091,0.7133160268678835,0.06511654642425016,56.49588479733669,55.974039867342384,-0.5218449299943089,0.010537534952163696,0.009874701499938965,-0.0006628334522247314,0.0013415813446044922,0.00011757016181945801,-0.0012240111827850342,,,,
reach,2,matched_random_fixed_rank4,14,2.2353938639624285,0.20406260736680945,1.2002298770065174,0.10956549630468677,48.306623373120004,48.641985718859225,0.3353623457392203,0.0013495385646820068,0.00010088086128234863,-0.0012486577033996582,0.0001004338264465332,4.601478576660156e-05,-5.441904067993164e-05,,,,
reach,3,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.08774161338806152,0.0873262882232666,-0.0004153251647949219,0.00042510032653808594,0.0005447864532470703,0.00011968612670898438,True,10.0,0.0002602235476175944,0.0004345352660374721
reach,3,fixed_rank4,1,0.0,0.0,0.0,0.0,166.50137235215794,166.50137235215794,0.0,0.027877092361450195,0.027360916137695312,-0.0005161762237548828,0.012153148651123047,0.013788461685180664,0.0016353130340576172,,,,
reach,3,fixed_rank4,2,3.6577419937052113e-07,3.339046332477106e-08,5.567533282121839e-07,5.0824392804648416e-08,157.89726449864898,157.89726371010823,-7.885407455887616e-07,0.14129114151000977,0.14234495162963867,0.0010538101196289062,0.027524232864379883,0.029480814933776855,0.0019565820693969727,,,,
reach,3,fixed_rank4,3,4.647665909562202e-07,4.242719097358306e-08,8.460920790778631e-07,7.723728623956507e-08,151.74581256448766,151.7458115060269,-1.0584607537111879e-06,0.010603904724121094,0.01035010814666748,-0.0002537965774536133,0.0012241601943969727,0.003052353858947754,0.0018281936645507812,,,,
reach,3,fixed_rank4,4,1.1936518414733396e-06,1.0896500656375479e-07,9.09947433517696e-07,8.306645591359575e-08,141.8733805201103,141.87337959543055,-9.246797390005668e-07,0.021121501922607422,0.021694064140319824,0.0005725622177124023,0.010694384574890137,0.009163081645965576,-0.0015313029289245605,,,,
reach,3,fixed_rank4,5,1.4871795597477092e-06,1.3576029865573703e-07,1.0208111142190666e-06,9.318687903496088e-08,127.61288282391365,127.6128818656311,-9.582825555298768e-07,0.00011426210403442383,0.00043958425521850586,0.00032532215118408203,0.005362153053283691,0.005574405193328857,0.00021225214004516602,,,,
reach,3,fixed_rank4,6,1.8896037011195691e-06,1.724964286414063e-07,1.2013931259849687e-06,1.0967168592226888e-07,121.59267011197284,121.59266866036927,-1.451603566238191e-06,0.01118093729019165,0.011031270027160645,-0.00014966726303100586,0.0010015368461608887,0.0014365315437316895,0.0004349946975708008,,,,
reach,3,fixed_rank4,7,1.9297709978570435e-06,1.7616318439092605e-07,1.0372107359942706e-06,9.468395283176626e-08,111.10568102420424,111.10568055202022,-4.7218402698945283e-07,0.015482068061828613,0.01623910665512085,0.0007570385932922363,0.001248002052307129,0.0008938312530517578,-0.0003541707992553711,,,,
