task,episode,arm,component,score_change_mean,score_change_rms,centered_score_change_rms,native_elite_overlap_count,best_runnerup_margin,elite_boundary_margin
reach,4,matched_random_fixed_rank4,cached_full,0.0005514693260192872,0.0006526428225343306,0.00034903328819098464,9,0.07396936416625977,0.00045478343963623047
reach,4,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.07408356666564941,0.0011756420135498047
reach,4,matched_random_fixed_rank4,mean_only,0.0005593983332316081,0.0006574166102507676,0.0003453550408077294,9,0.07394886016845703,0.0004736185073852539
reach,4,matched_random_fixed_rank4,centered_only,-7.9190731048584e-06,5.2132634801236745e-05,5.152766143033302e-05,10,0.07410407066345215,0.001194596290588379
reach,5,fixed_rank4,full,0.0005422373612721761,0.0006382953299314761,0.000336748529696745,10,0.045648932456970215,0.017241477966308594
reach,5,fixed_rank4,cached_full,0.0005422373612721761,0.0006382953299314761,0.000336748529696745,10,0.045648932456970215,0.017241477966308594
reach,5,fixed_rank4,zero,0.0,0.0,0.0,10,0.045953989028930664,0.017545700073242188
reach,5,fixed_rank4,mean_only,0.00053870956103007,0.0006344917384562503,0.00033521899561931743,10,0.04564225673675537,0.017238378524780273
reach,5,fixed_rank4,centered_only,3.5591920216878254e-06,3.8701941036428016e-05,3.853793445606426e-05,10,0.045960307121276855,0.017548799514770508
reach,5,matched_random_fixed_rank4,full,0.0004269476731618245,0.0005118285837198606,0.0002822838704112976,10,0.046187520027160645,0.017418861389160156
reach,5,matched_random_fixed_rank4,cached_full,0.0004269476731618245,0.0005118285837198606,0.0002822838704112976,10,0.046187520027160645,0.017418861389160156
reach,5,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.045953989028930664,0.017545700073242188
reach,5,matched_random_fixed_rank4,mean_only,0.0004270501931508382,0.0005116211653132702,0.00028175228362222783,10,0.04623234272003174,0.01739215850830078
reach,5,matched_random_fixed_rank4,centered_only,-1.1563301086425781e-07,4.1851693522216024e-05,4.185153377935267e-05,10,0.04590928554534912,0.017571687698364258
reach,6,fixed_rank4,full,0.0008173819382985433,0.0009102577662763474,0.0004005695545217108,10,0.05972743034362793,0.03693056106567383
reach,6,fixed_rank4,cached_full,0.0008173819382985433,0.0009102577662763474,0.0004005695545217108,10,0.05972743034362793,0.03693056106567383
reach,6,fixed_rank4,zero,0.0,0.0,0.0,10,0.06014358997344971,0.037203192710876465
reach,6,fixed_rank4,mean_only,0.0008172333240509033,0.0009037254738869404,0.0003858100908645162,10,0.05999338626861572,0.03694260120391846
reach,6,fixed_rank4,centered_only,2.574920654296875e-07,5.848691789950534e-05,5.848635108484474e-05,10,0.05987703800201416,0.037191152572631836
reach,6,matched_random_fixed_rank4,full,0.0005567975838979086,0.0006593259001747897,0.0003531105962821682,10,0.059313297271728516,0.037363648414611816
reach,6,matched_random_fixed_rank4,cached_full,0.0005567975838979086,0.0006593259001747897,0.0003531105962821682,10,0.059313297271728516,0.037363648414611816
reach,6,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.06014358997344971,0.037203192710876465
reach,6,matched_random_fixed_rank4,mean_only,0.000560757319132487,0.0006667021432036445,0.0003606147207085132,10,0.059445858001708984,0.03725004196166992
reach,6,matched_random_fixed_rank4,centered_only,-3.8695335388183595e-06,7.822239623058358e-05,7.812662786941708e-05,10,0.06001079082489014,0.03731656074523926
reach,7,fixed_rank4,full,-8.244593938191732e-05,0.0003422981917026014,0.0003322208890517032,10,0.003838062286376953,0.0007674694061279297
reach,7,fixed_rank4,cached_full,-8.244593938191732e-05,0.0003422981917026014,0.0003322208890517032,10,0.003838062286376953,0.0007674694061279297
reach,7,fixed_rank4,zero,0.0,0.0,0.0,10,0.0055882930755615234,0.0006873607635498047
reach,7,fixed_rank4,mean_only,-8.355140686035156e-05,0.00034395110118012916,0.00033364880100890436,10,0.0039408206939697266,0.0008165836334228516
reach,7,fixed_rank4,centered_only,1.136461893717448e-06,1.880304011787264e-05,1.8768664631199954e-05,10,0.0054852962493896484,0.000637054443359375
reach,7,matched_random_fixed_rank4,full,0.00020272334416707356,0.00036466423871842773,0.00030312250449250497,10,0.003346681594848633,0.0007936954498291016
reach,7,matched_random_fixed_rank4,cached_full,0.00020272334416707356,0.00036466423871842773,0.00030312250449250497,10,0.003346681594848633,0.0007936954498291016
reach,7,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0055882930755615234,0.0006873607635498047
reach,7,matched_random_fixed_rank4,mean_only,0.0002023442586263021,0.0003622017273564406,0.00030041120535186685,10,0.0033664703369140625,0.0007700920104980469
reach,7,matched_random_fixed_rank4,centered_only,3.9259592692057293e-07,2.200743397666174e-05,2.2003931891261866e-05,10,0.005568742752075195,0.0007104873657226562
reach,8,fixed_rank4,full,0.0006426580746968588,0.0007128957903238007,0.0003085628086602843,10,0.015754222869873047,0.011299967765808105
reach,8,fixed_rank4,cached_full,0.0006426580746968588,0.0007128957903238007,0.0003085628086602843,10,0.015754222869873047,0.011299967765808105
reach,8,fixed_rank4,zero,0.0,0.0,0.0,10,0.01541447639465332,0.011309385299682617
reach,8,fixed_rank4,mean_only,0.0006411226590474447,0.0007079680143353391,0.0003003005917041407,10,0.015628814697265625,0.011297106742858887
reach,8,fixed_rank4,centered_only,1.5354156494140626e-06,3.551980363718524e-05,3.548660239030686e-05,10,0.015538215637207031,0.011312246322631836
reach,8,matched_random_fixed_rank4,full,0.0005100953578948974,0.0006075672585708959,0.0003300616602112858,10,0.015770912170410156,0.011469721794128418
reach,8,matched_random_fixed_rank4,cached_full,0.0005100953578948974,0.0006075672585708959,0.0003300616602112858,10,0.015770912170410156,0.011469721794128418
reach,8,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.01541447639465332,0.011309385299682617
reach,8,matched_random_fixed_rank4,mean_only,0.0005125200748443603,0.0006091581514966978,0.0003292367330909557,10,0.01574563980102539,0.011473536491394043
reach,8,matched_random_fixed_rank4,centered_only,-2.430280049641927e-06,4.569348723384355e-05,4.562881232806455e-05,10,0.015439987182617188,0.011305928230285645
reach,9,fixed_rank4,full,-0.00026636123657226564,0.00039179549332360496,0.00028732455558197695,10,0.042130231857299805,0.0007531642913818359
reach,9,fixed_rank4,cached_full,-0.00026636123657226564,0.00039179549332360496,0.00028732455558197695,10,0.042130231857299805,0.0007531642913818359
reach,9,fixed_rank4,zero,0.0,0.0,0.0,10,0.04161715507507324,0.0008411407470703125
reach,9,fixed_rank4,mean_only,-0.00027081251144409177,0.00039895387197710653,0.0002929586585354137,10,0.04214215278625488,0.0007669925689697266
reach,9,fixed_rank4,centered_only,4.514058430989583e-06,3.203333801810898e-05,3.1713688228650386e-05,10,0.04160571098327637,0.0008275508880615234
reach,9,matched_random_fixed_rank4,full,3.303368886311849e-05,0.00019302430693866885,0.0001901766506941589,10,0.041852712631225586,0.0009243488311767578
reach,9,matched_random_fixed_rank4,cached_full,3.303368886311849e-05,0.00019302430693866885,0.0001901766506941589,10,0.041852712631225586,0.0009243488311767578
reach,9,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.04161715507507324,0.0008411407470703125
reach,9,matched_random_fixed_rank4,mean_only,2.8371810913085938e-05,0.00019303256421672268,0.00019093614428283416,10,0.04184412956237793,0.0009160041809082031
reach,9,matched_random_fixed_rank4,centered_only,4.719098409016927e-06,2.4150017191943352e-05,2.3684455674073943e-05,10,0.041625022888183594,0.0008497238159179688
reach,10,fixed_rank4,full,0.0003540623188018799,0.0005229556569542692,0.0003848668517099221,10,0.10379624366760254,0.00037086009979248047
reach,10,fixed_rank4,cached_full,0.0003540623188018799,0.0005229556569542692,0.0003848668517099221,10,0.10379624366760254,0.00037086009979248047
reach,10,fixed_rank4,zero,0.0,0.0,0.0,10,0.10264825820922852,0.0006788969039916992
reach,10,fixed_rank4,mean_only,0.0003455928961435954,0.0004943872727639257,0.00035353122295779527,10,0.10353446006774902,0.0004527568817138672
reach,10,fixed_rank4,centered_only,8.460680643717447e-06,7.141951008508925e-05,7.091659399491202e-05,10,0.10290920734405518,0.0005984306335449219
reach,10,matched_random_fixed_rank4,full,0.0005990723768870036,0.0007026764880452245,0.0003672417924236382,10,0.10339975357055664,0.0003496408462524414
reach,10,matched_random_fixed_rank4,cached_full,0.0005990723768870036,0.0007026764880452245,0.0003672417924236382,10,0.10339975357055664,0.0003496408462524414
reach,10,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.10264825820922852,0.0006788969039916992
reach,10,matched_random_fixed_rank4,mean_only,0.0005976366996765137,0.0006986795805471628,0.00036191647029849844,10,0.1033165454864502,0.00035500526428222656
reach,10,matched_random_fixed_rank4,centered_only,1.4396508534749348e-06,4.9074841091383774e-05,4.9053719874894896e-05,10,0.10273218154907227,0.0006735324859619141
reach,11,fixed_rank4,full,-0.0002522389094034831,0.00047483394413615676,0.0004022969140906257,10,0.04582691192626953,0.0032079219818115234
reach,11,fixed_rank4,cached_full,-0.0002522389094034831,0.00047483394413615676,0.0004022969140906257,10,0.04582691192626953,0.0032079219818115234
reach,11,fixed_rank4,zero,0.0,0.0,0.0,10,0.04577493667602539,0.002926349639892578
reach,11,fixed_rank4,mean_only,-0.000259550412495931,0.0004931987543673751,0.0004193788200216154,10,0.045816898345947266,0.0032372474670410156
reach,11,fixed_rank4,centered_only,7.338523864746094e-06,4.7301036360355936e-05,4.672830093476828e-05,10,0.045784950256347656,0.002897024154663086
reach,11,matched_random_fixed_rank4,full,7.001558939615886e-05,0.00032785791930832806,0.00032029460266244674,10,0.046218156814575195,0.002949237823486328
reach,11,matched_random_fixed_rank4,cached_full,7.001558939615886e-05,0.00032785791930832806,0.00032029460266244674,10,0.046218156814575195,0.002949237823486328
reach,11,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.04577493667602539,0.002926349639892578
reach,11,matched_random_fixed_rank4,mean_only,6.42251968383789e-05,0.00032706009713264085,0.00032069211282394205,10,0.046207427978515625,0.0029642581939697266
reach,11,matched_random_fixed_rank4,centered_only,5.794366200764974e-06,2.373424323359157e-05,2.3016073127332553e-05,10,0.045786142349243164,0.0029113292694091797
reach,12,fixed_rank4,full,-0.0003929901123046875,0.0005564552497890048,0.0003939558562180449,10,0.008658885955810547,0.0028188228607177734
reach,12,fixed_rank4,cached_full,-0.0003929901123046875,0.0005564552497890048,0.0003939558562180449,10,0.008658885955810547,0.0028188228607177734
reach,12,fixed_rank4,zero,0.0,0.0,0.0,10,0.009073257446289062,0.002481222152709961
reach,12,fixed_rank4,mean_only,-0.0003984959920247396,0.0005697700266734894,0.00040723313671130385,10,0.008691787719726562,0.0028235912322998047
reach,12,fixed_rank4,centered_only,5.5440266927083335e-06,3.739683384600852e-05,3.698360379595945e-05,10,0.009035348892211914,0.002476930618286133
reach,12,matched_random_fixed_rank4,full,0.00011270761489868164,0.0002442655761264807,0.0002167087105407902,10,0.008743762969970703,0.002754688262939453
reach,12,matched_random_fixed_rank4,cached_full,0.00011270761489868164,0.0002442655761264807,0.0002167087105407902,10,0.008743762969970703,0.002754688262939453
reach,12,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.009073257446289062,0.002481222152709961
reach,12,matched_random_fixed_rank4,mean_only,0.00010616540908813477,0.00024325184135532484,0.00021886151839897557,10,0.008747577667236328,0.0027489662170410156
reach,12,matched_random_fixed_rank4,centered_only,6.539821624755859e-06,2.2183449105041707e-05,2.119755050264892e-05,10,0.009069204330444336,0.0024871826171875
reach,13,fixed_rank4,full,0.0003186357021331787,0.0004446342613214412,0.00031011435901447695,10,0.007454872131347656,0.016672968864440918
reach,13,fixed_rank4,cached_full,0.0003186357021331787,0.0004446342613214412,0.00031011435901447695,10,0.007454872131347656,0.016672968864440918
reach,13,fixed_rank4,zero,0.0,0.0,0.0,10,0.0074160099029541016,0.016209721565246582
reach,13,fixed_rank4,mean_only,0.00031543612480163576,0.000439963430137919,0.00030670485980637875,10,0.007443904876708984,0.016605019569396973
reach,13,fixed_rank4,centered_only,3.1618277231852214e-06,3.9938220216296813e-05,3.98128657533506e-05,10,0.00742650032043457,0.016277670860290527
reach,13,matched_random_fixed_rank4,full,0.00039817571640014647,0.0004882616249897514,0.00028258717824215367,10,0.0067174434661865234,0.016347408294677734
reach,13,matched_random_fixed_rank4,cached_full,0.00039817571640014647,0.0004882616249897514,0.00028258717824215367,10,0.0067174434661865234,0.016347408294677734
reach,13,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0074160099029541016,0.016209721565246582
reach,13,matched_random_fixed_rank4,mean_only,0.0003994421164194743,0.0004886287044514776,0.0002814320636392743,10,0.006705164909362793,0.016341209411621094
reach,13,matched_random_fixed_rank4,centered_only,-1.2322266896565754e-06,4.198836780905582e-05,4.197028292320476e-05,10,0.007428765296936035,0.016216039657592773
reach,14,fixed_rank4,full,-9.653687477111816e-05,0.00032753654666557654,0.00031298693456921945,10,0.06959366798400879,0.002214670181274414
reach,14,fixed_rank4,cached_full,-9.653687477111816e-05,0.00032753654666557654,0.00031298693456921945,10,0.06959366798400879,0.002214670181274414
reach,14,fixed_rank4,zero,0.0,0.0,0.0,10,0.0715872049331665,0.0016930103302001953
reach,14,fixed_rank4,mean_only,-9.76701577504476e-05,0.00033201878772562784,0.00031732793083464646,10,0.06985020637512207,0.0022194385528564453
reach,14,fixed_rank4,centered_only,1.1571248372395834e-06,3.7694326713208986e-05,3.76765620575071e-05,10,0.07133376598358154,0.0016903877258300781
reach,14,matched_random_fixed_rank4,full,0.00012048681577046713,0.0003202330758579589,0.0002967021235160658,10,0.07064247131347656,0.0011074542999267578
reach,14,matched_random_fixed_rank4,cached_full,0.00012048681577046713,0.0003202330758579589,0.0002967021235160658,10,0.07064247131347656,0.0011074542999267578
reach,14,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0715872049331665,0.0016930103302001953
reach,14,matched_random_fixed_rank4,mean_only,0.00011620799700419109,0.00031615033197938014,0.00029401825426824465,10,0.07066512107849121,0.0010921955108642578
reach,14,matched_random_fixed_rank4,centered_only,4.362265268961589e-06,2.3624706801694913e-05,2.3218471379254522e-05,10,0.07156479358673096,0.0017082691192626953
reach,15,fixed_rank4,full,0.0007454546292622884,0.0008032995082727831,0.0002993117032505064,10,0.017567157745361328,0.025496721267700195
reach,15,fixed_rank4,cached_full,0.0007454546292622884,0.0008032995082727831,0.0002993117032505064,10,0.017567157745361328,0.025496721267700195
reach,15,fixed_rank4,zero,0.0,0.0,0.0,10,0.0175020694732666,0.025425434112548828
reach,15,fixed_rank4,mean_only,0.0007485230763753255,0.0008047435307822567,0.00029550863687803034,10,0.017473220825195312,0.02542400360107422
reach,15,fixed_rank4,centered_only,-3.1046072642008463e-06,4.21204782504714e-05,4.20059055584272e-05,10,0.017595648765563965,0.025494813919067383
reach,15,matched_random_fixed_rank4,full,0.0006321156024932861,0.0007083323578580605,0.00031963196691399507,10,0.0172804594039917,0.02570509910583496
reach,15,matched_random_fixed_rank4,cached_full,0.0006321156024932861,0.0007083323578580605,0.00031963196691399507,10,0.0172804594039917,0.02570509910583496
reach,15,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0175020694732666,0.025425434112548828
reach,15,matched_random_fixed_rank4,mean_only,0.0006394275029500326,0.0007127566858366522,0.00031488817328685783,10,0.017160654067993164,0.025588512420654297
reach,15,matched_random_fixed_rank4,centered_only,-7.295608520507813e-06,5.78800889031389e-05,5.7418453373029445e-05,10,0.017621755599975586,0.025541067123413086
reach,16,fixed_rank4,full,0.0006794186433156332,0.0007462375641902112,0.0003086434987549294,10,0.10588836669921875,0.001439809799194336
reach,16,fixed_rank4,cached_full,0.0006794186433156332,0.0007462375641902112,0.0003086434987549294,10,0.10588836669921875,0.001439809799194336
reach,16,fixed_rank4,zero,0.0,0.0,0.0,10,0.10586845874786377,0.0017192363739013672
reach,16,fixed_rank4,mean_only,0.0006799213091532389,0.0007379098933422561,0.00028673685506353273,10,0.10613477230072021,0.001447916030883789
reach,16,fixed_rank4,centered_only,-5.086263020833333e-07,5.209431586402152e-05,5.209183280155607e-05,10,0.10562217235565186,0.0017108917236328125
reach,16,matched_random_fixed_rank4,full,0.0005656015872955322,0.0006448419364678653,0.0003097030311062534,10,0.10542154312133789,0.001394510269165039
reach,16,matched_random_fixed_rank4,cached_full,0.0005656015872955322,0.0006448419364678653,0.0003097030311062534,10,0.10542154312133789,0.001394510269165039
reach,16,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.10586845874786377,0.0017192363739013672
reach,16,matched_random_fixed_rank4,mean_only,0.0005687924226125082,0.0006453179710558732,0.0003048121778181816,10,0.10543060302734375,0.00141143798828125
reach,16,matched_random_fixed_rank4,centered_only,-3.192424774169922e-06,4.523867777954078e-05,4.5125894908604116e-05,10,0.10585892200469971,0.0017020702362060547
reach,17,fixed_rank4,full,-4.8243204752604166e-05,0.00037638850993374417,0.0003732839450141709,10,0.020261049270629883,0.0030791759490966797
reach,17,fixed_rank4,cached_full,-4.8243204752604166e-05,0.00037638850993374417,0.0003732839450141709,10,0.020261049270629883,0.0030791759490966797
reach,17,fixed_rank4,zero,0.0,0.0,0.0,10,0.02071690559387207,0.0031321048736572266
reach,17,fixed_rank4,mean_only,-5.62739372253418e-05,0.0003755859934909508,0.000371346310733987,10,0.02032756805419922,0.0030732154846191406
reach,17,fixed_rank4,centered_only,8.03073247273763e-06,3.00094622043942e-05,2.8914964252931067e-05,10,0.020646095275878906,0.0031375885009765625
reach,17,matched_random_fixed_rank4,full,0.00013218959172566733,0.0003129093632801222,0.0002836162574109123,10,0.02057790756225586,0.003147125244140625
reach,17,matched_random_fixed_rank4,cached_full,0.00013218959172566733,0.0003129093632801222,0.0002836162574109123,10,0.02057790756225586,0.003147125244140625
reach,17,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.02071690559387207,0.0031321048736572266
reach,17,matched_random_fixed_rank4,mean_only,0.00012346982955932617,0.000310663480688064,0.00028507367367369094,10,0.020584821701049805,0.0031456947326660156
reach,17,matched_random_fixed_rank4,centered_only,8.73565673828125e-06,3.553918768348858e-05,3.4448833979587e-05,10,0.020710229873657227,0.003133058547973633
reach,18,fixed_rank4,full,-0.00035596688588460286,0.000596743475256755,0.00047894712799548923,9,0.2539856433868408,0.00011444091796875
reach,18,fixed_rank4,cached_full,-0.00035596688588460286,0.000596743475256755,0.00047894712799548923,9,0.2539856433868408,0.00011444091796875
reach,18,fixed_rank4,zero,0.0,0.0,0.0,10,0.2538630962371826,0.0006566047668457031
reach,18,fixed_rank4,mean_only,-0.0003574490547180176,0.0005970083090834745,0.0004781726616985806,9,0.25397801399230957,8.58306884765625e-05
reach,18,fixed_rank4,centered_only,1.4503796895345051e-06,5.416466966310215e-05,5.414524760742317e-05,10,0.25387120246887207,0.0006260871887207031
reach,18,matched_random_fixed_rank4,full,2.010981241861979e-05,0.0003325388827531031,0.0003319302697663622,9,0.2542130947113037,9.226799011230469e-05
reach,18,matched_random_fixed_rank4,cached_full,2.010981241861979e-05,0.0003325388827531031,0.0003319302697663622,9,0.2542130947113037,9.226799011230469e-05
reach,18,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.2538630962371826,0.0006566047668457031
reach,18,matched_random_fixed_rank4,mean_only,1.0101000467936198e-05,0.0003343914648875698,0.00033423886904308656,9,0.2542273998260498,8.726119995117188e-05
reach,18,matched_random_fixed_rank4,centered_only,9.964307149251303e-06,2.5683668407258705e-05,2.3671996237947447e-05,10,0.2538487911224365,0.0006520748138427734
reach,19,fixed_rank4,full,-0.00022568146387736004,0.0004317942691747859,0.00036812249015016636,10,0.003871917724609375,0.0009889602661132812
reach,19,fixed_rank4,cached_full,-0.00022568146387736004,0.0004317942691747859,0.00036812249015016636,10,0.003871917724609375,0.0009889602661132812
reach,19,fixed_rank4,zero,0.0,0.0,0.0,10,0.003436565399169922,0.0013561248779296875
reach,19,fixed_rank4,mean_only,-0.00023396492004394532,0.0004461791134685676,0.0003799160663678587,10,0.0038399696350097656,0.000986337661743164
reach,19,fixed_rank4,centered_only,8.347829182942709e-06,3.842206944100937e-05,3.7504255332724e-05,10,0.0034689903259277344,0.0013585090637207031
reach,19,matched_random_fixed_rank4,full,6.66205088297526e-05,0.0003235821587380953,0.0003166498401339732,10,0.0039174556732177734,0.001125335693359375
reach,19,matched_random_fixed_rank4,cached_full,6.66205088297526e-05,0.0003235821587380953,0.0003166498401339732,10,0.0039174556732177734,0.001125335693359375
reach,19,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.003436565399169922,0.0013561248779296875
reach,19,matched_random_fixed_rank4,mean_only,5.887269973754883e-05,0.0003220633511282746,0.0003166367119674955,10,0.003910064697265625,0.0011250972747802734
reach,19,matched_random_fixed_rank4,centered_only,7.754961649576822e-06,2.491036442054544e-05,2.367249089931114e-05,10,0.0034432411193847656,0.001356363296508789
reach,20,fixed_rank4,full,0.0002573227882385254,0.0004809894880623987,0.00040636913056933763,9,0.04810738563537598,0.0003330707550048828
reach,20,fixed_rank4,cached_full,0.0002573227882385254,0.0004809894880623987,0.00040636913056933763,9,0.04810738563537598,0.0003330707550048828
reach,20,fixed_rank4,zero,0.0,0.0,0.0,10,0.047879695892333984,9.059906005859375e-06
reach,20,fixed_rank4,mean_only,0.0002533539136250814,0.00047797861191724327,0.0004053089536405401,9,0.04812979698181152,0.00031185150146484375
