task,episode,arm,component,score_change_mean,score_change_rms,centered_score_change_rms,native_elite_overlap_count,best_runnerup_margin,elite_boundary_margin
reach,20,fixed_rank4,centered_only,3.970464070638021e-06,4.7443591938650345e-05,4.727715971909628e-05,10,0.04788064956665039,1.8358230590820312e-05
reach,20,matched_random_fixed_rank4,full,0.00023943424224853515,0.00036673604271762446,0.0002777887122743706,9,0.048091888427734375,6.413459777832031e-05
reach,20,matched_random_fixed_rank4,cached_full,0.00023943424224853515,0.00036673604271762446,0.0002777887122743706,9,0.048091888427734375,6.413459777832031e-05
reach,20,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.047879695892333984,9.059906005859375e-06
reach,20,matched_random_fixed_rank4,mean_only,0.0002326512336730957,0.0003583879983651248,0.0002726084386855024,9,0.048056602478027344,2.1457672119140625e-05
reach,20,matched_random_fixed_rank4,centered_only,6.80843989054362e-06,3.172754737503525e-05,3.098842378521309e-05,10,0.04792141914367676,9.775161743164062e-06
reach,21,fixed_rank4,full,0.0006274247169494629,0.0006665380404918066,0.00022496929564619174,10,0.0565943717956543,0.0012218952178955078
reach,21,fixed_rank4,cached_full,0.0006274247169494629,0.0006665380404918066,0.00022496929564619174,10,0.0565943717956543,0.0012218952178955078
reach,21,fixed_rank4,zero,0.0,0.0,0.0,10,0.05610489845275879,0.0013887882232666016
reach,21,fixed_rank4,mean_only,0.0006260879834493002,0.000663653494255436,0.00022011314685370105,10,0.05641460418701172,0.0011408329010009766
reach,21,fixed_rank4,centered_only,1.3891855875651043e-06,4.755979170412821e-05,4.7539498844049286e-05,10,0.05628061294555664,0.001468658447265625
reach,21,matched_random_fixed_rank4,full,0.0003437368075052897,0.00040360831556622876,0.00021152938226232288,10,0.055951833724975586,0.0012226104736328125
reach,21,matched_random_fixed_rank4,cached_full,0.0003437368075052897,0.00040360831556622876,0.00021152938226232288,10,0.055951833724975586,0.0012226104736328125
reach,21,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.05610489845275879,0.0013887882232666016
reach,21,matched_random_fixed_rank4,mean_only,0.0003483287493387858,0.0004082412451728993,0.0002129037262341751,10,0.055860042572021484,0.0011243820190429688
reach,21,matched_random_fixed_rank4,centered_only,-4.609425862630208e-06,3.899356573658808e-05,3.872016738174735e-05,10,0.056197166442871094,0.0014865398406982422
reach,22,fixed_rank4,full,-2.3193359375e-05,0.00032049920231153365,0.00031965889126259493,10,0.0747685432434082,0.0011208057403564453
reach,22,fixed_rank4,cached_full,-2.3193359375e-05,0.00032049920231153365,0.00031965889126259493,10,0.0747685432434082,0.0011208057403564453
reach,22,fixed_rank4,zero,0.0,0.0,0.0,10,0.07497549057006836,0.0009000301361083984
reach,22,fixed_rank4,mean_only,-2.700010935465495e-05,0.0003289888065254558,0.0003278789851666015,10,0.07470345497131348,0.0011494159698486328
reach,22,fixed_rank4,centered_only,3.856817881266276e-06,2.6875111484973908e-05,2.6596927889523654e-05,10,0.07503771781921387,0.0008704662322998047
reach,22,matched_random_fixed_rank4,full,8.956750233968099e-05,0.0002514204070265234,0.00023492527236126373,10,0.07411551475524902,0.0011532306671142578
reach,22,matched_random_fixed_rank4,cached_full,8.956750233968099e-05,0.0002514204070265234,0.00023492527236126373,10,0.07411551475524902,0.0011532306671142578
reach,22,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.07497549057006836,0.0009000301361083984
reach,22,matched_random_fixed_rank4,mean_only,8.368651072184245e-05,0.0002537138319339648,0.00023951466852328496,10,0.0741276741027832,0.0011568069458007812
reach,22,matched_random_fixed_rank4,centered_only,5.867481231689453e-06,2.4018850604572664e-05,2.3291153864945217e-05,10,0.07496356964111328,0.0008947849273681641
reach,23,fixed_rank4,full,0.0007514945665995279,0.0008061456948809789,0.0002917649700469951,10,0.06900632381439209,0.008908271789550781
reach,23,fixed_rank4,cached_full,0.0007514945665995279,0.0008061456948809789,0.0002917649700469951,10,0.06900632381439209,0.008908271789550781
reach,23,fixed_rank4,zero,0.0,0.0,0.0,10,0.0679938793182373,0.008980035781860352
reach,23,fixed_rank4,mean_only,0.0007507812976837158,0.0008018144265256161,0.0002814850220401761,10,0.06915450096130371,0.008904218673706055
reach,23,fixed_rank4,centered_only,6.687641143798829e-07,5.5430527200055736e-05,5.54264927650617e-05,10,0.06784725189208984,0.008983492851257324
reach,23,matched_random_fixed_rank4,full,0.0006246614456176758,0.0007046602476479053,0.0003261044970159759,10,0.06867790222167969,0.00891578197479248
reach,23,matched_random_fixed_rank4,cached_full,0.0006246614456176758,0.0007046602476479053,0.0003261044970159759,10,0.06867790222167969,0.00891578197479248
reach,23,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0679938793182373,0.008980035781860352
reach,23,matched_random_fixed_rank4,mean_only,0.0006282424926757812,0.0007081561371130854,0.0003267973147494452,10,0.06889569759368896,0.008808732032775879
reach,23,matched_random_fixed_rank4,centered_only,-3.6160151163736978e-06,6.668635707713043e-05,6.658824712287223e-05,10,0.06777715682983398,0.009086251258850098
reach,24,fixed_rank4,full,0.0008764920632044474,0.0009596856242055015,0.00039084288460494455,10,0.14290237426757812,0.02512824535369873
reach,24,fixed_rank4,cached_full,0.0008764920632044474,0.0009596856242055015,0.00039084288460494455,10,0.14290237426757812,0.02512824535369873
reach,24,fixed_rank4,zero,0.0,0.0,0.0,10,0.14308702945709229,0.02577817440032959
reach,24,fixed_rank4,mean_only,0.0008725541830062867,0.0009556541013256199,0.0003897742411944507,10,0.14301776885986328,0.025223851203918457
reach,24,fixed_rank4,centered_only,3.980000813802083e-06,4.90630097961801e-05,4.8901314131444345e-05,10,0.14297181367874146,0.025684237480163574
reach,24,matched_random_fixed_rank4,full,0.0008084523677825928,0.0009245005362373488,0.00044844844801812493,10,0.14304423332214355,0.025157690048217773
reach,24,matched_random_fixed_rank4,cached_full,0.0008084523677825928,0.0009245005362373488,0.00044844844801812493,10,0.14304423332214355,0.025157690048217773
reach,24,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.14308702945709229,0.02577817440032959
reach,24,matched_random_fixed_rank4,mean_only,0.000807955265045166,0.0009269803484143694,0.00045442365258888237,10,0.14304786920547485,0.025160670280456543
reach,24,matched_random_fixed_rank4,centered_only,6.18894894917806e-07,7.443314720814397e-05,7.443057417767428e-05,10,0.14308422803878784,0.02577507495880127
reach,25,fixed_rank4,full,0.00015148679415384928,0.00036724167221285865,0.0003345417716917964,9,0.03203177452087402,0.00014972686767578125
reach,25,fixed_rank4,cached_full,0.00015148679415384928,0.00036724167221285865,0.0003345417716917964,9,0.03203177452087402,0.00014972686767578125
reach,25,fixed_rank4,zero,0.0,0.0,0.0,10,0.0319293737411499,0.00019121170043945312
reach,25,fixed_rank4,mean_only,0.00015044291814168294,0.00036669125816755823,0.0003344090417400847,9,0.03204202651977539,0.0001773834228515625
reach,25,fixed_rank4,centered_only,1.022020975748698e-06,2.38278606175562e-05,2.380593234332181e-05,10,0.03191804885864258,0.0001881122589111328
reach,25,matched_random_fixed_rank4,full,0.00032762686411539715,0.00048505530086635215,0.00035768601147998294,9,0.03178298473358154,0.0002645254135131836
reach,25,matched_random_fixed_rank4,cached_full,0.00032762686411539715,0.00048505530086635215,0.00035768601147998294,9,0.03178298473358154,0.0002645254135131836
reach,25,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.0319293737411499,0.00019121170043945312
reach,25,matched_random_fixed_rank4,mean_only,0.0003266771634419759,0.00048010725798409667,0.00035183093959245893,9,0.031700968742370605,0.00024902820587158203
reach,25,matched_random_fixed_rank4,centered_only,9.72747802734375e-07,3.392839490178089e-05,3.391444739817335e-05,10,0.03201091289520264,0.0001761913299560547
reach,26,fixed_rank4,full,0.0003034186363220215,0.0004326345451372005,0.0003083987366682251,10,0.09632396697998047,0.0050411224365234375
reach,26,fixed_rank4,cached_full,0.0003034186363220215,0.0004326345451372005,0.0003083987366682251,10,0.09632396697998047,0.0050411224365234375
reach,26,fixed_rank4,zero,0.0,0.0,0.0,10,0.09499621391296387,0.004899859428405762
reach,26,fixed_rank4,mean_only,0.0003001439571380615,0.0004240052441871563,0.00029948965272896415,10,0.09607517719268799,0.005031466484069824
reach,26,fixed_rank4,centered_only,3.344217936197917e-06,4.5040261820648924e-05,4.491593694077657e-05,10,0.0952444076538086,0.004909396171569824
reach,26,matched_random_fixed_rank4,full,0.0003424413998921712,0.0004330363753535688,0.0002650554470657922,10,0.0963667631149292,0.005150914192199707
reach,26,matched_random_fixed_rank4,cached_full,0.0003424413998921712,0.0004330363753535688,0.0002650554470657922,10,0.0963667631149292,0.005150914192199707
reach,26,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.09499621391296387,0.004899859428405762
reach,26,matched_random_fixed_rank4,mean_only,0.00034278909365336103,0.00043173109172613963,0.0002624640410329607,10,0.09635722637176514,0.005182504653930664
reach,26,matched_random_fixed_rank4,centered_only,-2.7974446614583333e-07,4.3400440111331125e-05,4.339953853315609e-05,10,0.09500527381896973,0.004868268966674805
reach,27,fixed_rank4,full,0.0007568045457204183,0.0008482067868825741,0.0003830164916691862,10,0.10380661487579346,0.0028002262115478516
reach,27,fixed_rank4,cached_full,0.0007568045457204183,0.0008482067868825741,0.0003830164916691862,10,0.10380661487579346,0.0028002262115478516
reach,27,fixed_rank4,zero,0.0,0.0,0.0,10,0.10656797885894775,0.003144502639770508
reach,27,fixed_rank4,mean_only,0.0007521665096282959,0.0008377997523984004,0.000368990469947948,10,0.10392463207244873,0.0027480125427246094
reach,27,fixed_rank4,centered_only,4.706382751464843e-06,5.14192933694936e-05,5.120345390708289e-05,10,0.1064523458480835,0.003196120262145996
reach,27,matched_random_fixed_rank4,full,0.0004822119077046712,0.000581790356006852,0.0003255022187488147,10,0.10567271709442139,0.002837538719177246
reach,27,matched_random_fixed_rank4,cached_full,0.0004822119077046712,0.000581790356006852,0.0003255022187488147,10,0.10567271709442139,0.002837538719177246
reach,27,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.10656797885894775,0.003144502639770508
reach,27,matched_random_fixed_rank4,mean_only,0.0004839615027109782,0.0005863904868586241,0.00033111186474064317,10,0.105660080909729,0.0027829408645629883
reach,27,matched_random_fixed_rank4,centered_only,-1.7042954762776693e-06,5.7654917357601395e-05,5.7629722127053385e-05,10,0.10658097267150879,0.0031992197036743164
reach,28,fixed_rank4,full,0.0008638366063435872,0.0009245020928578827,0.0003293788658056245,10,0.055922508239746094,0.003058195114135742
reach,28,fixed_rank4,cached_full,0.0008638366063435872,0.0009245020928578827,0.0003293788658056245,10,0.055922508239746094,0.003058195114135742
reach,28,fixed_rank4,zero,0.0,0.0,0.0,10,0.05597567558288574,0.0022470951080322266
reach,28,fixed_rank4,mean_only,0.0008667707443237305,0.0009237513457245349,0.0003194135650099657,10,0.05631661415100098,0.003122091293334961
reach,28,fixed_rank4,centered_only,-2.9269854227701824e-06,5.314108388270668e-05,5.306041417633072e-05,10,0.05558300018310547,0.0021800994873046875
reach,28,matched_random_fixed_rank4,full,0.0004805874824523926,0.0006118173682286582,0.0003786240401457796,10,0.05477499961853027,0.0032052993774414062
reach,28,matched_random_fixed_rank4,cached_full,0.0004805874824523926,0.0006118173682286582,0.0003786240401457796,10,0.05477499961853027,0.0032052993774414062
reach,28,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.05597567558288574,0.0022470951080322266
reach,28,matched_random_fixed_rank4,mean_only,0.0004854679107666016,0.0006157530380783863,0.0003787779184676341,10,0.05501532554626465,0.003390789031982422
reach,28,matched_random_fixed_rank4,centered_only,-4.830360412597657e-06,5.93333044522243e-05,5.913635629208778e-05,10,0.05573701858520508,0.0020585060119628906
reach,29,fixed_rank4,full,0.0005257495244344075,0.0005772560357219687,0.00023835261344159233,10,0.01901388168334961,0.005911350250244141
reach,29,fixed_rank4,cached_full,0.0005257495244344075,0.0005772560357219687,0.00023835261344159233,10,0.01901388168334961,0.005911350250244141
reach,29,fixed_rank4,zero,0.0,0.0,0.0,10,0.019166946411132812,0.006410360336303711
reach,29,fixed_rank4,mean_only,0.0005214460690816244,0.0005699916238862967,0.00023018351013888775,10,0.01906561851501465,0.006110668182373047
reach,29,fixed_rank4,centered_only,4.3328603108723955e-06,3.111689770802771e-05,3.0813757390138695e-05,10,0.01911473274230957,0.00620579719543457
reach,29,matched_random_fixed_rank4,full,0.0003356734911600749,0.00041325838298340926,0.00024105144355193001,10,0.019032001495361328,0.00585484504699707
reach,29,matched_random_fixed_rank4,cached_full,0.0003356734911600749,0.00041325838298340926,0.00024105144355193001,10,0.019032001495361328,0.00585484504699707
reach,29,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.019166946411132812,0.006410360336303711
reach,29,matched_random_fixed_rank4,mean_only,0.0003346077601114909,0.00040683165470226465,0.00023140795608827635,10,0.01902174949645996,0.005804777145385742
reach,29,matched_random_fixed_rank4,centered_only,1.087188720703125e-06,3.3782771303706e-05,3.3765272953792e-05,10,0.019176721572875977,0.006461143493652344
reach,30,fixed_rank4,full,0.0005765179793039958,0.000655426020752037,0.000311785644663264,10,0.038495659828186035,0.0025713443756103516
reach,30,fixed_rank4,cached_full,0.0005765179793039958,0.000655426020752037,0.000311785644663264,10,0.038495659828186035,0.0025713443756103516
reach,30,fixed_rank4,zero,0.0,0.0,0.0,10,0.03696036338806152,0.0026166439056396484
reach,30,fixed_rank4,mean_only,0.0005681908130645752,0.0006442235288236839,0.0003036167897845192,10,0.03828632831573486,0.0025436878204345703
reach,30,fixed_rank4,centered_only,8.33590825398763e-06,4.705500073065485e-05,4.6310751746684374e-05,10,0.03716254234313965,0.002644777297973633
reach,30,matched_random_fixed_rank4,full,0.0005179703235626221,0.0005971399404396035,0.0002971243045875679,10,0.03743398189544678,0.0028562545776367188
reach,30,matched_random_fixed_rank4,cached_full,0.0005179703235626221,0.0005971399404396035,0.0002971243045875679,10,0.03743398189544678,0.0028562545776367188
reach,30,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.03696036338806152,0.0026166439056396484
reach,30,matched_random_fixed_rank4,mean_only,0.0005188087622324625,0.0005995087729798436,0.00030041344362497787,10,0.03749191761016846,0.0029001235961914062
reach,30,matched_random_fixed_rank4,centered_only,-8.424123128255208e-07,4.1287177859105746e-05,4.127858278895524e-05,10,0.03690338134765625,0.0025734901428222656
reach,31,fixed_rank4,full,0.0008908712863922119,0.0009415397405474903,0.0003047054874991932,10,0.032854318618774414,0.007135748863220215
reach,31,fixed_rank4,cached_full,0.0008908712863922119,0.0009415397405474903,0.0003047054874991932,10,0.032854318618774414,0.007135748863220215
reach,31,fixed_rank4,zero,0.0,0.0,0.0,10,0.03262937068939209,0.007540106773376465
reach,31,fixed_rank4,mean_only,0.0008911128838857015,0.0009382286338106064,0.0002935826927375405,10,0.03275573253631592,0.007162690162658691
reach,31,fixed_rank4,centered_only,-2.555052439371745e-07,4.762905037149096e-05,4.7628365039756966e-05,10,0.03272449970245361,0.007513642311096191
reach,31,matched_random_fixed_rank4,full,0.00038750807444254556,0.00046276001324339173,0.0002529512247427449,10,0.032616496086120605,0.007203578948974609
reach,31,matched_random_fixed_rank4,cached_full,0.00038750807444254556,0.00046276001324339173,0.0002529512247427449,10,0.032616496086120605,0.007203578948974609
reach,31,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.03262937068939209,0.007540106773376465
reach,31,matched_random_fixed_rank4,mean_only,0.00039116819699605305,0.0004704968024089606,0.0002614472848126627,10,0.03254735469818115,0.007325530052185059
reach,31,matched_random_fixed_rank4,centered_only,-3.641049067179362e-06,5.8213192579955136e-05,5.809921300707382e-05,10,0.032697200775146484,0.007418036460876465
reach-wall,0,fixed_rank4,full,0.0006862966219584148,0.0007599481165454879,0.00032637108715311046,10,0.12520647048950195,0.0017905235290527344
reach-wall,0,fixed_rank4,cached_full,0.0006862966219584148,0.0007599481165454879,0.00032637108715311046,10,0.12520647048950195,0.0017905235290527344
reach-wall,0,fixed_rank4,zero,0.0,0.0,0.0,10,0.1253058910369873,0.0017766952514648438
reach-wall,0,fixed_rank4,mean_only,0.0006852070490519206,0.0007563614288599341,0.0003202716206544064,10,0.12514615058898926,0.001752614974975586
reach-wall,0,fixed_rank4,centered_only,1.1150042215983073e-06,1.4734416074123819e-05,1.4692167390525344e-05,10,0.1253643035888672,0.001814126968383789
reach-wall,0,matched_random_fixed_rank4,full,0.0005101156234741211,0.0006146233002177739,0.0003428466885623901,10,0.1255016326904297,0.002089262008666992
reach-wall,0,matched_random_fixed_rank4,cached_full,0.0005101156234741211,0.0006146233002177739,0.0003428466885623901,10,0.1255016326904297,0.002089262008666992
reach-wall,0,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.1253058910369873,0.0017766952514648438
reach-wall,0,matched_random_fixed_rank4,mean_only,0.0005087089538574218,0.0006087496306367142,0.0003343520794994752,10,0.12534880638122559,0.0020236968994140625
reach-wall,0,matched_random_fixed_rank4,centered_only,1.3462702433268229e-06,3.9045500440106946e-05,3.90222841598275e-05,10,0.1254580020904541,0.0018415451049804688
reach-wall,1,fixed_rank4,full,0.00015390475591023763,0.0004033064326770296,0.0003727860039578761,10,0.006467580795288086,0.006273746490478516
reach-wall,1,fixed_rank4,cached_full,0.00015390475591023763,0.0004033064326770296,0.0003727860039578761,10,0.006467580795288086,0.006273746490478516
reach-wall,1,fixed_rank4,zero,0.0,0.0,0.0,10,0.005713939666748047,0.005887508392333984
reach-wall,1,fixed_rank4,mean_only,0.00015233755111694337,0.000398513380948759,0.0003682474511994664,10,0.0064754486083984375,0.006262540817260742
reach-wall,1,fixed_rank4,centered_only,1.5552838643391927e-06,1.441070870356511e-05,1.4326535430463758e-05,10,0.005706071853637695,0.0058977603912353516
reach-wall,1,matched_random_fixed_rank4,full,0.0002869717280069987,0.0005156755037695883,0.0004284488913659316,10,0.0065381526947021484,0.006386756896972656
reach-wall,1,matched_random_fixed_rank4,cached_full,0.0002869717280069987,0.0005156755037695883,0.0004284488913659316,10,0.0065381526947021484,0.006386756896972656
reach-wall,1,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.005713939666748047,0.005887508392333984
reach-wall,1,matched_random_fixed_rank4,mean_only,0.000283962885538737,0.0005113678485278689,0.0004252789157065463,10,0.006568193435668945,0.0063893795013427734
reach-wall,1,matched_random_fixed_rank4,centered_only,2.982616424560547e-06,3.351007126294522e-05,3.3377071101455394e-05,10,0.0056858062744140625,0.005938291549682617
reach-wall,2,fixed_rank4,full,0.00016113440195719402,0.0004155291405157874,0.00038301458343473877,10,0.15523099899291992,0.003961086273193359
reach-wall,2,fixed_rank4,cached_full,0.00016113440195719402,0.0004155291405157874,0.00038301458343473877,10,0.15523099899291992,0.003961086273193359
reach-wall,2,fixed_rank4,zero,0.0,0.0,0.0,10,0.15526056289672852,0.00376129150390625
reach-wall,2,fixed_rank4,mean_only,0.00016038576761881511,0.0004095743906244176,0.0003768654759999733,10,0.15517091751098633,0.003941059112548828
reach-wall,2,fixed_rank4,centered_only,7.39892323811849e-07,1.481968539752315e-05,1.4801203823700464e-05,10,0.155318021774292,0.0037810802459716797
reach-wall,2,matched_random_fixed_rank4,full,0.00043300390243530276,0.0005911549321693882,0.00040245717076975137,10,0.15540647506713867,0.003839731216430664
reach-wall,2,matched_random_fixed_rank4,cached_full,0.00043300390243530276,0.0005911549321693882,0.00040245717076975137,10,0.15540647506713867,0.003839731216430664
reach-wall,2,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.15526056289672852,0.00376129150390625
reach-wall,2,matched_random_fixed_rank4,mean_only,0.0004258243242899577,0.0005799797730923705,0.00039376411979671086,10,0.15522050857543945,0.0038514137268066406
reach-wall,2,matched_random_fixed_rank4,centered_only,7.099310557047526e-06,4.028989708482176e-05,3.965949566900873e-05,10,0.1554412841796875,0.003749370574951172
reach-wall,3,fixed_rank4,full,0.00042765061060587566,0.0005905014121855051,0.0004071939010367144,10,0.40664005279541016,0.00041985511779785156
reach-wall,3,fixed_rank4,cached_full,0.00042765061060587566,0.0005905014121855051,0.0004071939010367144,10,0.40664005279541016,0.00041985511779785156
reach-wall,3,fixed_rank4,zero,0.0,0.0,0.0,10,0.40804576873779297,0.0004546642303466797
reach-wall,3,fixed_rank4,mean_only,0.0004242308934529622,0.0005835271589475551,0.00040066456577729287,10,0.406635046005249,0.0004279613494873047
reach-wall,3,fixed_rank4,centered_only,3.4268697102864583e-06,1.594911594421822e-05,1.5576612705939537e-05,10,0.4080510139465332,0.0004467964172363281
reach-wall,3,matched_random_fixed_rank4,full,0.0005798053741455078,0.0007661360195178772,0.0005007895051962299,10,0.4071028232574463,0.0004634857177734375
reach-wall,3,matched_random_fixed_rank4,cached_full,0.0005798053741455078,0.0007661360195178772,0.0005007895051962299,10,0.4071028232574463,0.0004634857177734375
reach-wall,3,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.40804576873779297,0.0004546642303466797
reach-wall,3,matched_random_fixed_rank4,mean_only,0.0005703028043111166,0.00075180449873006,0.0004898619353508016,10,0.40700626373291016,0.0004649162292480469
reach-wall,3,matched_random_fixed_rank4,centered_only,9.456475575764974e-06,3.887474944641789e-05,3.7707044623077114e-05,10,0.4081432819366455,0.00045371055603027344
reach-wall,4,fixed_rank4,full,0.0006984138488769532,0.0007624558811216342,0.0003058709962612474,10,0.032739877700805664,0.007768869400024414
reach-wall,4,fixed_rank4,cached_full,0.0006984138488769532,0.0007624558811216342,0.0003058709962612474,10,0.032739877700805664,0.007768869400024414
reach-wall,4,fixed_rank4,zero,0.0,0.0,0.0,10,0.03194689750671387,0.007898807525634766
reach-wall,4,fixed_rank4,mean_only,0.0006979091962178548,0.0007603981780486493,0.0003018743828387118,10,0.032665252685546875,0.007758378982543945
reach-wall,4,fixed_rank4,centered_only,4.887580871582031e-07,1.8634835899301506e-05,1.8628425175686046e-05,10,0.03202199935913086,0.007909536361694336
reach-wall,4,matched_random_fixed_rank4,full,0.0005946787198384603,0.0006912215753297401,0.00035234143436816735,10,0.032144784927368164,0.007781028747558594
reach-wall,4,matched_random_fixed_rank4,cached_full,0.0005946787198384603,0.0006912215753297401,0.00035234143436816735,10,0.032144784927368164,0.007781028747558594
reach-wall,4,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.03194689750671387,0.007898807525634766
reach-wall,4,matched_random_fixed_rank4,mean_only,0.0005915240446726481,0.0006882303316474831,0.00035179581289963597,10,0.03218519687652588,0.0077741146087646484
reach-wall,4,matched_random_fixed_rank4,centered_only,3.0930836995442707e-06,4.644559044451614e-05,4.6342482723386144e-05,10,0.031908273696899414,0.007905960083007812
reach-wall,5,fixed_rank4,full,0.0005726552009582519,0.0006696030687522697,0.00034703643972632166,10,0.05297684669494629,0.0008420944213867188
reach-wall,5,fixed_rank4,cached_full,0.0005726552009582519,0.0006696030687522697,0.00034703643972632166,10,0.05297684669494629,0.0008420944213867188
reach-wall,5,fixed_rank4,zero,0.0,0.0,0.0,10,0.05309748649597168,0.0006649494171142578
reach-wall,5,fixed_rank4,mean_only,0.000572957197825114,0.0006695659218724284,0.00034646583264914924,10,0.05296921730041504,0.00084686279296875
reach-wall,5,fixed_rank4,centered_only,-2.5431315104166666e-07,1.6101723079131175e-05,1.609971462288176e-05,10,0.05310511589050293,0.0006601810455322266
reach-wall,5,matched_random_fixed_rank4,full,0.0005226707458496093,0.0006353573366445987,0.00036123986028832833,10,0.053209543228149414,0.0008540153503417969
reach-wall,5,matched_random_fixed_rank4,cached_full,0.0005226707458496093,0.0006353573366445987,0.00036123986028832833,10,0.053209543228149414,0.0008540153503417969
reach-wall,5,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.05309748649597168,0.0006649494171142578
reach-wall,5,matched_random_fixed_rank4,mean_only,0.0005231634775797526,0.0006376500629505158,0.0003645512014895253,10,0.053179264068603516,0.0008609294891357422
reach-wall,5,matched_random_fixed_rank4,centered_only,-4.792213439941406e-07,3.903399530053679e-05,3.903105348342251e-05,10,0.053127288818359375,0.0006575584411621094
reach-wall,6,fixed_rank4,full,0.0007980767885843912,0.0008489785279583019,0.000289547889747223,10,0.020254015922546387,0.004531383514404297
reach-wall,6,fixed_rank4,cached_full,0.0007980767885843912,0.0008489785279583019,0.000289547889747223,10,0.020254015922546387,0.004531383514404297
reach-wall,6,fixed_rank4,zero,0.0,0.0,0.0,10,0.020669221878051758,0.0049555301666259766
reach-wall,6,fixed_rank4,mean_only,0.0007985373338063558,0.0008509727515255778,0.0002940964983750224,10,0.02019369602203369,0.004548311233520508
reach-wall,6,fixed_rank4,centered_only,-4.2637189229329427e-07,1.8398996448622337e-05,1.8394055488822457e-05,10,0.02072930335998535,0.004938364028930664
reach-wall,6,matched_random_fixed_rank4,full,0.0007740453879038492,0.0008457740211103427,0.0003408627762750547,10,0.0203857421875,0.004625797271728516
reach-wall,6,matched_random_fixed_rank4,cached_full,0.0007740453879038492,0.0008457740211103427,0.0003408627762750547,10,0.0203857421875,0.004625797271728516
reach-wall,6,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.020669221878051758,0.0049555301666259766
reach-wall,6,matched_random_fixed_rank4,mean_only,0.0007769926389058431,0.0008493070310214035,0.00034293566747791847,10,0.02026546001434326,0.004665851593017578
reach-wall,6,matched_random_fixed_rank4,centered_only,-2.9428799947102865e-06,4.564823967408914e-05,4.5553279164949474e-05,10,0.020789742469787598,0.0049152374267578125
reach-wall,7,fixed_rank4,full,0.0006282560030619304,0.0007179512454136965,0.000347488683855641,10,0.009684205055236816,0.0021028518676757812
reach-wall,7,fixed_rank4,cached_full,0.0006282560030619304,0.0007179512454136965,0.000347488683855641,10,0.009684205055236816,0.0021028518676757812
reach-wall,7,fixed_rank4,zero,0.0,0.0,0.0,10,0.008991837501525879,0.0017821788787841797
reach-wall,7,fixed_rank4,mean_only,0.0006278276443481446,0.0007162954310640682,0.00034483560366574515,10,0.00968778133392334,0.0020952224731445312
reach-wall,7,fixed_rank4,centered_only,4.291534423828125e-07,1.91861910687067e-05,1.918139085279823e-05,10,0.008988499641418457,0.0017893314361572266
reach-wall,7,matched_random_fixed_rank4,full,0.0007243255774180094,0.0008517999384640298,0.00044823609076623017,10,0.009526729583740234,0.0018758773803710938
reach-wall,7,matched_random_fixed_rank4,cached_full,0.0007243255774180094,0.0008517999384640298,0.00044823609076623017,10,0.009526729583740234,0.0018758773803710938
reach-wall,7,matched_random_fixed_rank4,zero,0.0,0.0,0.0,10,0.008991837501525879,0.0017821788787841797
reach-wall,7,matched_random_fixed_rank4,mean_only,0.000726305643717448,0.0008502409537308253,0.000442029174721858,10,0.009498000144958496,0.0018565654754638672
reach-wall,7,matched_random_fixed_rank4,centered_only,-1.9963582356770833e-06,5.38161197868447e-05,5.377907867104885e-05,10,0.00902092456817627,0.0018007755279541016
reach-wall,8,fixed_rank4,full,0.0006473549207051595,0.0007375072480184704,0.00035333913952263237,10,0.138991117477417,0.00307464599609375
reach-wall,8,fixed_rank4,cached_full,0.0006473549207051595,0.0007375072480184704,0.00035333913952263237,10,0.138991117477417,0.00307464599609375
reach-wall,8,fixed_rank4,zero,0.0,0.0,0.0,10,0.13901925086975098,0.003805398941040039
reach-wall,8,fixed_rank4,mean_only,0.0006460106372833252,0.000735684760806051,0.00035199761902468676,10,0.13903820514678955,0.0030181407928466797
reach-wall,8,fixed_rank4,centered_only,1.3546148935953776e-06,1.8036173785649433e-05,1.7985232367589734e-05,10,0.138971209526062,0.003862619400024414
reach-wall,8,matched_random_fixed_rank4,full,0.0006776233514149984,0.0007742182936290397,0.00037448706226913576,10,0.1392725706100464,0.0033948421478271484
reach-wall,8,matched_random_fixed_rank4,cached_full,0.0006776233514149984,0.0007742182936290397,0.00037448706226913576,10,0.1392725706100464,0.0033948421478271484
