task,episode,condition,layer,linear_center_mse,linear_gram_recomputed_mse,cubic_center_mse,cubic_gram_recomputed_mse,r0.05_first_derivative_rms,r0.05_second_derivative_rms,r0.1_first_derivative_rms,r0.1_second_derivative_rms,ratio_status,ratio,log_ratio,donor_response_rms_mean,exact_unchanged_fraction_mean
reach,1,float32_field_bfloat16_roundtrip,0,4.2782024455731878e-05,4.2782024455731878e-05,3.8770944769113247e-05,3.8770944769113464e-05,0.12083004751020464,4.6916314010011169,0.090675982175184952,1.6627555000645529,both_positive,0.90624380828988016,-0.098446905068449553,0.010332975389083173,0.71556152343750001
reach,1,float32,1,1.4800106578111409e-09,1.4800106576601176e-09,3.6019101175970732e-12,3.601909954335113e-12,0.082838197137897557,0.012381387247921163,0.082837832592387653,0.01230349601465135,both_positive,0.0024337055267724299,-6.0183402749846593,0.0062129558850335699,3.9062500000000001e-05
reach,1,float32_field_bfloat16_roundtrip,1,5.8497285835337691e-05,5.8497285835337698e-05,5.4576168168026793e-05,5.4576168168026665e-05,0.1487770665953361,5.5527133842091514,0.11498054222849415,1.9258712867757484,both_positive,0.93296923760961603,-0.069383050157874493,0.012565294141124398,0.65592285156249996
reach,1,float32,2,9.7233450736818654e-09,9.7233450726139851e-09,7.5693187367170937e-12,7.5693180700111324e-12,0.14527672786042675,0.031620334089310156,0.14527023727288607,0.031546343344362834,both_positive,0.00077846859073272374,-7.1581819133837463,0.010895773080475294,1.4648437499999999e-05
reach,1,float32_field_bfloat16_roundtrip,2,0.00013821354815001151,0.00013821354815001151,0.00013118608455309658,0.00013118608455309829,0.23098539930664039,8.4694756790239047,0.18907613772630957,3.0337646055075176,both_positive,0.94915503081298802,-0.052183131424609286,0.019906734016709671,0.59518554687500003
reach,1,float32,3,1.7239669176515507e-08,1.7239669167484914e-08,1.64075092175857e-11,1.6407501008883218e-11,0.21739450225824122,0.042124230381828102,0.217387939222006,0.042002932027923143,both_positive,0.00095172993458230598,-6.9572292455797466,0.016304745698562152,2.4414062500000001e-05
reach,1,float32_field_bfloat16_roundtrip,3,0.00015362608915368514,0.00015362608915368511,0.00015866583868811201,0.00015866583868811131,0.28821614789699235,9.3322464131521041,0.24556851061546076,3.0521097651080837,both_positive,1.0328052973436379,0.03227868964600944,0.023720803504616167,0.58098876953125
reach,1,float32,4,1.0442658588667336e-07,1.0442658583917374e-07,5.7314601025381359e-11,5.7314558463110548e-11,0.42095531584960183,0.10355472459191736,0.42093037716243459,0.10339165536174127,both_positive,0.00054885066421285435,-7.5076841676415498,0.031571957848568734,1.7089843750000002e-05
reach,1,float32_field_bfloat16_roundtrip,4,0.00049970084752458724,0.00049970084752458724,0.00051671367432707446,0.00051671367432707326,0.5460150684345848,16.930012968504215,0.46855365845105557,5.432196448607705,both_positive,1.034046023509396,0.033479285259515379,0.044349536787746439,0.53574218750000002
reach,1,float32,5,7.8131823208461065e-07,7.8131823177187169e-07,3.211911341091303e-10,3.2119084706720019e-10,0.99978661865313501,0.2831144153876175,0.99975580075507009,0.28283107399721436,both_positive,0.00041108874837359204,-7.7967014339957057,0.074987282333495914,9.7656250000000002e-06
reach,1,float32_field_bfloat16_roundtrip,5,0.0033197393349951978,0.0033197393349951978,0.0033751450511838432,0.0033751450511838531,1.3312194707737306,43.513221405293642,1.1151051346256853,13.949443332911041,both_positive,1.0166897791054206,0.016552035239122631,0.1087296895953733,0.51377685546875007
reach,1,bfloat16,0,6.2571697135553313e-05,6.2571697135553286e-05,8.4747095917050703e-05,8.4747095917053143e-05,0.14111527083250985,6.6992803802255736,0.081480276007348237,1.7002584321684238,both_positive,1.3543998292623791,0.30335842577533612,0.011330375472281613,0.094370117187500005
reach,1,bfloat16,1,0.00011872803091348986,0.00011872803091348979,0.00014265885845966616,0.00014265885845966695,0.16850941944694736,8.8234944213613975,0.11255854176822408,2.4505330675332253,both_positive,1.2015600474635455,0.18362075202717598,0.015246796327501731,0.0284423828125
reach,1,bfloat16,2,0.0002143130929930568,0.00021431309299305639,0.00026419945976275403,0.00026419945976275267,0.23741481882346327,11.917027561051478,0.16226278878600647,3.3091616058020472,both_positive,1.2327733041084588,0.20926635010765082,0.021109406988136452,0.01496337890625
reach,1,bfloat16,3,0.00043587953928939766,0.00043587953928939647,0.00057025227356306222,0.00057025227356305745,0.37265051177019859,17.127405604112305,0.27122001877418245,4.8490967245084713,both_positive,1.3082795179896003,0.26871292897348464,0.032333129103092328,0.0088818359374999989
reach,1,bfloat16,4,0.001464191183765651,0.0014641911837656506,0.0020091143582256772,0.0020091143582256794,0.69668339259591683,32.005485218245305,0.5147988223172133,8.7169337671237734,both_positive,1.372166681852691,0.31639101015541993,0.060206028720642041,0.0051367187499999998
reach,1,bfloat16,5,0.0089794701748650164,0.0089794701748649852,0.011534681878686528,0.011534681878686483,1.6070652260344749,77.228245132643451,1.2645270229861398,22.109247297934733,both_positive,1.2845615224575233,0.25041743245626336,0.146632349867893,0.0025366210937500001
reach,2,float32,0,3.8818050763399663e-10,3.8818050757288106e-10,1.7311377827809774e-12,1.7311377037314418e-12,0.049982282783125435,0.0063642220926523026,0.049982995894508907,0.0062996758794691236,both_positive,0.0044596205856199597,-5.4126915870576617,0.0037487614536800672,3.9062500000000001e-05
reach,2,float32_field_bfloat16_roundtrip,0,2.9630278126275383e-05,2.963027812627538e-05,2.6131065830203093e-05,2.6131065830203245e-05,0.098677708756132382,3.7715663262359542,0.080737416919482566,1.4553124068867955,both_positive,0.8819041697428659,-0.12567187996348927,0.0088369930712258044,0.72262207031250003
reach,2,float32,1,1.3546857354428023e-09,1.3546857353441854e-09,3.6271432873137754e-12,3.6271431234320493e-12,0.079810327385286914,0.01185729515638817,0.079810524191344295,0.011769114934732445,both_positive,0.0026774795012720655,-5.9228794115924757,0.0059858906380847073,3.6621093749999999e-05
reach,2,float32_field_bfloat16_roundtrip,1,4.9875972656406222e-05,4.9875972656406229e-05,4.6782883867975419e-05,4.6782883867975392e-05,0.13741017784209925,5.1090202129961302,0.10912800328268754,1.7963769800110068,both_positive,0.93798439160797964,-0.064021970191141975,0.011755080761721607,0.65905517578125006
reach,2,float32,2,5.826913517638387e-09,5.8269135167313032e-09,7.5563997030236475e-12,7.5563987643575884e-12,0.13612086329774073,0.024494823329893115,0.13611897617983382,0.02442109535925182,both_positive,0.0012968099972910205,-6.6478478783721684,0.010209199011782502,1.7089843750000002e-05
reach,2,float32_field_bfloat16_roundtrip,2,0.00013526275982408219,0.00013526275982408219,0.00013068042975039937,0.00013068042975039953,0.23028584606622596,8.5749953413505065,0.17891833876127131,2.8879037247570354,both_positive,0.96612275189680863,-0.0344643804856819,0.019332317137449026,0.60326171875000001
reach,2,float32,3,1.0315781852422212e-08,1.031578184420142e-08,1.5879117010005246e-11,1.5879109433236101e-11,0.20140682392230982,0.032610695021690381,0.20140115807812622,0.032491522218654791,both_positive,0.001539303296363981,-6.4764253698810528,0.015105551892809517,2.685546875e-05
reach,2,float32_field_bfloat16_roundtrip,3,0.00017939017076670582,0.00017939017076670582,0.00018008054459317632,0.00018008054459317413,0.29404392566900983,10.074090196606834,0.23924603996473179,3.2489871878024386,both_positive,1.0038484484602466,0.0038410621270212886,0.024127014616235516,0.59448486328125005
reach,2,float32,4,7.8929009098690361e-08,7.8929009058861045e-08,5.6238081092845836e-11,5.6238045922253321e-11,0.39990808126997723,0.089980633356512074,0.39989040328036141,0.089904581149468088,both_positive,0.00071251472348433389,-7.2467099814955631,0.029993466399035218,1.2207031250000001e-05
reach,2,float32_field_bfloat16_roundtrip,4,0.00051774305434946133,0.00051774305434946133,0.0005201537645536066,0.00052015376455359749,0.53464848827796674,16.931221819864245,0.45868066932576568,5.661767738633249,both_positive,1.0046561903320448,0.0046453838096738309,0.043945284084720704,0.54561767578125009
reach,2,float32,5,9.719391832236689e-07,9.7193918291988541e-07,3.0449486501048003e-10,3.0449457133948163e-10,0.99491413889056068,0.31597760873421687,0.99487447858517619,0.3153881367102474,both_positive,0.00031328592392020863,-8.0683942894539715,0.074621715496653113,1.2207031250000001e-05
reach,2,float32_field_bfloat16_roundtrip,5,0.0032170546925453175,0.003217054692545318,0.0032096485880260027,0.0032096485880259936,1.3137942187776521,42.092621629866095,1.1135754874904986,14.139678216455433,both_positive,0.99769786179374675,-0.0023047922004373333,0.10802599145317474,0.52413574218749992
reach,2,bfloat16,0,6.7917071644859432e-05,6.7917071644859391e-05,8.2675738989829579e-05,8.2675738989831856e-05,0.13964135122645924,6.7708873637604272,0.078783050258885712,1.7846034446417631,both_positive,1.2173042357029717,0.19663877101577043,0.011397925145565601,0.089531250000000007
reach,2,bfloat16,1,0.00011945794384327764,0.00011945794384327757,0.00013058788188909917,0.00013058788188910172,0.16742716672118668,8.5627543971654969,0.11150876060484642,2.522449918513864,both_positive,1.0931703467156895,0.089082049489546122,0.015198695066026658,0.02783203125
reach,2,bfloat16,2,0.00021830404108733062,0.00021830404108733016,0.00027031387045707681,0.00027031387045707805,0.23649113289968832,12.081579712284052,0.1549581446726086,3.3036909428727754,both_positive,1.2382449225891339,0.2136949920046618,0.020883653108571626,0.014653320312499999
reach,2,bfloat16,3,0.00045224628252851556,0.00045224628252851426,0.00059842298653593284,0.00059842298653592916,0.36172092030241282,17.595592285622569,0.26159756211946428,4.8551789074937215,both_positive,1.3232236718235497,0.28007093495764135,0.032006112836127101,0.0087304687500000012
reach,2,bfloat16,4,0.0014010588889559487,0.0014010588889559472,0.0019077934826699562,0.001907793482669959,0.65693791653883415,31.162737678497535,0.51049906895663422,8.5975353232124743,both_positive,1.3616797250339845,0.30871902958611042,0.058771980897152416,0.0049658203125
reach,2,bfloat16,5,0.0083009984602605748,0.0083009984602605488,0.010807697148395617,0.010807697148395523,1.7233035642108256,74.585724177211887,1.3145115689753426,21.211422272871072,both_positive,1.3019755635584536,0.26388277522196457,0.14772518942244572,0.0025708007812499998
reach,3,float32,0,3.7897620584333593e-10,3.789762057510248e-10,1.7976589793916554e-12,1.7976588975310973e-12,0.051715681206199016,0.0063354473777200229,0.051716401127505883,0.0062132046824080606,both_positive,0.00474346133523429,-5.3509881702693818,0.0038787633253301755,5.37109375e-05
reach,3,float32_field_bfloat16_roundtrip,0,4.8171396184035255e-05,4.8171396184035255e-05,4.6102105647199376e-05,4.6102105647199803e-05,0.13434271232408826,5.2432600671974043,0.088958885341890268,1.6162754360220171,both_positive,0.95704316875246243,-0.043906780132260792,0.010697797440700211,0.72134277343749997
reach,3,float32,1,1.2400741643948877e-09,1.2400741642447511e-09,3.6987783868126901e-12,3.6987782526751036e-12,0.082092865039079074,0.011366726787787412,0.082092159822518176,0.011255895593835885,both_positive,0.0029827074000993827,-5.8149238673992372,0.0061570234118078059,3.1738281250000001e-05
reach,3,float32_field_bfloat16_roundtrip,1,5.4828405277591696e-05,5.4828405277591703e-05,5.1329711991665125e-05,5.1329711991665084e-05,0.14409361367698248,5.3564704692338241,0.11355603819995219,1.8817096393939519,both_positive,0.93618830844681733,-0.065938638501327418,0.012281248357124354,0.65564697265624994
reach,3,float32,2,6.4314593926702027e-09,6.4314593916688129e-09,7.5405554321731072e-12,7.5405545048594284e-12,0.14044679948154951,0.025781183600554432,0.14044339185262758,0.025643758798029721,both_positive,0.0011724485799858922,-6.7486609136281928,0.010533575849275906,1.953125e-05
reach,3,float32_field_bfloat16_roundtrip,2,0.00017563371094339643,0.00017563371094339646,0.00016687660811088391,0.00016687660811088515,0.25816196735354413,9.7228278525339924,0.19733920386597537,3.295889170199108,both_positive,0.95013996581023796,-0.051145972808077644,0.021718406415293851,0.60029052734374999
reach,3,float32,3,1.315895161136092e-08,1.3158951603218748e-08,1.6472113076493256e-11,1.6472104839703993e-11,0.20488744226312119,0.036641114759228155,0.2048806070700149,0.036740835261272413,both_positive,0.0012517800477563792,-6.6831887024436583,0.01536658457822692,2.1972656249999999e-05
reach,3,float32_field_bfloat16_roundtrip,3,0.00019311138523662845,0.00019311138523662845,0.00019392139119499965,0.0001939213911950006,0.30401982463224853,10.412383186556379,0.24692570432929731,3.4023766061986702,both_positive,1.0041945013101048,0.0041857289114872742,0.02492436754958632,0.59115478515624997
reach,3,float32,4,8.5770347948153442e-08,8.5770347907070002e-08,5.699564314272263e-11,5.6995606982578504e-11,0.39895634761709847,0.093711165301593638,0.39892779231355735,0.093740400031812207,both_positive,0.00066451453802164151,-7.3164538019138909,0.029921561080398118,1.7089843750000002e-05
reach,3,float32_field_bfloat16_roundtrip,4,0.00054686310357397478,0.00054686310357397478,0.00055299994900459093,0.00055299994900458659,0.54560427799489619,17.645722150099427,0.45771491521353908,5.6543431127029757,both_positive,1.011221904331284,0.011159405895863728,0.044432249037890961,0.55265869140625001
reach,3,float32,5,1.063008802971191e-06,1.0630088026672402e-06,3.0166421070216794e-10,3.0166387833887976e-10,1.0500214186399146,0.33011471836780204,1.0498355631944749,0.32991349590873026,both_positive,0.00028378336083294264,-8.1672994248621951,0.078747289621988376,1.953125e-05
reach,3,float32_field_bfloat16_roundtrip,5,0.0034616114556653057,0.0034616114556653057,0.0034043269275811959,0.003404326927581163,1.3750243918189997,43.708006709646696,1.1692947814059418,14.512075746714268,both_positive,0.98345148529296744,-0.016686970999137962,0.11267903973761637,0.53503662109375005
reach,3,bfloat16,0,6.5341985554368838e-05,6.5341985554368811e-05,8.9496338731241446e-05,8.9496338731243546e-05,0.13303691937314513,6.9178847750854944,0.075961075925130711,1.6861874448793717,both_positive,1.3696605325342401,0.31456292266453545,0.011097642148620902,0.091774902343750006
reach,3,bfloat16,1,0.00011368596883947015,0.00011368596883947011,0.00013478208776026575,0.0001347820877602667,0.16775518269353637,8.5907360765348759,0.10989521420176086,2.4095492827543348,both_positive,1.1855648426639553,0.17021932149648755,0.014957191902088369,0.02860595703125
reach,3,bfloat16,2,0.00021494356592500767,0.00021494356592500729,0.00028094599093228995,0.00028094599093229,0.23150272269231673,12.206502724376268,0.15481434143584261,3.2390138307013427,both_positive,1.3070686239117764,0.26778693816947019,0.020768548374284282,0.01503173828125
reach,3,bfloat16,3,0.00043080290584909987,0.00043080290584909879,0.00055655352358625215,0.00055655352358624738,0.35965643531097718,16.991092115473194,0.25432351681468812,4.800033627775008,both_positive,1.2918982579500049,0.25611265454293175,0.031317101653097743,0.0091381835937499999
reach,3,bfloat16,4,0.0014211056775858602,0.0014211056775858591,0.0019060935630173005,0.0019060935630173025,0.6569188660117764,31.246389507930715,0.48376753409859702,8.6634894210073021,both_positive,1.341275031885965,0.29362067789092183,0.057890520179241026,0.0052319335937500008
reach,3,bfloat16,5,0.0086864258398227298,0.008686425839822709,0.011794530305364077,0.011794530305363994,1.6653505208358292,77.283405900465354,1.280895679397233,21.630706936887158,both_positive,1.3578116618796547,0.30587433165369227,0.14686587072742344,0.0027685546875
reach,4,float32,0,3.8095007336680636e-10,3.8095007329594387e-10,1.7253291479795336e-12,1.7253290423114921e-12,0.050133671795566895,0.0063552236032962655,0.050134348840946655,0.0062280507646956442,both_positive,0.0045290164475654572,-5.3972504828038232,0.0037601130167043365,7.8124999999999988e-05
reach,4,float32_field_bfloat16_roundtrip,0,2.6768681617581085e-05,2.6768681617581088e-05,2.3837821242400048e-05,2.3837821242400373e-05,0.095280175156860325,3.6170893461202263,0.077300615228788352,1.3681668546084185,both_positive,0.89051159048280837,-0.11595916063492595,0.0084445713277178681,0.72057373046874995
reach,4,float32,1,1.463740506939575e-09,1.463740506787729e-09,3.5258498725762763e-12,3.5258497171702062e-12,0.081059498858701812,0.012375500110572037,0.081058821560140937,0.012219836141798102,both_positive,0.0024087943565545035,-6.0286289236446855,0.0060795419171130113,3.6621093749999999e-05
reach,4,float32_field_bfloat16_roundtrip,1,5.2819936342750395e-05,5.2819936342750395e-05,4.9697220991111128e-05,4.9697220991111229e-05,0.14256116951761139,5.2963741258652215,0.11103759572015152,1.8238029068263955,both_positive,0.94087998646238691,-0.060939685827602119,0.012025374992999317,0.65475585937500003
reach,4,float32,2,9.307803170805034e-09,9.3078031700190933e-09,7.2341334049168079e-12,7.2341327106349658e-12,0.14145174254516082,0.030986009017050831,0.14144592330582703,0.030852657499265849,both_positive,0.00077721168702916672,-7.1597978032230891,0.010608942031516412,1.7089843750000002e-05
reach,4,float32_field_bfloat16_roundtrip,2,0.00014032117821828835,0.00014032117821828833,0.00013509540749392462,0.00013509540749392557,0.23762185574713832,8.7575270634529119,0.18241615527592411,2.9179462100467162,both_positive,0.96275850309470501,-0.037952674236061412,0.019735751687049503,0.59362060546875006
reach,4,float32,3,1.4988169031029208e-08,1.4988169022489181e-08,1.5744742439997514e-11,1.5744734640223055e-11,0.20227538465047004,0.039359934037005766,0.20226966012686215,0.039144835618227472,both_positive,0.0010504780408735724,-6.8585099413973936,0.015170790621034113,2.9296875000000002e-05
reach,4,float32_field_bfloat16_roundtrip,3,0.00017434553417405949,0.00017434553417405949,0.00017715661171289026,0.00017715661171288963,0.29174762362093076,9.9490147605125507,0.23864906311144926,3.2133752879773474,both_positive,1.0161235993347801,0.015994994645740945,0.023951813823615244,0.58523193359374992
reach,4,float32,4,8.5872475846565536e-08,8.5872475810084198e-08,5.5090923302519476e-11,5.5090891628676127e-11,0.38465464890490769,0.094126422618002567,0.38464019323817372,0.093705376559312353,both_positive,0.00064154343704907668,-7.3516336645110059,0.02884962063018854,1.2207031250000001e-05
reach,4,float32_field_bfloat16_roundtrip,4,0.00045830428473809159,0.00045830428473809159,0.00046210973821902258,0.00046210973821902003,0.50503664227443457,15.99456887262251,0.4336594382752717,5.2894509396513829,both_positive,1.0083033338497058,0.0082690508180975897,0.041499526915890352,0.54295166015625007
reach,4,float32,5,1.0095611722399075e-06,1.0095611719292412e-06,3.0008052925278924e-10,3.0008021400495372e-10,0.94470494731023891,0.32221924698934262,0.94472310156951611,0.3213862552478241,both_positive,0.00029723857999312939,-8.1209754419938811,0.070858864657137866,9.7656250000000002e-06
reach,4,float32_field_bfloat16_roundtrip,5,0.0035819485523135887,0.0035819485523135883,0.0035258555451573048,0.0035258555451573212,1.3034802471532803,44.376544546165803,1.0959654601661744,14.833461749807656,both_positive,0.98434008575582321,-0.015783826035687731,0.10895156511120818,0.50953613281249999
reach,4,bfloat16,0,7.1748779144341701e-05,7.1748779144341688e-05,9.4844068539743991e-05,9.4844068539746851e-05,0.13849321965522932,7.1694526784781303,0.077631920839358604,1.7783008007936116,both_positive,1.3218910435944839,0.27906332017704294,0.01151123718917741,0.090522460937499993
reach,4,bfloat16,1,0.0001273458646981969,0.00012734586469819684,0.0001508766532758785,0.00015087665327588056,0.16920911024816326,9.1387254225778154,0.11030224589109856,2.5068534320767704,both_positive,1.1847785841609255,0.1695559083193352,0.015440758239590131,0.02740478515625
reach,4,bfloat16,2,0.00021679179031243556,0.00021679179031243505,0.00027801613192605316,0.00027801613192605283,0.23639747545224699,12.192010908827161,0.16001559929301992,3.2565669282892857,both_positive,1.2824107939022156,0.2487417392321003,0.021047170438017918,0.01453369140625
reach,4,bfloat16,3,0.00042206849781599096,0.00042206849781598993,0.00053888092511181511,0.00053888092511181272,0.36313264683110419,16.727252179361926,0.25736060402170186,4.7826721569124349,both_positive,1.2767617765843089,0.24432701037956672,0.031337739847988176,0.0089453125000000001
reach,4,bfloat16,4,0.0014033091904024702,0.0014033091904024696,0.0019573712821771717,0.0019573712821771764,0.68483134906613674,31.565122702354486,0.50098460583673554,8.4537013127149994,both_positive,1.3948253852850461,0.33276923560000338,0.058872822981656969,0.0048828125000000009
reach,4,bfloat16,5,0.0086736298880276189,0.0086736298880275876,0.012138636765418714,0.012138636765418638,1.6870888951241321,78.816694756441819,1.2710993343350407,20.765081981421325,both_positive,1.399487518158218,0.33610611114704447,0.14663112027862074,0.0025756835937500002
reach,5,float32,0,3.7400798204419292e-10,3.7400798199009743e-10,1.6587240566268455e-12,1.6587239767211188e-12,0.049912351091678929,0.0062612261679131451,0.049912834205664273,0.0061799443000968117,both_positive,0.0044349964071912513,-5.418228473324362,0.0037435030544397869,5.6152343749999996e-05
reach,5,float32_field_bfloat16_roundtrip,0,3.3078330203559053e-05,3.3078330203559053e-05,2.993875206460259e-05,2.9938752064602831e-05,0.10632068944554215,4.1021966973829995,0.081659127734402925,1.4773665688318403,both_positive,0.90508655909666624,-0.099724694445260553,0.0091961782258848882,0.72222656249999995
reach,5,float32,1,1.4040719413615284e-09,1.4040719412513303e-09,3.5249332016219209e-12,3.5249329643763737e-12,0.080636861230853812,0.012034804260488729,0.080636356858757377,0.01199024083526788,both_positive,0.0025105075443668462,-5.9872703373688161,0.006047846697763504,2.685546875e-05
reach,5,float32_field_bfloat16_roundtrip,1,5.3748010311662109e-05,5.3748010311662109e-05,5.1293213049273364e-05,5.1293213049273398e-05,0.14457052292808134,5.4283417193238694,0.10821497061204673,1.7905678440099457,both_positive,0.95432766258407697,-0.046748204675187921,0.011951172822158022,0.65793701171875008
reach,5,float32,2,7.5916325350932216e-09,7.5916325343196803e-09,7.6915365319926446e-12,7.6915356566300732e-12,0.14228997427847953,0.027956052883984867,0.14228267228737509,0.027872881657790054,both_positive,0.0010131597514022978,-6.8946813648635441,0.010671650493506237,2.4414062500000001e-05
reach,5,float32_field_bfloat16_roundtrip,2,0.00015171449356604351,0.00015171449356604351,0.00014338253137870173,0.00014338253137870244,0.24259060368129018,8.9831831527945596,0.19045181020612412,3.0933157851336692,both_positive,0.94508130376011334,-0.056484319464267685,0.020531564074827983,0.59708740234375002
reach,5,float32,3,1.3518409286429007e-08,1.3518409278295352e-08,1.6320088408630907e-11,1.6320080807416246e-11,0.19661951041391623,0.037279681886009892,0.19661429624246729,0.037203330020951428,both_positive,0.0012072491713218416,-6.7194109196288814,0.014746563538352788,1.953125e-05
reach,5,float32_field_bfloat16_roundtrip,3,0.00016953691770561438,0.00016953691770561438,0.00016889277752388493,0.000168892777523884,0.28495477956605453,9.6690348987220194,0.23545378984479345,3.2385871116680183,both_positive,0.99620059046462117,-0.0038066456261844905,0.023625841717158189,0.58826171875
reach,5,float32,4,7.2278977867874488e-08,7.2278977841830052e-08,5.6044648504615396e-11,5.6044623658370919e-11,0.36970366616548317,0.086097276812909823,0.36969116187617229,0.086038125927582851,both_positive,0.00077539348449371629,-7.1621399355307211,0.027728168653871205,1.953125e-05
