source_id,task,precision,modality,horizon,source_n,native_mse,metric,mean,marginal_95_low,marginal_95_high,n,percent_of_reference,percent_95_low,percent_95_high,missing_reason
S28,pusht,float32,proprio,5,21,0.00016783689851417459,factorial_from_arm_losses,-5.137097684285183e-08,-6.567660863104205e-08,-3.716745586839843e-08,21,-0.030607677630859774,-0.04122091458029018,-0.021110068980658415,
S28,pusht,float32,proprio,6,21,0.00017907267309092293,factorial_from_arm_losses,-5.250540684454705e-08,-7.66271716646733e-08,-3.018893754105576e-08,21,-0.029320725456467488,-0.044622350040994574,-0.01629947241482415,
S28,pusht,float32,proprio,6,21,0.00017907267309092293,output_interaction_mse,4.582693599743871e-09,5.046721760236475e-10,9.949683597959378e-09,21,0.0025591250304378044,0.0002749946097612922,0.005661592382840098,
S28,pusht,float32,proprio,6,21,0.00017907267309092293,additive_quadratic_cross,-6.758901000335013e-08,-9.808595807088291e-08,-4.032349589871275e-08,21,-0.03774389963399511,-0.057295253308601454,-0.02147272422350464,
S28,pusht,float32,proprio,6,21,0.00017907267309092293,nonadditive_mse_remainder,1.5083261378441613e-08,3.8680885442921175e-09,2.8613503473611115e-08,21,0.008422983316266905,0.0021054875905435057,0.016655076733009234,
S28,pusht,float32,visual,1,21,0.06855955607543178,factorial_from_arm_losses,0.0,0.0,0.0,21,0.0,0.0,0.0,
S28,pusht,float32,visual,1,21,0.06855955607543178,output_interaction_mse,0.0,0.0,0.0,21,0.0,0.0,0.0,
S28,pusht,float32,visual,1,21,0.06855955607543178,additive_quadratic_cross,0.0,0.0,0.0,21,0.0,0.0,0.0,
S28,pusht,float32,visual,1,21,0.06855955607543178,nonadditive_mse_remainder,0.0,0.0,0.0,21,0.0,0.0,0.0,
S28,pusht,float32,visual,2,21,0.07747725841792583,factorial_from_arm_losses,0.0,0.0,0.0,21,0.0,0.0,0.0,
S28,pusht,float32,visual,3,21,0.08514810711364142,factorial_from_arm_losses,3.0034586308328157e-06,1.2549208012908167e-08,5.8235045212901105e-06,21,0.0035273345851650037,1.3933508871519674e-05,0.007245022233602498,
S28,pusht,float32,visual,3,21,0.08514810711364142,output_interaction_mse,1.5446279400638032e-08,1.1575665040021246e-08,2.0724998531382144e-08,21,1.8140484767351236e-05,1.3620248162573607e-05,2.3301636181723e-05,
S28,pusht,float32,visual,3,21,0.08514810711364142,additive_quadratic_cross,3.5509631600708125e-06,3.9729385775679333e-07,6.329801245173915e-06,21,0.004170337169482326,0.0004456015035873062,0.007767496243401272,
S28,pusht,float32,visual,3,21,0.08514810711364142,nonadditive_mse_remainder,-5.472541682472414e-07,-2.0181995118514553e-06,8.470920126705089e-07,21,-0.000642708554303924,-0.00228765863666444,0.001017138411406971,
S28,pusht,float32,visual,4,21,0.09412814142231699,factorial_from_arm_losses,-3.768333833918735e-06,-8.916610922353742e-06,1.0706945471844357e-06,21,-0.004003408308054933,-0.008949262663700473,0.0012094800769762324,
S28,pusht,float32,visual,5,21,0.10423501945151466,factorial_from_arm_losses,4.721561940132182e-06,-1.5479262042109337e-05,3.466144778443086e-05,21,0.004529727115682495,-0.014857662470515235,0.03435299875199229,
S28,pusht,float32,visual,6,21,0.1140485999088287,factorial_from_arm_losses,-2.0008914627878655e-05,-4.747296776211855e-05,2.988753512476674e-06,21,-0.017544200142635625,-0.041251994019858636,0.0026681056821005753,
S28,pusht,float32,visual,6,21,0.1140485999088287,output_interaction_mse,9.314368342508625e-06,6.363948549764772e-07,2.0667111252420322e-05,21,0.008167016824366631,0.0005675523476753533,0.01781461304121978,
S28,pusht,float32,visual,6,21,0.1140485999088287,additive_quadratic_cross,-8.670077397647293e-05,-0.00015337797784684988,-3.2267402041040204e-05,21,-0.07602090165576972,-0.1344435535151783,-0.02921932534159448,
