task,episode,bank,layer,mode,modality,spearman,top10_overlap_count,centered_cost_change_rms,cost_change_mean,cost_change_rms
reach,6,fresh,4,random,visual,0.9983995377726419,9,0.01119234700474378,-0.0012838288148244222,0.011265737787662667
reach,6,fresh,4,random,proprio,0.9978297536639296,10,0.0034899543061697375,-0.00017030979817112286,0.0034941073948157033
reach,6,fresh,4,random,official,0.9983817597973311,9,0.011475398947633112,-0.0013008578618367514,0.01154889657863649
reach,6,fresh,5,permute,visual,0.999790664340715,10,0.003159429533494117,0.00010274688402811686,0.0031610997926817086
reach,6,fresh,5,permute,proprio,0.999798219980222,10,0.0008017150699049665,-4.2389991382757825e-05,0.0008028349548208247
reach,6,fresh,5,permute,official,0.9998168868542984,10,0.0032309041697993384,9.850184122721354e-05,0.0032324053531622397
reach,6,fresh,5,random,visual,0.999580884232047,9,0.005311975299079413,-2.72826353708903e-05,0.005312045361273056
reach,6,fresh,5,random,proprio,0.9994835498172202,10,0.0014784222348499497,-2.9362949232260385e-05,0.0014787137949198745
reach,6,fresh,5,random,official,0.9995946621629129,9,0.0054413835676436866,-3.021995226542155e-05,0.005441467483660787
reach,7,original,0,permute,visual,0.9987199857776198,9,0.005674693793546335,-0.0004167811075846354,0.005689978571326326
reach,7,original,0,permute,proprio,0.9988573206368959,10,0.002833336793807688,-0.00030252066751321156,0.002849441373570804
reach,7,original,0,permute,official,0.9986750963899599,8,0.005756076965125972,-0.0004470348358154297,0.005773409925935136
reach,7,original,0,random,visual,0.999542217135746,10,0.0031182203482390714,-0.0003202700614929199,0.00313462454728806
reach,7,original,0,random,proprio,0.9996533294814387,10,0.0015329170248601538,-0.00017192731300989786,0.0015425283161306664
reach,7,original,0,random,official,0.9995288836542628,9,0.0031821973726409345,-0.00033746798833211264,0.0032000413687313153
reach,7,original,1,permute,visual,0.9934612606806742,8,0.013217318334120235,0.0006352933247884114,0.013232577283129375
reach,7,original,1,permute,proprio,0.993009700107779,10,0.00739404323072566,-0.0005000605185826619,0.0074109335322943715
reach,7,original,1,permute,official,0.9934261491794353,7,0.013569266773186884,0.0005852826436360677,0.013581883394244527
reach,7,original,1,random,visual,0.9994835498172202,10,0.003430477841771427,4.924535751342774e-05,0.00343083128820427
reach,7,original,1,random,proprio,0.9994146601628907,10,0.0019855454339758726,2.275705337524414e-06,0.0019855467381094862
reach,7,original,1,random,official,0.9993385481326019,9,0.003514006223907851,4.946788152058919e-05,0.0035143543949017505
reach,7,original,2,permute,visual,0.998279091989911,9,0.007372936582070278,-2.6925404866536458e-06,0.007372937073717938
reach,7,original,2,permute,proprio,0.9984617606862298,10,0.003622709487596056,-0.00023961191376050314,0.0036306250013922463
reach,7,original,2,permute,official,0.9980524228046979,9,0.007600215726904369,-2.666155497233073e-05,0.007600262491124767
reach,7,original,2,random,visual,0.9995697729974777,10,0.0030042062783338674,-0.00016406536102294922,0.003008682902113185
reach,7,original,2,random,proprio,0.9994866609628996,10,0.001753966587618718,0.00014313407242298127,0.0017597971909203735
reach,7,original,2,random,official,0.999485772064134,9,0.003077274406178511,-0.00014975865681966146,0.0030809163289861894
reach,7,original,3,permute,visual,0.999468438538206,10,0.003837446677579251,-0.00010092735290527344,0.003838773675775702
reach,7,original,3,permute,proprio,0.9992413249036101,10,0.0022537824600073527,-0.00011149773995081584,0.002256538748404497
reach,7,original,3,permute,official,0.9994448827209191,9,0.003964832035267758,-0.00011207818984985351,0.003966415836561454
reach,7,original,3,random,visual,0.9993359926221402,9,0.004176251266517986,7.154862085978191e-05,0.004176864116324593
reach,7,original,3,random,proprio,0.9987590973233036,10,0.003026713572951247,5.66972295443217e-05,0.0030272445604089047
reach,7,original,3,random,official,0.9992888809875665,9,0.0042718679682685785,7.721503575642904e-05,0.00427256575140348
reach,7,original,4,permute,visual,0.9932319247991644,8,0.013412701724187395,-0.0004996275901794434,0.01342200414509279
reach,7,original,4,permute,proprio,0.9869074100823343,10,0.00987060902054362,-7.47603178024292e-05,0.009870892135037997
reach,7,original,4,permute,official,0.9927719196879965,7,0.014062878743735711,-0.0005071036020914714,0.014072018782828134
reach,7,original,4,random,visual,0.9984315381282014,7,0.00668896941926502,0.0001468372344970703,0.006690580921362311
reach,7,original,4,random,proprio,0.9962657362859587,9,0.005682496762930207,0.0008813630044460296,0.005750440870604481
reach,7,original,4,random,official,0.9985497616640185,8,0.00667029553526619,0.00023497422536214192,0.006674432965756462
reach,7,original,5,permute,visual,0.9998924432493694,10,0.0014093944296274027,-4.765431086222331e-05,0.0014101998410184652
reach,7,original,5,permute,proprio,0.9998066645184946,10,0.0009181658734123024,-4.3231820066769916e-05,0.0009191830945819564
reach,7,original,5,permute,official,0.999856442849365,9,0.0014545436669302792,-5.198160807291667e-05,0.0014554722142950136
reach,7,original,5,random,visual,0.9994653273925266,10,0.0032514894325410123,-0.00014191865921020508,0.0032545851403455246
reach,7,original,5,random,proprio,0.9991608795653285,10,0.0023197887475741035,-0.00011904376248518626,0.0023228412022258554
reach,7,original,5,random,official,0.9994844387159857,10,0.003379861818230966,-0.00015382766723632814,0.0033833605869819585
reach,7,fresh,0,permute,visual,0.9978097534417049,10,0.0067317455912127445,0.000396417776743571,0.006743407577666542
reach,7,fresh,0,permute,proprio,0.9988915432393694,10,0.002649140559488338,-0.00015614330768585206,0.0026537382004375
reach,7,fresh,0,permute,official,0.998028866987411,9,0.0067384333472520035,0.00038080374399820964,0.006749184800166676
reach,7,fresh,0,random,visual,0.9995142168246314,10,0.0030663348260325197,-0.0004561614990234375,0.0031000794471321524
reach,7,fresh,0,random,proprio,0.9995742174913055,10,0.00147782137700259,-0.0003436312327782313,0.0015172469958666976
reach,7,fresh,0,random,official,0.9994657718419093,10,0.003110383614894031,-0.0004905231793721517,0.0031488250540959916
reach,7,fresh,1,permute,visual,0.9919577986375242,10,0.013741791461474286,0.0016112709045410156,0.01383593244051401
reach,7,fresh,1,permute,proprio,0.993684818720208,10,0.00702159761505319,-0.00045614625016848244,0.007036398401829121
reach,7,fresh,1,permute,official,0.9923741374904166,9,0.014012620320360719,0.0015656566619873047,0.014099815921699522
reach,7,fresh,1,random,visual,0.9993177701974466,10,0.0034655631511177768,-0.0003064258893330892,0.0034790838995400713
reach,7,fresh,1,random,proprio,0.9993644373826376,10,0.0020079428830251083,-0.00012221905092398325,0.002011659046135787
reach,7,fresh,1,random,official,0.9993137701530017,9,0.003533123993685236,-0.00031863689422607423,0.0035474631252652013
reach,7,fresh,2,permute,visual,0.9978980875229884,10,0.006979644701989052,0.000271910031636556,0.006984939171625508
reach,7,fresh,2,permute,proprio,0.9986319847998311,10,0.003181378875435571,-0.00025377802550792696,0.0031914847383777973
reach,7,fresh,2,permute,official,0.9978350870565228,9,0.007123466230232929,0.0002465343475341797,0.0071277310778243485
reach,7,fresh,2,random,visual,0.9995488838764875,10,0.002986786553759992,-0.00032126506169637045,0.0030040148397749737
reach,7,fresh,2,random,proprio,0.9994577717530195,10,0.0018320846941591788,-8.833942313989004e-05,0.0018342132319479707
reach,7,fresh,2,random,official,0.9995084389826554,10,0.003050129585993256,-0.0003300976753234863,0.003067939857071087
reach,7,fresh,3,permute,visual,0.9993862154023934,10,0.003526544966695314,0.00025251229604085284,0.0035355737669826486
reach,7,fresh,3,permute,proprio,0.9991293236591517,10,0.0023189509285710935,2.0060688257217407e-06,0.0023189517962719426
reach,7,fresh,3,permute,official,0.9993564372937477,10,0.0036396438149898275,0.0002527133623758952,0.0036484066581888913
reach,7,fresh,3,random,visual,0.9993342148246092,10,0.0037231834946987647,-6.834665934244792e-07,0.0037231835574309106
reach,7,fresh,3,random,proprio,0.9986239847109413,10,0.00292623997355761,5.484777192274729e-05,0.002926753946086232
reach,7,fresh,3,random,official,0.9993395482172024,10,0.0037734227927868702,4.8009554545084636e-06,0.0037734258469322994
reach,7,fresh,4,permute,visual,0.9926679185324281,10,0.012722021676480984,0.001071341037750244,0.012767051623457149
reach,7,fresh,4,permute,proprio,0.9872340803786709,9,0.009750813977511215,9.969634314378102e-05,0.009751323632454434
reach,7,fresh,4,permute,official,0.9923990266558518,9,0.01323537622087983,0.0010813061396280925,0.013279473132463828
reach,7,fresh,4,random,visual,0.9980182002022244,9,0.006478176338341926,-0.0008414340019226074,0.006532593654150295
reach,7,fresh,4,random,proprio,0.9948043867154079,9,0.006165446513668617,0.00014768565694491068,0.00616721507377323
reach,7,fresh,4,random,official,0.9978964210713452,10,0.006526014935374623,-0.0008266671498616537,0.006578164600661269
reach,7,fresh,5,permute,visual,0.9998831098123312,10,0.001224158127639367,0.00012715419133504233,0.0012307442097526154
reach,7,fresh,5,permute,proprio,0.9997475527505861,10,0.001038593479156618,-9.363293647766113e-06,0.0010386356850284812
reach,7,fresh,5,permute,official,0.9998591095456616,10,0.0012643767301062684,0.00012621879577636718,0.001270661127146595
reach,7,fresh,5,random,visual,0.9994506605628951,9,0.0032792220911231234,2.6790301005045572e-06,0.003279223185468197
reach,7,fresh,5,random,proprio,0.9989999888887654,10,0.002335888098756656,6.547711789608002e-05,0.0023368056108459176
reach,7,fresh,5,random,official,0.9994008822320248,10,0.0033983297721887924,9.225209554036459e-06,0.0033983422936832075
reach-wall,0,original,0,permute,visual,0.998523539150435,9,0.005673282806585037,-0.0003157663345336914,0.005682063549584625
reach-wall,0,original,0,permute,proprio,0.9991448793875487,10,0.002919362911466453,5.915289123853048e-05,0.0029199621356085707
reach-wall,0,original,0,permute,official,0.9985493172146357,10,0.005841948890047977,-0.0003098471959431966,0.005850160007962743
reach-wall,0,original,0,random,visual,0.9995302170024112,9,0.002921445121581914,-0.00037076950073242185,0.0029448788805463855
reach-wall,0,original,0,random,proprio,0.9996413293481039,10,0.001823477125619389,-0.0003471925357977549,0.0018562358375408079
reach-wall,0,original,0,random,official,0.9993977710863454,10,0.003041770216936043,-0.00040549278259277344,0.0030686789420488374
reach-wall,0,original,1,permute,visual,0.9884043156035067,9,0.016512249807712348,-0.0012089371681213378,0.016556446562857673
reach-wall,0,original,1,permute,proprio,0.9918496872187469,10,0.01093530124961941,-0.0005243842303752899,0.010947867017871295
reach-wall,0,original,1,permute,official,0.9884140934899277,8,0.017286901176938627,-0.0012613733609517415,0.01733285940221523
reach-wall,0,original,1,random,visual,0.9992128801431127,10,0.004011767732147188,-9.715557098388672e-06,0.004011779496526089
reach-wall,0,original,1,random,proprio,0.9992977699752219,10,0.0027870321316457933,1.1406838893890381e-05,0.0027870554746541455
reach-wall,0,original,1,random,official,0.999272436360404,9,0.0041994330303498344,-8.579889933268229e-06,0.004199441795156168
reach-wall,0,original,2,permute,visual,0.9969706330070334,9,0.008364068573623517,-1.1278788248697916e-05,0.008364076178236356
reach-wall,0,original,2,permute,proprio,0.9980035333725931,10,0.005384029501040925,5.508735775947571e-05,0.005384311310192225
reach-wall,0,original,2,permute,official,0.9971390793231036,9,0.008787008383331638,-5.769729614257812e-06,0.008787010277592733
reach-wall,0,original,2,random,visual,0.9993453260591785,9,0.0031387127652574235,-1.3837814331054687e-05,0.0031387432688729676
reach-wall,0,original,2,random,proprio,0.999485772064134,10,0.002420427225469749,-7.312546173731486e-06,0.0024204382717034384
reach-wall,0,original,2,random,official,0.999310103368944,10,0.0033113224228337743,-1.4559427897135417e-05,0.0033113544305770756
reach-wall,0,original,3,permute,visual,0.9992777697529972,10,0.0035277778058908013,-0.00026607195536295573,0.003537797412680153
reach-wall,0,original,3,permute,proprio,0.9992759919554661,10,0.0027482346831997793,-9.666631619135539e-05,0.002749934226600374
reach-wall,0,original,3,permute,official,0.9992613251258348,9,0.003715382355323842,-0.0002757406234741211,0.0037256004801488898
reach-wall,0,original,3,random,visual,0.9989435438171536,10,0.004485085151456097,0.00011197249094645182,0.004486482659560908
reach-wall,0,original,3,random,proprio,0.9991493238813764,10,0.0033416883787846514,0.0003068668395280838,0.0033557485719443204
reach-wall,0,original,3,random,official,0.9989488772097468,9,0.004700543528933821,0.00014266490936279297,0.004702708022380841
reach-wall,0,original,4,permute,visual,0.9848469427438082,9,0.018229878758270337,0.00014374335606892903,0.018230445460647695
reach-wall,0,original,4,permute,proprio,0.9840882676474183,9,0.015516384555232379,0.00027041698495546977,0.015518740767588274
reach-wall,0,original,4,permute,official,0.9842322692474361,7,0.019572746961327228,0.0001707887649536133,0.019573492085327507
reach-wall,0,original,4,random,visual,0.998263536261514,9,0.007084518829065578,0.0003309996922810872,0.007092247023029788
reach-wall,0,original,4,random,proprio,0.9970413004588939,10,0.006667290437071189,0.0010162930190563203,0.006744302282137385
reach-wall,0,original,4,random,official,0.9981484238713764,9,0.0074955304257434,0.0004326367378234863,0.007508005787834715
reach-wall,0,original,5,permute,visual,0.9998346648296093,9,0.001576371636794503,7.081190745035807e-05,0.001577961299755776
reach-wall,0,original,5,permute,proprio,0.9998088867654085,10,0.0012017940658415683,2.14746097723643e-05,0.001201985913210668
reach-wall,0,original,5,permute,official,0.9998391093234369,9,0.0016680222333698709,7.297197977701823e-05,0.0016696176451058455
reach-wall,0,original,5,random,visual,0.9994177713085701,9,0.0033288500910282387,-0.00011502901713053385,0.0033308369223546096
reach-wall,0,original,5,random,proprio,0.9993395482172024,10,0.00251404877955748,0.00012435108423233031,0.0025171222572899017
reach-wall,0,original,5,random,official,0.9993666596295514,9,0.003514436971121518,-0.00010259071985880534,0.0035159340266545016
reach-wall,0,fresh,0,permute,visual,0.9988577650862788,9,0.004886288298559761,4.2754809061686195e-05,0.004886475346335019
reach-wall,0,fresh,0,permute,proprio,0.9993457705085612,9,0.0030086852594257076,3.782456119855245e-05,0.0030089230112642293
reach-wall,0,fresh,0,permute,official,0.9989688774319715,9,0.005072394178933028,4.6535332997639975e-05,0.00507260763746723
reach-wall,0,fresh,0,random,visual,0.9996697741086013,10,0.002651553749030028,-0.00032795031865437825,0.0026717576041813194
reach-wall,0,fresh,0,random,proprio,0.9996706630073667,10,0.001936288402371171,-0.0004324206461509069,0.0019839859859320254
reach-wall,0,fresh,0,random,official,0.9996422182468694,10,0.002774722974608011,-0.00037119229634602867,0.0027994412490145535
reach-wall,0,fresh,1,permute,visual,0.9913759041767131,8,0.01452149051220646,0.0003443757692972819,0.014525573357584937
reach-wall,0,fresh,1,permute,proprio,0.9936901521128012,9,0.00995878852881873,-0.00041566068927447,0.009967459193311988
reach-wall,0,fresh,1,permute,official,0.9919470216335737,8,0.015295637677057624,0.0003028122584025065,0.015298634815291971
reach-wall,0,fresh,1,random,visual,0.9993795486616518,10,0.0032365195518157864,-0.00030046621958414714,0.003250436702721197
reach-wall,0,fresh,1,random,proprio,0.9994822164690719,10,0.002415037388723618,-0.00023605177799860635,0.002426546111416244
reach-wall,0,fresh,1,random,official,0.99935199279992,9,0.003382486372500057,-0.00032407681147257486,0.00339797584451138
reach-wall,0,fresh,2,permute,visual,0.9980648673874154,8,0.007586676238794382,3.0279159545898436e-06,0.0075866768430296475
reach-wall,0,fresh,2,permute,proprio,0.9985026500294448,9,0.004914393833556388,-7.479526102542877e-05,0.004914962978738387
reach-wall,0,fresh,2,permute,official,0.9981142012689029,8,0.007983227712268826,-4.450480143229167e-06,0.007983228952792878
reach-wall,0,fresh,2,random,visual,0.9995106612295692,10,0.002972654273116683,6.647745768229166e-05,0.0029733974977891493
reach-wall,0,fresh,2,random,proprio,0.9996168846320515,10,0.002350491784782753,-2.114693323771159e-05,0.0023505869103516617
reach-wall,0,fresh,2,random,official,0.9995973288592096,9,0.003137947476741721,6.435950597127279e-05,0.003138607416163831
reach-wall,0,fresh,3,permute,visual,0.9992528805875621,10,0.003871791977339542,-0.00033779303232828775,0.0038864993565521635
reach-wall,0,fresh,3,permute,proprio,0.9994582162024023,10,0.002856593591490454,-0.00016584500670433045,0.0028614037661946787
reach-wall,0,fresh,3,permute,official,0.999309325659174,9,0.004085216618752878,-0.0003543837865193685,0.004100558826584799
reach-wall,0,fresh,3,random,visual,0.9989510994566606,10,0.004267842287982252,-0.00034794092178344724,0.004282001947704029
reach-wall,0,fresh,3,random,proprio,0.9992257691752131,10,0.003428571877073469,-0.0002733147641023,0.0034394485134299347
reach-wall,0,fresh,3,random,official,0.9989213213480149,9,0.004505986225534147,-0.0003752724329630534,0.0045215861446671
reach-wall,0,fresh,4,permute,visual,0.9914083489816553,8,0.015578262416940295,0.0007481884956359864,0.015596218963455744
reach-wall,0,fresh,4,permute,proprio,0.9897838864876276,9,0.013092751777093079,0.00021204104026158652,0.013094468698627265
reach-wall,0,fresh,4,permute,official,0.9911652351692797,9,0.016731316004605642,0.0007693950335184733,0.016748997103217127
reach-wall,0,fresh,4,random,visual,0.9981109788009905,9,0.006179901096944319,0.0002808125813802083,0.00618627782061839
reach-wall,0,fresh,4,random,proprio,0.9974453049478328,9,0.006519870893578881,0.0008374246458212535,0.006573431106078919
reach-wall,0,fresh,4,random,official,0.9981364237380416,9,0.006569406554812595,0.0003645634651184082,0.00657951434397052
reach-wall,0,fresh,5,permute,visual,0.999829331437016,10,0.0015338460762194003,4.0970643361409505e-05,0.0015343931631596572
reach-wall,0,fresh,5,permute,proprio,0.9998644429382548,10,0.0011327714491996084,-7.074077924092611e-07,0.001132771670085179
reach-wall,0,fresh,5,permute,official,0.9998488872098579,10,0.0016173223821753888,4.089673360188802e-05,0.0016178393711072736
reach-wall,0,fresh,5,random,visual,0.999475994177713,10,0.0030412130178947617,-0.00019359350204467774,0.0030473685474924897
reach-wall,0,fresh,5,random,proprio,0.9994884387604307,10,0.0027422513916975986,-0.000279062290986379,0.002756414057705769
reach-wall,0,fresh,5,random,official,0.9995617729085878,10,0.003229424467040675,-0.00022149403889973958,0.003237011275480681
reach-wall,1,original,0,permute,visual,0.9980879787553195,9,0.006414023281720603,-0.0002425996462504069,0.006418609603863968
reach-wall,1,original,0,permute,proprio,0.998985322059134,10,0.0026098594745215527,3.468833863735199e-05,0.002610089990323578
reach-wall,1,original,0,permute,official,0.998283092034356,9,0.006484253908816642,-0.0002391338348388672,0.006488661937947503
reach-wall,1,original,0,random,visual,0.9996337737085967,9,0.0026838439235470006,-0.0001811528205871582,0.00268995065946698
reach-wall,1,original,0,random,proprio,0.9996671074123046,10,0.0012701158232330165,-0.00017421464125315348,0.0012820081691057388
reach-wall,1,original,0,random,official,0.9996342181579795,9,0.0027373279795832495,-0.00019858121871948241,0.002744521628305638
reach-wall,1,original,1,permute,visual,0.9920452449471661,9,0.014024781348234512,4.6878655751546224e-05,0.014024859695346394
reach-wall,1,original,1,permute,proprio,0.9953466149623885,9,0.006258469033220733,-0.00015176129837830862,0.0062603087888272995
reach-wall,1,original,1,permute,official,0.9927110301225569,9,0.014276026284317178,3.169854482014974e-05,0.0142760614760605
reach-wall,1,original,1,random,visual,0.9993928821431349,9,0.0035425980556540223,-0.00045902172724405924,0.003572212469885544
reach-wall,1,original,1,random,proprio,0.9993537705974511,10,0.0018805392531239956,-0.00016035817563533783,0.001887363936031747
reach-wall,1,original,1,random,official,0.9993782153135035,9,0.0036380319071204845,-0.00047506173451741535,0.0036689180706073834
reach-wall,1,original,2,permute,visual,0.9969381882020911,9,0.008143183594228899,-0.00034461259841918947,0.008150472188303445
reach-wall,1,original,2,permute,proprio,0.9977973088589873,10,0.004006286775442419,2.490838368733724e-05,0.004006364206442387
reach-wall,1,original,2,permute,official,0.9969257436193736,9,0.008399995370583158,-0.00034212509791056316,0.008406959724444907
reach-wall,1,original,2,random,visual,0.9995426615851287,10,0.003459010766558426,-6.256421407063803e-05,0.0034595765295841316
reach-wall,1,original,2,random,proprio,0.9995404393382149,10,0.0017166303127254855,-6.674185395240784e-05,0.0017179272701825894
reach-wall,1,original,2,random,official,0.9995319947999423,10,0.003550201105638991,-6.924629211425781e-05,0.00355087636217482
reach-wall,1,original,3,permute,visual,0.9994013266814076,9,0.0034179417601149635,0.00010100046793619792,0.003419433720670881
reach-wall,1,original,3,permute,proprio,0.9991937688196536,10,0.0020887726783719927,-4.0237829089164735e-05,0.0020891602104202343
reach-wall,1,original,3,permute,official,0.9994431049233881,10,0.00354048125553512,9.697357813517253e-05,0.0035418090569159537
reach-wall,1,original,3,random,visual,0.9991599906665629,10,0.004191990768470821,7.936159769694011e-06,0.004191998280722033
reach-wall,1,original,3,random,proprio,0.9990968788542095,10,0.0025016535965059973,0.00038480833172798156,0.0025310764842411747
reach-wall,1,original,3,random,official,0.9991217680196447,9,0.004281918362099252,4.641135533650716e-05,0.004282169879113498
reach-wall,1,original,4,permute,visual,0.9935323725819176,9,0.012546331220000186,0.0003898382186889648,0.012552386263922168
reach-wall,1,original,4,permute,proprio,0.9909812331248125,9,0.008696963414272178,-2.9389684398969015e-05,0.008697013072471367
reach-wall,1,original,4,permute,official,0.9934919276880855,9,0.013075158517087612,0.0003868993123372396,0.013080881519410522
reach-wall,1,original,4,random,visual,0.998211091234347,10,0.006448428784519739,-0.0004977305730183919,0.006467609257858728
reach-wall,1,original,4,random,proprio,0.9961439571550795,9,0.005252009962743577,0.0003661277641852697,0.005264756232577638
reach-wall,1,original,4,random,official,0.9981777575306392,10,0.006555847064779024,-0.000461122989654541,0.006572044213816557
reach-wall,1,original,5,permute,visual,0.9998146646073846,10,0.0015780901415705382,1.136938730875651e-05,0.0015781310965473996
reach-wall,1,original,5,permute,proprio,0.9997706641184902,10,0.0009237907475960069,-2.4700239300727845e-05,0.0009241209050581545
reach-wall,1,original,5,permute,official,0.9998159979555329,10,0.0016276865245572175,8.896986643473308e-06,0.0016277108399824851
reach-wall,1,original,5,random,visual,0.9995102167801865,9,0.003319120945269988,-0.0002115201950073242,0.003325853971873371
reach-wall,1,original,5,random,proprio,0.9993497705530061,10,0.0018804641767454166,-9.497053921222686e-05,0.0018828608348311561
reach-wall,1,original,5,random,official,0.9994999944443828,10,0.0034341026713039582,-0.0002210243542989095,0.003441208061458974
reach-wall,1,fresh,0,permute,visual,0.9980328670318559,9,0.006352809359273235,-0.00038832743962605794,0.006364666916315115
reach-wall,1,fresh,0,permute,proprio,0.9990044333825931,10,0.0025471587486159074,0.00011121821900208791,0.002549585688477356
reach-wall,1,fresh,0,permute,official,0.998145312725697,10,0.006408088305625399,-0.00037719408671061196,0.00641917994075119
reach-wall,1,fresh,0,random,visual,0.9995102167801865,10,0.002927360385137785,-0.0003498991330464681,0.0029481974540014637
reach-wall,1,fresh,0,random,proprio,0.9996648851653908,10,0.0013945801788460062,-0.0003209514170885086,0.0014310358791313658
reach-wall,1,fresh,0,random,official,0.9994906610073445,10,0.002997680857095025,-0.00038199583689371746,0.0030219217958772685
reach-wall,1,fresh,1,permute,visual,0.9902630029222547,9,0.015169132559138957,0.00020846843719482422,0.015170564975835146
reach-wall,1,fresh,1,permute,proprio,0.9947448304981167,9,0.006540321904284122,0.00011680434147516886,0.006541364832039727
reach-wall,1,fresh,1,permute,official,0.9909047878309759,9,0.015506288437219892,0.0002201557159423828,0.015507851225670223
reach-wall,1,fresh,1,random,visual,0.9994328825875843,10,0.0035905569347769706,-0.0005562281608581542,0.003633385317965415
reach-wall,1,fresh,1,random,proprio,0.9994399937777086,10,0.0019144269417156472,-0.00032868353029092155,0.0019424374837433583
reach-wall,1,fresh,1,random,official,0.9994404382270914,10,0.0036626754989619184,-0.0005890782674153646,0.0037097446025079715
reach-wall,1,fresh,2,permute,visual,0.9976457516194625,9,0.007225614376316695,3.075997034708659e-05,0.007225679849744954
reach-wall,1,fresh,2,permute,proprio,0.9982839809331214,9,0.003737935079873873,8.235029876232148e-05,0.0037388420979038335
reach-wall,1,fresh,2,permute,official,0.9976390848787209,8,0.007477281569359002,3.8998126983642576e-05,0.007477383266984786
reach-wall,1,fresh,2,random,visual,0.9995346614962388,10,0.003353053429786656,-0.00011760234832763672,0.0033551151418895046
reach-wall,1,fresh,2,random,proprio,0.9995924399159991,9,0.0017195938973588558,1.9275868932406108e-05,0.001719701930846424
reach-wall,1,fresh,2,random,official,0.9994706607851198,10,0.0034339082068923126,-0.00011565526326497395,0.0034358553102951336
reach-wall,1,fresh,3,permute,visual,0.9992871031900354,10,0.003782802853078878,-0.0001274847984313965,0.003784950435486942
reach-wall,1,fresh,3,permute,proprio,0.999311103456705,9,0.0021407581119586043,-5.6040386358896894e-05,0.0021414914939872683
reach-wall,1,fresh,3,permute,official,0.9992866587406527,9,0.003910830342648644,-0.0001330717404683431,0.0039130936683259435
reach-wall,1,fresh,3,random,visual,0.9991768797431082,10,0.004389913226556501,0.00024130821228027344,0.004396540434251641
reach-wall,1,fresh,3,random,proprio,0.9990537672640807,9,0.0025814556706522758,0.00010505041728417079,0.002583592260732016
reach-wall,1,fresh,3,random,official,0.999091989910999,9,0.004489024349626618,0.00025182485580444336,0.004496082224508534
reach-wall,1,fresh,4,permute,visual,0.9920101334459271,9,0.014042214751620428,0.0005294569333394369,0.014052192703449791
reach-wall,1,fresh,4,permute,proprio,0.9887940977121968,9,0.009438770655900638,0.00013542393843332928,0.00943974211182656
reach-wall,1,fresh,4,permute,official,0.9919919110212335,8,0.014720440289242976,0.0005430102348327637,0.01473045221384262
reach-wall,1,fresh,4,random,visual,0.9980790897676641,9,0.00668752664342621,-0.00047536373138427733,0.006704400292617603
reach-wall,1,fresh,4,random,proprio,0.9966412960144002,10,0.005247874762113606,0.0005145792911450068,0.005273042894354666
reach-wall,1,fresh,4,random,official,0.9979901998911099,9,0.006800110679286524,-0.00042389790217081707,0.006813310111980185
reach-wall,1,fresh,5,permute,visual,0.9998559983999822,10,0.0015584616887164401,6.150404612223307e-06,0.0015584738248279285
reach-wall,1,fresh,5,permute,proprio,0.9998648873876377,10,0.0008049036335876882,-1.864999532699585e-05,0.0008051196691724531
reach-wall,1,fresh,5,permute,official,0.9998235535950399,10,0.0016031763740294647,4.300276438395182e-06,0.001603182141437369
reach-wall,1,fresh,5,random,visual,0.9995097723308036,10,0.0032396267065118636,-0.00015648841857910157,0.0032434040486338258
reach-wall,1,fresh,5,random,proprio,0.9994279936443738,10,0.0021256337951481726,2.308487892150879e-05,0.0021257591450375662
reach-wall,1,fresh,5,random,official,0.9994768830764786,9,0.003360806450393927,-0.00015417178471883138,0.003364340787764048
reach-wall,2,original,0,permute,visual,0.9988013200146668,8,0.006220480061594458,-8.60746701558431e-05,0.0062210755537556875
reach-wall,2,original,0,permute,proprio,0.9991951021678018,10,0.002327571160177461,-0.00016896165907382966,0.002333695684515621
reach-wall,2,original,0,permute,official,0.998878654207269,9,0.006295959105954231,-0.00010297139485677083,0.006296801106276642
reach-wall,2,original,0,random,visual,0.9996822186913188,9,0.0027943281063653393,-0.0005709576606750488,0.002852062800203885
reach-wall,2,original,0,random,proprio,0.999739997111079,10,0.0012916067834503,-0.00033940769731998443,0.0013354571007916666
reach-wall,2,original,0,random,official,0.9996671074123046,9,0.0028577778265963727,-0.0006049060821533203,0.0029210966218891094
reach-wall,2,original,1,permute,visual,0.9921416904632274,8,0.016997401788465653,7.261435190836588e-05,0.016997556895114032
reach-wall,2,original,1,permute,proprio,0.9934728163646263,8,0.007497410360644016,-0.000366048589348793,0.007506340898577447
reach-wall,2,original,1,permute,official,0.9922168024089156,8,0.01744747826407148,3.600597381591797e-05,0.0174475154163966
reach-wall,2,original,1,random,visual,0.9996142179357549,9,0.003490892816183317,-0.00014781554539998373,0.0034940209057105227
reach-wall,2,original,1,random,proprio,0.999522661362904,10,0.0017774172199232212,0.00011517037947972615,0.0017811446291610058
reach-wall,2,original,1,random,official,0.9996311070123002,10,0.0035543433782771307,-0.00013630787531534831,0.0035569560986292016
reach-wall,2,original,2,permute,visual,0.9984493161035123,8,0.0074851128005934756,-0.00021560430526733397,0.00748821733485735
reach-wall,2,original,2,permute,proprio,0.9983702041133791,9,0.0040138179156215086,-0.00019209148983160654,0.004018411800727983
reach-wall,2,original,2,permute,official,0.9984884276491961,9,0.007750638808525528,-0.0002348192532857259,0.007754195124056118
