task,episode,bank,arm,modality,horizon,numerator_mse_mean,denominator_mse_mean,donor_reconstruction,zero_denominator_candidates,native_spearman,spearman_loss,native_top10_overlap,cost_change_mean,cost_change_rms,centered_cost_change_rms
reach,0,original,all_blocks_persistent_donor,proprio,6,0,0.0037783091381756464,1,0,0.76639518216869074,0.23360481783130926,7,-0.00025392820437749225,0.052170374901712051,0.052169756927286988
reach,0,original,all_blocks_persistent_donor,official,3,0,0.040618617562486942,1,0,0.72891921021344686,0.27108078978655314,7,-0.0039886717001597089,0.090849547198554897,0.090761945352944032
reach,0,original,all_blocks_persistent_donor,official,4,0,0.14738151991206308,1,0,0.72891921021344686,0.27108078978655314,7,-0.0039886717001597089,0.090849547198554897,0.090761945352944032
reach,0,original,all_blocks_persistent_donor,official,6,0,0.16650886986267652,1,0,0.72891921021344686,0.27108078978655314,7,-0.0039886717001597089,0.090849547198554897,0.090761945352944032
reach,0,original,donor_h3_B0,visual,3,0.026749758361747158,0.040517912780778015,0.33980413782722207,0,0.99794353270591896,0.0020564672940810436,9,-0.00014501412709554037,0.0065143471307996161,0.0065127328705774437
reach,0,original,donor_h3_B0,visual,4,0.13201046939200972,0.1470230994375272,0.10211068942874935,0,0.99794353270591896,0.0020564672940810436,9,-0.00014501412709554037,0.0065143471307996161,0.0065127328705774437
reach,0,original,donor_h3_B0,visual,6,0.1522595118523272,0.16613103894885894,0.083497504044394155,0,0.99794353270591896,0.0020564672940810436,9,-0.00014501412709554037,0.0065143471307996161,0.0065127328705774437
reach,0,original,donor_h3_B0,proprio,3,0.00094276140828246271,0.0010070478170892338,0.063836500825337428,0,0.99884265380726456,0.0011573461927354423,9,5.4428900281588239e-05,0.0029925647381096464,0.0029920697195405378
reach,0,original,donor_h3_B0,proprio,4,0.0032852082932180496,0.0035842047453587657,0.083420583750939636,0,0.99884265380726456,0.0011573461927354423,9,5.4428900281588239e-05,0.0029925647381096464,0.0029920697195405378
reach,0,original,donor_h3_B0,proprio,6,0.0033769511019547511,0.0037783091381756464,0.1062268918563638,0,0.99884265380726456,0.0011573461927354423,9,5.4428900281588239e-05,0.0029925647381096464,0.0029920697195405378
reach,0,original,donor_h3_B0,official,3,0.026844034502575401,0.040618617562486942,0.33911993776550797,0,0.99810897877854587,0.0018910212214541255,10,-0.00013957103093465169,0.0066786119674786329,0.0066771534159005708
reach,0,original,donor_h3_B0,official,4,0.13233899022133153,0.14738151991206308,0.10206523653512911,0,0.99810897877854587,0.0018910212214541255,10,-0.00013957103093465169,0.0066786119674786329,0.0066771534159005708
reach,0,original,donor_h3_B0,official,6,0.15259720696252266,0.16650886986267652,0.083549080067789272,0,0.99810897877854587,0.0018910212214541255,10,-0.00013957103093465169,0.0066786119674786329,0.0066771534159005708
reach,0,original,donor_persistent_B0,visual,3,0.026749758361747158,0.040517912780778015,0.33980413782722207,0,0.99346037178190871,0.0065396282180912868,9,-0.00030590971310933432,0.012572461567560053,0.012568739360620059
reach,0,original,donor_persistent_B0,visual,4,0.11157345329959677,0.1470230994375272,0.24111616659934199,0,0.99346037178190871,0.0065396282180912868,9,-0.00030590971310933432,0.012572461567560053,0.012568739360620059
reach,0,original,donor_persistent_B0,visual,6,0.13407279430276511,0.16613103894885894,0.19296962716258281,0,0.99346037178190871,0.0065396282180912868,9,-0.00030590971310933432,0.012572461567560053,0.012568739360620059
reach,0,original,donor_persistent_B0,proprio,3,0.00094276140828246271,0.0010070478170892338,0.063836500825337428,0,0.99533772597473302,0.004662274025266977,9,-0.0003756729265054067,0.0067222877196573541,0.0067117823294671084
reach,0,original,donor_persistent_B0,proprio,4,0.002774751012558582,0.0035842047453587657,0.22583914433134888,0,0.99533772597473302,0.004662274025266977,9,-0.0003756729265054067,0.0067222877196573541,0.0067117823294671084
reach,0,original,donor_persistent_B0,proprio,6,0.0028379389219586834,0.0037783091381756464,0.24888652088193608,0,0.99533772597473302,0.004662274025266977,9,-0.0003756729265054067,0.0067222877196573541,0.0067117823294671084
reach,0,original,donor_persistent_B0,official,3,0.026844034502575401,0.040618617562486942,0.33911993776550797,0,0.99426793631040344,0.005732063689596556,10,-0.00034347494443257649,0.012941863138641235,0.012937304451154721
reach,0,original,donor_persistent_B0,official,4,0.11185092840085263,0.14738151991206308,0.24107901406099075,0,0.99426793631040344,0.005732063689596556,10,-0.00034347494443257649,0.012941863138641235,0.012937304451154721
reach,0,original,donor_persistent_B0,official,6,0.13435658819496099,0.16650886986267652,0.19309651007920603,0,0.99426793631040344,0.005732063689596556,10,-0.00034347494443257649,0.012941863138641235,0.012937304451154721
reach,0,original,random_range_B0,visual,3,0.041557041376991899,0.040517912780778015,-0.025646153143082273,0,0.99913732374804165,0.00086267625195834974,10,-0.00062868952751159667,0.0047020660184163123,0.0046598470274830574
reach,0,original,random_range_B0,visual,4,0.14735550206958048,0.1470230994375272,-0.0022608871213092296,0,0.99913732374804165,0.00086267625195834974,10,-0.00062868952751159667,0.0047020660184163123,0.0046598470274830574
reach,0,original,random_range_B0,visual,6,0.16678793503169109,0.16613103894885894,-0.0039540839989231635,0,0.99913732374804165,0.00086267625195834974,10,-0.00062868952751159667,0.0047020660184163123,0.0046598470274830574
reach,0,original,random_range_B0,proprio,3,0.0010363343261703276,0.0010070478170892338,-0.029081547652566764,0,0.99932932588139867,0.00067067411860133319,9,-0.00045030087232589722,0.0023161738384981133,0.0022719793957088653
reach,0,original,random_range_B0,proprio,4,0.0036040392191664505,0.0035842047453587657,-0.0055338562433879801,0,0.99932932588139867,0.00067067411860133319,9,-0.00045030087232589722,0.0023161738384981133,0.0022719793957088653
reach,0,original,random_range_B0,proprio,6,0.0038015019118603078,0.0037783091381756464,-0.0061384002304958329,0,0.99932932588139867,0.00067067411860133319,9,-0.00045030087232589722,0.0023161738384981133,0.0022719793957088653
reach,0,original,random_range_B0,official,3,0.041660674809608937,0.040618617562486942,-0.025654670435765414,0,0.99919421326903635,0.0008057867309636535,9,-0.00067372401555379231,0.0048366126214885591,0.0047894590092419113
reach,0,original,random_range_B0,official,4,0.14771590599149714,0.14738151991206308,-0.0022688467294513792,0,0.99919421326903635,0.0008057867309636535,9,-0.00067372401555379231,0.0048366126214885591,0.0047894590092419113
reach,0,original,random_range_B0,official,6,0.16716808522287713,0.16650886986267652,-0.0039590405048348654,0,0.99919421326903635,0.0008057867309636535,9,-0.00067372401555379231,0.0048366126214885591,0.0047894590092419113
reach,0,original,random_off_range_B0,visual,3,0.041862622856641954,0.040517912780778015,-0.033188039155409799,0,0.99961821798019979,0.0003817820198002142,10,-0.00043059150377909344,0.0029039406847294726,0.0028718395598118529
reach,0,original,random_off_range_B0,visual,4,0.14822076748645585,0.1470230994375272,-0.0081461216197360464,0,0.99961821798019979,0.0003817820198002142,10,-0.00043059150377909344,0.0029039406847294726,0.0028718395598118529
reach,0,original,random_off_range_B0,visual,6,0.16717264048761732,0.16613103894885894,-0.0062697587720439429,0,0.99961821798019979,0.0003817820198002142,10,-0.00043059150377909344,0.0029039406847294726,0.0028718395598118529
reach,0,original,random_off_range_B0,proprio,3,0.0010281343155927828,0.0010070478170892338,-0.020938924791572777,0,0.9996453293925488,0.00035467060745120182,10,-0.00034816667437553405,0.0015840121443942217,0.0015452748753677001
reach,0,original,random_off_range_B0,proprio,4,0.0036115889178982732,0.0035842047453587657,-0.0076402366731329607,0,0.9996453293925488,0.00035467060745120182,10,-0.00034816667437553405,0.0015840121443942217,0.0015452748753677001
reach,0,original,random_off_range_B0,proprio,6,0.0038061503259610306,0.0037783091381756464,-0.0073686897411542329,0,0.9996453293925488,0.00035467060745120182,10,-0.00034816667437553405,0.0015840121443942217,0.0015452748753677001
reach,0,original,random_off_range_B0,official,3,0.041965436288201236,0.040618617562486942,-0.033157670214708057,0,0.99964310714563498,0.00035689285436502072,9,-0.00046540856361389161,0.0029905530811777607,0.0029541162130587639
reach,0,original,random_off_range_B0,official,4,0.14858192637824572,0.14738151991206308,-0.0081448913466144468,0,0.99964310714563498,0.00035689285436502072,9,-0.00046540856361389161,0.0029905530811777607,0.0029541162130587639
reach,0,original,random_off_range_B0,official,6,0.16755325552021341,0.16650886986267652,-0.0062722523935103691,0,0.99964310714563498,0.00035689285436502072,9,-0.00046540856361389161,0.0029905530811777607,0.0029541162130587639
reach,0,original,random_isotropic_B0,visual,3,0.041783339634705298,0.040517912780778015,-0.031231294187681113,0,0.99959332881476459,0.00040667118523540768,10,-0.00045440832773844403,0.003057890916465634,0.0030239394717297141
reach,0,original,random_isotropic_B0,visual,4,0.14811396619001707,0.1470230994375272,-0.0074196963379444814,0,0.99959332881476459,0.00040667118523540768,10,-0.00045440832773844403,0.003057890916465634,0.0030239394717297141
reach,0,original,random_isotropic_B0,visual,6,0.16713292529112878,0.16613103894885894,-0.0060306993118741659,0,0.99959332881476459,0.00040667118523540768,10,-0.00045440832773844403,0.003057890916465634,0.0030239394717297141
reach,0,original,random_isotropic_B0,proprio,3,0.0010298824466736915,0.0010070478170892338,-0.022674821589364846,0,0.99962888476538625,0.00037111523461375029,10,-0.00036217222611109416,0.0016273907119444154,0.0015865786485254002
reach,0,original,random_isotropic_B0,proprio,4,0.0036105856834701602,0.0035842047453587657,-0.0073603323430546652,0,0.99962888476538625,0.00037111523461375029,10,-0.00036217222611109416,0.0016273907119444154,0.0015865786485254002
reach,0,original,random_isotropic_B0,proprio,6,0.0038049569711465603,0.0037783091381756464,-0.00705284612676782,0,0.99962888476538625,0.00037111523461375029,10,-0.00036217222611109416,0.0016273907119444154,0.0015865786485254002
reach,0,original,random_isotropic_B0,official,3,0.041886327879372673,0.040618617562486942,-0.031210080326724787,0,0.99960621784686499,0.00039378215313501386,9,-0.00049062490463256834,0.0031464541480427529,0.0031079673274810545
reach,0,original,random_isotropic_B0,official,4,0.14847502475836408,0.14738151991206308,-0.0074195519692934475,0,0.99960621784686499,0.00039378215313501386,9,-0.00049062490463256834,0.0031464541480427529,0.0031079673274810545
reach,0,original,random_isotropic_B0,official,6,0.16751342098824343,0.16650886986267652,-0.0060330186998169832,0,0.99960621784686499,0.00039378215313501386,9,-0.00049062490463256834,0.0031464541480427529,0.0031079673274810545
reach,0,original,donor_h3_B1,visual,3,0.015451033120085823,0.040517912780778015,0.61866167184663312,0,0.99067989644329379,0.0093201035567062052,9,0.00045148491859436034,0.016532076696455702,0.016525910603224728
reach,0,original,donor_h3_B1,visual,4,0.1104678569244702,0.1470230994375272,0.2486360487087268,0,0.99067989644329379,0.0093201035567062052,9,0.00045148491859436034,0.016532076696455702,0.016525910603224728
reach,0,original,donor_h3_B1,visual,6,0.12570668261486009,0.16613103894885894,0.24332813777468099,0,0.99067989644329379,0.0093201035567062052,9,0.00045148491859436034,0.016532076696455702,0.016525910603224728
reach,0,original,donor_h3_B1,proprio,3,0.00050388813292286333,0.0010070478170892338,0.49963832464351177,0,0.99276525294725493,0.0072347470527450719,10,-6.6424161195754999e-05,0.0086306060841326755,0.0086303504685660004
reach,0,original,donor_h3_B1,proprio,4,0.0025326599811762458,0.0035842047453587657,0.29338300652165006,0,0.99276525294725493,0.0072347470527450719,10,-6.6424161195754999e-05,0.0086306060841326755,0.0086303504685660004
reach,0,original,donor_h3_B1,proprio,6,0.0026104169125100072,0.0037783091381756464,0.30910446523959001,0,0.99276525294725493,0.0072347470527450719,10,-6.6424161195754999e-05,0.0086306060841326755,0.0086303504685660004
reach,0,original,donor_h3_B1,official,3,0.015501421933378107,0.040618617562486942,0.61836658006563117,0,0.99101678907543422,0.0089832109245657765,10,0.00044483860333760581,0.017137849338212958,0.01713207513864759
reach,0,original,donor_h3_B1,official,4,0.11072112292258782,0.14738151991206308,0.24874486985443711,0,0.99101678907543422,0.0089832109245657765,10,0.00044483860333760581,0.017137849338212958,0.01713207513864759
reach,0,original,donor_h3_B1,official,6,0.12596772430611111,0.16650886986267652,0.24347739306621063,0,0.99101678907543422,0.0089832109245657765,10,0.00044483860333760581,0.017137849338212958,0.01713207513864759
reach,0,original,donor_persistent_B1,visual,3,0.015451033120085823,0.040517912780778015,0.61866167184663312,0,0.90056733963710711,0.099432660362892888,7,-0.0015381284554799397,0.052715556031183025,0.052693111585208556
reach,0,original,donor_persistent_B1,visual,4,0.032548455525691265,0.1470230994375272,0.77861672315293762,0,0.90056733963710711,0.099432660362892888,7,-0.0015381284554799397,0.052715556031183025,0.052693111585208556
reach,0,original,donor_persistent_B1,visual,6,0.040736381396165283,0.16613103894885894,0.75479367580006895,0,0.90056733963710711,0.099432660362892888,7,-0.0015381284554799397,0.052715556031183025,0.052693111585208556
reach,0,original,donor_persistent_B1,proprio,3,0.00050388813292286333,0.0010070478170892338,0.49963832464351177,0,0.90263491816575736,0.097365081834242639,8,-0.00035294090708096822,0.032447149227716833,0.032445229629667192
reach,0,original,donor_persistent_B1,proprio,4,0.0005453744841951041,0.0035842047453587657,0.84783947264694715,0,0.90263491816575736,0.097365081834242639,8,-0.00035294090708096822,0.032447149227716833,0.032445229629667192
reach,0,original,donor_persistent_B1,proprio,6,0.00070786307123944911,0.0037783091381756464,0.81265083259406345,0,0.90263491816575736,0.097365081834242639,8,-0.00035294090708096822,0.032447149227716833,0.032445229629667192
reach,0,original,donor_persistent_B1,official,3,0.015501421933378107,0.040618617562486942,0.61836658006563117,0,0.90255358392871032,0.097446416071289677,8,-0.0015734255313873291,0.05525464110434064,0.055232234208536859
reach,0,original,donor_persistent_B1,official,4,0.032602992974110775,0.14738151991206308,0.77878506753381471,0,0.90255358392871032,0.097446416071289677,8,-0.0015734255313873291,0.05525464110434064,0.055232234208536859
reach,0,original,donor_persistent_B1,official,6,0.040807167703289238,0.16650886986267652,0.75492496143332311,0,0.90255358392871032,0.097446416071289677,8,-0.0015734255313873291,0.05525464110434064,0.055232234208536859
reach,0,original,random_range_B1,visual,3,0.041552988400615824,0.040517912780778015,-0.025546123894339745,0,0.99586439849331654,0.0041356015066834617,9,0.00033106009165445962,0.0092009273018088551,0.0091949694088063888
reach,0,original,random_range_B1,visual,4,0.14695859250115234,0.1470230994375272,0.00043875375108837211,0,0.99586439849331654,0.0041356015066834617,9,0.00033106009165445962,0.0092009273018088551,0.0091949694088063888
reach,0,original,random_range_B1,visual,6,0.16613355502988605,0.16613103894885894,-1.5145159164786648e-05,0,0.99586439849331654,0.0041356015066834617,9,0.00033106009165445962,0.0092009273018088551,0.0091949694088063888
reach,0,original,random_range_B1,proprio,3,0.0010855649556492687,0.0010070478170892338,-0.077967636916169925,0,0.99757063967377413,0.0024293603262258712,10,0.00015119823316733043,0.0049935248023092113,0.0049912352224238364
reach,0,original,random_range_B1,proprio,4,0.0036192218695744361,0.0035842047453587657,-0.0097698448340637345,0,0.99757063967377413,0.0024293603262258712,10,0.00015119823316733043,0.0049935248023092113,0.0049912352224238364
reach,0,original,random_range_B1,proprio,6,0.0038075494907147361,0.0037783091381756464,-0.0077390047954648544,0,0.99757063967377413,0.0024293603262258712,10,0.00015119823316733043,0.0049935248023092113,0.0049912352224238364
reach,0,original,random_range_B1,official,3,0.041661544896180749,0.040618617562486942,-0.025676091316731542,0,0.9963275147501639,0.0036724852498360994,9,0.00034617741902669271,0.009491402241733695,0.0094850871218425514
reach,0,original,random_range_B1,official,4,0.1473205146881098,0.14738151991206308,0.00041392722771260715,0,0.9963275147501639,0.0036724852498360994,9,0.00034617741902669271,0.009491402241733695,0.0094850871218425514
reach,0,original,random_range_B1,official,6,0.16651430997895755,0.16650886986267652,-3.2671630559422127e-05,0,0.9963275147501639,0.0036724852498360994,9,0.00034617741902669271,0.009491402241733695,0.0094850871218425514
reach,0,original,random_off_range_B1,visual,3,0.041259172171234482,0.040517912780778015,-0.018294609459945432,0,0.99944977166412963,0.00055022833587037301,10,-0.00017636775970458985,0.003341977259680164,0.0033373202449804126
reach,0,original,random_off_range_B1,visual,4,0.14749592909755591,0.1470230994375272,-0.003216022936787688,0,0.99944977166412963,0.00055022833587037301,10,-0.00017636775970458985,0.003341977259680164,0.0033373202449804126
reach,0,original,random_off_range_B1,visual,6,0.16680641008815436,0.16613103894885894,-0.0040652917333727778,0,0.99944977166412963,0.00055022833587037301,10,-0.00017636775970458985,0.003341977259680164,0.0033373202449804126
reach,0,original,random_off_range_B1,proprio,3,0.0010318058289379107,0.0010070478170892338,-0.024584743076289328,0,0.9991208791208791,0.0008791208791208982,10,-0.00018167793750762941,0.0024072918643642926,0.0024004264719539909
reach,0,original,random_off_range_B1,proprio,4,0.003598231794242211,0.0035842047453587657,-0.0039135735483886158,0,0.9991208791208791,0.0008791208791208982,10,-0.00018167793750762941,0.0024072918643642926,0.0024004264719539909
reach,0,original,random_off_range_B1,proprio,6,0.0037999343896473383,0.0037783091381756464,-0.0057235262337833603,0,0.9991208791208791,0.0008791208791208982,10,-0.00018167793750762941,0.0024072918643642926,0.0024004264719539909
reach,0,original,random_off_range_B1,official,3,0.041362352754128279,0.040618617562486942,-0.018310204440049827,0,0.99941332681474238,0.00058667318525762457,9,-0.00019453565279642742,0.0034900306701573275,0.0034846047061940721
reach,0,original,random_off_range_B1,official,4,0.14785575227698011,0.14738151991206308,-0.0032177193260050085,0,0.99941332681474238,0.00058667318525762457,9,-0.00019453565279642742,0.0034900306701573275,0.0034846047061940721
reach,0,original,random_off_range_B1,official,6,0.16718640352711911,0.16650886986267652,-0.0040690544894177449,0,0.99941332681474238,0.00058667318525762457,9,-0.00019453565279642742,0.0034900306701573275,0.0034846047061940721
reach,0,original,random_isotropic_B1,visual,3,0.041059338245700586,0.040517912780778015,-0.013362619833157563,0,0.9992657696196624,0.00073423038033759713,10,-0.00013545036315917969,0.0036886700624992699,0.0036861823108872969
reach,0,original,random_isotropic_B1,visual,4,0.14722783223114949,0.1470230994375272,-0.0013925212732253112,0,0.9992657696196624,0.00073423038033759713,10,-0.00013545036315917969,0.0036886700624992699,0.0036861823108872969
reach,0,original,random_isotropic_B1,visual,6,0.16652751861194939,0.16613103894885894,-0.0023865477854050354,0,0.9992657696196624,0.00073423038033759713,10,-0.00013545036315917969,0.0036886700624992699,0.0036861823108872969
reach,0,original,random_isotropic_B1,proprio,3,0.0010319266254489191,0.0010070478170892338,-0.024704694193762089,0,0.99906932299247775,0.00093067700752225146,10,-0.00012882769107818603,0.0025490877868347239,0.00254583031072407
reach,0,original,random_isotropic_B1,proprio,4,0.0035954914882131441,0.0035842047453587657,-0.0031490229091943878,0,0.99906932299247775,0.00093067700752225146,10,-0.00012882769107818603,0.0025490877868347239,0.00254583031072407
reach,0,original,random_isotropic_B1,proprio,6,0.0037941296099453254,0.0037783091381756464,-0.0041871829940622884,0,0.99906932299247775,0.00093067700752225146,10,-0.00012882769107818603,0.0025490877868347239,0.00254583031072407
reach,0,original,random_isotropic_B1,official,3,0.041162530908245475,0.040618617562486942,-0.013390739970945198,0,0.99921732463694046,0.00078267536305953733,9,-0.00014832695325215657,0.0038526558287835908,0.0038497994817911114
reach,0,original,random_isotropic_B1,official,4,0.14758738137997079,0.14738151991206308,-0.001396792949553971,0,0.99921732463694046,0.00078267536305953733,9,-0.00014832695325215657,0.0038526558287835908,0.0038497994817911114
reach,0,original,random_isotropic_B1,official,6,0.1669069315729439,0.16650886986267652,-0.0023906336677179674,0,0.99921732463694046,0.00078267536305953733,9,-0.00014832695325215657,0.0038526558287835908,0.0038497994817911114
reach,0,original,donor_h3_B2,visual,3,0.027366540010880555,0.040517912780778015,0.32458169405351411,0,0.99757552861698462,0.0024244713830153808,9,0.00033638914426167805,0.008790347022523206,0.0087839081916881098
reach,0,original,donor_h3_B2,visual,4,0.1354821372992295,0.1470230994375272,0.078497611480443985,0,0.99757552861698462,0.0024244713830153808,9,0.00033638914426167805,0.008790347022523206,0.0087839081916881098
reach,0,original,donor_h3_B2,visual,6,0.15372826568575426,0.16613103894885894,0.074656568342552188,0,0.99757552861698462,0.0024244713830153808,9,0.00033638914426167805,0.008790347022523206,0.0087839081916881098
reach,0,original,donor_h3_B2,proprio,3,0.00087950835705207561,0.0010070478170892338,0.12664687602004598,0,0.99847687196524404,0.0015231280347559606,9,-0.00012130819261074066,0.0040666239066563881,0.004064814180327901
reach,0,original,donor_h3_B2,proprio,4,0.0033233908112556389,0.0035842047453587657,0.072767587967974778,0,0.99847687196524404,0.0015231280347559606,9,-0.00012130819261074066,0.0040666239066563881,0.004064814180327901
reach,0,original,donor_h3_B2,proprio,6,0.0033958286141793094,0.0037783091381756464,0.10123060607502787,0,0.99847687196524404,0.0015231280347559606,9,-0.00012130819261074066,0.0040666239066563881,0.004064814180327901
reach,0,original,donor_h3_B2,official,3,0.027454490846585765,0.040618617562486942,0.32409095892172413,0,0.99751063900710013,0.0024893609928998695,10,0.00032425403594970703,0.0091111544177068533,0.0091053827016479346
reach,0,original,donor_h3_B2,official,4,0.13581447638035507,0.14738151991206308,0.078483676505776478,0,0.99751063900710013,0.0024893609928998695,10,0.00032425403594970703,0.0091111544177068533,0.0091053827016479346
reach,0,original,donor_h3_B2,official,6,0.15406784854717218,0.16650886986267652,0.074716868391243807,0,0.99751063900710013,0.0024893609928998695,10,0.00032425403594970703,0.0091111544177068533,0.0091053827016479346
reach,0,original,donor_persistent_B2,visual,3,0.027366540010880555,0.040517912780778015,0.32458169405351411,0,0.99507638973766377,0.004923610262336231,9,0.00010917464892069499,0.012222228819865363,0.012221741210694182
