task,bank,arm,modality,metric,n,n_defined,mean,marginal_95_low,marginal_95_high,horizon
reach,fresh,random_off_range_B3,official,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_off_range_B3,official,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_off_range_B3,official,excess_reference_cost,100,100,0.11792484641075135,0.0933725692629814,0.1442440948486328,
reach,fresh,random_off_range_B3,official,excess_reference_cost_percent,100,100,6.546710234626222,4.97655705138123,8.293052327478946,
reach,fresh,random_off_range_B3,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,proprio,reference_spearman,100,100,0.76942960207175,0.7639931339820046,0.7747587955051624,
reach,fresh,random_off_range_B3,proprio,reference_top10_overlap,100,100,4.57,4.290000000000001,4.850000000000001,
reach,fresh,random_off_range_B3,proprio,winner_changed,100,100,0.68,0.59,0.77,
reach,fresh,random_off_range_B3,proprio,selected_in_reference_minimum_set,100,100,0.32,0.23,0.41000000000000003,
reach,fresh,random_off_range_B3,proprio,excess_reference_cost,100,100,0.02848898643627763,0.022387226185761392,0.035007434909231964,
reach,fresh,random_off_range_B3,proprio,excess_reference_cost_percent,100,100,42.79908832615799,33.07642635824741,53.378423836370104,
reach,fresh,random_off_range_B3,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,visual,reference_spearman,100,100,0.7452461726028864,0.7386438560258732,0.7517573712737995,
reach,fresh,random_off_range_B3,visual,reference_top10_overlap,100,100,3.92,3.6700000000000004,4.170000000000001,
reach,fresh,random_off_range_B3,visual,winner_changed,100,100,0.77,0.68,0.8500000000000001,
reach,fresh,random_off_range_B3,visual,selected_in_reference_minimum_set,100,100,0.23,0.15000000000000002,0.31999999999999995,
reach,fresh,random_off_range_B3,visual,excess_reference_cost,100,100,0.11458157539367676,0.09040949189662932,0.1405015459060669,
reach,fresh,random_off_range_B3,visual,excess_reference_cost_percent,100,100,6.40886471068491,4.855302972335683,8.139863697203886,
reach,fresh,random_off_range_B3,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B3,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,official,reference_spearman,100,100,0.7471905705072863,0.7406487092610977,0.7536201051127377,
reach,fresh,random_off_range_B4,official,reference_top10_overlap,100,100,4.03,3.7600000000000007,4.300000000000001,
reach,fresh,random_off_range_B4,official,winner_changed,100,100,0.74,0.65,0.8200000000000001,
reach,fresh,random_off_range_B4,official,selected_in_reference_minimum_set,100,100,0.26,0.18,0.35,
reach,fresh,random_off_range_B4,official,excess_reference_cost,100,100,0.12011100172996521,0.09428489509224894,0.14717245909571647,
reach,fresh,random_off_range_B4,official,excess_reference_cost_percent,100,100,6.678374572425766,5.028576897538313,8.472065890553548,
reach,fresh,random_off_range_B4,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,proprio,reference_spearman,100,100,0.7686090765134922,0.7630636782700697,0.77407867850907,
reach,fresh,random_off_range_B4,proprio,reference_top10_overlap,100,100,4.61,4.340000000000002,4.880000000000001,
reach,fresh,random_off_range_B4,proprio,winner_changed,100,100,0.7,0.61,0.79,
reach,fresh,random_off_range_B4,proprio,selected_in_reference_minimum_set,100,100,0.3,0.21000000000000002,0.39,
reach,fresh,random_off_range_B4,proprio,excess_reference_cost,100,100,0.028844791539013384,0.02296095615113154,0.03507212806632742,
reach,fresh,random_off_range_B4,proprio,excess_reference_cost_percent,100,100,44.018036162375545,34.12550612369588,54.723493848927276,
reach,fresh,random_off_range_B4,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,visual,reference_spearman,100,100,0.7450943657462917,0.7384619790338841,0.7516482724296871,
reach,fresh,random_off_range_B4,visual,reference_top10_overlap,100,100,3.9,3.630000000000001,4.17,
reach,fresh,random_off_range_B4,visual,winner_changed,100,100,0.76,0.67,0.8400000000000001,
reach,fresh,random_off_range_B4,visual,selected_in_reference_minimum_set,100,100,0.24,0.16,0.32999999999999996,
reach,fresh,random_off_range_B4,visual,excess_reference_cost,100,100,0.1169159483909607,0.09144258990883827,0.1435161952972412,
reach,fresh,random_off_range_B4,visual,excess_reference_cost_percent,100,100,6.547730327594008,4.921520719143569,8.319149757743022,
reach,fresh,random_off_range_B4,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B4,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,official,reference_spearman,100,100,0.747346535036293,0.7408962079643051,0.7536836429417044,
reach,fresh,random_off_range_B5,official,reference_top10_overlap,100,100,4.0,3.7400000000000007,4.250000000000002,
reach,fresh,random_off_range_B5,official,winner_changed,100,100,0.76,0.67,0.8400000000000001,
reach,fresh,random_off_range_B5,official,selected_in_reference_minimum_set,100,100,0.24,0.16,0.32999999999999996,
reach,fresh,random_off_range_B5,official,excess_reference_cost,100,100,0.12360536694526672,0.0976751549243927,0.15090676102042194,
reach,fresh,random_off_range_B5,official,excess_reference_cost_percent,100,100,6.872454256052805,5.223031979271847,8.657058306337424,
reach,fresh,random_off_range_B5,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,proprio,reference_spearman,100,100,0.7696125379170878,0.7640793303258926,0.7750424086934299,
reach,fresh,random_off_range_B5,proprio,reference_top10_overlap,100,100,4.56,4.280000000000001,4.840000000000001,
reach,fresh,random_off_range_B5,proprio,winner_changed,100,100,0.7,0.61,0.79,
reach,fresh,random_off_range_B5,proprio,selected_in_reference_minimum_set,100,100,0.3,0.21000000000000002,0.39,
reach,fresh,random_off_range_B5,proprio,excess_reference_cost,100,100,0.030195501763373614,0.02407058690721169,0.036824443952646065,
reach,fresh,random_off_range_B5,proprio,excess_reference_cost_percent,100,100,45.42231167640491,35.48098093097428,56.18618258230494,
reach,fresh,random_off_range_B5,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,visual,reference_spearman,100,100,0.7453250703876018,0.7387377447071967,0.7518137934579617,
reach,fresh,random_off_range_B5,visual,reference_top10_overlap,100,100,3.96,3.7000000000000006,4.210000000000001,
reach,fresh,random_off_range_B5,visual,winner_changed,100,100,0.78,0.7,0.86,
reach,fresh,random_off_range_B5,visual,selected_in_reference_minimum_set,100,100,0.22,0.14,0.30000000000000004,
reach,fresh,random_off_range_B5,visual,excess_reference_cost,100,100,0.11976582884788513,0.09427587684988975,0.1465812832713127,
reach,fresh,random_off_range_B5,visual,excess_reference_cost_percent,100,100,6.714438429662303,5.080931210454468,8.487834099483042,
reach,fresh,random_off_range_B5,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_off_range_B5,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,official,reference_spearman,100,100,0.7467766224345085,0.7401985386288915,0.7531957153905734,
reach,fresh,random_range_B0,official,reference_top10_overlap,100,100,3.98,3.7200000000000006,4.240000000000001,
reach,fresh,random_range_B0,official,winner_changed,100,100,0.73,0.64,0.81,
reach,fresh,random_range_B0,official,selected_in_reference_minimum_set,100,100,0.27,0.19,0.36,
reach,fresh,random_range_B0,official,excess_reference_cost,100,100,0.11939586877822876,0.09357285597920417,0.14651517257094382,
reach,fresh,random_range_B0,official,excess_reference_cost_percent,100,100,6.643794900178486,4.996841691530656,8.441192169066372,
reach,fresh,random_range_B0,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,proprio,reference_spearman,100,100,0.7694958699541103,0.764065963288481,0.7748564139601553,
reach,fresh,random_range_B0,proprio,reference_top10_overlap,100,100,4.58,4.300000000000001,4.850000000000001,
reach,fresh,random_range_B0,proprio,winner_changed,100,100,0.69,0.6,0.78,
reach,fresh,random_range_B0,proprio,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach,fresh,random_range_B0,proprio,excess_reference_cost,100,100,0.03031233061105013,0.023684864767827093,0.03749198476504533,
reach,fresh,random_range_B0,proprio,excess_reference_cost_percent,100,100,44.32198759875912,34.545927379264995,54.86855855429956,
reach,fresh,random_range_B0,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,visual,reference_spearman,100,100,0.7447552460669558,0.7380452318767875,0.7513109542769552,
reach,fresh,random_range_B0,visual,reference_top10_overlap,100,100,3.91,3.6500000000000004,4.170000000000001,
reach,fresh,random_range_B0,visual,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_range_B0,visual,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_range_B0,visual,excess_reference_cost,100,100,0.11887960314750672,0.0934198470711708,0.14561145043373105,
reach,fresh,random_range_B0,visual,excess_reference_cost_percent,100,100,6.648072286124115,5.030013139274963,8.422059308640389,
reach,fresh,random_range_B0,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B0,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,official,reference_spearman,100,100,0.7461824192681515,0.7395182468931955,0.7526847521038214,
reach,fresh,random_range_B1,official,reference_top10_overlap,100,100,4.01,3.7600000000000007,4.26,
reach,fresh,random_range_B1,official,winner_changed,100,100,0.74,0.65,0.8200000000000001,
reach,fresh,random_range_B1,official,selected_in_reference_minimum_set,100,100,0.26,0.18,0.35,
reach,fresh,random_range_B1,official,excess_reference_cost,100,100,0.12305776834487915,0.09762849199771881,0.1503530015945434,
reach,fresh,random_range_B1,official,excess_reference_cost_percent,100,100,6.929710691262137,5.266746009583977,8.71935764567407,
reach,fresh,random_range_B1,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,proprio,reference_spearman,100,100,0.7690380337559307,0.7634448679429773,0.7745347237191524,
reach,fresh,random_range_B1,proprio,reference_top10_overlap,100,100,4.54,4.260000000000002,4.810000000000001,
reach,fresh,random_range_B1,proprio,winner_changed,100,100,0.7,0.61,0.79,
reach,fresh,random_range_B1,proprio,selected_in_reference_minimum_set,100,100,0.3,0.21000000000000002,0.39,
reach,fresh,random_range_B1,proprio,excess_reference_cost,100,100,0.02917406363412738,0.02305669694393873,0.03566873241541907,
reach,fresh,random_range_B1,proprio,excess_reference_cost_percent,100,100,42.47459241641896,33.021025341373026,52.68797379627866,
reach,fresh,random_range_B1,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,visual,reference_spearman,100,100,0.7440965702204764,0.7373217298432854,0.7507202148332306,
reach,fresh,random_range_B1,visual,reference_top10_overlap,100,100,3.96,3.72,4.21,
reach,fresh,random_range_B1,visual,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_range_B1,visual,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_range_B1,visual,excess_reference_cost,100,100,0.11561875343322754,0.09069638031721115,0.14184156879782672,
reach,fresh,random_range_B1,visual,excess_reference_cost_percent,100,100,6.4805747767410615,4.899186345301601,8.198105132065372,
reach,fresh,random_range_B1,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B1,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,official,reference_spearman,100,100,0.7469853043529827,0.7404154651706554,0.7533685149164363,
reach,fresh,random_range_B2,official,reference_top10_overlap,100,100,4.01,3.7600000000000007,4.260000000000001,
reach,fresh,random_range_B2,official,winner_changed,100,100,0.74,0.65,0.8200000000000001,
reach,fresh,random_range_B2,official,selected_in_reference_minimum_set,100,100,0.26,0.18,0.35,
reach,fresh,random_range_B2,official,excess_reference_cost,100,100,0.12322606086730957,0.09723597440123559,0.15037702578306192,
reach,fresh,random_range_B2,official,excess_reference_cost_percent,100,100,6.834130451498855,5.197595156888378,8.621643935874307,
reach,fresh,random_range_B2,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,proprio,reference_spearman,100,100,0.7700076934188157,0.7644985413171256,0.7754447818309091,
reach,fresh,random_range_B2,proprio,reference_top10_overlap,100,100,4.61,4.340000000000001,4.880000000000001,
reach,fresh,random_range_B2,proprio,winner_changed,100,100,0.7,0.61,0.79,
reach,fresh,random_range_B2,proprio,selected_in_reference_minimum_set,100,100,0.3,0.21000000000000002,0.39,
reach,fresh,random_range_B2,proprio,excess_reference_cost,100,100,0.0330211116373539,0.025997861159034078,0.0408177900435403,
reach,fresh,random_range_B2,proprio,excess_reference_cost_percent,100,100,51.19416425480539,39.2183189989992,64.27250343334967,
reach,fresh,random_range_B2,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,visual,reference_spearman,100,100,0.7450164367744868,0.7383588647577365,0.7515335754204953,
reach,fresh,random_range_B2,visual,reference_top10_overlap,100,100,3.97,3.7200000000000006,4.220000000000001,
reach,fresh,random_range_B2,visual,winner_changed,100,100,0.76,0.67,0.8400000000000001,
reach,fresh,random_range_B2,visual,selected_in_reference_minimum_set,100,100,0.24,0.16,0.32999999999999996,
reach,fresh,random_range_B2,visual,excess_reference_cost,100,100,0.1189197051525116,0.09371198815107346,0.1452321614027023,
reach,fresh,random_range_B2,visual,excess_reference_cost_percent,100,100,6.642167580441142,5.044879779029605,8.389692407897252,
reach,fresh,random_range_B2,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B2,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,official,reference_spearman,100,100,0.746988445027224,0.7404534262529858,0.753406039555075,
reach,fresh,random_range_B3,official,reference_top10_overlap,100,100,3.96,3.7100000000000004,4.210000000000001,
reach,fresh,random_range_B3,official,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_range_B3,official,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_range_B3,official,excess_reference_cost,100,100,0.12186443209648132,0.09607730349898339,0.14897361934185027,
reach,fresh,random_range_B3,official,excess_reference_cost_percent,100,100,6.791540660772285,5.149673923916131,8.57923387083478,
reach,fresh,random_range_B3,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,proprio,reference_spearman,100,100,0.7695545772730809,0.7640283415371282,0.7750123584706496,
reach,fresh,random_range_B3,proprio,reference_top10_overlap,100,100,4.6,4.320000000000001,4.870000000000001,
reach,fresh,random_range_B3,proprio,winner_changed,100,100,0.71,0.62,0.7999999999999999,
reach,fresh,random_range_B3,proprio,selected_in_reference_minimum_set,100,100,0.29,0.2,0.38,
reach,fresh,random_range_B3,proprio,excess_reference_cost,100,100,0.03071788791567087,0.02419752151798457,0.037879335901699965,
reach,fresh,random_range_B3,proprio,excess_reference_cost_percent,100,100,45.30327732157581,35.16147528554463,56.50528056051826,
reach,fresh,random_range_B3,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,visual,reference_spearman,100,100,0.7450553935727171,0.7383973955942721,0.7516088045781854,
reach,fresh,random_range_B3,visual,reference_top10_overlap,100,100,3.96,3.710000000000001,4.210000000000001,
reach,fresh,random_range_B3,visual,winner_changed,100,100,0.77,0.68,0.8500000000000001,
reach,fresh,random_range_B3,visual,selected_in_reference_minimum_set,100,100,0.23,0.15000000000000002,0.31999999999999995,
reach,fresh,random_range_B3,visual,excess_reference_cost,100,100,0.1187048614025116,0.0933986658155918,0.14550780045986172,
reach,fresh,random_range_B3,visual,excess_reference_cost_percent,100,100,6.661935778592287,5.044283356327544,8.429106419663285,
reach,fresh,random_range_B3,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B3,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,official,reference_spearman,100,100,0.7451457967035406,0.7385785008363944,0.7516435878332324,
reach,fresh,random_range_B4,official,reference_top10_overlap,100,100,3.99,3.7400000000000007,4.24,
reach,fresh,random_range_B4,official,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_range_B4,official,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_range_B4,official,excess_reference_cost,100,100,0.12686309456825257,0.10047814893722533,0.15504962745308873,
reach,fresh,random_range_B4,official,excess_reference_cost_percent,100,100,7.024838063584483,5.3791617531031495,8.838005888249594,
reach,fresh,random_range_B4,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,proprio,reference_spearman,100,100,0.7663200924454716,0.7607693881043122,0.7716950920565785,
reach,fresh,random_range_B4,proprio,reference_top10_overlap,100,100,4.48,4.210000000000001,4.75,
reach,fresh,random_range_B4,proprio,winner_changed,100,100,0.73,0.64,0.81,
reach,fresh,random_range_B4,proprio,selected_in_reference_minimum_set,100,100,0.27,0.19,0.36,
reach,fresh,random_range_B4,proprio,excess_reference_cost,100,100,0.033870003186166286,0.02659435301180929,0.04181621878361329,
reach,fresh,random_range_B4,proprio,excess_reference_cost_percent,100,100,50.923951612578996,39.30080028184764,63.720567057025356,
reach,fresh,random_range_B4,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,visual,reference_spearman,100,100,0.7431563420405226,0.7364486537488794,0.7497996217524096,
reach,fresh,random_range_B4,visual,reference_top10_overlap,100,100,3.99,3.750000000000001,4.23,
reach,fresh,random_range_B4,visual,winner_changed,100,100,0.77,0.6800000000000002,0.8500000000000001,
reach,fresh,random_range_B4,visual,selected_in_reference_minimum_set,100,100,0.23,0.15000000000000002,0.31999999999999995,
reach,fresh,random_range_B4,visual,excess_reference_cost,100,100,0.1233806049823761,0.09759389758110047,0.15109847581386568,
reach,fresh,random_range_B4,visual,excess_reference_cost_percent,100,100,6.879270204601924,5.261277466377114,8.669060094127774,
reach,fresh,random_range_B4,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B4,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,official,reference_spearman,100,100,0.7474179818910975,0.7408801786200109,0.7537706516422085,
reach,fresh,random_range_B5,official,reference_top10_overlap,100,100,4.03,3.7800000000000002,4.29,
reach,fresh,random_range_B5,official,winner_changed,100,100,0.75,0.66,0.8300000000000001,
reach,fresh,random_range_B5,official,selected_in_reference_minimum_set,100,100,0.25,0.16999999999999998,0.33999999999999997,
reach,fresh,random_range_B5,official,excess_reference_cost,100,100,0.12290866255760192,0.0968693501353264,0.15021435472369193,
reach,fresh,random_range_B5,official,excess_reference_cost_percent,100,100,6.839145972056814,5.183048760079954,8.63228377858916,
reach,fresh,random_range_B5,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,proprio,reference_spearman,100,100,0.769950363892932,0.7644773583039812,0.7753356087289859,
reach,fresh,random_range_B5,proprio,reference_top10_overlap,100,100,4.54,4.2700000000000005,4.8100000000000005,
reach,fresh,random_range_B5,proprio,winner_changed,100,100,0.72,0.63,0.8,
reach,fresh,random_range_B5,proprio,selected_in_reference_minimum_set,100,100,0.28,0.19999999999999998,0.37,
reach,fresh,random_range_B5,proprio,excess_reference_cost,100,100,0.03197609979659319,0.025280558327212925,0.03924065685737878,
reach,fresh,random_range_B5,proprio,excess_reference_cost_percent,100,100,46.852041932865724,36.5415384899139,58.07327535157376,
reach,fresh,random_range_B5,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach,fresh,random_range_B5,visual,reference_spearman,100,100,0.7454599888666976,0.7388330937914698,0.7519613604991717,
reach,fresh,random_range_B5,visual,reference_top10_overlap,100,100,3.95,3.6900000000000004,4.210000000000001,
reach,fresh,random_range_B5,visual,winner_changed,100,100,0.77,0.68,0.8500000000000001,
reach,fresh,random_range_B5,visual,selected_in_reference_minimum_set,100,100,0.23,0.15000000000000002,0.31999999999999995,
