task,bank,arm,modality,metric,n,n_defined,mean,marginal_95_low,marginal_95_high,horizon
reach-wall,fresh,donor_persistent_B1,visual,excess_reference_cost,100,100,0.023758050203323364,0.014956945955753326,0.033843794405460356,
reach-wall,fresh,donor_persistent_B1,visual,excess_reference_cost_percent,100,100,1.165532606874233,0.7093837470543097,1.6970560458606334,
reach-wall,fresh,donor_persistent_B1,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B1,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B1,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B1,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,official,reference_spearman,100,100,0.8030564873839003,0.7978057754074007,0.8081152614747109,
reach-wall,fresh,donor_persistent_B2,official,reference_top10_overlap,100,100,4.62,4.380000000000001,4.86,
reach-wall,fresh,donor_persistent_B2,official,winner_changed,100,100,0.68,0.59,0.77,
reach-wall,fresh,donor_persistent_B2,official,selected_in_reference_minimum_set,100,100,0.32,0.23,0.41000000000000003,
reach-wall,fresh,donor_persistent_B2,official,excess_reference_cost,100,100,0.07372921466827392,0.058330496191978456,0.09016530594229695,
reach-wall,fresh,donor_persistent_B2,official,excess_reference_cost_percent,100,100,3.505125036366564,2.7473683493146974,4.320540887441886,
reach-wall,fresh,donor_persistent_B2,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,proprio,reference_spearman,100,100,0.8178460569536555,0.8131957507897595,0.8224416240155119,
reach-wall,fresh,donor_persistent_B2,proprio,reference_top10_overlap,100,100,4.85,4.590000000000001,5.110000000000001,
reach-wall,fresh,donor_persistent_B2,proprio,winner_changed,100,100,0.61,0.51,0.7000000000000001,
reach-wall,fresh,donor_persistent_B2,proprio,selected_in_reference_minimum_set,100,100,0.39,0.3,0.49,
reach-wall,fresh,donor_persistent_B2,proprio,excess_reference_cost,100,100,0.023186243660748004,0.01753155894484371,0.02932100186217575,
reach-wall,fresh,donor_persistent_B2,proprio,excess_reference_cost_percent,100,100,27.256607303334786,20.4310480567672,34.6209872239941,
reach-wall,fresh,donor_persistent_B2,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,visual,reference_spearman,100,100,0.8009144736949766,0.7956229016732348,0.8060674504883192,
reach-wall,fresh,donor_persistent_B2,visual,reference_top10_overlap,100,100,4.65,4.410000000000001,4.890000000000001,
reach-wall,fresh,donor_persistent_B2,visual,winner_changed,100,100,0.68,0.59,0.77,
reach-wall,fresh,donor_persistent_B2,visual,selected_in_reference_minimum_set,100,100,0.32,0.23,0.41000000000000003,
reach-wall,fresh,donor_persistent_B2,visual,excess_reference_cost,100,100,0.07150500297546386,0.056474097430706034,0.08755520427227018,
reach-wall,fresh,donor_persistent_B2,visual,excess_reference_cost_percent,100,100,3.4213998080692063,2.6792509365476893,4.225784466202676,
reach-wall,fresh,donor_persistent_B2,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B2,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,official,reference_spearman,100,100,0.7689584105545092,0.7630735348411687,0.7745868217583056,
reach-wall,fresh,donor_persistent_B3,official,reference_top10_overlap,100,100,4.38,4.15,4.610000000000001,
reach-wall,fresh,donor_persistent_B3,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B3,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B3,official,excess_reference_cost,100,100,0.07949563264846801,0.06313978415727615,0.09700996160507197,
reach-wall,fresh,donor_persistent_B3,official,excess_reference_cost_percent,100,100,3.776385717158779,2.9747668030111063,4.635827523987694,
reach-wall,fresh,donor_persistent_B3,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,proprio,reference_spearman,100,100,0.7762905765619615,0.7707091427682531,0.7818245991622129,
reach-wall,fresh,donor_persistent_B3,proprio,reference_top10_overlap,100,100,4.32,4.060000000000001,4.57,
reach-wall,fresh,donor_persistent_B3,proprio,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B3,proprio,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B3,proprio,excess_reference_cost,100,100,0.030975449942052365,0.024591246700845656,0.03768391790241001,
reach-wall,fresh,donor_persistent_B3,proprio,excess_reference_cost_percent,100,100,36.0412790475175,28.478773895451187,43.90696676215731,
reach-wall,fresh,donor_persistent_B3,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,visual,reference_spearman,100,100,0.7669400155348458,0.7610336737606868,0.7725965171213102,
reach-wall,fresh,donor_persistent_B3,visual,reference_top10_overlap,100,100,4.36,4.12,4.6000000000000005,
reach-wall,fresh,donor_persistent_B3,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B3,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B3,visual,excess_reference_cost,100,100,0.07694613695144653,0.061639266192913045,0.09334215748310089,
reach-wall,fresh,donor_persistent_B3,visual,excess_reference_cost_percent,100,100,3.678352895476129,2.91630847078516,4.499205591846742,
reach-wall,fresh,donor_persistent_B3,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B3,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,official,reference_spearman,100,100,0.8040211324005191,0.7981995181702076,0.8097920940476347,
reach-wall,fresh,donor_persistent_B4,official,reference_top10_overlap,100,100,4.65,4.390000000000001,4.910000000000001,
reach-wall,fresh,donor_persistent_B4,official,winner_changed,100,100,0.66,0.57,0.75,
reach-wall,fresh,donor_persistent_B4,official,selected_in_reference_minimum_set,100,100,0.34,0.25,0.43000000000000005,
reach-wall,fresh,donor_persistent_B4,official,excess_reference_cost,100,100,0.07142017364501953,0.05572058108448982,0.0883032707870006,
reach-wall,fresh,donor_persistent_B4,official,excess_reference_cost_percent,100,100,3.4008138940419186,2.631757373244857,4.232156841268193,
reach-wall,fresh,donor_persistent_B4,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,proprio,reference_spearman,100,100,0.8355223991377682,0.8310047353859488,0.839991088678763,
reach-wall,fresh,donor_persistent_B4,proprio,reference_top10_overlap,100,100,4.89,4.630000000000001,5.150000000000001,
reach-wall,fresh,donor_persistent_B4,proprio,winner_changed,100,100,0.63,0.53,0.72,
reach-wall,fresh,donor_persistent_B4,proprio,selected_in_reference_minimum_set,100,100,0.37,0.28,0.47,
reach-wall,fresh,donor_persistent_B4,proprio,excess_reference_cost,100,100,0.02289417155086994,0.017281150284223258,0.028935914987698198,
reach-wall,fresh,donor_persistent_B4,proprio,excess_reference_cost_percent,100,100,27.54935512303475,20.54702773832462,35.0873947702296,
reach-wall,fresh,donor_persistent_B4,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,visual,reference_spearman,100,100,0.800776406384796,0.7948868641838137,0.8066005371747895,
reach-wall,fresh,donor_persistent_B4,visual,reference_top10_overlap,100,100,4.58,4.3100000000000005,4.8500000000000005,
reach-wall,fresh,donor_persistent_B4,visual,winner_changed,100,100,0.67,0.58,0.76,
reach-wall,fresh,donor_persistent_B4,visual,selected_in_reference_minimum_set,100,100,0.33,0.24,0.42000000000000004,
reach-wall,fresh,donor_persistent_B4,visual,excess_reference_cost,100,100,0.06967814326286316,0.054384206354618075,0.0861245102584362,
reach-wall,fresh,donor_persistent_B4,visual,excess_reference_cost_percent,100,100,3.3413984236950554,2.5856674472724737,4.163302146341727,
reach-wall,fresh,donor_persistent_B4,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B4,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,official,reference_spearman,100,100,0.7614475239224011,0.7555219711862623,0.7671865388968644,
reach-wall,fresh,donor_persistent_B5,official,reference_top10_overlap,100,100,4.32,4.08,4.5600000000000005,
reach-wall,fresh,donor_persistent_B5,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B5,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B5,official,excess_reference_cost,100,100,0.07957582712173462,0.06318248668313027,0.09714304706454276,
reach-wall,fresh,donor_persistent_B5,official,excess_reference_cost_percent,100,100,3.7791476838298195,2.9795225748538967,4.638570338979104,
reach-wall,fresh,donor_persistent_B5,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,proprio,reference_spearman,100,100,0.7776081809414075,0.7720890894988823,0.7830883233874346,
reach-wall,fresh,donor_persistent_B5,proprio,reference_top10_overlap,100,100,4.25,3.9900000000000007,4.51,
reach-wall,fresh,donor_persistent_B5,proprio,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B5,proprio,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B5,proprio,excess_reference_cost,100,100,0.031326905228197574,0.02472626457549632,0.038307282794266935,
reach-wall,fresh,donor_persistent_B5,proprio,excess_reference_cost_percent,100,100,37.59397572432236,29.086659858645007,46.788554258629055,
reach-wall,fresh,donor_persistent_B5,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,visual,reference_spearman,100,100,0.7591894330541694,0.7532403014192092,0.7649829374336634,
reach-wall,fresh,donor_persistent_B5,visual,reference_top10_overlap,100,100,4.31,4.0600000000000005,4.5600000000000005,
reach-wall,fresh,donor_persistent_B5,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,donor_persistent_B5,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,donor_persistent_B5,visual,excess_reference_cost,100,100,0.07940691947937012,0.06340814235806465,0.09641794261336326,
reach-wall,fresh,donor_persistent_B5,visual,excess_reference_cost_percent,100,100,3.791727116083568,3.006193885526814,4.629908964636057,
reach-wall,fresh,donor_persistent_B5,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,donor_persistent_B5,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,official,reference_spearman,100,100,0.7578454083762509,0.7518675256951471,0.7636235738209698,
reach-wall,fresh,native,official,reference_top10_overlap,100,100,4.28,4.040000000000001,4.52,
reach-wall,fresh,native,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,native,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,native,official,excess_reference_cost,100,100,0.08104978442192078,0.06447804120182991,0.09873520323634143,
reach-wall,fresh,native,official,excess_reference_cost_percent,100,100,3.8480849361222282,3.039744799474008,4.717920080508326,
reach-wall,fresh,native,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,proprio,reference_spearman,100,100,0.7742687558152138,0.7686666499052376,0.7798512181051906,
reach-wall,fresh,native,proprio,reference_top10_overlap,100,100,4.23,3.9700000000000015,4.480000000000001,
reach-wall,fresh,native,proprio,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,native,proprio,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,native,proprio,excess_reference_cost,100,100,0.03186930861324072,0.025162875801324848,0.03889378403685986,
reach-wall,fresh,native,proprio,excess_reference_cost_percent,100,100,38.29391706589755,29.74650781872429,47.41475517588778,
reach-wall,fresh,native,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,visual,reference_spearman,100,100,0.7555670371216283,0.7495534960717706,0.7613977579202214,
reach-wall,fresh,native,visual,reference_top10_overlap,100,100,4.24,3.99,4.49,
reach-wall,fresh,native,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,native,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,native,visual,excess_reference_cost,100,100,0.08064181327819825,0.06452850851416587,0.09766869032382962,
reach-wall,fresh,native,visual,excess_reference_cost_percent,100,100,3.8470199647532994,3.057888476932996,4.6877822681282,
reach-wall,fresh,native,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,native,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,official,reference_spearman,100,100,0.7570245340174095,0.7510231836965581,0.762778084889841,
reach-wall,fresh,random_isotropic_B0,official,reference_top10_overlap,100,100,4.25,4.010000000000001,4.49,
reach-wall,fresh,random_isotropic_B0,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B0,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B0,official,excess_reference_cost,100,100,0.08266791582107544,0.06605357185006142,0.10017247059941288,
reach-wall,fresh,random_isotropic_B0,official,excess_reference_cost_percent,100,100,3.921921962541837,3.110442110096105,4.782204879926424,
reach-wall,fresh,random_isotropic_B0,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,proprio,reference_spearman,100,100,0.7736307309554463,0.7680108348593704,0.7791970083607406,
reach-wall,fresh,random_isotropic_B0,proprio,reference_top10_overlap,100,100,4.2,3.95,4.460000000000001,
reach-wall,fresh,random_isotropic_B0,proprio,winner_changed,100,100,0.71,0.62,0.8,
reach-wall,fresh,random_isotropic_B0,proprio,selected_in_reference_minimum_set,100,100,0.29,0.2,0.38,
reach-wall,fresh,random_isotropic_B0,proprio,excess_reference_cost,100,100,0.032807625234127044,0.02600519905891269,0.0400282445512712,
reach-wall,fresh,random_isotropic_B0,proprio,excess_reference_cost_percent,100,100,39.223023401927975,30.592806803007466,48.468899812321375,
reach-wall,fresh,random_isotropic_B0,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,visual,reference_spearman,100,100,0.7547020308539885,0.7486987380003021,0.760487360328372,
reach-wall,fresh,random_isotropic_B0,visual,reference_top10_overlap,100,100,4.23,3.9800000000000004,4.48,
reach-wall,fresh,random_isotropic_B0,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B0,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B0,visual,excess_reference_cost,100,100,0.08064181327819825,0.06452850851416587,0.09766869032382962,
reach-wall,fresh,random_isotropic_B0,visual,excess_reference_cost_percent,100,100,3.8470199647532994,3.057888476932996,4.6877822681282,
reach-wall,fresh,random_isotropic_B0,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B0,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,official,reference_spearman,100,100,0.7572300548730334,0.7512272242852982,0.7629981154025941,
reach-wall,fresh,random_isotropic_B1,official,reference_top10_overlap,100,100,4.26,4.020000000000001,4.5,
reach-wall,fresh,random_isotropic_B1,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B1,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B1,official,excess_reference_cost,100,100,0.08222726106643677,0.06562351861596108,0.09987149536609648,
reach-wall,fresh,random_isotropic_B1,official,excess_reference_cost_percent,100,100,3.9014560566494048,3.092676598230833,4.765503695823657,
reach-wall,fresh,random_isotropic_B1,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,proprio,reference_spearman,100,100,0.7736463249591662,0.7680624601384461,0.7791807497861089,
reach-wall,fresh,random_isotropic_B1,proprio,reference_top10_overlap,100,100,4.18,3.9300000000000006,4.430000000000001,
reach-wall,fresh,random_isotropic_B1,proprio,winner_changed,100,100,0.7,0.61,0.79,
reach-wall,fresh,random_isotropic_B1,proprio,selected_in_reference_minimum_set,100,100,0.3,0.21000000000000002,0.39,
reach-wall,fresh,random_isotropic_B1,proprio,excess_reference_cost,100,100,0.032081647962331775,0.025409361115656795,0.039088518962264056,
reach-wall,fresh,random_isotropic_B1,proprio,excess_reference_cost_percent,100,100,38.668846461686,30.08947768916398,47.8086343435785,
reach-wall,fresh,random_isotropic_B1,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,visual,reference_spearman,100,100,0.7549548920263968,0.7489320077254108,0.760790670827216,
reach-wall,fresh,random_isotropic_B1,visual,reference_top10_overlap,100,100,4.24,3.9900000000000007,4.49,
reach-wall,fresh,random_isotropic_B1,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B1,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B1,visual,excess_reference_cost,100,100,0.08059501886367798,0.06442982172966003,0.09778758177161215,
reach-wall,fresh,random_isotropic_B1,visual,excess_reference_cost_percent,100,100,3.8428505476320134,3.0492616820164598,4.685822023120531,
reach-wall,fresh,random_isotropic_B1,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B1,visual,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,official,reference_spearman,100,100,0.7573350199661902,0.7514166734453115,0.763083331947005,
reach-wall,fresh,random_isotropic_B2,official,reference_top10_overlap,100,100,4.26,4.0200000000000005,4.5,
reach-wall,fresh,random_isotropic_B2,official,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B2,official,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B2,official,excess_reference_cost,100,100,0.08113088011741638,0.06452382227778435,0.0988866699039936,
reach-wall,fresh,random_isotropic_B2,official,excess_reference_cost_percent,100,100,3.8517131735246255,3.0429457679705814,4.7224395440100775,
reach-wall,fresh,random_isotropic_B2,official,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,official,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,official,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,official,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,proprio,reference_spearman,100,100,0.7738730430338115,0.7682914233491482,0.7794149272769697,
reach-wall,fresh,random_isotropic_B2,proprio,reference_top10_overlap,100,100,4.27,4.010000000000002,4.53,
reach-wall,fresh,random_isotropic_B2,proprio,winner_changed,100,100,0.68,0.59,0.77,
reach-wall,fresh,random_isotropic_B2,proprio,selected_in_reference_minimum_set,100,100,0.32,0.23,0.41000000000000003,
reach-wall,fresh,random_isotropic_B2,proprio,excess_reference_cost,100,100,0.031111264266073704,0.024458441556431357,0.03810250512696802,
reach-wall,fresh,random_isotropic_B2,proprio,excess_reference_cost_percent,100,100,37.2412704443737,28.812210254983533,46.3797777874384,
reach-wall,fresh,random_isotropic_B2,proprio,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,proprio,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,proprio,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,proprio,selected_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,visual,reference_spearman,100,100,0.7551160580817458,0.7491777381681167,0.7608907153814983,
reach-wall,fresh,random_isotropic_B2,visual,reference_top10_overlap,100,100,4.21,3.9700000000000006,4.460000000000001,
reach-wall,fresh,random_isotropic_B2,visual,winner_changed,100,100,0.69,0.6,0.78,
reach-wall,fresh,random_isotropic_B2,visual,selected_in_reference_minimum_set,100,100,0.31,0.22000000000000003,0.4,
reach-wall,fresh,random_isotropic_B2,visual,excess_reference_cost,100,100,0.08184914112091064,0.06574647423624992,0.09899786156415939,
reach-wall,fresh,random_isotropic_B2,visual,excess_reference_cost_percent,100,100,3.9015244867932894,3.10727003717212,4.749474507236564,
reach-wall,fresh,random_isotropic_B2,visual,reference_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,visual,selected_minimum_ties,100,100,1.0,1.0,1.0000000000000002,
reach-wall,fresh,random_isotropic_B2,visual,reference_top10_cutoff_ties,100,100,1.0,1.0,1.0000000000000002,
