task,layer,horizon,head,metric,n,n_defined,mean,marginal_95_low,marginal_95_high
reach,3,2,6,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,6,visual_mass,32,32,0.9999999939464033,0.9999999918509275,0.9999999960418791
reach,3,2,7,spatial_distance_patches,32,32,7.405522976648982,7.3991692307153105,7.411762819700839
reach,3,2,7,temporal_distance_frames,32,32,0.0038738677195883,0.003682248341925362,0.004065133287930955
reach,3,2,7,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,7,visual_mass,32,32,0.9999999946448952,0.9999999918509275,0.9999999969732016
reach,3,2,8,spatial_distance_patches,32,32,6.81616979134416,6.800888990188878,6.832528779396378
reach,3,2,8,temporal_distance_frames,32,32,0.00558544564149354,0.0053146684787510196,0.005865720315179903
reach,3,2,8,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,8,visual_mass,32,32,0.9999999955762178,0.9999999932479113,0.9999999979045242
reach,3,2,9,spatial_distance_patches,32,32,7.227154151283901,7.214602224699462,7.239927481373735
reach,3,2,9,temporal_distance_frames,32,32,0.29264787401272185,0.2915634909806784,0.2938018956674455
reach,3,2,9,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,9,visual_mass,32,32,0.9999999911524355,0.9999999881256372,0.9999999944120646
reach,3,2,10,spatial_distance_patches,32,32,7.615795750090175,7.607409704029524,7.623665733037352
reach,3,2,10,temporal_distance_frames,32,32,0.009405634994186646,0.009232329213872384,0.009574651032941382
reach,3,2,10,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,10,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999972060323
reach,3,2,11,spatial_distance_patches,32,32,7.2028555100511795,7.1658816636494205,7.238448142919767
reach,3,2,11,temporal_distance_frames,32,32,0.16088367909034323,0.15788266375085153,0.16405969854523747
reach,3,2,11,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,11,visual_mass,32,32,0.9999999944120646,0.9999999920837581,0.9999999965075403
reach,3,2,12,spatial_distance_patches,32,32,9.068954100206255,9.062656224754992,9.075375809702992
reach,3,2,12,temporal_distance_frames,32,32,0.04315175814077345,0.04259328301820778,0.04370306774962728
reach,3,2,12,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,12,visual_mass,32,32,0.9999999953433871,0.99999999278225,0.9999999979045242
reach,3,2,13,spatial_distance_patches,32,32,7.677787080612361,7.670270455729491,7.685652540818725
reach,3,2,13,temporal_distance_frames,32,32,0.05602284624790055,0.05522893193529288,0.056840564989323134
reach,3,2,13,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,13,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999969732016
reach,3,2,14,spatial_distance_patches,32,32,6.291095097623069,6.284054762763448,6.298518951604625
reach,3,2,14,temporal_distance_frames,32,32,0.01924953634711029,0.01890544228745091,0.019570767752323547
reach,3,2,14,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,14,visual_mass,32,32,0.9999999951105565,0.9999999923165888,0.9999999976716936
reach,3,2,15,spatial_distance_patches,32,32,7.545852234521934,7.539491875194525,7.552205343667839
reach,3,2,15,temporal_distance_frames,32,32,0.030895463769879287,0.03021743278931955,0.03154981064082465
reach,3,2,15,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,2,15,visual_mass,32,32,0.9999999916180968,0.9999999892897904,0.9999999939464033
reach,3,3,0,spatial_distance_patches,32,32,6.060482930216186,6.05397303369883,6.066992531605592
reach,3,3,0,temporal_distance_frames,32,32,0.002271091564676795,0.0022286167554917214,0.0023161696589733454
reach,3,3,0,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,0,visual_mass,32,32,0.9999999951105565,0.9999999932479113,0.999999996740371
reach,3,3,1,spatial_distance_patches,32,32,7.771339398215935,7.764160275807242,7.778489765976084
reach,3,3,1,temporal_distance_frames,32,32,0.004571728669110745,0.00447993190457785,0.004666304491236949
reach,3,3,1,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,1,visual_mass,32,32,0.999999993480742,0.9999999913852662,0.9999999955762178
reach,3,3,2,spatial_distance_patches,32,32,6.570443377062665,6.558664641139997,6.581489299848399
reach,3,3,2,temporal_distance_frames,32,32,0.010844738805952697,0.010689833695949724,0.010997601328802953
reach,3,3,2,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,2,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999974388629
reach,3,3,3,spatial_distance_patches,32,32,7.777335970140902,7.7591516550139215,7.7966559603615995
reach,3,3,3,temporal_distance_frames,32,32,0.2024547909761804,0.2014266354129775,0.20343463865386271
reach,3,3,3,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,3,visual_mass,32,32,0.999999993480742,0.9999999911524355,0.9999999955762178
reach,3,3,4,spatial_distance_patches,32,32,7.007096646148645,7.000767724880811,7.013707882203896
reach,3,3,4,temporal_distance_frames,32,32,0.01801121563646014,0.017592116113502,0.018441551933507775
reach,3,3,4,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,4,visual_mass,32,32,0.9999999941792339,0.9999999916180968,0.999999996740371
reach,3,3,5,spatial_distance_patches,32,32,6.7959447924387835,6.783979075323938,6.805139773130314
reach,3,3,5,temporal_distance_frames,32,32,0.014685763851471948,0.01441457450913677,0.014966609381466815
reach,3,3,5,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,5,visual_mass,32,32,0.9999999979045242,0.9999999955762178,1.0000000002328306
reach,3,3,6,spatial_distance_patches,32,32,7.415176009699268,7.408635585907277,7.421218574912077
reach,3,3,6,temporal_distance_frames,32,32,0.0024110146325490057,0.0023319115981559283,0.0024907482471531153
reach,3,3,6,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,6,visual_mass,32,32,0.999999993480742,0.9999999906867743,0.9999999960418791
reach,3,3,7,spatial_distance_patches,32,32,7.397164689883228,7.390814736713234,7.403544119160731
reach,3,3,7,temporal_distance_frames,32,32,0.003685070962637601,0.0035185436429243148,0.0038517302666320743
reach,3,3,7,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,7,visual_mass,32,32,0.9999999946448952,0.9999999923165888,0.999999996740371
reach,3,3,8,spatial_distance_patches,32,32,6.7659584622928906,6.752257645311712,6.780721421703377
reach,3,3,8,temporal_distance_frames,32,32,0.005865309191626945,0.0055939663252312696,0.006140341756957829
reach,3,3,8,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,8,visual_mass,32,32,0.99999999278225,0.999999990221113,0.9999999951105565
reach,3,3,9,spatial_distance_patches,32,32,7.356213492894697,7.341857387496394,7.369264159529959
reach,3,3,9,temporal_distance_frames,32,32,0.30054232028260935,0.2994164101463286,0.3017294397130015
reach,3,3,9,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,9,visual_mass,32,32,0.9999999909196049,0.9999999867286533,0.9999999948777258
reach,3,3,10,spatial_distance_patches,32,32,7.5719334471631505,7.564640653656815,7.579003968075817
reach,3,3,10,temporal_distance_frames,32,32,0.009473180206742076,0.00930323338681795,0.00964597926201672
reach,3,3,10,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,10,visual_mass,32,32,0.9999999930150807,0.9999999897554517,0.9999999955762178
reach,3,3,11,spatial_distance_patches,32,32,7.118771416545195,7.084330587560128,7.15233278661775
reach,3,3,11,temporal_distance_frames,32,32,0.15736274941109243,0.15473127453724822,0.1601222974674846
reach,3,3,11,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,11,visual_mass,32,32,0.9999999911524355,0.9999999874271452,0.9999999951105565
reach,3,3,12,spatial_distance_patches,32,32,9.054484356286212,9.047775636419132,9.061295559591153
reach,3,3,12,temporal_distance_frames,32,32,0.04240920207591313,0.042039916833765165,0.042786170674366526
reach,3,3,12,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,12,visual_mass,32,32,0.9999999946448952,0.9999999923165888,0.9999999972060323
reach,3,3,13,spatial_distance_patches,32,32,7.589716808718606,7.5829367607222835,7.5962921786109465
reach,3,3,13,temporal_distance_frames,32,32,0.05640004138367176,0.05556208578988263,0.057204475900796345
reach,3,3,13,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,13,visual_mass,32,32,0.9999999951105565,0.9999999925494194,0.9999999974388629
reach,3,3,14,spatial_distance_patches,32,32,6.2632146980763785,6.257020988753837,6.2695908230797235
reach,3,3,14,temporal_distance_frames,32,32,0.0212833079895022,0.020952715301928077,0.021590819045718582
reach,3,3,14,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,14,visual_mass,32,32,0.9999999946448952,0.9999999925494194,0.9999999965075403
reach,3,3,15,spatial_distance_patches,32,32,7.542602576194145,7.536777480038443,7.548560503013068
reach,3,3,15,temporal_distance_frames,32,32,0.03331639778220452,0.032675575500369244,0.03394835102803507
reach,3,3,15,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,3,15,visual_mass,32,32,0.9999999916180968,0.9999999885912985,0.9999999946448952
reach,3,4,0,spatial_distance_patches,32,32,6.086686179100324,6.080290280452069,6.093234183274633
reach,3,4,0,temporal_distance_frames,32,32,0.0022283489144896557,0.0021796067023419816,0.002279768664171438
reach,3,4,0,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,0,visual_mass,32,32,0.9999999941792339,0.9999999916180968,0.9999999965075403
reach,3,4,1,spatial_distance_patches,32,32,7.779631764504507,7.772182910383608,7.786905313566277
reach,3,4,1,temporal_distance_frames,32,32,0.0046257485433944985,0.004533619408661243,0.0047195920998556575
reach,3,4,1,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,1,visual_mass,32,32,0.9999999951105565,0.9999999930150807,0.9999999974388629
reach,3,4,2,spatial_distance_patches,32,32,6.632115606926845,6.619878749069922,6.643792690401857
reach,3,4,2,temporal_distance_frames,32,32,0.010731682855655848,0.010599870222875495,0.010859520961527692
reach,3,4,2,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,2,visual_mass,32,32,0.9999999951105565,0.9999999925494194,0.9999999972060323
reach,3,4,3,spatial_distance_patches,32,32,7.7818818657849,7.758164465478304,7.8068693175880846
reach,3,4,3,temporal_distance_frames,32,32,0.2016960844236812,0.20064897999413406,0.20272786317605654
reach,3,4,3,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,3,visual_mass,32,32,0.9999999944120646,0.9999999920837581,0.9999999965075403
reach,3,4,4,spatial_distance_patches,32,32,6.999012934286664,6.99295503861779,7.005223446043977
reach,3,4,4,temporal_distance_frames,32,32,0.017550570801119318,0.017100880715142572,0.018007496693618338
reach,3,4,4,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,4,visual_mass,32,32,0.99999999278225,0.9999999899882823,0.9999999953433871
reach,3,4,5,spatial_distance_patches,32,32,6.801763750574889,6.789368574393974,6.811441044143199
reach,3,4,5,temporal_distance_frames,32,32,0.014759420818536494,0.014468377259673567,0.015052437511433982
reach,3,4,5,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,5,visual_mass,32,32,0.9999999937135726,0.9999999911524355,0.9999999960418791
reach,3,4,6,spatial_distance_patches,32,32,7.401534328811129,7.394323626182054,7.408383753051286
reach,3,4,6,temporal_distance_frames,32,32,0.0023276227314251736,0.002251206546138225,0.0024038497662881627
reach,3,4,6,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,6,visual_mass,32,32,0.9999999946448952,0.9999999920837581,0.9999999972060323
reach,3,4,7,spatial_distance_patches,32,32,7.398932124489197,7.392232296863345,7.405723883675885
reach,3,4,7,temporal_distance_frames,32,32,0.003546833879899283,0.0033869589772904493,0.0037071644853714203
reach,3,4,7,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,7,visual_mass,32,32,0.9999999923165888,0.9999999897554517,0.9999999946448952
reach,3,4,8,spatial_distance_patches,32,32,6.7656685807393675,6.751814832207193,6.779886377384648
reach,3,4,8,temporal_distance_frames,32,32,0.006190225489909633,0.005872721094918034,0.006514072159757914
reach,3,4,8,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,8,visual_mass,32,32,0.99999999278225,0.9999999906867743,0.9999999948777258
reach,3,4,9,spatial_distance_patches,32,32,7.373264418236413,7.360052737474882,7.3851891958400655
reach,3,4,9,temporal_distance_frames,32,32,0.30207671299509914,0.3007462473219771,0.3034762370233883
reach,3,4,9,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,9,visual_mass,32,32,0.9999999960418791,0.9999999925494194,0.9999999997671694
reach,3,4,10,spatial_distance_patches,32,32,7.544039183440648,7.53690258042019,7.551053402645156
reach,3,4,10,temporal_distance_frames,32,32,0.009961576577994631,0.009767339364775002,0.01015479282399838
reach,3,4,10,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,10,visual_mass,32,32,0.9999999941792339,0.9999999920837581,0.9999999960418791
reach,3,4,11,spatial_distance_patches,32,32,7.096212635088662,7.063085270620643,7.128396338405738
reach,3,4,11,temporal_distance_frames,32,32,0.15631573342066596,0.15386186257524556,0.15884688576458666
reach,3,4,11,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,11,visual_mass,32,32,0.9999999941792339,0.9999999916180968,0.9999999969732016
reach,3,4,12,spatial_distance_patches,32,32,9.053914470303365,9.047590243689845,9.060156080287989
reach,3,4,12,temporal_distance_frames,32,32,0.04157713973989238,0.04120958190364388,0.041953812306493046
reach,3,4,12,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,12,visual_mass,32,32,0.9999999932479113,0.9999999899882823,0.9999999960418791
reach,3,4,13,spatial_distance_patches,32,32,7.546091814867883,7.539012201548214,7.552858999119608
reach,3,4,13,temporal_distance_frames,32,32,0.05679642221559625,0.05589622494760797,0.05766239114642634
reach,3,4,13,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,13,visual_mass,32,32,0.9999999946448952,0.9999999923165888,0.9999999969732016
reach,3,4,14,spatial_distance_patches,32,32,6.256562733439656,6.249904368570836,6.263277874773882
reach,3,4,14,temporal_distance_frames,32,32,0.022030067691182445,0.0216565161907162,0.02237917733373853
reach,3,4,14,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,14,visual_mass,32,32,0.9999999932479113,0.9999999899882823,0.9999999958090484
reach,3,4,15,spatial_distance_patches,32,32,7.534712780253615,7.527838409712992,7.541850712790768
reach,3,4,15,temporal_distance_frames,32,32,0.0327720523899223,0.03216390454682213,0.033368261726358234
reach,3,4,15,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,4,15,visual_mass,32,32,0.9999999960418791,0.9999999944120646,0.9999999976716936
reach,3,5,0,spatial_distance_patches,32,32,6.097951749880762,6.091733908755927,6.104414310301261
reach,3,5,0,temporal_distance_frames,32,32,0.002212588548867272,0.0021608802466847863,0.0022674337758947145
reach,3,5,0,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,0,visual_mass,32,32,0.9999999944120646,0.9999999918509275,0.999999996740371
reach,3,5,1,spatial_distance_patches,32,32,7.789534465093823,7.781613995438582,7.797300121215779
reach,3,5,1,temporal_distance_frames,32,32,0.004622978993919226,0.0045260143526537466,0.0047232526329485285
reach,3,5,1,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,1,visual_mass,32,32,0.9999999939464033,0.9999999920837581,0.9999999958090484
reach,3,5,2,spatial_distance_patches,32,32,6.667224425445928,6.653934490982656,6.67981557246572
reach,3,5,2,temporal_distance_frames,32,32,0.010755449195442142,0.010620861615847809,0.01088134849386025
reach,3,5,2,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,2,visual_mass,32,32,0.9999999941792339,0.9999999918509275,0.9999999960418791
reach,3,5,3,spatial_distance_patches,32,32,7.765003485970428,7.738186045949148,7.792520379609031
reach,3,5,3,temporal_distance_frames,32,32,0.20004391339269118,0.1991839454386125,0.20093094486658467
reach,3,5,3,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,3,visual_mass,32,32,0.9999999932479113,0.9999999904539436,0.9999999958090484
reach,3,5,4,spatial_distance_patches,32,32,6.988544294088195,6.9821809017928995,6.9949065736705105
reach,3,5,4,temporal_distance_frames,32,32,0.017479778242646703,0.017040308021289283,0.017921621693786978
reach,3,5,4,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,4,visual_mass,32,32,0.9999999958090484,0.999999993480742,0.9999999981373549
reach,3,5,5,spatial_distance_patches,32,32,6.796200908886149,6.78308038471025,6.806628052108953
reach,3,5,5,temporal_distance_frames,32,32,0.014757868477864427,0.014461460623666671,0.015060040131402582
reach,3,5,5,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,5,visual_mass,32,32,0.9999999939464033,0.9999999916180968,0.9999999962747097
reach,3,5,6,spatial_distance_patches,32,32,7.37211599525231,7.362317967700157,7.3813955756561835
reach,3,5,6,temporal_distance_frames,32,32,0.0023334517342971936,0.0022576155980431646,0.0024078022423344742
reach,3,5,6,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,6,visual_mass,32,32,0.9999999962747097,0.9999999941792339,0.9999999981373549
reach,3,5,7,spatial_distance_patches,32,32,7.407853674639126,7.400414166494755,7.415442420471787
reach,3,5,7,temporal_distance_frames,32,32,0.003569701043872317,0.0034040242634703335,0.00373829595722819
reach,3,5,7,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,7,visual_mass,32,32,0.9999999946448952,0.9999999923165888,0.9999999969732016
reach,3,5,8,spatial_distance_patches,32,32,6.76793938086178,6.753517620711928,6.782653551890604
reach,3,5,8,temporal_distance_frames,32,32,0.00665628088643558,0.006288841715485919,0.007029462605706247
reach,3,5,8,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,8,visual_mass,32,32,0.9999999951105565,0.9999999925494194,0.9999999979045242
reach,3,5,9,spatial_distance_patches,32,32,7.389700995713882,7.377578286639945,7.401049057018488
reach,3,5,9,temporal_distance_frames,32,32,0.3042782186929485,0.30276166590859777,0.3058751377926525
reach,3,5,9,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,9,visual_mass,32,32,0.9999999937135726,0.9999999904539436,0.9999999972060323
reach,3,5,10,spatial_distance_patches,32,32,7.520599478595254,7.5133520033152195,7.5278244601066495
reach,3,5,10,temporal_distance_frames,32,32,0.010410840031401948,0.01019203406681859,0.010625653265911122
reach,3,5,10,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,10,visual_mass,32,32,0.9999999955762178,0.999999993480742,0.9999999974388629
reach,3,5,11,spatial_distance_patches,32,32,7.0725614302580695,7.040616040836659,7.104047731262903
reach,3,5,11,temporal_distance_frames,32,32,0.15504404421451948,0.15271769756195555,0.15745793068001288
reach,3,5,11,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,11,visual_mass,32,32,0.9999999965075403,0.9999999941792339,0.9999999988358468
reach,3,5,12,spatial_distance_patches,32,32,9.04741980251962,9.041415861199942,9.053563530999531
reach,3,5,12,temporal_distance_frames,32,32,0.04097931703926361,0.04062268960333701,0.04133428240770594
reach,3,5,12,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,12,visual_mass,32,32,0.9999999953433871,0.9999999923165888,0.9999999983701855
reach,3,5,13,spatial_distance_patches,32,32,7.5198897986191415,7.512093868326129,7.527544881130932
reach,3,5,13,temporal_distance_frames,32,32,0.05708499365746289,0.05618218213529947,0.05797763235430424
reach,3,5,13,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,13,visual_mass,32,32,0.999999993480742,0.9999999911524355,0.9999999958090484
reach,3,5,14,spatial_distance_patches,32,32,6.236927573833459,6.229258571157578,6.244252224774808
reach,3,5,14,temporal_distance_frames,32,32,0.02296651184459087,0.022555264922496827,0.023355493592667562
reach,3,5,14,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,14,visual_mass,32,32,0.9999999932479113,0.9999999906867743,0.9999999955762178
reach,3,5,15,spatial_distance_patches,32,32,7.5220292580816865,7.514252102319692,7.529898461887554
reach,3,5,15,temporal_distance_frames,32,32,0.03319565585107634,0.032605707560447235,0.033782112566169725
reach,3,5,15,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,5,15,visual_mass,32,32,0.9999999955762178,0.9999999932479113,0.9999999979045242
reach,3,6,0,spatial_distance_patches,32,32,6.108036358646485,6.101767734266832,6.114551207198632
reach,3,6,0,temporal_distance_frames,32,32,0.0022467935933573966,0.0021941238971258355,0.0023018750283316756
reach,3,6,0,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,0,visual_mass,32,32,0.999999993480742,0.9999999909196049,0.9999999958090484
reach,3,6,1,spatial_distance_patches,32,32,7.802209203643633,7.793634287986684,7.810844984035848
reach,3,6,1,temporal_distance_frames,32,32,0.0045488860082525335,0.004445782601934989,0.004657874020802261
reach,3,6,1,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,1,visual_mass,32,32,0.9999999981373549,0.9999999962747097,1.0
reach,3,6,2,spatial_distance_patches,32,32,6.692149755355522,6.676858221194869,6.706427529418889
reach,3,6,2,temporal_distance_frames,32,32,0.010806330793838144,0.01066674066987231,0.01093932639955125
reach,3,6,2,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,2,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999969732016
reach,3,6,3,spatial_distance_patches,32,32,7.757422341642371,7.729884578190522,7.785393069207787
reach,3,6,3,temporal_distance_frames,32,32,0.19977483388227038,0.1988263570179127,0.20072960779363835
reach,3,6,3,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,3,visual_mass,32,32,0.9999999946448952,0.9999999923165888,0.999999996740371
reach,3,6,4,spatial_distance_patches,32,32,6.979912533300714,6.972834974499544,6.986795418385731
reach,3,6,4,temporal_distance_frames,32,32,0.01726727900933769,0.016855739266178605,0.01768128310292796
reach,3,6,4,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,4,visual_mass,32,32,0.999999993480742,0.9999999909196049,0.9999999960418791
reach,3,6,5,spatial_distance_patches,32,32,6.787629487763937,6.77398451246949,6.798434623560105
reach,3,6,5,temporal_distance_frames,32,32,0.01486840808660217,0.014554681415908231,0.015191247246976822
reach,3,6,5,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,5,visual_mass,32,32,0.9999999960418791,0.9999999937135726,0.9999999979045242
reach,3,6,6,spatial_distance_patches,32,32,7.328383098498788,7.314226274619711,7.341662315430832
reach,3,6,6,temporal_distance_frames,32,32,0.002358862924563119,0.0022824305412262355,0.002433101092507673
reach,3,6,6,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,6,visual_mass,32,32,0.9999999960418791,0.9999999946448952,0.9999999974388629
reach,3,6,7,spatial_distance_patches,32,32,7.416835273393652,7.408258914816549,7.425559762096484
reach,3,6,7,temporal_distance_frames,32,32,0.003679840725187298,0.003508890852112903,0.0038540858731261965
reach,3,6,7,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,7,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999972060323
reach,3,6,8,spatial_distance_patches,32,32,6.773949552459869,6.758259461421344,6.789644314535744
reach,3,6,8,temporal_distance_frames,32,32,0.007180677919255312,0.00676091370672719,0.007610574145221669
reach,3,6,8,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,8,visual_mass,32,32,0.9999999925494194,0.999999989522621,0.9999999953433871
reach,3,6,9,spatial_distance_patches,32,32,7.408253681752809,7.396244616426982,7.419727263127587
reach,3,6,9,temporal_distance_frames,32,32,0.30525865528111423,0.30362928840800985,0.307011074135102
reach,3,6,9,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,9,visual_mass,32,32,0.999999996740371,0.9999999932479113,1.0000000004656613
reach,3,6,10,spatial_distance_patches,32,32,7.501946839073329,7.49456821734303,7.509376928763605
reach,3,6,10,temporal_distance_frames,32,32,0.011074166093957602,0.010812201597989183,0.011334680040248348
reach,3,6,10,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,10,visual_mass,32,32,0.999999993480742,0.9999999913852662,0.9999999955762178
reach,3,6,11,spatial_distance_patches,32,32,7.060149015748077,7.029168825976692,7.090498455306168
reach,3,6,11,temporal_distance_frames,32,32,0.15345506248184487,0.1513524138637838,0.1556545312371383
reach,3,6,11,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,11,visual_mass,32,32,0.9999999939464033,0.9999999923165888,0.9999999955762178
reach,3,6,12,spatial_distance_patches,32,32,9.040228584657758,9.034344752342067,9.0461565394195
reach,3,6,12,temporal_distance_frames,32,32,0.04063680473628667,0.040263883523714725,0.040997675011019155
reach,3,6,12,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,12,visual_mass,32,32,0.9999999965075403,0.9999999937135726,0.9999999993015081
reach,3,6,13,spatial_distance_patches,32,32,7.4973361701737335,7.48918720057923,7.50538128336886
reach,3,6,13,temporal_distance_frames,32,32,0.05737026477705916,0.056386001473654766,0.0583660711851659
reach,3,6,13,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,13,visual_mass,32,32,0.999999993480742,0.9999999913852662,0.9999999953433871
reach,3,6,14,spatial_distance_patches,32,32,6.22034275880586,6.2110645418277475,6.229177879835414
reach,3,6,14,temporal_distance_frames,32,32,0.023994047787777813,0.023476773720381715,0.02449814509756698
reach,3,6,14,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,14,visual_mass,32,32,0.9999999925494194,0.9999999904539436,0.9999999946448952
reach,3,6,15,spatial_distance_patches,32,32,7.510167059266105,7.501915098584902,7.51850665332404
reach,3,6,15,temporal_distance_frames,32,32,0.03319639521524469,0.03263189820630913,0.03377639477722255
reach,3,6,15,conditioning_mass,32,32,0.0,0.0,0.0
reach,3,6,15,visual_mass,32,32,0.9999999939464033,0.9999999923165888,0.9999999955762178
reach,4,1,0,spatial_distance_patches,32,32,5.2748389170969885,5.262458809027774,5.286523759463785
reach,4,1,0,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,0,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,0,visual_mass,32,32,0.9999999925494194,0.9999999892897904,0.9999999958090484
reach,4,1,1,spatial_distance_patches,32,32,6.6661026589230445,6.658688854974403,6.6734003588706265
reach,4,1,1,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,1,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,1,visual_mass,32,32,0.9999999944120646,0.9999999920837581,0.999999996740371
reach,4,1,2,spatial_distance_patches,32,32,0.9610774171237706,0.9386596845394652,0.9840473549443615
reach,4,1,2,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,2,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,2,visual_mass,32,32,0.9999999920837581,0.9999999874271452,0.9999999972060323
reach,4,1,3,spatial_distance_patches,32,32,7.146238243267179,7.140844801576124,7.15165630706481
reach,4,1,3,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,3,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,3,visual_mass,32,32,0.999999993480742,0.9999999892897904,0.9999999972060323
reach,4,1,4,spatial_distance_patches,32,32,6.824471138882073,6.811018230750268,6.837688401102522
reach,4,1,4,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,4,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,4,visual_mass,32,32,0.9999999972060323,0.9999999944120646,1.0000000004656613
reach,4,1,5,spatial_distance_patches,32,32,6.402341102831976,6.393702218972146,6.411069625714711
reach,4,1,5,temporal_distance_frames,32,32,0.0,0.0,0.0
reach,4,1,5,conditioning_mass,32,32,0.0,0.0,0.0
reach,4,1,5,visual_mass,32,32,0.9999999916180968,0.9999999878928065,0.9999999948777258
