task,episode,layer,horizon,head,T,H,W,action_tokens,spatial_distance_patches,temporal_distance_frames,conditioning_mass,visual_mass
reach,11,5,3,3,2,16,16,0,7.10058206319809,0.04071767162531614,0.0,1.0
reach,11,5,3,4,2,16,16,0,7.078879468730684,0.0023945294266159043,0.0,0.9999999925494194
reach,11,5,3,5,2,16,16,0,7.366836423924837,0.014098865550748001,0.0,0.9999999925494194
reach,11,5,3,6,2,16,16,0,7.1329320539971,0.0044921958557098485,0.0,0.9999999850988388
reach,11,5,3,7,2,16,16,0,7.3584732961540915,0.0020650325904323355,0.0,0.9999999925494194
reach,11,5,3,8,2,16,16,0,4.902658820152283,0.028928353218361735,0.0,1.0
reach,11,5,3,9,2,16,16,0,5.42317954766139,0.15167906062065856,0.0,0.9999999925494194
reach,11,5,3,10,2,16,16,0,5.097657420468758,0.0031713576408763052,0.0,0.9999999925494194
reach,11,5,3,11,2,16,16,0,7.124855816364288,0.003076818393310532,0.0,1.0
reach,11,5,3,12,2,16,16,0,7.235789585646832,0.0007484812197281975,0.0,0.9999999850988388
reach,11,5,3,13,2,16,16,0,7.1803309260333394,0.00034820868209183166,0.0,0.9999999925494194
reach,11,5,3,14,2,16,16,0,5.984286770107499,0.01375165929553404,0.0,0.9999999925494194
reach,11,5,3,15,2,16,16,0,6.861557185649872,0.015435475623235106,0.0,1.0
reach,11,0,4,0,2,16,16,0,8.09469175409296,0.12291317990357563,0.0,0.9999999925494194
reach,11,0,4,1,2,16,16,0,7.70879441282745,0.24436779129779182,0.0,0.9999999925494194
reach,11,0,4,2,2,16,16,0,7.0906390344494366,0.14919387882636218,0.0,0.9999999776482582
reach,11,0,4,3,2,16,16,0,7.942867576224619,0.10524105344326874,0.0,0.9999999850988388
reach,11,0,4,4,2,16,16,0,8.244865959395453,0.05681183688667052,0.0,0.9999999776482582
reach,11,0,4,5,2,16,16,0,7.47582483291626,0.1316906362771988,0.0,1.0
reach,11,0,4,6,2,16,16,0,7.935582577702273,0.2244659865235238,0.0,0.9999999925494194
reach,11,0,4,7,2,16,16,0,8.134098828838011,0.2414114567742605,0.0,0.9999999925494194
reach,11,0,4,8,2,16,16,0,7.261957639917416,0.06308387173774743,0.0,0.9999999925494194
reach,11,0,4,9,2,16,16,0,7.058344841003418,0.049718971364200115,0.0,1.0
reach,11,0,4,10,2,16,16,0,7.628041264623711,0.09946615881820141,0.0,0.9999999925494194
reach,11,0,4,11,2,16,16,0,7.564614534378052,0.20655828714370728,0.0,1.0
reach,11,0,4,12,2,16,16,0,7.870544253815295,0.11908519729290304,0.0,0.9999999925494194
reach,11,0,4,13,2,16,16,0,7.242874562740326,0.19001058489084244,0.0,1.0
reach,11,0,4,14,2,16,16,0,6.838203310966492,0.2530048154294491,0.0,1.0
reach,11,0,4,15,2,16,16,0,7.063353896141052,0.1016288660466671,0.0,1.0
reach,11,1,4,0,2,16,16,0,7.82291591035512,0.18407215873950838,0.0,0.9999999925494194
reach,11,1,4,1,2,16,16,0,7.90091568157759,0.20673101176866152,0.0,0.9999999925494194
reach,11,1,4,2,2,16,16,0,7.206647449781354,0.1196222127945886,0.0,0.9999999925494194
reach,11,1,4,3,2,16,16,0,6.903944909572601,0.07245557010173798,0.0,1.0
reach,11,1,4,4,2,16,16,0,7.985141932964325,0.25598255917429924,0.0,1.0
reach,11,1,4,5,2,16,16,0,7.289396757553494,0.2432389985266253,0.0,0.9999999925494194
reach,11,1,4,6,2,16,16,0,8.074481964666262,0.15313980469956848,0.0,0.9999999925494194
reach,11,1,4,7,2,16,16,0,8.04081922830372,0.21249755229797293,0.0,0.9999999850988388
reach,11,1,4,8,2,16,16,0,7.304604172706604,0.22941408678889275,0.0,1.0
reach,11,1,4,9,2,16,16,0,8.364845037460327,0.10126372706145048,0.0,1.0
reach,11,1,4,10,2,16,16,0,7.599666237831116,0.1153411166742444,0.0,1.0
reach,11,1,4,11,2,16,16,0,7.406238913536072,0.026363821933045983,0.0,1.0
reach,11,1,4,12,2,16,16,0,7.71993750333786,0.21999435499310493,0.0,1.0
reach,11,1,4,13,2,16,16,0,8.027975797861634,0.3539640594569151,0.0,0.9999999925494194
reach,11,1,4,14,2,16,16,0,6.251702964305878,0.10575960949063301,0.0,1.0
reach,11,1,4,15,2,16,16,0,7.662390405869341,0.12206935505672328,0.0,0.9999999850988388
reach,11,2,4,0,2,16,16,0,7.02943187228912,0.04889959785267411,0.0,0.9999999925494194
reach,11,2,4,1,2,16,16,0,6.498589146871784,0.0034464256861912136,0.0,0.9999999925494194
reach,11,2,4,2,2,16,16,0,6.608496238354565,0.01183993308313141,0.0,0.9999999925494194
reach,11,2,4,3,2,16,16,0,6.848773590093654,0.13544173639596802,0.0,0.9999999925494194
reach,11,2,4,4,2,16,16,0,8.116190614047508,0.016060317174498993,0.0,0.9999999850988388
reach,11,2,4,5,2,16,16,0,7.221758723258972,0.20917455479502678,0.0,1.0
reach,11,2,4,6,2,16,16,0,8.000002324581146,0.21813813596963882,0.0,1.0
reach,11,2,4,7,2,16,16,0,8.127121388912201,0.18934537842869759,0.0,1.0
reach,11,2,4,8,2,16,16,0,6.7290313839912415,0.19165708497166634,0.0,1.0
reach,11,2,4,9,2,16,16,0,7.268083870410919,0.0470576211810112,0.0,1.0
reach,11,2,4,10,2,16,16,0,7.010723173618317,0.206107497215271,0.0,1.0
reach,11,2,4,11,2,16,16,0,7.503573536872864,0.0348799005150795,0.0,1.0
reach,11,2,4,12,2,16,16,0,7.292490769810837,0.26361889784960296,0.0,0.9999999850988388
reach,11,2,4,13,2,16,16,0,6.752728879451752,0.04642805503681302,0.0,1.0
reach,11,2,4,14,2,16,16,0,7.453225672245026,0.10023260489106178,0.0,1.0
reach,11,2,4,15,2,16,16,0,7.111178033882216,0.06717937489732634,0.0,0.9999999925494194
reach,11,3,4,0,2,16,16,0,6.067235469818115,0.0022466074442490935,0.0,1.0
reach,11,3,4,1,2,16,16,0,7.752989767141564,0.004666334052878127,0.0,0.9999999925494194
reach,11,3,4,2,2,16,16,0,6.672172904014587,0.010572364437393844,0.0,1.0
reach,11,3,4,3,2,16,16,0,7.866672694683075,0.20618481561541557,0.0,1.0
reach,11,3,4,4,2,16,16,0,6.9981132521803655,0.015853077527576927,0.0,0.9999999776482582
reach,11,3,4,5,2,16,16,0,6.783900558948517,0.01605824939906597,0.0,1.0
reach,11,3,4,6,2,16,16,0,7.417732894420624,0.002018674509599805,0.0,1.0
reach,11,3,4,7,2,16,16,0,7.374332427978516,0.00366183664300479,0.0,1.0
reach,11,3,4,8,2,16,16,0,6.739248495388754,0.005319787821608228,0.0,0.9999999850988388
reach,11,3,4,9,2,16,16,0,7.408004811525417,0.30568369188433425,0.0,0.9999999850988388
reach,11,3,4,10,2,16,16,0,7.57723956670224,0.009795650578318545,0.0,0.9999999850988388
reach,11,3,4,11,2,16,16,0,7.152037680149078,0.15979771874845028,0.0,1.0
reach,11,3,4,12,2,16,16,0,9.042268291745607,0.04086849061203734,0.0,0.9999999850988388
reach,11,3,4,13,2,16,16,0,7.52280056476593,0.06136796995997429,0.0,1.0
reach,11,3,4,14,2,16,16,0,6.253767298562581,0.02151838735178774,0.0,0.9999999925494194
reach,11,3,4,15,2,16,16,0,7.523641046312757,0.03168801428145181,0.0,0.9999999925494194
reach,11,4,4,0,2,16,16,0,5.401715278625488,0.31192193925380707,0.0,1.0
reach,11,4,4,1,2,16,16,0,6.62041864723591,0.0019532584410646326,0.0,0.9999999850988388
reach,11,4,4,2,2,16,16,0,1.1188428672948052,0.45111899150730683,0.0,1.0000000149011612
reach,11,4,4,3,2,16,16,0,7.115678548812866,0.0011608053464442492,0.0,1.0
reach,11,4,4,4,2,16,16,0,6.8352061423302155,0.0006194650714629987,0.0,0.9999999925494194
reach,11,4,4,5,2,16,16,0,6.462970304958301,0.002983276929116077,0.0,0.9999999925494194
reach,11,4,4,6,2,16,16,0,2.344968408346176,0.37653184682130814,0.0,1.0
reach,11,4,4,7,2,16,16,0,7.775836999174289,0.04399739513726671,0.0,0.9999999776482582
reach,11,4,4,8,2,16,16,0,6.982135995956302,0.004633587533968874,0.0,0.9999999850988388
reach,11,4,4,9,2,16,16,0,7.374293441878955,0.0013819951084963612,0.0,0.9999999925494194
reach,11,4,4,10,2,16,16,0,6.083091616630554,0.0012047481868648902,0.0,1.0
reach,11,4,4,11,2,16,16,0,6.664677083492279,0.022388880606740713,0.0,1.0
reach,11,4,4,12,2,16,16,0,5.864114685834308,0.0018621124320401805,0.0,0.9999999925494194
reach,11,4,4,13,2,16,16,0,3.33406537275065,0.3952671765928505,0.0,0.9999999925494194
reach,11,4,4,14,2,16,16,0,6.769313275814056,0.1970737800002098,0.0,1.0
reach,11,4,4,15,2,16,16,0,9.550496291745427,0.0010147267060462047,0.0,0.9999999925494194
reach,11,5,4,0,2,16,16,0,7.482087671756744,0.0428642388433218,0.0,1.0
reach,11,5,4,1,2,16,16,0,4.166197928282588,0.39199653851980776,0.0,0.9999999850988388
reach,11,5,4,2,2,16,16,0,5.007612980958916,0.0012263465560374525,0.0,0.9999999925494194
reach,11,5,4,3,2,16,16,0,7.114183717326698,0.037574802805295605,0.0,0.9999999925494194
reach,11,5,4,4,2,16,16,0,7.062649779488517,0.0025791799026852837,0.0,0.9999999925494194
reach,11,5,4,5,2,16,16,0,7.361856698989868,0.012486358871683478,0.0,1.0
reach,11,5,4,6,2,16,16,0,7.138019429713777,0.004329710448417223,0.0,0.9999999850988388
reach,11,5,4,7,2,16,16,0,7.365322053432465,0.002112778602167964,0.0,1.0
reach,11,5,4,8,2,16,16,0,4.90702748298645,0.0266113702673465,0.0,1.0
reach,11,5,4,9,2,16,16,0,5.43379571190172,0.14497588418388194,0.0,0.9999999850988388
reach,11,5,4,10,2,16,16,0,5.091557025909424,0.003091011894866824,0.0,1.0
reach,11,5,4,11,2,16,16,0,7.130996995650209,0.003089680039293543,0.0,0.9999999925494194
reach,11,5,4,12,2,16,16,0,7.2707878892927456,0.0007402655665503112,0.0,0.9999999925494194
reach,11,5,4,13,2,16,16,0,7.192002236843109,0.00037419293585116975,0.0,1.0
reach,11,5,4,14,2,16,16,0,5.987893223762512,0.013544634100981057,0.0,1.0
reach,11,5,4,15,2,16,16,0,6.884996048249275,0.014158143301741356,0.0,0.9999999925494194
reach,11,0,5,0,2,16,16,0,8.074540496427868,0.12299425898488059,0.0,0.9999999925494194
reach,11,0,5,1,2,16,16,0,7.733625169599431,0.24490957327052315,0.0,0.9999999850988388
reach,11,0,5,2,2,16,16,0,7.105007217899073,0.14958529397227308,0.0,0.9999999850988388
reach,11,0,5,3,2,16,16,0,7.951320706347248,0.10477720885804918,0.0,0.9999999701976776
reach,11,0,5,4,2,16,16,0,8.230731012156092,0.05674287672521827,0.0,0.9999999925494194
reach,11,0,5,5,2,16,16,0,7.483976483345032,0.1323667000979185,0.0,1.0
reach,11,0,5,6,2,16,16,0,7.962854981422424,0.22450899705290794,0.0,1.0
reach,11,0,5,7,2,16,16,0,8.131473482634675,0.24025216505119326,0.0,0.9999999925494194
reach,11,0,5,8,2,16,16,0,7.274114066914573,0.06275820872007466,0.0,0.9999999925494194
reach,11,0,5,9,2,16,16,0,7.082655475775234,0.049290544156589275,0.0,0.9999999850988388
reach,11,0,5,10,2,16,16,0,7.6302392455208246,0.10004857629573774,0.0,0.9999999925494194
reach,11,0,5,11,2,16,16,0,7.582189199195722,0.20571510274496005,0.0,0.9999999925494194
reach,11,0,5,12,2,16,16,0,7.8716188063593115,0.11863592169162572,0.0,0.9999999925494194
reach,11,0,5,13,2,16,16,0,7.250745177268982,0.1903185471892357,0.0,1.0
reach,11,0,5,14,2,16,16,0,6.847257247919271,0.253450265179949,0.0,0.9999999925494194
reach,11,0,5,15,2,16,16,0,7.088879697687028,0.10177525953781053,0.0,0.9999999925494194
reach,11,1,5,0,2,16,16,0,7.832999050617218,0.18420341238379478,0.0,1.0
reach,11,1,5,1,2,16,16,0,7.924471437368329,0.20731842299788014,0.0,0.9999999925494194
reach,11,1,5,2,2,16,16,0,7.208797335624695,0.12002825364470482,0.0,1.0
reach,11,1,5,3,2,16,16,0,6.928930155403392,0.0726432191032411,0.0,0.9999999925494194
reach,11,1,5,4,2,16,16,0,8.002834975719452,0.2565520815551281,0.0,1.0
reach,11,1,5,5,2,16,16,0,7.304690778255463,0.2435602881014347,0.0,1.0
reach,11,1,5,6,2,16,16,0,8.06420105743558,0.15229652935487425,0.0,0.9999999925494194
reach,11,1,5,7,2,16,16,0,8.052251636981964,0.21381662786006927,0.0,1.0
reach,11,1,5,8,2,16,16,0,7.3308376620027245,0.22844240612121228,0.0,0.9999999925494194
reach,11,1,5,9,2,16,16,0,8.371237099170685,0.10159559547901154,0.0,1.0
reach,11,1,5,10,2,16,16,0,7.614809274673462,0.11399084841832519,0.0,1.0
reach,11,1,5,11,2,16,16,0,7.393825471401215,0.026480069616809487,0.0,1.0
reach,11,1,5,12,2,16,16,0,7.722542879898421,0.22005032166876137,0.0,0.9999999925494194
reach,11,1,5,13,2,16,16,0,8.029257654925752,0.3531518701229105,0.0,1.0000000074505806
reach,11,1,5,14,2,16,16,0,6.27850341796875,0.10659443866461515,0.0,1.0
reach,11,1,5,15,2,16,16,0,7.6681376695632935,0.12126394733786583,0.0,1.0
reach,11,2,5,0,2,16,16,0,7.022778496485628,0.04979976899623527,0.0,0.9999999850988388
reach,11,2,5,1,2,16,16,0,6.502387572097685,0.003430858600136702,0.0,0.9999999925494194
reach,11,2,5,2,2,16,16,0,6.609323729644148,0.011843276996860481,0.0,0.9999999925494194
reach,11,2,5,3,2,16,16,0,6.848994842536709,0.13615315322692062,0.0,0.9999999925494194
reach,11,2,5,4,2,16,16,0,8.126671138256889,0.016601815957989156,0.0,0.9999999776482582
reach,11,2,5,5,2,16,16,0,7.232063287735457,0.2098731414219226,0.0,0.9999999925494194
reach,11,2,5,6,2,16,16,0,7.985410034439117,0.21592163988831103,0.0,0.9999999850988388
reach,11,2,5,7,2,16,16,0,8.159605504271429,0.18767912266909423,0.0,0.9999999925494194
reach,11,2,5,8,2,16,16,0,6.729817023350425,0.19418116058544188,0.0,0.9999999925494194
reach,11,2,5,9,2,16,16,0,7.264262909175924,0.04897432973775513,0.0,0.9999999925494194
reach,11,2,5,10,2,16,16,0,6.984705067829156,0.20590322552405058,0.0,0.9999999776482582
reach,11,2,5,11,2,16,16,0,7.508785311067213,0.03474494882117995,0.0,1.0000000074505806
reach,11,2,5,12,2,16,16,0,7.33304535348781,0.26299504210047486,0.0,0.9999999850988388
reach,11,2,5,13,2,16,16,0,6.772404125127227,0.04708971770174591,0.0,0.9999999925494194
reach,11,2,5,14,2,16,16,0,7.499090500189506,0.10070303677464967,0.0,1.0000000149011612
reach,11,2,5,15,2,16,16,0,7.139475577618745,0.06708432597729806,0.0,0.9999999925494194
reach,11,3,5,0,2,16,16,0,6.0807191133499146,0.0021713309397455305,0.0,1.0
reach,11,3,5,1,2,16,16,0,7.756938278675079,0.004730815417133272,0.0,1.0
reach,11,3,5,2,2,16,16,0,6.693668842315674,0.010584390838630497,0.0,1.0
reach,11,3,5,3,2,16,16,0,7.846925258636475,0.20499365404248238,0.0,1.0
reach,11,3,5,4,2,16,16,0,6.98382406669724,0.015730180894808328,0.0,0.9999999925494194
reach,11,3,5,5,2,16,16,0,6.771356513882849,0.016296290215449708,0.0,0.9999999925494194
reach,11,3,5,6,2,16,16,0,7.387775301933289,0.0019919149053748697,0.0,1.0
reach,11,3,5,7,2,16,16,0,7.379842102527618,0.0036895066150464118,0.0,1.0
reach,11,3,5,8,2,16,16,0,6.739033561036491,0.0053977077845375285,0.0,0.9999999850988388
reach,11,3,5,9,2,16,16,0,7.417723000049591,0.31017758697271347,0.0,1.0
reach,11,3,5,10,2,16,16,0,7.546131249860907,0.010030525985866979,0.0,0.9999999925494194
reach,11,3,5,11,2,16,16,0,7.124133520753186,0.15800271487238046,0.0,0.9999999925494194
reach,11,3,5,12,2,16,16,0,9.039947628974915,0.04068249836564064,0.0,1.0
reach,11,3,5,13,2,16,16,0,7.502724882235563,0.062111181204104284,0.0,0.9999999925494194
reach,11,3,5,14,2,16,16,0,6.229200111547113,0.022262273056524045,0.0,0.9999999925494194
reach,11,3,5,15,2,16,16,0,7.504720743780737,0.03222115082458519,0.0,0.9999999925494194
reach,11,4,5,0,2,16,16,0,5.448792240750674,0.30336537664183044,0.0,0.9999999850988388
reach,11,4,5,1,2,16,16,0,6.633568108081818,0.0019902672720490955,0.0,1.0
reach,11,4,5,2,2,16,16,0,1.1773047572933137,0.4434976279735565,0.0,1.0
reach,11,4,5,3,2,16,16,0,7.1075441108278055,0.001133965956413611,0.0,0.9999999850988388
reach,11,4,5,4,2,16,16,0,6.832289040088654,0.000715734537152457,0.0,1.0
reach,11,4,5,5,2,16,16,0,6.471789133013866,0.0031336749292030937,0.0,1.0000000074505806
reach,11,4,5,6,2,16,16,0,2.3588762506842613,0.37194304913282394,0.0,1.0
reach,11,4,5,7,2,16,16,0,7.753277361392975,0.04435557406395674,0.0,1.0
reach,11,4,5,8,2,16,16,0,6.97577041387558,0.004733796522486955,0.0,1.0
reach,11,4,5,9,2,16,16,0,7.351175367832184,0.0013912241847719997,0.0,1.0
reach,11,4,5,10,2,16,16,0,6.082500994205475,0.0012741332175210118,0.0,1.0
reach,11,4,5,11,2,16,16,0,6.658024420276466,0.02175120094233156,0.0,0.9999999925494194
reach,11,4,5,12,2,16,16,0,5.844674690400621,0.0018497748962121076,0.0,0.9999999925494194
reach,11,4,5,13,2,16,16,0,3.3810529215712317,0.3912226884903214,0.0,0.9999999925494194
reach,11,4,5,14,2,16,16,0,6.775061002187885,0.18844087934822498,0.0,0.9999999925494194
reach,11,4,5,15,2,16,16,0,9.554718088766322,0.0010702534934967085,0.0,0.9999999925494194
reach,11,5,5,0,2,16,16,0,7.474948994442061,0.03929471935025929,0.0,0.9999999850988388
reach,11,5,5,1,2,16,16,0,4.171276479959488,0.3828995078802109,0.0,1.0
reach,11,5,5,2,2,16,16,0,5.001440443109277,0.0012080854738966411,0.0,0.9999999925494194
reach,11,5,5,3,2,16,16,0,7.123242795467377,0.03327492531388998,0.0,1.0
reach,11,5,5,4,2,16,16,0,7.053648822409278,0.0028114769875461384,0.0,0.9999999925494194
reach,11,5,5,5,2,16,16,0,7.355659067630768,0.010712011950090528,0.0,1.0
reach,11,5,5,6,2,16,16,0,7.1293785572052,0.004169520456343889,0.0,1.0
reach,11,5,5,7,2,16,16,0,7.3659882498233635,0.0021112545085046775,0.0,0.9999999925494194
reach,11,5,5,8,2,16,16,0,4.906923681497574,0.024028632789850235,0.0,1.0
reach,11,5,5,9,2,16,16,0,5.434188187122345,0.13751903921365738,0.0,1.0
reach,11,5,5,10,2,16,16,0,5.076157786519511,0.002996041112549909,0.0,0.9999999925494194
reach,11,5,5,11,2,16,16,0,7.131639838218689,0.0031056394800543785,0.0,1.0
reach,11,5,5,12,2,16,16,0,7.285540878772736,0.0007403849449474365,0.0,1.0
reach,11,5,5,13,2,16,16,0,7.197081083037563,0.0004210920264536852,0.0,0.9999999925494194
reach,11,5,5,14,2,16,16,0,5.98528029035568,0.013104387461361382,0.0,1.0000000074505806
reach,11,5,5,15,2,16,16,0,6.903793922840014,0.01244092090011329,0.0,0.9999999925494194
reach,11,0,6,0,2,16,16,0,8.050078034774051,0.12190311958568632,0.0,0.9999999925494194
reach,11,0,6,1,2,16,16,0,7.756266173068675,0.24564672254989628,0.0,0.9999999850988388
reach,11,0,6,2,2,16,16,0,7.120504670742934,0.15001124069103033,0.0,0.9999999925494194
reach,11,0,6,3,2,16,16,0,7.950704037408591,0.10492501843608944,0.0,0.9999999850988388
reach,11,0,6,4,2,16,16,0,8.212488949298859,0.055655508767813444,0.0,1.0
reach,11,0,6,5,2,16,16,0,7.481646001338959,0.1340644434094429,0.0,1.0
reach,11,0,6,6,2,16,16,0,7.97486752252927,0.22370323332923078,0.0,0.9999999925494194
reach,11,0,6,7,2,16,16,0,8.128690124516861,0.23977155044504664,0.0,0.9999999925494194
reach,11,0,6,8,2,16,16,0,7.289342761039734,0.06302885804325342,0.0,1.0
reach,11,0,6,9,2,16,16,0,7.097617983818054,0.04921137820929289,0.0,1.0
reach,11,0,6,10,2,16,16,0,7.624689931045323,0.10053422079286309,0.0,0.9999999850988388
reach,11,0,6,11,2,16,16,0,7.594156438025183,0.20539018445298352,0.0,0.9999999850988388
reach,11,0,6,12,2,16,16,0,7.883360444630387,0.11809067888625471,0.0,0.9999999925494194
reach,11,0,6,13,2,16,16,0,7.2621137499809265,0.18905005604028702,0.0,1.0
reach,11,0,6,14,2,16,16,0,6.855965486585837,0.2531266045058266,0.0,0.9999999925494194
reach,11,0,6,15,2,16,16,0,7.11838561296463,0.10268941894173622,0.0,1.0
reach,11,1,6,0,2,16,16,0,7.840510725975037,0.1843789555132389,0.0,1.0
reach,11,1,6,1,2,16,16,0,7.948055982202709,0.2080577776436342,0.0,0.9999999925494194
reach,11,1,6,2,2,16,16,0,7.203814625740051,0.12046520784497261,0.0,1.0
reach,11,1,6,3,2,16,16,0,6.940396897050715,0.07429287265459353,0.0,0.9999999925494194
reach,11,1,6,4,2,16,16,0,8.009459733963013,0.2561865337193012,0.0,1.0
reach,11,1,6,5,2,16,16,0,7.305824458599091,0.2440480925142765,0.0,1.0
reach,11,1,6,6,2,16,16,0,8.05833786769463,0.15151389614875538,0.0,0.9999999925494194
reach,11,1,6,7,2,16,16,0,8.053903580916753,0.21472203466419953,0.0,0.9999999776482582
reach,11,1,6,8,2,16,16,0,7.350698764254888,0.2261023575522181,0.0,0.9999999925494194
reach,11,1,6,9,2,16,16,0,8.371723001773999,0.10219315126081037,0.0,0.9999999850988388
reach,11,1,6,10,2,16,16,0,7.623422793077442,0.11325734874063764,0.0,0.9999999776482582
reach,11,1,6,11,2,16,16,0,7.369635865903702,0.026578901231189844,0.0,0.9999999776482582
reach,11,1,6,12,2,16,16,0,7.730162441730499,0.21999137476086617,0.0,1.0
reach,11,1,6,13,2,16,16,0,8.036103964120924,0.35190663748910006,0.0,0.9999999925494194
reach,11,1,6,14,2,16,16,0,6.302974318012213,0.10752674073020728,0.0,0.9999999850988388
reach,11,1,6,15,2,16,16,0,7.67293071259455,0.12078061879844396,0.0,0.9999999850988388
reach,11,2,6,0,2,16,16,0,7.021338582038879,0.05031339591369033,0.0,1.0
reach,11,2,6,1,2,16,16,0,6.5099587329474,0.00346306623793629,0.0,0.9999999925494194
reach,11,2,6,2,2,16,16,0,6.618074038894088,0.011784055562266046,0.0,0.9999999850988388
reach,11,2,6,3,2,16,16,0,6.852682922467952,0.1360148035589189,0.0,0.9999999776482582
reach,11,2,6,4,2,16,16,0,8.139039817579981,0.01663818829629246,0.0,0.9999999776482582
reach,11,2,6,5,2,16,16,0,7.254758769681742,0.20963233120465524,0.0,0.9999999925494194
reach,11,2,6,6,2,16,16,0,7.967991471290588,0.2145850993692875,0.0,1.0
reach,11,2,6,7,2,16,16,0,8.170724513690539,0.186325228755552,0.0,0.9999999850988388
reach,11,2,6,8,2,16,16,0,6.741339802742004,0.19621889293193817,0.0,1.0
reach,11,2,6,9,2,16,16,0,7.263204872608185,0.050133941462263465,0.0,1.0
reach,11,2,6,10,2,16,16,0,6.95981561362606,0.2043385260130355,0.0,0.9999999925494194
reach,11,2,6,11,2,16,16,0,7.50490003824234,0.035164046566933393,0.0,1.0
reach,11,2,6,12,2,16,16,0,7.372481143939538,0.26326617834218513,0.0,0.999999962747097
reach,11,2,6,13,2,16,16,0,6.791773369847039,0.04757498472984869,0.0,0.9999999925494194
reach,11,2,6,14,2,16,16,0,7.546761684816505,0.10149954783170742,0.0,0.9999999850988388
reach,11,2,6,15,2,16,16,0,7.166326695429732,0.06734424507129375,0.0,0.9999999925494194
reach,11,3,6,0,2,16,16,0,6.092968032456696,0.0021390253546295715,0.0,0.9999999925494194
reach,11,3,6,1,2,16,16,0,7.771235345089699,0.00460983362223829,0.0,0.9999999925494194
reach,11,3,6,2,2,16,16,0,6.691259116484056,0.01058004401058057,0.0,0.9999999776482582
reach,11,3,6,3,2,16,16,0,7.821129678347183,0.20344067143977188,0.0,0.9999999925494194
reach,11,3,6,4,2,16,16,0,6.973844222529562,0.015667954692937098,0.0,0.9999999925494194
reach,11,3,6,5,2,16,16,0,6.754654586315155,0.016625371063128114,0.0,1.0
reach,11,3,6,6,2,16,16,0,7.336928725242615,0.0019860665197484195,0.0,1.0
reach,11,3,6,7,2,16,16,0,7.3907733468826615,0.0038272353983351648,0.0,0.9999999850988388
reach,11,3,6,8,2,16,16,0,6.751279564602961,0.0054276180793650765,0.0,0.9999999776482582
reach,11,3,6,9,2,16,16,0,7.427045702934265,0.3133977875113487,0.0,1.0
reach,11,3,6,10,2,16,16,0,7.516828473782751,0.01041473642300618,0.0,0.9999999925494194
reach,11,3,6,11,2,16,16,0,7.106543236274594,0.1553790077967868,0.0,0.9999999925494194
reach,11,3,6,12,2,16,16,0,9.032294034957886,0.04054017923772335,0.0,1.0
reach,11,3,6,13,2,16,16,0,7.488975576892131,0.062352982813164336,0.0,0.9999999850988388
reach,11,3,6,14,2,16,16,0,6.202849480552219,0.023097030114897044,0.0,0.9999999850988388
reach,11,3,6,15,2,16,16,0,7.491461809660954,0.03225225420484136,0.0,0.9999999925494194
reach,11,4,6,0,2,16,16,0,5.50422869253329,0.29908186420114236,0.0,0.9999999925494194
reach,11,4,6,1,2,16,16,0,6.659178366207915,0.0019145979674107243,0.0,0.9999999925494194
reach,11,4,6,2,2,16,16,0,1.227007189422953,0.4381728461112506,0.0,0.9999999850988388
reach,11,4,6,3,2,16,16,0,7.0875784158706665,0.0011019648954970762,0.0,1.0
reach,11,4,6,4,2,16,16,0,6.825317025184631,0.0008845632855809527,0.0,1.0
reach,11,4,6,5,2,16,16,0,6.483918905258179,0.003304620855487883,0.0,1.0
reach,11,4,6,6,2,16,16,0,2.368604265153408,0.3667890653014183,0.0,1.0
reach,11,4,6,7,2,16,16,0,7.741407746257061,0.04574530464400287,0.0,0.9999999776482582
reach,11,4,6,8,2,16,16,0,6.969903826713562,0.004815150372451171,0.0,1.0
reach,11,4,6,9,2,16,16,0,7.302711600830492,0.0014867143292387152,0.0,0.9999999925494194
reach,11,4,6,10,2,16,16,0,6.090382277965546,0.0013674441142939031,0.0,1.0
reach,11,4,6,11,2,16,16,0,6.675009767338779,0.021087621652895534,0.0,0.9999999850988388
reach,11,4,6,12,2,16,16,0,5.830045998096466,0.00181773112853989,0.0,1.0
reach,11,4,6,13,2,16,16,0,3.4363220846104934,0.3871059400902084,0.0,0.9999999850988388
reach,11,4,6,14,2,16,16,0,6.782398843240704,0.1844593415993256,0.0,0.9999999701976776
reach,11,4,6,15,2,16,16,0,9.548485469434302,0.0010652115622417234,0.0,0.9999999925494194
reach,11,5,6,0,2,16,16,0,7.463737960634663,0.035657342789004315,0.0,0.9999999925494194
reach,11,5,6,1,2,16,16,0,4.18099707365036,0.37121662497520447,0.0,1.0
reach,11,5,6,2,2,16,16,0,5.007786273956299,0.0011563206207938492,0.0,1.0
reach,11,5,6,3,2,16,16,0,7.131714344024658,0.029573084320873022,0.0,1.0
reach,11,5,6,4,2,16,16,0,7.0506551861763,0.002868842304451391,0.0,1.0
reach,11,5,6,5,2,16,16,0,7.34381216275552,0.009577489063721068,0.0,0.9999999925494194
reach,11,5,6,6,2,16,16,0,7.122821384093324,0.004026829760721547,0.0,0.9999999925494194
reach,11,5,6,7,2,16,16,0,7.350217277930805,0.0021039489813443196,0.0,0.9999999925494194
reach,11,5,6,8,2,16,16,0,4.906628860632015,0.02217062851854605,0.0,0.9999999850988388
