task,episode,bank,arm,horizon,layer,requested_l2_mean,delivered_l2_mean,max_relative_norm_error,zero_target_count,in_range_energy_fraction,off_range_energy_fraction
reach,0,fresh,all_blocks_persistent_donor,3,3,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,3,4,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,3,5,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,0,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,1,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,2,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,3,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,4,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,all_blocks_persistent_donor,4,5,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_h3_B0,3,0,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B0,3,0,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B0,4,0,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B0,3,0,0.55075331267363514,0.5507533127189338,2.4544564711291427e-08,0,0.99999999999999578,3.882855990511092e-15
reach,0,fresh,random_off_range_B0,3,0,0.55075331267363514,0.55075331260544569,1.2150378715707039e-08,0,2.5619169298798321e-16,0.99999999999999978
reach,0,fresh,random_isotropic_B0,3,0,0.55075331267363514,0.55075331260721905,1.4981139999263374e-08,0,0.049262480360636428,0.95073751963936348
reach,0,fresh,donor_h3_B1,3,1,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B1,3,1,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B1,4,1,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B1,3,1,0.55075331267363514,0.55075331286897933,1.6230825449379359e-08,0,0.99999999999999578,3.8145762119210566e-15
reach,0,fresh,random_off_range_B1,3,1,0.55075331267363514,0.55075331285271323,1.3342230959517047e-08,0,2.6725970525579055e-16,0.99999999999999967
reach,0,fresh,random_isotropic_B1,3,1,0.55075331267363514,0.55075331257497551,1.2277057132213162e-08,0,0.050532688801487188,0.9494673111985128
reach,0,fresh,donor_h3_B2,3,2,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B2,3,2,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B2,4,2,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B2,3,2,0.55075331267363514,0.55075331289817553,2.354170311700863e-08,0,0.99999999999999578,3.8841749216044083e-15
reach,0,fresh,random_off_range_B2,3,2,0.55075331267363514,0.55075331263390981,1.2031382505021507e-08,0,2.5905933208827297e-16,1
reach,0,fresh,random_isotropic_B2,3,2,0.55075331267363514,0.55075331262017213,1.4935011813836682e-08,0,0.050950066118001673,0.94904993388199843
reach,0,fresh,donor_h3_B3,3,3,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B3,3,3,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B3,4,3,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B3,3,3,0.55075331267363514,0.55075331250450577,2.0037709630987652e-08,0,0.99999999999999578,3.8570334290323529e-15
reach,0,fresh,random_off_range_B3,3,3,0.55075331267363514,0.55075331254059634,1.0755987964275034e-08,0,2.5994039666206309e-16,1
reach,0,fresh,random_isotropic_B3,3,3,0.55075331267363514,0.55075331257862958,1.2752244697345213e-08,0,0.049706278117529847,0.95029372188247008
reach,0,fresh,donor_h3_B4,3,4,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B4,3,4,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B4,4,4,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B4,3,4,0.55075331267363514,0.5507533128081753,1.5535908598137892e-08,0,0.99999999999999578,3.8832789432329678e-15
reach,0,fresh,random_off_range_B4,3,4,0.55075331267363514,0.55075331272376693,1.5623746878208111e-08,0,2.6963928623378192e-16,1
reach,0,fresh,random_isotropic_B4,3,4,0.55075331267363514,0.55075331264310723,1.2238269982527322e-08,0,0.049771120175272035,0.95022887982472815
reach,0,fresh,donor_h3_B5,3,5,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B5,3,5,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,donor_persistent_B5,4,5,0.55075331267363514,0.55075331267363514,0,0,0.99999999999998501,1.3512824924770599e-14
reach,0,fresh,random_range_B5,3,5,0.55075331267363514,0.55075331285838847,2.0317584269995117e-08,0,0.99999999999999578,3.9233034330993073e-15
reach,0,fresh,random_off_range_B5,3,5,0.55075331267363514,0.55075331280280604,1.4086631943264038e-08,0,2.7353685297532225e-16,0.99999999999999978
reach,0,fresh,random_isotropic_B5,3,5,0.55075331267363514,0.55075331280135242,1.4691385262662097e-08,0,0.049157687449133042,0.95084231255086704
reach,1,original,all_blocks_h3_donor,3,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_h3_donor,3,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_h3_donor,3,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_h3_donor,3,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_h3_donor,3,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_h3_donor,3,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,3,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,all_blocks_persistent_donor,4,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_h3_B0,3,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B0,3,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B0,4,0,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B0,3,0,0.55806382089386397,0.55806382088207784,1.8679829105806741e-08,0,0.99999999999999578,3.7413804391042705e-15
reach,1,original,random_off_range_B0,3,0,0.55806382089386397,0.55806382086911166,1.2681552865731564e-08,0,2.4765758051094546e-16,0.99999999999999978
reach,1,original,random_isotropic_B0,3,0,0.55806382089386397,0.5580638210175547,1.272883136801017e-08,0,0.050656903384767832,0.94934309661523231
reach,1,original,donor_h3_B1,3,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B1,3,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B1,4,1,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B1,3,1,0.55806382089386397,0.5580638208344294,1.6875720035672811e-08,0,0.99999999999999578,3.7818409223672057e-15
reach,1,original,random_off_range_B1,3,1,0.55806382089386397,0.55806382083130168,1.1631676905249732e-08,0,2.5405631222609847e-16,0.99999999999999978
reach,1,original,random_isotropic_B1,3,1,0.55806382089386397,0.55806382083368222,1.1824414204802743e-08,0,0.049754893499938266,0.95024510650006166
reach,1,original,donor_h3_B2,3,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B2,3,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B2,4,2,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B2,3,2,0.55806382089386397,0.55806382059155968,2.4012979415124562e-08,0,0.99999999999999578,3.7141780546762392e-15
reach,1,original,random_off_range_B2,3,2,0.55806382089386397,0.55806382088636797,1.2816191956003566e-08,0,2.4526906335153094e-16,0.99999999999999978
reach,1,original,random_isotropic_B2,3,2,0.55806382089386397,0.55806382093206675,1.4503171214273184e-08,0,0.049189180235388041,0.95081081976461201
reach,1,original,donor_h3_B3,3,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B3,3,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B3,4,3,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B3,3,3,0.55806382089386397,0.55806382097597595,1.7277860776210027e-08,0,0.99999999999999578,3.8167977239502206e-15
reach,1,original,random_off_range_B3,3,3,0.55806382089386397,0.55806382087069983,1.2702684731812245e-08,0,2.5414396887540083e-16,1
reach,1,original,random_isotropic_B3,3,3,0.55806382089386397,0.55806382097804597,1.4627537515053144e-08,0,0.049914976412470974,0.950085023587529
reach,1,original,donor_h3_B4,3,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B4,3,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B4,4,4,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B4,3,4,0.55806382089386397,0.55806382084293871,2.2463428212695795e-08,0,0.99999999999999578,3.7633964932766026e-15
reach,1,original,random_off_range_B4,3,4,0.55806382089386397,0.55806382096030838,1.2645830189365874e-08,0,2.5622904500263455e-16,1
reach,1,original,random_isotropic_B4,3,4,0.55806382089386397,0.55806382072238103,1.4819598961107598e-08,0,0.050599662247295139,0.94940033775270483
reach,1,original,donor_h3_B5,3,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B5,3,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,donor_persistent_B5,4,5,0.55806382089386397,0.55806382089386397,0,0,0.99999999999998523,1.299705068779012e-14
reach,1,original,random_range_B5,3,5,0.55806382089386397,0.5580638210233011,1.9800465213017849e-08,0,0.99999999999999578,3.7709086002834241e-15
reach,1,original,random_off_range_B5,3,5,0.55806382089386397,0.55806382082907491,1.3674613219653074e-08,0,2.4913004251190688e-16,1
reach,1,original,random_isotropic_B5,3,5,0.55806382089386397,0.55806382088688455,1.0939601619266067e-08,0,0.049105548002811965,0.95089445199718814
reach,1,fresh,all_blocks_h3_donor,3,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_h3_donor,3,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_h3_donor,3,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_h3_donor,3,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_h3_donor,3,4,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_h3_donor,3,5,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,4,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,3,5,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,4,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,all_blocks_persistent_donor,4,5,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_h3_B0,3,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B0,3,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B0,4,0,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,random_range_B0,3,0,0.56877128532162569,0.56877128527565801,1.7781415933045992e-08,0,0.999999999999996,3.6644239010110639e-15
reach,1,fresh,random_off_range_B0,3,0,0.56877128532162569,0.56877128543973587,1.1560974091704566e-08,0,2.3422187845415117e-16,1
reach,1,fresh,random_isotropic_B0,3,0,0.56877128532162569,0.56877128551984768,1.3493641334463065e-08,0,0.051584245583832969,0.9484157544161671
reach,1,fresh,donor_h3_B1,3,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B1,3,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B1,4,1,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,random_range_B1,3,1,0.56877128532162569,0.56877128558671886,1.7591495990771716e-08,0,0.99999999999999623,3.5681784408731805e-15
reach,1,fresh,random_off_range_B1,3,1,0.56877128532162569,0.56877128529910015,1.5527208263525222e-08,0,2.4065179505644176e-16,1
reach,1,fresh,random_isotropic_B1,3,1,0.56877128532162569,0.56877128525470411,1.3839549355557092e-08,0,0.051048252026057103,0.94895174797394288
reach,1,fresh,donor_h3_B2,3,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B2,3,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B2,4,2,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,random_range_B2,3,2,0.56877128532162569,0.56877128520787024,1.916964168414654e-08,0,0.99999999999999578,3.6203142055594466e-15
reach,1,fresh,random_off_range_B2,3,2,0.56877128532162569,0.56877128542662581,1.1719930684028163e-08,0,2.3784118313367423e-16,1
reach,1,fresh,random_isotropic_B2,3,2,0.56877128532162569,0.56877128534775678,1.2335050610340979e-08,0,0.049793052666125312,0.95020694733387467
reach,1,fresh,donor_h3_B3,3,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B3,3,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,donor_persistent_B3,4,3,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
reach,1,fresh,random_range_B3,3,3,0.56877128532162569,0.56877128539983213,1.6407190051190079e-08,0,0.99999999999999578,3.6397264112371109e-15
reach,1,fresh,random_off_range_B3,3,3,0.56877128532162569,0.56877128534018373,1.1278414467858934e-08,0,2.3929442171890167e-16,0.99999999999999978
reach,1,fresh,random_isotropic_B3,3,3,0.56877128532162569,0.56877128552573808,1.2298344219583864e-08,0,0.05015595408027889,0.94984404591972105
reach,1,fresh,donor_h3_B4,3,4,0.56877128532162569,0.56877128532162569,0,0,0.99999999999998601,1.2320749097168986e-14
