task,model_arm,plan_arm,metric,n,mean,scenario_sd,scenario_se,marginal_95_low,marginal_95_high,bonferroni_family,bonferroni_95_low,bonferroni_95_high,inference_scope
reach,native,matched_random_fixed_rank4,actual_endpoint_mse_weighted,28,1.163558627099597,0.21862940448556645,0.04131707382535415,1.0815196518902666,1.2395662554707707,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_goal_cost_visual,28,1.6631935025964464,0.3354768157278937,0.06339915893170348,1.543907910798277,1.7880681644592964,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_goal_cost_proprio,28,0.03164749868613269,0.018828992534386576,0.003558345120277048,0.025222117423878185,0.038701599922829434,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_goal_cost_weighted,28,1.6663582524650598,0.33675632268349015,0.06364096301779532,1.5465888310109897,1.7917658578886348,,,,descriptive_only
reach,native,matched_random_fixed_rank4,actual_goal_cost_visual,28,2.2095989201750075,0.28380156184986316,0.053633453881889566,2.105283450654574,2.311660858775888,,,,descriptive_only
reach,native,matched_random_fixed_rank4,actual_goal_cost_proprio,28,0.15399217339498655,0.04166052966016823,0.007873100069145381,0.1389889738588993,0.1693311030909951,,,,descriptive_only
reach,native,matched_random_fixed_rank4,actual_goal_cost_weighted,28,2.224998137514506,0.287334544001779,0.0543011247504895,2.1193497850227034,2.328461676704298,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_visual,28,-0.546405417578561,0.15015182147263917,0.028376027037140816,-0.5992980166205337,-0.49131530704242843,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_proprio,28,-0.12234467470885388,0.037048262259992255,0.007001463460502807,-0.13603124564563457,-0.1091770715637332,,,,descriptive_only
reach,native,matched_random_fixed_rank4,predicted_minus_actual_goal_cost_weighted,28,-0.5586398850494463,0.15072825381392144,0.028484962510189928,-0.6117912823372587,-0.5034165722061881,,,,descriptive_only
reach,native,native,actual_endpoint_mse_visual,28,1.1469701017652238,0.20351811941635353,0.03846130937651552,1.0723517725510257,1.2201311179037602,,,,descriptive_only
reach,native,native,actual_endpoint_mse_proprio,28,0.05662124737032822,0.02373327855468616,0.004485168060851574,0.048123923521156284,0.0652428496595738,,,,descriptive_only
reach,native,native,actual_endpoint_mse_weighted,28,1.1526322265022568,0.2055575388989217,0.038846723431502334,1.077377420051489,1.2266155255366382,,,,descriptive_only
reach,native,native,predicted_goal_cost_visual,28,1.6603715547493525,0.3360554363610055,0.06350850795303667,1.5412434398063588,1.7853544792958669,,,,descriptive_only
reach,native,native,predicted_goal_cost_proprio,28,0.031114249556724514,0.01735038721953723,0.0032789149809692103,0.02521035527627516,0.03770377998423229,,,,descriptive_only
reach,native,native,predicted_goal_cost_weighted,28,1.6634829797050252,0.3373574655490484,0.06375456834098729,1.543866581285256,1.7887613749983884,,,,descriptive_only
reach,native,native,actual_goal_cost_visual,28,2.204130130154746,0.29687784329064504,0.056104638793732294,2.096735211036035,2.311395503154823,,,,descriptive_only
reach,native,native,actual_goal_cost_proprio,28,0.1509401902024235,0.03876039317341978,0.007325025789711028,0.13684974572222147,0.16510396053615425,,,,descriptive_only
reach,native,native,actual_goal_cost_weighted,28,2.2192241491749884,0.30016441999994886,0.0567257434107005,2.1107461077799754,2.3279055295838043,,,,descriptive_only
reach,native,native,predicted_minus_actual_goal_cost_visual,28,-0.5437585754053933,0.15043127728186362,0.02842883922097226,-0.59735559374094,-0.48911479253854073,,,,descriptive_only
reach,native,native,predicted_minus_actual_goal_cost_proprio,28,-0.11982594064569899,0.03384274237285496,0.006395677143071584,-0.13221114359663,-0.10762793300257595,,,,descriptive_only
reach,native,native,predicted_minus_actual_goal_cost_weighted,28,-0.5557411694699632,0.15165407118833427,0.028659925548201293,-0.6098607420911346,-0.500560243928173,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,actual_endpoint_mse_visual,28,1.2883799927575248,0.1754947802819233,0.03316539607256363,1.2268260113894938,1.3544447020760602,,,,descriptive_only
