task,episode,plan_arm,terminal_ee_distance,initial_ee_distance,physical_ee_progress,actual_goal_cost_visual,actual_goal_cost_proprio,actual_goal_cost_weighted,actual_weighted_goal_progress,prefix_success,selected_prefix_sha256,executed_actions_sha256,endpoint_observation_sha256,endpoint_physics_sha256
reach,22,native,0.22574084981608492,0.30410043241825346,0.07835958260216855,2.6826725006103516,0.22047537565231323,2.7047200381755827,0.4358412176370621,False,b28b31d6e58562b985113b8d4bcfb7376ae1d2b88466eeb38dc5e24403fc7fb7,1f6a31a18f6374873bdd561e517b178bdc082b496b3364ad3890d48412464a6b,ae528618455d7a7dc977921d138c5ee40be4a6f59a69c767aa6159956039fcbd,b7b1a3490a2d578b697c4c2fb70dc2ea6e42b74a9c4375fbe83e405a115975ba
reach,22,fixed_rank4,0.22562697861569894,0.30410043241825346,0.07847345380255452,2.632795810699463,0.2265017330646515,2.655445984005928,0.48511527180671665,False,e4d70f94885139e170095887fab5b273dfeec1af75cd74bdffa7b7ae39b9aafb,cdbb9ac98dc0ced1ab7435a9f7884245c89610885aa531311d5490fbff4c1083,47c1b0f54f74f8db054155aef9cde19dc47d531141b458374d5e47ee8123051f,c359356e99944e9fb05d21af3b53317fd752fce4ac2609e977431a726c64e058
reach,22,matched_random_fixed_rank4,0.22671600224428437,0.30410043241825346,0.0773844301739691,2.605252742767334,0.22993315756320953,2.628246058523655,0.5123151972889897,False,f2801dee817545a62832823659ca38af79c981f232f66a537b5d418b57ca779a,b5b7deaba77673948667c47be0d40ef5a5a6ae3de8fe367de861c2ab2827c969,6801664fd00af44dc7519180dfe39c7a29d1072350fcb9b3684e4d5cf2fd4eed,7f48518e88953863a95deccff8e1b95e9cc573eb79a2454bfefefcd7b4daf8f1
reach,23,native,0.16448381448707494,0.23922607409668278,0.07474225960960784,2.1263043880462646,0.15212255716323853,2.1415166437625883,0.6024056494235994,False,4065e79fd56d4901aea64424a08c2e373b724250df54518de61534cbcb3ed79d,51d9bad0a8947c0580d3210fe5a31babb4485da63d47516c4ca7636057efce0d,3162ef518eb31284c6219b5f3f3a2a251802f2e89dd38952ce331f592353a579,09ef1d379765426a4631a12a2fa50b5f78ade557872cd34eba5ccd18fc171478
reach,23,fixed_rank4,0.16721548574209316,0.23922607409668278,0.07201058835458962,2.1402673721313477,0.15197426080703735,2.1554647982120514,0.5884574949741364,False,8f4b1a776d71415c97367fe7363f1e84332da5a0d15c49dbf357256fc9ce984a,ed7ccb2f43de762d393d6c1b847daba37b5714045ae9c7d091ed9e314702a6c3,aaee7e40197931112bc6a2f7b41d953c4cc2eab456873007f835b89544285d21,c830cf9f84e0d6d86fe0d2b6fc198e797842ff81820531ac132b92ef09068c37
reach,23,matched_random_fixed_rank4,0.1697811928988581,0.23922607409668278,0.06944488119782469,2.1858527660369873,0.1586918830871582,2.201721954345703,0.5422003388404848,False,ddfb425e51afb1a54b0d1d8446e0fb7b6039f4fea82c9b8d945010b76b5cd615,3ad2d69f97737e75b62952d63c11c55e4c3e1bde3b300b5a0f6fa476d9c69aba,22126ff9cb13ef2eeb6e2c07e3a6c850320f90ec69d1fa997631aaba74d38e81,12585e6f271431bbf61c90d8fe63a40bb64a63545df1285b35d3a00327647cc2
reach,24,native,0.13473068846149064,0.2157354667188105,0.08100477825731986,1.5652720928192139,0.08209900557994843,1.5734819933772086,0.5404514983296393,False,b8534eb472c45070dfca2b3d8ab6113d0ecbc24d6bd26e62d288a2562233fbf7,77cf64e412375d2bb73c2b6d887cf8c4fdf1d62b82ee5de53f9b90da72456321,3753e046c141b8b896c71128133128516c61f6d587e43da125485d67b7d31ec9,bf1f502744c62b601d9dce7d35d5243247164629493c6eca2f3cedcd8ff3edc2
reach,24,fixed_rank4,0.1351597299110939,0.2157354667188105,0.0805757368077166,1.4010629653930664,0.07804897427558899,1.4088678628206253,0.7050656288862227,False,3d7a9f8547f3ef5549695328bdabbc609b956943ee44860a3fbbe4c3ac21c9d7,8889179e372d829d5e5e264e0f66cab0f17131d866b4bafce76ee27badf55f24,2188bf86105de9bf886f75a30eff2ab3953037fde20159e8a669a816cc3e769d,025b7c56933f1368a104fe6acd9dcf1a2c1eaa4eb265090e8ee9d506a1d86728
reach,24,matched_random_fixed_rank4,0.1358267175240065,0.2157354667188105,0.07990874919480401,1.4526405334472656,0.07951848953962326,1.460592382401228,0.6533411093056201,False,a0cc52a29f2528d131f2d5b4a7a57b6198c135d399e8f0f00afc5a893f93f007,30691ae4f99589f9dbadfb39da972700fe631a3fcc04a1b085db132d71d7a6fb,82670d988acd2363391c1a1ab7563456acf91e88254f59cffdc44a50b22b9ecd,448c257ff0044412b03e81d0effc375910123b8337b082fda8247cc1f636f507
reach,25,native,0.14194524744832832,0.2564739764503206,0.11452872900199229,2.0861964225769043,0.0925268679857254,2.095449109375477,0.2960221394896507,False,a043d30acf9ae3989630067300f5d219bfcd5294a6b03ad9cd236c76590cabad,115d56cf5daf03d033184a66a9238b1f4e6757af443bb73c50a412934668bc12,55adf20cbd2b347a2477d5f46d675149b36e9fad5038cd7ba9dfcb80a3fe1b07,bff4ab347e8f95e13c476fc8ff30d0e527b60281e6d0df7cd28a97b3b8ace4ff
reach,25,fixed_rank4,0.14763600210872474,0.2564739764503206,0.10883797434159587,2.060544013977051,0.0977262482047081,2.0703166387975216,0.32115461006760615,False,0322eefb48449b217286a2e373abe58a283d3dde79bab3b01396dea292f72cc0,2bd6bba72923f030f67f8ed90ff873f10b96a0f51b35e68692753418ed700e34,38f07b914d92fe7bdc6b84ca41980d8a0fff596a449626dd1f701aed02acdc80,9c30622d2f66027f1a1b6377f6673056602cb5259fce7a55ad2ef9111882c823
reach,25,matched_random_fixed_rank4,0.14763600124044068,0.2564739764503206,0.10883797520987992,2.060516595840454,0.0977262556552887,2.070289221405983,0.3211820274591446,False,7eb169c83729d06ef4202f25aae876d1152450c1532f7ea101c8bcab6e8b947a,71ea1e95ae50c6ba7d8162bddb9389561354ae2aeadeedc44c848cb37cd052b0,d0f2d6f31e481949fff6529f0ac8ac5bea966392e9e8d4ff4cba835e291417f5,8d4c571c29c08ee01ca3de47def8d4237e2464c917779dd63234d98a550f8bbf
reach,26,native,0.1768953367021802,0.26616760331524747,0.08927226661306728,2.023496150970459,0.12238024175167084,2.035734175145626,0.379043923318386,False,0cbdb4fcd7270a3c659bf2ced958983f8c0030f110447f6833ca2f1d23b65ae1,c3663b2bf65f8f7034261d2c7c706882683866e69484406588df147fb617edaa,03fa6b61333ec75cf8532007597ac3287e20f7cee310a2aaa79c2afb53b597be,b9271e66650c465868744bed6bc186ce0ba6a332bfef68300e29cc3f367a7db7
reach,26,fixed_rank4,0.1618659160094952,0.26616760331524747,0.10430168730575226,2.040060520172119,0.11563661694526672,2.0516241818666456,0.3631539165973665,False,3281c287da7f2294bdfdaadc442069d924cf0312f6c0580d886298227409838f,999e601a88e3468ddc782bef57074fc4e93f372beb33bd7f55e08df5fc65bc42,02197f802f185d1cbfb7f8789dcea692f9c3126f5e182e094b8017b0a615b095,c851883fc54a6b11f40fd55989664635cb490e4a8d17f3adfe75ff40783ebf52
reach,26,matched_random_fixed_rank4,0.17279025714334353,0.26616760331524747,0.09337734617190394,2.069946765899658,0.12735773622989655,2.082682539522648,0.3320955589413641,False,bc5d0f3377c26723a1d33f4f03992aa87fb40e98259db6515e8e1a88ff371d1a,8899973e415b0b020755f94213ce7beec922fce78fe5f90a68083d60e9f51184,b4940f639905ad8b1863d42f8d0a8ba172f003014081b63ac004325ec7e8c9bf,2dde34e795a51797eb055f70050114f34416d9ed6ca6c831ff3488fc6ca2bd4a
reach,27,native,0.15324150948588128,0.25260132277496955,0.09935981328908827,1.8060616254806519,0.10548792034387589,1.8166104175150395,0.5139448426663875,False,59cd5821e95fd632a8cb8a557e2b30cc9cfcf41cbf22a3fcf3b527e2c59aced8,470c2bf47021e7201e4d1b063a6babd0838b0efa1c2f1dcc00fe3b1c9b49129f,3d57172c45bdafb46359a533f5af785400c7fd31ae166b80a389ffe42ca92867,0b9827dc296b40801826987d1ea4e50177ab68874bc6bc8e4f0c4dbf65b57ad8
reach,27,fixed_rank4,0.15725997864857147,0.25260132277496955,0.09534134412639808,1.929270625114441,0.11667738854885101,1.940938363969326,0.38961689621210094,False,ccb4308be177d90ee4b190dc088764e7749eb1732630de4ace044627953ea973,c88b083a91c3f646479118015df4623b0c462299a4f2afe06e11ebddfd50b728,2bfd07a0d6a787944a8604db061386903f8e07ec2acff5c445d3939a3daa7750,448e73fab2f929fe6cd7859fdc0f21341c0112338de8c6141ef6c6426fe92c29
reach,27,matched_random_fixed_rank4,0.15772781413746675,0.25260132277496955,0.0948735086375028,1.9537752866744995,0.11818201094865799,1.9655934877693653,0.36496177241206174,False,dea76bf4456549e720c974624127ae05e5c08cd04f8d49d9e6f9f9238a7febec,feada6dc9546c7091ff61892062d23afc286046552403d6f52dea20d07f1f2a1,17280a44e4561cc733f637b2f97b688f4796812f1830c33134a14254c66d73c5,84f5d29008ad9be2a55d8ea48adfe94b7e6ff985094cf2871ea4af57b993ef27
reach,28,native,0.17462479472157574,0.2559707058419814,0.08134591112040565,2.472644329071045,0.1739356964826584,2.4900378987193106,0.4944064214825632,False,ff6fcd2d65ed5e69a49fbaff28b5ab40cee7e16e29a5275b0dc87b004825562e,98acc813561143c0cdd7cfb922670151fb6d7b56fa6041835d96336a52cceb25,5f0770689e7afcb4aea8c5ecc5652c22d9cc25552d15cc905572e2f7a02c467e,528c8c3a9b6034d7dcb7c3ef37bb226b6548bc85617ac4052c80071a38830cfe
reach,28,fixed_rank4,0.174624783428571,0.2559707058419814,0.0813459224134104,2.472644329071045,0.1739356815814972,2.4900378972291946,0.4944064229726792,False,e47e1d250d0a9fb1ed999efa445a86af8eb44e9de87249f88adb30e6a619794c,2053d1ed049d01d1e86c3b9be6b7812caabb64d99e91286c81b4898813437bcd,266e4f4aea28e3a12027f9a8931b1173a04bee668eee19c65ffc989d205366c7,32ba922f1f8972ce8bb0f91a5f0a708e9042b74296f30ade307ae6a46ee7fffe
reach,28,matched_random_fixed_rank4,0.17462479242230414,0.2559707058419814,0.08134591341967726,2.472644329071045,0.1739356964826584,2.4900378987193106,0.4944064214825632,False,9b17f68db6fce2c238e462ef3eb1f91702ddf7c2d041f490199143c4e0ba8f68,85014f6a65cdbba5e30dae4d332c44babae793ab1a78ebdb1adc0ef5f031847d,49119d5b8caaf1b5c38c4e270accc8eb22c13b4681c12bcb426238dbb4773567,539c5b99260873f756843d72aea2b7804b124ad9c5f7d1f261fd83bafe662a15
reach,29,native,0.20435527316085686,0.2869161858272797,0.08256091266642282,2.4487199783325195,0.23310747742652893,2.4720307260751726,0.3466207116842268,False,7a386ffa7c90fa3383d94e7fc8874dd0fbf93a491d8c56ae31d5755a415846c6,c45e1b1e558fa2dc4f41113dc353e493e82e1612a1a84240509895d4e452661a,f8fdfe42b3c69f7e991aeccede4d08b33a27cfce8e1538620984ff1939e78737,5236f1583fbb82b8178ec82e3f5bfc127a450df3e9291c8c6a33a04262e8b2cd
reach,29,fixed_rank4,0.20345801954882992,0.2869161858272797,0.08345816627844976,2.3904943466186523,0.23274794220924377,2.4137691408395767,0.4048822969198227,False,0267dd68aa128dd233ee0d5b7d35b4f0ce7045130e699ec273430887fbb4a244,0ab08b594145d86895864a58edcc74ff2a82e45a24d87e2867af227ecdd09cf3,7491002ab98d1cec77a095f761f8d82e1dc49901b497f16f2d8bff48863a6faa,1f0e0b32d677287ea34160a91ef2d7a0572948feaeefbd8f27e255c758d6ed7f
reach,29,matched_random_fixed_rank4,0.2032260709447925,0.2869161858272797,0.08369011488248718,2.4223287105560303,0.23120149970054626,2.445448860526085,0.3732025772333145,False,5fea5f84250b82b3b1c5e09a8d2bfaa459577c4e663f879966629cc1d9711ac6,feff21bc4f77a728091a5497f5323e2da877d55fb135715b8e268ee269f963aa,59b3a30d8cb5b31575c39a2426f92e19a1ddad60331e5f377817f4619cf1a7f2,8068ad4d33815878a35fb9794e7af9481ab4fff738ad204bf594dfee04c62e6c
reach,30,native,0.17461651710164966,0.26683258733347065,0.09221607023182099,2.197296142578125,0.14505496621131897,2.211801639199257,0.3955574005842206,False,84f183a4f0c5b90c1882d92100c11436bc2332324177f881c2539bfeb7094fd2,2bdf1498dcbe6ffe2912ba40606481e83da777238949d6818d005ed230737a22,76fc4e86c99cae992a9ee42acf138458bee5980cd3ac937f0b4dc85b168f3abe,05750c1c1eeaf62d936eb72a5063602d9e6b8c380319b57aa34ed6ef70726760
reach,30,fixed_rank4,0.16765771185323528,0.26683258733347065,0.09917487548023537,2.182948350906372,0.1398109495639801,2.19692944586277,0.41042959392070744,False,49f8fd9f9846f33fb392cff51ce17f42891788e4f32232256cab57ad0044d404,6f26cbeff03518df534c211751b95ee22bfc9f3006b726cbfbb87a4a9fd8620b,6d25982902379e728b3efdc93aa08ba0280a4c605cce1999f8ff5747d2f168ed,a2aa16d469ac6de65b2c4867c8d6b8521518895c6f792be1abeba495a3086fd9
reach,30,matched_random_fixed_rank4,0.17081209680828846,0.26683258733347065,0.09602049052518219,2.1562745571136475,0.13897429406642914,2.17017198652029,0.4371870532631874,False,cfa8d28fb39a75ad3470118846cb6dea9bde025a4a740c7081dc0299d53a4a7b,5386cd863db84e74ac5d45cb512d646631d3c73a3e429e97dec0f8c22f9543ad,3b6010447bbadde7f2aa2affabb58c18cb4e7a10143a7171748cbb435a934e42,90e784de83f16e48451e381c81805ab33795f52ac143cc04e129f037e47c064c
reach,31,native,0.1372764167463736,0.25908721272698604,0.12181079598061245,1.7442798614501953,0.09489845484495163,1.7537697069346905,0.5142311103641988,False,87048e86879c96c2a1ad2629e96fc926e97a522f5154b612b225ae495e6ca60b,532635caac36f2304e20314a8904932f35577d69c4d9a24daa372f9fbd4a3b45,ebf0e1840c1a6f14281ae6fd9d4e0bac06b407669fe17d628e2308d2e1fa23b1,70dbdd8980020f093573713c565641830293164617b87fa179616a2c92766c68
reach,31,fixed_rank4,0.13458465875532627,0.25908721272698604,0.12450255397165977,1.7163960933685303,0.08835715055465698,1.725231808423996,0.5427690088748933,False,d52aac65e2fba1e264c57a4a6135baeddb067cfd0934387ccbab67ed7eca78bf,78867e0716831093763f431abb441e4b37f3a88fe55d1eadbbf653a08732ada1,50c7b048e8f94f4c44172593e9513eb76ebbdfbedc094a7776b016b5ff5705db,5168cd15d927d16973637472cc267a275c93efe441291a904ffc855a6c6f9439
reach,31,matched_random_fixed_rank4,0.13597698105632888,0.25908721272698604,0.12311023167065716,1.757423758506775,0.09444630146026611,1.7668683886528016,0.5011324286460876,False,429f703d7f2dbc877f5b5704f7db0093eeabd7cab32d3f2b419c1d91c40b3b0d,c6ce8b87116689cee6b92976943a43cd69d6c6503e3854233088422344386228,5a818a73d32958544c7ee12f6e73359b1fdca5284c7de2bb0176031be0471545,e6389e26a594489562a7a1fa4997586301c8dfe25b703c9059160d24dfbf1774
reach-wall,4,native,0.1774049037317656,0.2819332833400602,0.10452837960829459,2.1254994869232178,0.1679028570652008,2.142289772629738,0.44396628141403216,False,17e5a0425f1e9c139910b2e127fec3c5127c65f749ca1ffeb58d14c89e08aa75,8aa9c8a24687ae65dd5e65cf8da37a144badbcdc8e4f38892087c503032aed7f,c3c12f67fc2e08ea4957056147498f7932ef5b290fa62efe2fabd0b9da0c61f9,a7b24351de72d6110b70ae3a6108da23ee3ece2b04ffa0f3b60cbc330d8f0590
reach-wall,4,fixed_rank4,0.1764481125526234,0.2819332833400602,0.10548517078743677,2.105682134628296,0.16750219464302063,2.122432354092598,0.46382369995117223,False,d40abebb526f603992d0b1a76cc615b4f70757dc148ab6ba657b51f8b2cb7539,233153252cb8435ac54d3ce1e72d8f92ab3d3efba53a8e5db66fbb40fea5d949,a4547375376469096c830059a64d6b090107a693fded8d5bec1c173e0e142dbf,ee59037201fad3531aee860924390a742c993abfbc4559f857ff3e1932677082
reach-wall,4,matched_random_fixed_rank4,0.1774049037317656,0.2819332833400602,0.10452837960829459,2.1254994869232178,0.1679028570652008,2.142289772629738,0.44396628141403216,False,da8ad07b410d9a84940d3787c3427083fbf2e7aa8b4491b9176a8d2106007b51,ff4db18eda67bfeffbade30c73b860c8feb926894eff127fb13d7ba8a8b055c5,1003070779d45ed7a679d14582941a2d131e63f59a767ad0b863b60c83567eec,86efb1d1fe3557de4424834073cacf05fd40a66a0ff3746c058a2195e05a5654
reach-wall,5,native,0.2030414058386553,0.28973399048817733,0.08669258464952204,2.278883457183838,0.17689825594425201,2.296573282778263,0.6066836282610892,False,ba027b24d3a7373c043ccb1f09ad7eeb511740ea5d7d3fe8750eca539605a679,05a68ba553ff27e5466e4433d98ee2388be3dad1b69656e2a9156fea7d278514,a5aaf8a8eebd01a5bf11825906e0b5ba077a5982862332604b964394e5833212,9bbcf59ac96247da0988a22341b9f1f4dd74405e6954df24ad23ebf69933eb48
reach-wall,5,fixed_rank4,0.20655376046942056,0.28973399048817733,0.08318023001875677,2.2940292358398438,0.18037201464176178,2.31206643730402,0.5911904737353324,False,c78d4aab4ff864ab07f3d91cbcb63651b85d04cdb2870014908aa961176bd3c0,9bee8346e76ee102e12532cd3661ef5f7537f50b2468d66a968c7e60c10fa6f4,90f0da40e8905d53bded097a76d95b4e4e6ceea248c744b6533b674f81b82455,0183d0078d18f0abe3b50a09d026bf5e9a451988b74adf06be8cabdf299500ec
reach-wall,5,matched_random_fixed_rank4,0.2064319186866498,0.28973399048817733,0.08330207180152752,2.3162310123443604,0.18310566246509552,2.33454157859087,0.5687153324484822,False,2f3ab77115e9bef851bac07139766e57b64de1e8fcd564af7fb64848e3d67cee,7b7971d17c0ac9ce401797da1d5b8bfe52641cd11f7754c9efe674a9d0ee471e,0ea6d82f80f77714909645a2f02d243587e9d52002ec7afc236731de3eafede8,1e72c187f5ee37b5f7ce62336cb642f6152dbdec3f5a61f7aa9415ce91b06ab7
reach-wall,6,native,0.18001305283945074,0.2609673475972929,0.08095429475784216,2.3355798721313477,0.1811334490776062,2.3536932170391083,0.38823399245738965,False,f52cb7cb44ae70d52d0f140f2700f615801d97d3d0aaac5e3620978fc3400bd7,ec857f0e3dbf2dbfb9f89bf61b467d5ba3a321bcb8a0c69a99d8d24b7284d196,80efec8912ce20bbd8b3c9d85de7ebffe74b2b8743938313fefbb71700b20758,512cfee613db1c515d56a6b6b51e20864616d4dae63f0af0e21b7f1c4bc00bc1
reach-wall,6,fixed_rank4,0.18001305283941285,0.2609673475972929,0.08095429475788005,2.3355932235717773,0.1811334639787674,2.353706569969654,0.38822063952684394,False,f1928827ac149d56696737014c0c7206fea4c540956a0460392c1378b821911e,1b8fe71c912aba39fdea68829e716c2b0e1ee386af87a97b497418dc540ba789,7b4940ff457580b5eac64dbc14996447270176004f83ee1c1302bbbfcdcc33d5,2d2d999a49049f205e5c26083af8abe844ab0fcd9b823fd447d49e0cc3373af1
reach-wall,6,matched_random_fixed_rank4,0.1800130528394634,0.2609673475972929,0.0809542947578295,2.3355798721313477,0.1811334490776062,2.3536932170391083,0.38823399245738965,False,556c4e7596417f67d9065f30cc0afe1aba7209b8a7253718acc5541034640024,d77a93df35e4b76e5ec2290e8545166e5bcccc5daa1d72c84248146079e47ebc,91dff227549fe10b687effe1da1c30324ca3950f4352c1a0f5607a4395ab1f21,3c52eeadaac53d8ae6478b263bc224f97c57ce08c541b730cdf784a5ae4079e6
reach-wall,7,native,0.16350697980767864,0.2582068472865423,0.09469986747886366,2.1289305686950684,0.11104336380958557,2.140034905076027,0.6250041872262955,False,ed39fdaefea3fa5c19b0dbdbd96cc1987cdd16d831db298f0b185175379034c5,880b80100274a24fe59fafb8bcc9b5454c8047c8571cf257b63399075c6cd84c,e4550782b684da4ddb75d879b4432c5d11d92007c0c9f1f0d79f238cd86040c0,00c7ab7a905e08940d3e1ba3ab2d23360ab006c5c7cc892d1bd5af1b40b5d1d4
reach-wall,7,fixed_rank4,0.16306607713151172,0.2582068472865423,0.09514077015503059,2.1343142986297607,0.11126668751239777,2.1454409673810004,0.619598124921322,False,0a56a28e7626d60162803c3ab0baff76eb23c8241618139cbb6c383043b3756f,fe5c7300786b9984f06a44091f1c90eed6ef6993d4ed0e123db82bd55426303d,8199849857b0ebd9d851667ef478edb1ea59882d2f0c1e4fa2f0542f285298b2,dcb25f43026ee54d081f9a687a563cb15a45872de7e31086b524b702df5080a8
reach-wall,7,matched_random_fixed_rank4,0.16274617190789878,0.2582068472865423,0.09546067537864353,2.1178643703460693,0.11053548008203506,2.128917918354273,0.6361211739480495,False,f4361d15ac2c7268eb01fab6e3f596125f386a616fcbda06f193c676207aab97,13c232ea0b4a9c32e531ea55e393a2484a87463e0765580a0a372b28980c366e,f0422990dce448e2b21597895798d5fbc5954d39054223c4394639283f8d4e72,ad281fad629d05664a5b579301e8b58d9572cad7281e1b57b8570795601f6377
reach-wall,8,native,0.18763881490082604,0.28345274346578525,0.09581392856495921,2.1069419384002686,0.17427749931812286,2.124369688332081,0.6098104938864708,False,0ee7387dafa1484748702b53e6c014f83196053dc8d9af9fda366145a1248c1f,714ec2e814f0b19538cb00db1df0bd4f843547618be2303a65892956a05c41b9,51a6ee91c684df6acedb1270c27c217a9908daafb314638780dc92caf5335d4d,9ff3bfd46c41fd3358b246f73a30845b0697311fb65719c80ec2ae7bd0f73ad4
reach-wall,8,fixed_rank4,0.187720634188667,0.28345274346578525,0.09573210927711825,2.0995259284973145,0.17240284383296967,2.1167662128806115,0.6174139693379401,False,f0f83e5839e5b1ac90b0f470511c2b960e34b0554223f94165a544a6c86fb883,bada5bed5ad9fb71fc6ef95ba28e866c9b7d7f3fa18f61a686625c7bb6ab60e5,bc489a46eacaa350e6ec525489e19c144a28e3d47300a17e8e4b9aeb2d96a495,bf5c3d6a90ce6d02e62d5dc2e1a6eb040d7344cf439a26ad9f08a324645e597d
reach-wall,8,matched_random_fixed_rank4,0.18761940589810142,0.28345274346578525,0.09583333756768384,2.117982864379883,0.17421814799308777,2.1354046791791914,0.5987755030393602,False,13e3264dd7fcdd68f03f80a8803ecd14dcb0ab510297af8b340014b874f31e27,af736b478f653c18590b4e0ccf609807063d398b6e7bb46956bf22a609657095,c0357f5ad1a69a54c9a6970b9d63342c68fd4bd0dd3d368d48aba8291f376578,465d3f559419460f87c749974858e75984c1ecfc6b652457088522f4cd2d62ec
reach-wall,9,native,0.20183487663451982,0.3033649983828081,0.1015301217482883,2.3816545009613037,0.16264797747135162,2.397919298708439,0.43887544721365,False,f37ffde3392887a636ff82efaad752b7c2a6cecf3ae6bcb03daf17417683c0d4,12d9c6eb4c1e0214f4522a0b7036d1c305ea086045a00d8a9f50c42c8fc61847,c4e17db123b230c3b8ebeaca686f4d095826655a169017911f1a99d8bde9b5a4,ef4ff1e4b690a8008e60f22b926c6b8f713144268c5ca5fa91d5923600eb79d2
reach-wall,9,fixed_rank4,0.19646292980974825,0.3033649983828081,0.10690206857305987,2.3664536476135254,0.16424719989299774,2.3828783676028253,0.45391637831926346,False,ee6e14e30ad28bac76ec5c206e5a0e1715a123ce5a78278455b3d0b68df087e3,16279ed48bc65472c031d45a9db14b9917db375ae25199a39fcc382ee3830f20,a1f64a9da2ae92381e5cd4efaa02e5cfe0436fec16d877eb41761e6b3735f11f,66411582e9a3a8b9d32abcb7f9c8205f0efebd171494fb4aea0007edcbb8d0bd
reach-wall,9,matched_random_fixed_rank4,0.20183487676760087,0.3033649983828081,0.10153012161520725,2.3816545009613037,0.16264797747135162,2.397919298708439,0.43887544721365,False,a492f95ed2c28ea955ef0fba7c348d608f4ec32163a43509b79907a157267001,9b10914fc9edff2de8dd0ffc359de132b360feca2d2db66b7370d6208edf5ff4,587383a236dda9cc8a0a888b3bde381e69b568c3986eb5a94a4c012876f7ea55,3240f191e8cc4043d2509d147b192d6bc029deda2964e187eaf292f076026d04
reach-wall,10,native,0.183488389733675,0.275786922279725,0.09229853254605,2.078817844390869,0.14180204272270203,2.0929980486631394,0.5599275320768355,False,32fd0e744a5ecb03f74dfef960f52f9bd482c3615ba5d22d99a34c96d81c18bc,39fadfafefce867d220c2516ee29878a4091632caa6e3c539aa1b9ab39f69605,db38b2f22faa6104f1139d235cf89eb7d0479b337820a87ef7b58cffb8a455ef,86a8681e59db6c82ba0b768347d9ff086c56b5d45eb8569f34456af3923133af
reach-wall,10,fixed_rank4,0.1846758246487681,0.275786922279725,0.0911110976309569,2.0593881607055664,0.14321762323379517,2.0737099230289457,0.5792156577110292,False,f04dad15c91df1fbf72a6ffd9396b6fa9771c6a69d72bc520455a44c02b20ef6,d4c095ab52a7361356085d195b8ac0cf818cebb34d63e79f1991cc212ffee4a5,586227b36ce411ab1d4eae67e0491dcce0c02b97dff963199c92ebc96e6f8a5b,957a8cf6c0bf7eaaa1c5893ed3c98c02ca1a2982f729464136748a1c7769f366
reach-wall,10,matched_random_fixed_rank4,0.18348839018507773,0.275786922279725,0.09229853209464728,2.078817844390869,0.14180204272270203,2.0929980486631394,0.5599275320768355,False,6ca807fc8006d406e227a02d53cc3caa7df571ce618521af44356b941d585324,79ac76ad9000f16d9763567e34c3e5883451cf65c9e0e43612d5f44ec3ac8a0f,277970cba74e5e48a1afa44893885c2b028a6f3e00be9aebf59b79f0b7c18a5c,6b7188278193c65e0664e46cb7c3ef582011d5febfc36911189f5494d097745f
reach-wall,11,native,0.20141840055238314,0.3028013231697016,0.10138292261731846,2.376342535018921,0.15912064909934998,2.392254599928856,0.41803091764450073,False,ec5e70d8e04cd79de08a7b243009cbd8e9a7ed149070231cf31c518b3085c5fd,674db432f4ff8b9e8caae024bd5690520eaece41b010fb7374c1d5d644fb8786,31aada7e06524038918525f72b0d7811008e35793527c0b0dbffcec2d4137662,9c9bcd6e22d0b5e0e4e0bcf3c9001833559ea10fa454ec75f320dd4b07162578
reach-wall,11,fixed_rank4,0.20141840055238314,0.3028013231697016,0.10138292261731846,2.376342535018921,0.15912064909934998,2.392254599928856,0.41803091764450073,False,dfa8834d2b523c6a27769974a80636da91133905c95dce200ecd67e2ad19d04b,108d17f6cb1ede86b11cf3ab5ba613d86ee2fb33e1e774b0ad4b1be9ff918162,31aada7e06524038918525f72b0d7811008e35793527c0b0dbffcec2d4137662,df6a17cdbc63516d5cd0083f5103fa566f2a947305311f8032205839af93f68e
reach-wall,11,matched_random_fixed_rank4,0.2065072744463829,0.3028013231697016,0.0962940487233187,2.3652732372283936,0.1634226143360138,2.381615498661995,0.4286700189113617,False,3d917d079e4a8d3e1a206c887f30964e138dbae0c46b9b95f9d3691d47605108,57c99e4ee22d86187a144fd4cd936b111c401d07ab5d9fb800150d1a291a3725,a033d0e8b496401094a9c779d93a419643b33aa8411e93a65987a692ae2f350c,58e801d774abb968371e324a0c3cb99ee4e97702eac6cd779c92cfdfe6ef689e
reach-wall,12,native,0.2450197865969504,0.3099260515966376,0.06490626499968721,2.4471044540405273,0.25925788283348083,2.4730302423238752,0.43665116131305703,False,37e4e0bbb22424abb175fa752bbba71f512d85d2ccbc6413fbbae2835db6953b,b6ecf519f9e43a590ca8a71db9ff799dd605dd6c657a4c5b0ac195b02509aad3,cecfd6508c131b38e8da1909cafe41d9477835eaae3cc82e546bbe0f23615dde,7c5860a91419f4ead6d3b6355611666bde1d154701b198f05699f36e67b4f30f
reach-wall,12,fixed_rank4,0.2450197865969504,0.3099260515966376,0.06490626499968721,2.447101354598999,0.25925788283348083,2.473027142882347,0.43665426075458535,False,3e0d1f025b85a33a2942413b78c8a4216c68087433f3958bc3f10b2b943e7d59,431ed275aca0ff14f5ae16ee15d3a947e4af6c2dc7aa8cb602b21cc5bf2f0008,ea3f985bb6819b84fa2c5781bc8da9ce37d3ce63421608d53acc35b0e15cd646,e1fb8e1b1183ba514d2e729c9d2c1ac3dfa39a6d50312cdafc2a6ac622096009
