task,episode,bank,site,comparison,spearman,elite_overlap,winner_agreement,winner_mismatch,left_winner,right_winner,left_minimum_ties,right_minimum_ties,minimum_sets_disjoint,left_cutoff_ties,right_cutoff_ties,left_cutoff_ambiguous,right_cutoff_ambiguous
reach,5,fresh,reference,native_vs_counterfactual,0.74215713507927861,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,all_blocks,h3_vs_counterfactual,0.89234324825831401,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,234,234,1,1,0,1,1,False,False
reach,5,fresh,all_blocks,persistent_vs_h3,0.89234324825831401,7,0,1,234,89,1,1,1,1,1,False,False
reach,5,fresh,B0,h3_vs_counterfactual,0.76579561995133283,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B0,persistent_vs_counterfactual,0.78887898754430608,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B0,persistent_vs_h3,0.99664662940699345,9,1,0,89,89,1,1,0,1,1,False,False
reach,5,fresh,B1,h3_vs_counterfactual,0.80714852387248748,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B1,persistent_vs_counterfactual,0.93570906343403815,7,1,0,234,234,1,1,0,1,1,False,False
reach,5,fresh,B1,persistent_vs_h3,0.93684152046133851,8,0,1,234,89,1,1,1,1,1,False,False
reach,5,fresh,B2,h3_vs_counterfactual,0.76721119123545822,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B2,persistent_vs_counterfactual,0.78891587684307607,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B2,persistent_vs_h3,0.99866887409860106,9,1,0,89,89,1,1,0,1,1,False,False
reach,5,fresh,B3,h3_vs_counterfactual,0.74197432660078089,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B3,persistent_vs_counterfactual,0.74892209913443486,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B3,persistent_vs_h3,0.99964055152175102,10,1,0,89,89,1,1,0,1,1,False,False
reach,5,fresh,B4,h3_vs_counterfactual,0.79634662607362305,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B4,persistent_vs_counterfactual,0.79792708807875645,7,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B4,persistent_vs_h3,0.99992355470616345,10,1,0,89,89,1,1,0,1,1,False,False
reach,5,fresh,B5,h3_vs_counterfactual,0.74498249980555342,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B5,persistent_vs_counterfactual,0.7448273869709664,6,0,1,89,234,1,1,1,1,1,False,False
reach,5,fresh,B5,persistent_vs_h3,0.99998711096789961,10,1,0,89,89,1,1,0,1,1,False,False
reach,6,original,reference,native_vs_counterfactual,0.80090001000011113,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,all_blocks,h3_vs_counterfactual,0.91163546261625128,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,all_blocks,persistent_vs_counterfactual,1,10,1,0,55,55,1,1,0,1,1,False,False
reach,6,original,all_blocks,persistent_vs_h3,0.91163546261625128,7,0,1,55,12,1,1,1,1,1,False,False
reach,6,original,B0,h3_vs_counterfactual,0.81548594984388711,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B0,persistent_vs_counterfactual,0.83907776753075036,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B0,persistent_vs_h3,0.9975733063700708,10,1,0,12,12,1,1,0,1,1,False,False
reach,6,original,B1,h3_vs_counterfactual,0.84955432838142642,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B1,persistent_vs_counterfactual,0.95211324570273004,7,0,1,176,55,1,1,1,1,1,False,False
reach,6,original,B1,persistent_vs_h3,0.95453460594006601,9,0,1,176,12,1,1,1,1,1,False,False
reach,6,original,B2,h3_vs_counterfactual,0.82496027733641486,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B2,persistent_vs_counterfactual,0.84210446782742032,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B2,persistent_vs_h3,0.99900843342703805,10,1,0,12,12,1,1,0,1,1,False,False
reach,6,original,B3,h3_vs_counterfactual,0.79760797342192691,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B3,persistent_vs_counterfactual,0.80634495938843764,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B3,persistent_vs_h3,0.99965377393082144,10,1,0,12,12,1,1,0,1,1,False,False
reach,6,original,B4,h3_vs_counterfactual,0.84575339725996956,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B4,persistent_vs_counterfactual,0.84775564172935258,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B4,persistent_vs_h3,0.99993866598517767,10,1,0,12,12,1,1,0,1,1,False,False
reach,6,original,B5,h3_vs_counterfactual,0.80418049089434329,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B5,persistent_vs_counterfactual,0.80406937854865057,7,0,1,12,55,1,1,1,1,1,False,False
reach,6,original,B5,persistent_vs_h3,0.99999733330370333,10,1,0,12,12,1,1,0,1,1,False,False
reach,6,fresh,reference,native_vs_counterfactual,0.77869531883687593,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,all_blocks,h3_vs_counterfactual,0.91880265336281519,7,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,73,73,1,1,0,1,1,False,False
reach,6,fresh,all_blocks,persistent_vs_h3,0.91880265336281519,7,0,1,73,241,1,1,1,1,1,False,False
reach,6,fresh,B0,h3_vs_counterfactual,0.79571195235502612,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B0,persistent_vs_counterfactual,0.82238380426449187,6,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B0,persistent_vs_h3,0.9973306370070778,9,1,0,241,241,1,1,0,1,1,False,False
reach,6,fresh,B1,h3_vs_counterfactual,0.83675196391071016,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B1,persistent_vs_counterfactual,0.94780386448738319,8,1,0,73,73,1,1,0,1,1,False,False
reach,6,fresh,B1,persistent_vs_h3,0.9511087900976678,6,0,1,73,241,1,1,1,1,1,False,False
reach,6,fresh,B2,h3_vs_counterfactual,0.8095254391715464,5,0,1,23,73,1,1,1,1,1,False,False
reach,6,fresh,B2,persistent_vs_counterfactual,0.82842831587017629,5,0,1,23,73,1,1,1,1,1,False,False
reach,6,fresh,B2,persistent_vs_h3,0.99889509883443151,10,1,0,23,23,1,1,0,1,1,False,False
reach,6,fresh,B3,h3_vs_counterfactual,0.77900065556283959,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B3,persistent_vs_counterfactual,0.78579939777108632,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B3,persistent_vs_h3,0.99973066367404084,10,1,0,241,241,1,1,0,1,1,False,False
reach,6,fresh,B4,h3_vs_counterfactual,0.83318792431027011,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B4,persistent_vs_counterfactual,0.83578573095256614,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B4,persistent_vs_h3,0.99992799919999109,10,1,0,241,241,1,1,0,1,1,False,False
reach,6,fresh,B5,h3_vs_counterfactual,0.78327225858065086,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B5,persistent_vs_counterfactual,0.78293003255591731,5,0,1,241,73,1,1,1,1,1,False,False
reach,6,fresh,B5,persistent_vs_h3,0.9999919999111101,10,1,0,241,241,1,1,0,1,1,False,False
reach,7,original,reference,native_vs_counterfactual,0.71728263647373858,3,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,all_blocks,h3_vs_counterfactual,0.8252185024278047,7,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,all_blocks,persistent_vs_counterfactual,1,10,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,all_blocks,persistent_vs_h3,0.8252185024278047,7,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B0,h3_vs_counterfactual,0.7286289847664974,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B0,persistent_vs_counterfactual,0.76123112479027544,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B0,persistent_vs_h3,0.99602751141679347,8,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B1,h3_vs_counterfactual,0.76183157590639894,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B1,persistent_vs_counterfactual,0.93306636740408222,8,0,1,9,213,1,1,1,1,1,False,False
reach,7,original,B1,persistent_vs_h3,0.9193982155357282,4,0,1,9,213,1,1,1,1,1,False,False
reach,7,original,B2,h3_vs_counterfactual,0.73213213480149775,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B2,persistent_vs_counterfactual,0.74778475316392401,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B2,persistent_vs_h3,0.99893598817764639,9,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B3,h3_vs_counterfactual,0.72037333748152754,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B3,persistent_vs_counterfactual,0.73277125301392243,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B3,persistent_vs_h3,0.99954666162957362,10,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B4,h3_vs_counterfactual,0.7446936077067523,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B4,persistent_vs_counterfactual,0.74721363570706345,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B4,persistent_vs_h3,0.99992266580739786,10,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B5,h3_vs_counterfactual,0.7200222224691385,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B5,persistent_vs_counterfactual,0.71998977766419625,4,1,0,213,213,1,1,0,1,1,False,False
reach,7,original,B5,persistent_vs_h3,0.99999333325925843,10,1,0,213,213,1,1,0,1,1,False,False
reach,7,fresh,reference,native_vs_counterfactual,0.79478616429071436,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,all_blocks,h3_vs_counterfactual,0.87989422104690052,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,all_blocks,persistent_vs_h3,0.87989422104690052,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B0,h3_vs_counterfactual,0.80768186313181256,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B0,persistent_vs_counterfactual,0.8396795519950222,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B0,persistent_vs_h3,0.99499105545617172,10,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B1,h3_vs_counterfactual,0.83569772997477754,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B1,persistent_vs_counterfactual,0.96025244724941383,9,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B1,persistent_vs_h3,0.93141434904832276,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B2,h3_vs_counterfactual,0.80480627562528473,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B2,persistent_vs_counterfactual,0.82027933643707152,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B2,persistent_vs_h3,0.99884443160479564,10,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B3,h3_vs_counterfactual,0.80020889120990235,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B3,persistent_vs_counterfactual,0.8108272314136824,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B3,persistent_vs_h3,0.99955199502216696,10,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B4,h3_vs_counterfactual,0.81400860009555664,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B4,persistent_vs_counterfactual,0.81480105334503716,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B4,persistent_vs_h3,0.99995555506172296,10,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B5,h3_vs_counterfactual,0.79747374970833007,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B5,persistent_vs_counterfactual,0.79743286036511518,8,1,0,150,150,1,1,0,1,1,False,False
reach,7,fresh,B5,persistent_vs_h3,0.99999466660740677,10,1,0,150,150,1,1,0,1,1,False,False
reach-wall,0,original,reference,native_vs_counterfactual,0.73429215880176446,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,all_blocks,h3_vs_counterfactual,0.89344148268314094,6,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,all_blocks,persistent_vs_counterfactual,1,10,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,all_blocks,persistent_vs_h3,0.89344148268314094,6,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B0,h3_vs_counterfactual,0.74942877143079367,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B0,persistent_vs_counterfactual,0.78138912654585047,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B0,persistent_vs_h3,0.99634929276991968,8,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B1,h3_vs_counterfactual,0.80499961110679008,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B1,persistent_vs_counterfactual,0.93847487194302159,7,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B1,persistent_vs_h3,0.93926910299003319,6,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B2,h3_vs_counterfactual,0.75538439315992401,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B2,persistent_vs_counterfactual,0.7776739741552684,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B2,persistent_vs_h3,0.99847687196524404,9,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B3,h3_vs_counterfactual,0.73492638807097854,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B3,persistent_vs_counterfactual,0.7432380359781775,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B3,persistent_vs_h3,0.99966266291847683,9,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B4,h3_vs_counterfactual,0.79942443804931163,5,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B4,persistent_vs_counterfactual,0.80292625473616375,5,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B4,persistent_vs_h3,0.99990488783208697,10,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B5,h3_vs_counterfactual,0.73842198246647184,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B5,persistent_vs_counterfactual,0.73820642451582796,4,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,original,B5,persistent_vs_h3,0.99999555550617225,10,1,0,4,4,1,1,0,1,1,False,False
reach-wall,0,fresh,reference,native_vs_counterfactual,0.8040907121190235,6,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,all_blocks,h3_vs_counterfactual,0.91557995088834321,8,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,69,69,1,1,0,1,1,False,False
reach-wall,0,fresh,all_blocks,persistent_vs_h3,0.91557995088834321,8,0,1,69,161,1,1,1,1,1,False,False
reach-wall,0,fresh,B0,h3_vs_counterfactual,0.81473394148823874,6,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B0,persistent_vs_counterfactual,0.8391031011455683,7,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B0,persistent_vs_h3,0.99660174001933355,9,1,0,161,161,1,1,0,1,1,False,False
reach-wall,0,fresh,B1,h3_vs_counterfactual,0.85728730319225765,8,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B1,persistent_vs_counterfactual,0.95518927988088753,8,0,1,106,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B1,persistent_vs_h3,0.95609551217235744,9,0,1,106,161,1,1,1,1,1,False,False
reach-wall,0,fresh,B2,h3_vs_counterfactual,0.82296292181024233,7,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B2,persistent_vs_counterfactual,0.83896221069122989,7,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B2,persistent_vs_h3,0.99889509883443151,10,1,0,161,161,1,1,0,1,1,False,False
reach-wall,0,fresh,B3,h3_vs_counterfactual,0.80580895343281589,5,0,1,106,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B3,persistent_vs_counterfactual,0.81246547183857598,5,0,1,106,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B3,persistent_vs_h3,0.99973288592095466,10,1,0,106,106,1,1,0,1,1,False,False
reach-wall,0,fresh,B4,h3_vs_counterfactual,0.84844498272203028,7,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B4,persistent_vs_counterfactual,0.84981433127034745,7,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B4,persistent_vs_h3,0.99995466616295736,10,1,0,161,161,1,1,0,1,1,False,False
reach-wall,0,fresh,B5,h3_vs_counterfactual,0.80706452293914377,6,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B5,persistent_vs_counterfactual,0.80699785553172809,6,0,1,161,69,1,1,1,1,1,False,False
reach-wall,0,fresh,B5,persistent_vs_h3,0.99999511105678951,10,1,0,161,161,1,1,0,1,1,False,False
reach-wall,1,original,reference,native_vs_counterfactual,0.76877165301836692,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,all_blocks,h3_vs_counterfactual,0.86726030289225431,3,0,1,193,218,1,1,1,1,1,False,False
reach-wall,1,original,all_blocks,persistent_vs_counterfactual,1,10,1,0,218,218,1,1,0,1,1,False,False
reach-wall,1,original,all_blocks,persistent_vs_h3,0.86726030289225431,3,0,1,218,193,1,1,1,1,1,False,False
reach-wall,1,original,B0,h3_vs_counterfactual,0.77979533105923404,2,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B0,persistent_vs_counterfactual,0.81362370693007702,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B0,persistent_vs_h3,0.99468082978699768,8,1,0,102,102,1,1,0,1,1,False,False
reach-wall,1,original,B1,h3_vs_counterfactual,0.81401126679185321,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B1,persistent_vs_counterfactual,0.94699052211691237,8,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B1,persistent_vs_h3,0.93503661151790574,4,1,0,102,102,1,1,0,1,1,False,False
reach-wall,1,original,B2,h3_vs_counterfactual,0.78680163112923474,3,0,1,235,218,1,1,1,1,1,False,False
reach-wall,1,original,B2,persistent_vs_counterfactual,0.80533783708707873,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B2,persistent_vs_h3,0.99857553972821922,10,0,1,102,235,1,1,1,1,1,False,False
reach-wall,1,original,B3,h3_vs_counterfactual,0.7706316736852632,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B3,persistent_vs_counterfactual,0.78165801842242688,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B3,persistent_vs_h3,0.99960799564439606,10,1,0,102,102,1,1,0,1,1,False,False
reach-wall,1,original,B4,h3_vs_counterfactual,0.79076834187046519,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B4,persistent_vs_counterfactual,0.79178257536194852,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B4,persistent_vs_h3,0.99995066611851247,9,1,0,102,102,1,1,0,1,1,False,False
reach-wall,1,original,B5,h3_vs_counterfactual,0.7717765752952811,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B5,persistent_vs_counterfactual,0.77179257547306079,3,0,1,102,218,1,1,1,1,1,False,False
reach-wall,1,original,B5,persistent_vs_h3,0.99999333325925843,10,1,0,102,102,1,1,0,1,1,False,False
reach-wall,1,fresh,reference,native_vs_counterfactual,0.76156312847920538,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,all_blocks,h3_vs_counterfactual,0.89074888507082683,6,0,1,145,263,1,1,1,1,1,False,False
reach-wall,1,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,263,263,1,1,0,1,1,False,False
reach-wall,1,fresh,all_blocks,persistent_vs_h3,0.89074888507082683,6,0,1,263,145,1,1,1,1,1,False,False
reach-wall,1,fresh,B0,h3_vs_counterfactual,0.7789188768764097,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B0,persistent_vs_counterfactual,0.82032689252102797,6,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B0,persistent_vs_h3,0.99360748452760583,9,1,0,79,79,1,1,0,1,1,False,False
reach-wall,1,fresh,B1,h3_vs_counterfactual,0.82498516650185005,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B1,persistent_vs_counterfactual,0.95914176824186936,7,0,1,32,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B1,persistent_vs_h3,0.92473827486972082,8,0,1,32,79,1,1,1,1,1,False,False
reach-wall,1,fresh,B2,h3_vs_counterfactual,0.78424782497583312,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B2,persistent_vs_counterfactual,0.80560672896365515,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B2,persistent_vs_h3,0.99865598506650077,9,1,0,79,79,1,1,0,1,1,False,False
reach-wall,1,fresh,B3,h3_vs_counterfactual,0.76868187424304713,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B3,persistent_vs_counterfactual,0.78205402282247583,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B3,persistent_vs_h3,0.99955821731352568,9,1,0,79,79,1,1,0,1,1,False,False
reach-wall,1,fresh,B4,h3_vs_counterfactual,0.79525505838953769,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B4,persistent_vs_counterfactual,0.79714352381693132,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B4,persistent_vs_h3,0.99991866576295296,10,1,0,79,79,1,1,0,1,1,False,False
reach-wall,1,fresh,B5,h3_vs_counterfactual,0.76658451760575119,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B5,persistent_vs_counterfactual,0.76659785108723433,5,0,1,79,263,1,1,1,1,1,False,False
reach-wall,1,fresh,B5,persistent_vs_h3,0.99999333325925843,10,1,0,79,79,1,1,0,1,1,False,False
reach-wall,2,original,reference,native_vs_counterfactual,0.80028622540250449,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,all_blocks,h3_vs_counterfactual,0.90473716374626389,6,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,all_blocks,persistent_vs_counterfactual,1,10,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,all_blocks,persistent_vs_h3,0.90473716374626389,6,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B0,h3_vs_counterfactual,0.81225835842620475,6,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B0,persistent_vs_counterfactual,0.84726896965521836,7,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B0,persistent_vs_h3,0.99485505394504381,9,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B1,h3_vs_counterfactual,0.85413215702396694,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B1,persistent_vs_counterfactual,0.96324492494361047,7,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B1,persistent_vs_h3,0.94849098323314707,7,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B2,h3_vs_counterfactual,0.81787797642196025,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B2,persistent_vs_counterfactual,0.83512261247347197,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B2,persistent_vs_h3,0.99889643218257984,9,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B3,h3_vs_counterfactual,0.80210535672618588,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B3,persistent_vs_counterfactual,0.81070945232724811,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B3,persistent_vs_h3,0.9997222191357682,10,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B4,h3_vs_counterfactual,0.82720785786508744,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B4,persistent_vs_counterfactual,0.82833675929732553,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B4,persistent_vs_h3,0.99994799942221579,10,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B5,h3_vs_counterfactual,0.80410671229680331,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B5,persistent_vs_counterfactual,0.80382982033133699,5,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,original,B5,persistent_vs_h3,0.99999644440493785,10,1,0,109,109,1,1,0,1,1,False,False
reach-wall,2,fresh,reference,native_vs_counterfactual,0.723308036755964,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,all_blocks,h3_vs_counterfactual,0.85717619084656493,5,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,all_blocks,persistent_vs_counterfactual,1,10,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,all_blocks,persistent_vs_h3,0.85717619084656493,5,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,B0,h3_vs_counterfactual,0.7386184290936566,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B0,persistent_vs_counterfactual,0.78185535394837724,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B0,persistent_vs_h3,0.99353548372759692,9,1,0,41,41,1,1,0,1,1,False,False
reach-wall,2,fresh,B1,h3_vs_counterfactual,0.78822920254669493,4,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,B1,persistent_vs_counterfactual,0.94691407682307582,8,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,B1,persistent_vs_h3,0.92680585339837107,5,1,0,181,181,1,1,0,1,1,False,False
reach-wall,2,fresh,B2,h3_vs_counterfactual,0.7501154457271747,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B2,persistent_vs_counterfactual,0.77164235158168426,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B2,persistent_vs_h3,0.99871154123934713,10,1,0,41,41,1,1,0,1,1,False,False
reach-wall,2,fresh,B3,h3_vs_counterfactual,0.72678940877120857,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B3,persistent_vs_counterfactual,0.73877576417515756,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B3,persistent_vs_h3,0.99963066256291733,10,1,0,41,41,1,1,0,1,1,False,False
reach-wall,2,fresh,B4,h3_vs_counterfactual,0.75807420082445365,5,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B4,persistent_vs_counterfactual,0.76051467238524872,5,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B4,persistent_vs_h3,0.99993822153579481,10,1,0,41,41,1,1,0,1,1,False,False
reach-wall,2,fresh,B5,h3_vs_counterfactual,0.72903387815420173,4,0,1,41,181,1,1,1,1,1,False,False
reach-wall,2,fresh,B5,persistent_vs_counterfactual,0.72892721030233665,4,0,1,41,181,1,1,1,1,1,False,False
