task,episode,arm,iteration,proposal_mean_delta_l2,proposal_mean_delta_rms,proposal_std_delta_l2,proposal_std_delta_rms,native_proposal_entropy_nats,arm_proposal_entropy_nats,proposal_entropy_delta_nats,native_best_runnerup_margin,arm_best_runnerup_margin,best_runnerup_margin_delta,native_elite_boundary_margin,arm_elite_boundary_margin,elite_boundary_margin_delta,same_candidate_actions_verified,shared_population_elite_overlap_count,shared_population_cost_delta_mean,shared_population_cost_delta_rms,cohort,native_comparator
reach,9,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,158.74330014431595,158.74330014431595,0.0,0.018572688102722168,0.01774775981903076,-0.0008249282836914062,0.00011682510375976562,0.00047707557678222656,0.00036025047302246094,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,149.39730394432263,149.39730394432263,0.0,0.03391921520233154,0.033556342124938965,-0.0003628730773925781,0.00635528564453125,0.005872011184692383,-0.0004832744598388672,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,4,5.078475612121356e-07,4.635992750831205e-08,5.685920723777685e-07,5.1905117343318985e-08,148.24367532107917,148.24367533698268,1.5903509620329714e-08,0.001150965690612793,0.001084446907043457,-6.651878356933594e-05,0.004824042320251465,0.004902482032775879,7.843971252441406e-05,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,5,6.657595105590923e-07,6.07752503011356e-08,6.835070217358896e-07,6.239536900298677e-08,141.06087734206332,141.0608775729999,2.3093659251571808e-07,0.010059952735900879,0.009849309921264648,-0.00021064281463623047,0.0012695789337158203,0.001294255256652832,2.467632293701172e-05,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,6,9.364985684775267e-07,8.549023183773964e-08,7.574716226541301e-07,6.914738239961805e-08,134.95570859552004,134.95570999125636,1.3957363194094796e-06,0.020813345909118652,0.020773768424987793,-3.9577484130859375e-05,0.0005218982696533203,0.0006662607192993164,0.0001443624496459961,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,7,1.1151754664777508e-06,1.0180112642770172e-07,7.731391055031327e-07,7.057762136223872e-08,130.84678010787815,130.84678098419857,8.763204277784098e-07,0.012329816818237305,0.012441515922546387,0.00011169910430908203,0.0010989904403686523,0.0014664530754089355,0.0003674626350402832,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,8,1.5105259768856007e-06,1.378915252062951e-07,8.2378627313286e-07,7.520105405966322e-08,123.24188290418294,123.24188314070878,2.3652583536204475e-07,0.0023952722549438477,0.0020692944526672363,-0.00032597780227661133,0.0007717013359069824,0.0003979206085205078,-0.0003737807273864746,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,9,1.828961044896431e-06,1.6696053684799903e-07,8.898688511875741e-07,8.123354050277369e-08,111.32885480471231,111.32885562483396,8.201216559200475e-07,0.0024256110191345215,0.0026200413703918457,0.00019443035125732422,0.0003281235694885254,0.0005191564559936523,0.00019103288650512695,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,10,1.8220411606340068e-06,1.6632884073035658e-07,7.529511189478612e-07,6.873471875774985e-08,91.62170713103333,91.6217097741079,2.643074566321957e-06,0.0051746368408203125,0.005063533782958984,-0.00011110305786132812,0.0003535747528076172,0.0006783008575439453,0.0003247261047363281,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,11,2.501191227704076e-06,2.2832647600792713e-07,9.613558949989393e-07,8.775938491358116e-08,83.21797552116152,83.2179795084256,3.98726407979666e-06,0.0031341910362243652,0.003126382827758789,-7.808208465576172e-06,4.351139068603516e-06,6.109476089477539e-05,5.6743621826171875e-05,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,12,0.7893032751910883,0.0720532014224778,0.6595322908412492,0.060206785516135015,74.4099782901094,66.72677108033344,-7.683207209775958,0.0007398128509521484,0.0008457303047180176,0.00010591745376586914,0.00040990114212036133,0.00017845630645751953,-0.0002314448356628418,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,13,1.6542923223394852,0.15101553694215725,1.2524604438225735,0.11433347291075922,64.29501240683376,59.84211984695895,-4.452892559874812,0.0002512931823730469,0.0007608532905578613,0.0005095601081848145,0.00014859437942504883,0.0011071562767028809,0.000958561897277832,,,,,extension56,same_receiving_gpu
reach,9,matched_random_fixed_rank4,14,1.9486846074959947,0.17788975283144284,1.3454502768194732,0.12282224443593259,48.51186812946669,46.945079544788214,-1.566788584678477,3.2961368560791016e-05,0.0002472996711730957,0.0002143383026123047,0.00014770030975341797,0.00017279386520385742,2.5093555450439453e-05,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.10264825820922852,0.10379624366760254,0.0011479854583740234,0.0006788969039916992,0.00037086009979248047,-0.00030803680419921875,True,10.0,0.0003540623188018799,0.0005229556569542692,extension56,same_receiving_gpu
reach,10,fixed_rank4,1,0.0,0.0,0.0,0.0,168.66750101775023,168.66750101775023,0.0,0.030035734176635742,0.026230812072753906,-0.003804922103881836,0.006952404975891113,0.009906649589538574,0.002954244613647461,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,2,0.0,0.0,0.0,0.0,162.09192342365938,162.09192342365938,0.0,0.001638174057006836,0.003197789192199707,0.001559615135192871,0.016502678394317627,0.018114089965820312,0.0016114115715026855,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,3,0.0,0.0,0.0,0.0,162.3853889740359,162.3853889740359,0.0,0.03248649835586548,0.03195470571517944,-0.0005317926406860352,0.0029056668281555176,0.001882016658782959,-0.0010236501693725586,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,4,0.0,0.0,0.0,0.0,149.92062176912125,149.92062176912125,0.0,0.05514761805534363,0.05446121096611023,-0.0006864070892333984,0.0019288063049316406,0.003090381622314453,0.0011615753173828125,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,5,0.0,0.0,0.0,0.0,142.11006808920652,142.11006808920652,0.0,0.033685654401779175,0.033935546875,0.0002498924732208252,3.5315752029418945e-05,0.0013093352317810059,0.001274019479751587,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,6,0.0,0.0,0.0,0.0,131.96128101010288,131.96128101010288,0.0,0.0018947124481201172,0.0016761720180511475,-0.00021854043006896973,0.008525997400283813,0.007182031869888306,-0.0013439655303955078,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,7,0.0,0.0,0.0,0.0,122.96826448040377,122.96826448040377,0.0,0.0021284818649291992,0.002582758665084839,0.00045427680015563965,0.0006051361560821533,0.0006011128425598145,-4.023313522338867e-06,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,8,1.2533479461574226,0.11441449041886512,0.8440863496488357,0.07705418903081002,106.24291550180969,106.50022075362654,0.25730525181684527,0.0036088228225708008,0.003737032413482666,0.00012820959091186523,4.965066909790039e-05,0.002893596887588501,0.0028439462184906006,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,9,2.0703024307722955,0.18899189036529396,1.486185480196548,0.1356695520233828,87.17827739020873,87.77443063783923,0.5961532476304967,0.0016287565231323242,0.004693269729614258,0.0030645132064819336,0.00038319826126098633,0.00046253204345703125,7.933378219604492e-05,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,10,2.548849729525257,0.2326770820919874,1.7771035198898222,0.1622266141442477,77.16265937852233,73.11179942928369,-4.050859949238642,0.003921091556549072,0.0038018524646759033,-0.00011923909187316895,0.0029259920120239258,0.0005761981010437012,-0.0023497939109802246,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,11,3.4153039156230816,0.3117731658870804,2.0557218738991287,0.1876608737152239,57.29235665826977,53.76682797819781,-3.5255286800719574,0.0027289092540740967,0.003173261880874634,0.0004443526268005371,0.00017547607421875,8.273124694824219e-05,-9.274482727050781e-05,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,12,3.6746341831841915,0.33544667211825874,2.0845328218204426,0.19029094139515895,43.203884977461115,42.65528888179922,-0.5485960956618925,0.00010895729064941406,0.0022064149379730225,0.0020974576473236084,2.3126602172851562e-05,6.937980651855469e-05,4.6253204345703125e-05,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,13,4.275060810486228,0.3902578734349376,2.344096347574143,0.21398574108863808,31.966357631258386,27.52365896349376,-4.442698667764628,0.0032957792282104492,0.0004436969757080078,-0.0028520822525024414,0.00020781159400939941,6.0230493545532227e-05,-0.0001475811004638672,,,,,extension56,same_receiving_gpu
reach,10,fixed_rank4,14,5.182706316236766,0.4731141930545633,2.348766120139564,0.21441203105072135,13.829588922947108,9.845409670723862,-3.984179252223246,0.0006913840770721436,0.00044736266136169434,-0.00024402141571044922,0.00027066469192504883,1.4215707778930664e-05,-0.00025644898414611816,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.10264825820922852,0.10339975357055664,0.000751495361328125,0.0006788969039916992,0.0003496408462524414,-0.0003292560577392578,True,10.0,0.0005990723768870036,0.0007026764880452245,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,168.66750101775023,168.66750101775023,0.0,0.030035734176635742,0.028258919715881348,-0.0017768144607543945,0.006952404975891113,0.007695674896240234,0.0007432699203491211,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,162.09192342365938,162.09192342365938,0.0,0.001638174057006836,0.0018782615661621094,0.00024008750915527344,0.016502678394317627,0.01730245351791382,0.0007997751235961914,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,162.3853889740359,162.3853889740359,0.0,0.03248649835586548,0.032453298568725586,-3.319978713989258e-05,0.0029056668281555176,0.0028480887413024902,-5.7578086853027344e-05,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,4,0.0,0.0,0.0,0.0,149.92062176912125,149.92062176912125,0.0,0.05514761805534363,0.05555233359336853,0.00040471553802490234,0.0019288063049316406,0.0017844438552856445,-0.0001443624496459961,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,5,0.0,0.0,0.0,0.0,142.11006808920652,142.11006808920652,0.0,0.033685654401779175,0.033873289823532104,0.0001876354217529297,3.5315752029418945e-05,0.0003100931644439697,0.0002747774124145508,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,6,0.0,0.0,0.0,0.0,131.96128101010288,131.96128101010288,0.0,0.0018947124481201172,0.001736283302307129,-0.00015842914581298828,0.008525997400283813,0.008476167917251587,-4.982948303222656e-05,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,7,0.0,0.0,0.0,0.0,122.96826448040377,122.96826448040377,0.0,0.0021284818649291992,0.002091735601425171,-3.674626350402832e-05,0.0006051361560821533,0.00041541457176208496,-0.00018972158432006836,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,8,5.376627743583138e-07,4.9081671641143114e-08,3.69085850611354e-07,3.3692774339303416e-08,106.24291550180969,106.24291567572736,1.7391766959917732e-07,0.0036088228225708008,0.0034703612327575684,-0.00013846158981323242,4.965066909790039e-05,0.0001093447208404541,5.969405174255371e-05,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,9,1.1280096100843773,0.10297271808763672,0.8837956091313215,0.08067913189087393,87.17827739020873,86.30584053774092,-0.8724368524678141,0.0016287565231323242,0.001190274953842163,-0.00043848156929016113,0.00038319826126098633,0.001823723316192627,0.0014405250549316406,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,10,2.006230365084629,0.18314293775144602,1.5770853866416696,0.1439675402292332,77.16265937852233,73.173371279393,-3.9892880991293396,0.003921091556549072,0.00027740001678466797,-0.0036436915397644043,0.0029259920120239258,0.00026166439056396484,-0.002664327621459961,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,11,2.8732987784124333,0.2622950925647546,1.8476705744684903,0.16866847541248683,57.29235665826977,55.85317859491377,-1.439178063355996,0.0027289092540740967,0.0023483335971832275,-0.00038057565689086914,0.00017547607421875,0.0012112259864807129,0.0010357499122619629,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,12,3.448337326259801,0.3147886899132575,2.267634239471166,0.20700573752157156,43.203884977461115,43.596097543141866,0.3922125656807509,0.00010895729064941406,0.002798736095428467,0.0026897788047790527,2.3126602172851562e-05,0.00013723969459533691,0.00011411309242248535,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,13,4.104757746898131,0.3747114018450313,2.406561453834224,0.21968799904790534,31.966357631258386,30.549319401853676,-1.4170382294047101,0.0032957792282104492,0.0007341206073760986,-0.0025616586208343506,0.00020781159400939941,0.00011670589447021484,-9.110569953918457e-05,,,,,extension56,same_receiving_gpu
reach,10,matched_random_fixed_rank4,14,4.701237459167956,0.429162300762427,2.594425035168399,0.23683751925297766,13.829588922947108,14.846327186233216,1.0167382632861077,0.0006913840770721436,0.0017001330852508545,0.001008749008178711,0.00027066469192504883,0.00026407837867736816,-6.586313247680664e-06,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.04577493667602539,0.04582691192626953,5.1975250244140625e-05,0.002926349639892578,0.0032079219818115234,0.0002815723419189453,True,10.0,-0.0002522389094034831,0.00047483394413615676,extension56,same_receiving_gpu
reach,11,fixed_rank4,1,2.0599920638459422e-07,1.8805068694167413e-08,4.842304232499576e-07,4.420398764071264e-08,165.7788302151087,165.77883058659603,3.7148731735214824e-07,0.02152109146118164,0.021541357040405273,2.0265579223632812e-05,0.004522085189819336,0.0043201446533203125,-0.00020194053649902344,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,2,4.155160142726387e-07,3.793124900362713e-08,6.093099206763766e-07,5.562213134435582e-08,158.79593644852918,158.79593714286682,6.943376433810045e-07,0.012495756149291992,0.01258230209350586,8.654594421386719e-05,0.0008072853088378906,0.0010548830032348633,0.00024759769439697266,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,3,6.07773434371353e-07,5.5481869976262615e-08,7.918673906079783e-07,7.22872720647907e-08,151.6950073561993,151.69500802106617,6.648668602338148e-07,0.019863128662109375,0.018241286277770996,-0.001621842384338379,0.0026464462280273438,0.0035467147827148438,0.0009002685546875,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,4,8.86804088941428e-07,8.095376726683962e-08,1.0316296774548874e-06,9.417447422230343e-08,147.32256383120125,147.32256512940518,1.2982039265807543e-06,0.0099107027053833,0.009320497512817383,-0.000590205192565918,0.008753180503845215,0.008381366729736328,-0.0003718137741088867,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,5,1.1522929456332265e-06,1.0518947319623203e-07,1.322850532529723e-06,1.207591794790418e-07,137.50702147407196,137.507024092545,2.618473047277803e-06,0.046321868896484375,0.04577195644378662,-0.0005499124526977539,0.004460453987121582,0.0028939247131347656,-0.0015665292739868164,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,6,1.544953836989776e-06,1.410343444705766e-07,1.386688962475281e-06,1.2658680416519104e-07,130.74000384811083,130.74000644966313,2.6015522962552495e-06,0.03549158573150635,0.03649008274078369,0.0009984970092773438,0.00025093555450439453,0.00021207332611083984,-3.886222839355469e-05,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,7,1.5262662037683716,0.1393284047602856,1.1246155551260264,0.10266288467728656,121.78874772512992,121.94999162879007,0.16124390366015007,0.00503164529800415,0.011846542358398438,0.006814897060394287,0.0018923282623291016,0.0003973245620727539,-0.0014950037002563477,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,8,1.9190740916564049,0.17518669492065828,1.686285945550355,0.1539361417969763,115.74090816607466,116.41869662973735,0.6777884636626936,0.0046120285987854,0.0019373297691345215,-0.002674698829650879,0.00027114152908325195,0.0012794733047485352,0.0010083317756652832,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,9,3.2223828380985773,0.2941619615573514,2.2071723810325263,0.20148635023231704,102.63211570993361,104.06292665832805,1.4308109483944378,0.001049816608428955,0.017808198928833008,0.016758382320404053,0.0008865594863891602,0.0012146234512329102,0.00032806396484375,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,10,3.7426981448600602,0.3416600333120988,3.6277391353128547,0.33116575952585614,95.26531722633192,97.2919225143505,2.0266052880185867,0.0088728666305542,0.0068340301513671875,-0.0020388364791870117,0.00022834539413452148,0.0015708208084106445,0.001342475414276123,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,11,4.429219223588926,0.40433054681586217,3.493578382643309,0.3189186144310258,76.15967219795586,85.9202438769629,9.760571679007043,0.0027568936347961426,0.0001385211944580078,-0.0026183724403381348,7.426738739013672e-05,4.583597183227539e-05,-2.8431415557861328e-05,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,12,5.113034444091784,0.4667540503883261,4.232672059975554,0.38638832762841174,65.43739818573393,78.45907587255472,13.021677686820794,0.0013295412063598633,0.002811908721923828,0.0014823675155639648,1.150369644165039e-05,0.00029456615447998047,0.0002830624580383301,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,13,6.365790280373031,0.5811144888179074,4.864809315693093,0.4440943000277297,46.6602469331754,55.972892941337,9.3126460081616,0.00044143199920654297,8.171796798706055e-05,-0.0003597140312194824,0.0008377432823181152,0.0016120076179504395,0.0007742643356323242,,,,,extension56,same_receiving_gpu
reach,11,fixed_rank4,14,6.589568850020583,0.6015425838982751,4.137944430870181,0.3777409177484124,30.102074990286198,40.171378384513886,10.069303394227688,0.0008224844932556152,0.0006784796714782715,-0.00014400482177734375,9.733438491821289e-05,0.0002620816230773926,0.0001647472381591797,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.04577493667602539,0.046218156814575195,0.0004432201385498047,0.002926349639892578,0.002949237823486328,2.288818359375e-05,True,10.0,7.001558939615886e-05,0.00032785791930832806,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,1,2.0599920638459422e-07,1.8805068694167413e-08,4.842304232499576e-07,4.420398764071264e-08,165.7788302151087,165.77883058659603,3.7148731735214824e-07,0.02152109146118164,0.021738529205322266,0.000217437744140625,0.004522085189819336,0.0041179656982421875,-0.00040411949157714844,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,2,4.155160142726387e-07,3.793124900362713e-08,6.093099206763766e-07,5.562213134435582e-08,158.79593644852918,158.79593714286682,6.943376433810045e-07,0.012495756149291992,0.012175440788269043,-0.0003203153610229492,0.0008072853088378906,0.000408172607421875,-0.0003991127014160156,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,3,5.286763153853056e-07,4.826132392587457e-08,7.312204925051509e-07,6.675099304251806e-08,151.6950073561993,151.69500809768812,7.414888045786938e-07,0.019863128662109375,0.019581317901611328,-0.0002818107604980469,0.0026464462280273438,0.002293825149536133,-0.00035262107849121094,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,4,9.184532348290838e-07,8.384292578824645e-08,1.0362469345756596e-06,9.459597020211146e-08,147.32256383120125,147.3225649801978,1.1489965459077212e-06,0.0099107027053833,0.00971519947052002,-0.00019550323486328125,0.008753180503845215,0.008219599723815918,-0.0005335807800292969,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,5,1.2209610537536663e-06,1.1145798516269345e-07,1.226248777594625e-06,1.1194068610028527e-07,137.50702147407196,137.50702310517102,1.631099053156504e-06,0.046321868896484375,0.04603385925292969,-0.0002880096435546875,0.004460453987121582,0.0037592649459838867,-0.0007011890411376953,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,6,1.6668374236596267e-06,1.5216074277202881e-07,1.2327502894369623e-06,1.1253419021594112e-07,130.74000384811083,130.74000621199872,2.363887887213423e-06,0.03549158573150635,0.03610086441040039,0.000609278678894043,0.00025093555450439453,0.00016105175018310547,-8.988380432128906e-05,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,7,1.400730784346402,0.12786864126307146,1.1249869141363764,0.10269678496177014,121.78874772512992,120.1865390821184,-1.6022086430115223,0.00503164529800415,0.012111842632293701,0.007080197334289551,0.0018923282623291016,0.0018559694290161133,-3.635883331298828e-05,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,8,2.108084202868082,0.1924408785051909,1.721578867419221,0.1571579300349505,115.74090816607466,114.65524463465839,-1.085663531416273,0.0046120285987854,0.0054291486740112305,0.0008171200752258301,0.00027114152908325195,0.0006629824638366699,0.00039184093475341797,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,9,3.290751424630401,0.3004031310687221,2.375408289008885,0.21684411719581956,102.6321157099336,103.82525477304507,1.1931390631114738,0.001049816608428955,0.0012395977973937988,0.00018978118896484375,0.0008865594863891602,0.0003218650817871094,-0.0005646944046020508,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,10,3.7757195920374085,0.34467446522884865,2.9341663148442563,0.2678515130186675,95.26531722633192,94.52213383621938,-0.7431833901125344,0.0088728666305542,0.010494410991668701,0.001621544361114502,0.00022834539413452148,0.002381443977355957,0.0021530985832214355,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,11,3.713930352186375,0.33903390514926396,3.4180572095089574,0.31202450608186966,76.15967219795586,83.86618711125058,7.7065149132947255,0.0027568936347961426,0.0003820061683654785,-0.002374887466430664,7.426738739013672e-05,0.00040352344512939453,0.0003292560577392578,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,12,4.313237959900009,0.39374295442079965,3.5672022747476695,0.3256395255105066,65.43739818573393,76.45123734819488,11.013839162460954,0.0013295412063598633,0.0012373924255371094,-9.21487808227539e-05,1.150369644165039e-05,0.00030928850173950195,0.00029778480529785156,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,13,5.118886343131487,0.4672882532397075,3.797277462840055,0.3466424205839139,46.6602469331754,54.078525039592066,7.418278106416665,0.00044143199920654297,0.0027840733528137207,0.0023426413536071777,0.0008377432823181152,0.000402987003326416,-0.0004347562789916992,,,,,extension56,same_receiving_gpu
reach,11,matched_random_fixed_rank4,14,5.774082992678393,0.5270992506661488,3.970423417005736,0.3624484113901304,30.102074990286198,48.43270448501906,18.33062949473286,0.0008224844932556152,0.003615260124206543,0.0027927756309509277,9.733438491821289e-05,0.00046432018280029297,0.0003669857978820801,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.009073257446289062,0.008658885955810547,-0.0004143714904785156,0.002481222152709961,0.0028188228607177734,0.0003376007080078125,True,10.0,-0.0003929901123046875,0.0005564552497890048,extension56,same_receiving_gpu
reach,12,fixed_rank4,1,0.0,0.0,0.0,0.0,163.09115868658301,163.09115868658301,0.0,0.02818918228149414,0.02779841423034668,-0.00039076805114746094,0.0007016658782958984,0.0011525154113769531,0.0004508495330810547,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,2,0.0,0.0,0.0,0.0,154.54886279783778,154.54886279783778,0.0,0.08788132667541504,0.08706140518188477,-0.0008199214935302734,0.003481626510620117,0.0026769638061523438,-0.0008046627044677734,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,3,0.0,0.0,0.0,0.0,146.8285410834961,146.8285410834961,0.0,0.19470727443695068,0.1947314739227295,2.4199485778808594e-05,0.0013203620910644531,0.0015749931335449219,0.00025463104248046875,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,4,0.0,0.0,0.0,0.0,136.92827456905917,136.92827456905917,0.0,0.06364405155181885,0.06421792507171631,0.0005738735198974609,0.00040602684020996094,0.0006035566329956055,0.00019752979278564453,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,5,1.460115679504962,0.13328971570530854,0.9146793258062796,0.08349841660461943,127.18509073260223,126.22567483428551,-0.9594158983167205,0.0437469482421875,0.04895985126495361,0.005212903022766113,0.001873612403869629,0.0007184743881225586,-0.0011551380157470703,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,6,2.328569031830068,0.21256829757354886,1.673275321017427,0.15274843970632382,119.85869222270182,120.97221825789055,1.1135260351887268,0.005392551422119141,0.0417780876159668,0.036385536193847656,0.0003610849380493164,0.0030001401901245117,0.0026390552520751953,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,7,3.0126090839815527,0.275012325373612,2.5314724090165828,0.23109075702005447,107.14585855929298,111.84021456053065,4.694356001237679,0.08701252937316895,0.010440468788146973,-0.07657206058502197,0.0036962032318115234,0.0022088289260864258,-0.0014873743057250977,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,8,4.009325727606153,0.36599969023261714,3.9781395244676587,0.3631527924089686,103.97467175172449,109.34520044630425,5.370528694579761,0.030905723571777344,0.016150593757629395,-0.01475512981414795,0.0006093978881835938,0.0002334117889404297,-0.00037598609924316406,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,9,6.257052101720616,0.5711880965995818,4.153410132295476,0.3791527366714581,96.08690375759235,107.10636587625828,11.019462118665928,0.01003885269165039,0.0029098987579345703,-0.00712895393371582,0.0020432472229003906,0.0024869441986083984,0.0004436969757080078,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,10,6.432922606453547,0.5872428037065893,4.406537476389924,0.40225999605177504,86.96044047404436,100.58733361263151,13.62689313858715,0.021155953407287598,0.011417269706726074,-0.009738683700561523,0.00022614002227783203,0.0035316944122314453,0.0033055543899536133,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,11,7.148550182766035,0.6525703647597726,4.392610388819471,0.4009886327146605,77.21098973437884,92.25681573552436,15.045826001145514,0.0073500871658325195,0.002633213996887207,-0.0047168731689453125,7.331371307373047e-05,0.0014960765838623047,0.0014227628707885742,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,12,8.311878244172005,0.7587672015949067,5.010026007688312,0.45735070968307323,68.04490712285472,80.1344676585406,12.089560535685877,0.005766868591308594,0.012036621570587158,0.0062697529792785645,0.0035980939865112305,0.0010894536972045898,-0.0025086402893066406,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,13,8.865811139292429,0.8093341252618399,4.735667424067542,0.4323053121673627,58.64822647478604,70.77517353939916,12.12694706461312,0.010977506637573242,0.002086818218231201,-0.008890688419342041,0.00044357776641845703,0.0022302865982055664,0.0017867088317871094,,,,,extension56,same_receiving_gpu
reach,12,fixed_rank4,14,9.725196754346845,0.887784939755299,4.914259077359426,0.4486084250157138,52.52395221620286,62.38278304901381,9.858830832810952,0.007510960102081299,0.00043451786041259766,-0.007076442241668701,0.0002605915069580078,0.0007255673408508301,0.00046497583389282227,,,,,extension56,same_receiving_gpu
reach,12,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.009073257446289062,0.008743762969970703,-0.0003294944763183594,0.002481222152709961,0.002754688262939453,0.0002734661102294922,True,10.0,0.00011270761489868164,0.0002442655761264807,extension56,same_receiving_gpu
reach,12,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,163.09115868658301,163.09115868658301,0.0,0.02818918228149414,0.02785634994506836,-0.00033283233642578125,0.0007016658782958984,0.0012853145599365234,0.000583648681640625,,,,,extension56,same_receiving_gpu
