task,condition,layer,metric,n,n_defined,mean,marginal_95_low,marginal_95_high,both_positive_count,both_zero_count,linear_zero_count,cubic_zero_count
reach-wall,bfloat16,3,donor_response_rms_mean,32,32,0.032058357352197572,0.031883206425389103,0.032241024656566662,32,0,0,0
reach-wall,bfloat16,3,exact_unchanged_fraction_mean,32,32,0.0091065216064453117,0.0090488433837890639,0.0091634368896484387,32,0,0,0
reach-wall,bfloat16,4,linear_center_mse,32,32,0.001478548849698804,0.0014566321144370738,0.0015023859035023692,32,0,0,0
reach-wall,bfloat16,4,cubic_center_mse,32,32,0.0020071703824848085,0.0019770978806948596,0.002039597129051429,32,0,0,0
reach-wall,bfloat16,4,log_ratio,32,32,0.30564695185021507,0.2950679041870406,0.31634022813086482,32,0,0,0
reach-wall,bfloat16,4,donor_response_rms_mean,32,32,0.05947410130634237,0.059081104611745094,0.059869461555024955,32,0,0,0
reach-wall,bfloat16,4,exact_unchanged_fraction_mean,32,32,0.0051670074462890625,0.0051163482666015626,0.0052165222167968751,32,0,0,0
reach-wall,bfloat16,5,linear_center_mse,32,32,0.0092893513856024835,0.0091062208650896561,0.0094677542518135701,32,0,0,0
reach-wall,bfloat16,5,cubic_center_mse,32,32,0.012477857146974292,0.012207942107788744,0.012755517174487193,32,0,0,0
reach-wall,bfloat16,5,log_ratio,32,32,0.29473646115262553,0.27762713390747101,0.31177545636709747,32,0,0,0
reach-wall,bfloat16,5,donor_response_rms_mean,32,32,0.1506458913633073,0.14920358834720823,0.15212732620114272,32,0,0,0
reach-wall,bfloat16,5,exact_unchanged_fraction_mean,32,32,0.0026589965820312499,0.0026232147216796878,0.0026969146728515626,32,0,0,0
