source_id,task,precision,lineage_group,arm,omitted_activation_mse,endpoint_line_valid,common_energy_edit_eligible,recorded_proprio_mse_h1,recorded_proprio_mse_h2,recorded_proprio_mse_h3,recorded_proprio_mse_h4,recorded_proprio_mse_h5,recorded_proprio_mse_h6,raw_native_proprio_fidelity_mse_h3,delivered_native_proprio_fidelity_mse_h3,raw_native_proprio_fidelity_mse_h6,delivered_native_proprio_fidelity_mse_h6,recorded_visual_mse_h1,recorded_visual_mse_h2,recorded_visual_mse_h3,recorded_visual_mse_h4,recorded_visual_mse_h5,recorded_visual_mse_h6,raw_native_visual_fidelity_mse_h3,delivered_native_visual_fidelity_mse_h3,raw_native_visual_fidelity_mse_h6,delivered_native_visual_fidelity_mse_h6
S03,reach,bfloat16,metaworld:state-action:277b660c7cfae199b6daf6c4b967da1cfd0eb4dd050d75d285460d10c1431b1f,projected_cubic,0.0007125935556056599,1.0,1.0,0.00020312679638057792,0.0003166346468788106,0.00048211459846546253,0.0006297353950988812,0.0008170918188019035,0.001072598554310389,1.134257151136353e-06,1.0847517117440475e-06,1.5826334475832482e-06,1.5533674030621115e-06,0.11664000625411669,0.13407692089676856,0.1480757490421335,0.16622329987585543,0.18698180392384528,0.21503778956830502,6.293168192617789e-05,6.009248490954633e-05,9.756871483356614e-05,9.774994335505956e-05
S03,reach,bfloat16,metaworld:state-action:277b660c7cfae199b6daf6c4b967da1cfd0eb4dd050d75d285460d10c1431b1f,reflected_curvature,0.002195350480421136,1.0,1.0,0.00020312679638057792,0.0003166346468788106,0.00048275333683704956,0.0006297280871270535,0.0008171852920592452,0.0010710162697553946,1.5388391181166602e-06,1.1023401699598405e-06,1.6914210940891886e-06,1.5696023988690893e-06,0.11664000625411669,0.13407692089676856,0.1480488399664561,0.1661630770812432,0.18691442559162777,0.21487282514572142,8.174689689136964e-05,6.0502098979971684e-05,0.00010245179018966155,9.680998555268161e-05
S03,reach,bfloat16,metaworld:state-action:2bf080885ead7bb5ba1d11af9c37e9e1ab0deb5f99e1127c46bf4a86dc955209,equal_anchor_linear,0.0006203207138848181,1.0,1.0,0.0002706936794614497,0.00037607325709056264,0.00041778034956223563,0.000500483258292661,0.0006167169560891731,0.0007925938618427609,1.3811133030117162e-06,1.3568247031988298e-06,2.0154989850122244e-06,2.0129586763080926e-06,0.1385975470766425,0.15413216644277175,0.1652978029102087,0.17566426681975525,0.1877728570252657,0.19740884465475877,6.347175127909092e-05,6.196175321141103e-05,0.00010437950034732542,0.00010098733297733512
S03,reach,bfloat16,metaworld:state-action:2bf080885ead7bb5ba1d11af9c37e9e1ab0deb5f99e1127c46bf4a86dc955209,cubic,0.000919856819382403,1.0,1.0,0.0002706936794614497,0.00037607325709056264,0.0004174149663109953,0.0004997831563135454,0.0006167536092107184,0.000791569305753607,1.4196906590768776e-06,1.3135655725212322e-06,2.0413869947333295e-06,2.0130109362526127e-06,0.1385975470766425,0.15413216644277175,0.16527523174881936,0.17564341935018699,0.1877528308580319,0.19737546220421792,6.782322646661973e-05,6.20020394308085e-05,0.00010523161223924641,0.00010412475385237485
S03,reach,bfloat16,metaworld:state-action:2bf080885ead7bb5ba1d11af9c37e9e1ab0deb5f99e1127c46bf4a86dc955209,projected_cubic,0.0007802199160020488,1.0,1.0,0.0002706936794614497,0.00037607325709056264,0.0004175247853102822,0.0005010299018370763,0.0006164872212442181,0.0007923291267312986,1.5225031527658453e-06,1.402789177973318e-06,2.091604422579015e-06,2.066640079571395e-06,0.1385975470766425,0.15413216644277175,0.16529840516547362,0.17567946190635364,0.1877752716342608,0.19742676379779975,6.662298386193773e-05,6.212686054520115e-05,0.00010685707778369154,0.00010456809128906267
S03,reach,bfloat16,metaworld:state-action:2bf080885ead7bb5ba1d11af9c37e9e1ab0deb5f99e1127c46bf4a86dc955209,reflected_curvature,0.0024459829903207718,1.0,1.0,0.0002706936794614497,0.00037607325709056264,0.0004176068264011216,0.0005010354122835755,0.0006166694329294842,0.0007931885469588451,2.0588475985997927e-06,1.4145947768421744e-06,2.1423370516989356e-06,2.0706011686873657e-06,0.1385975470766425,0.15413216644277175,0.1653169176230828,0.17566110094388326,0.1876975721369187,0.19739764432112375,8.997407179170599e-05,6.206427979122963e-05,0.00010748373376069745,0.0001049265712936176
S03,reach,bfloat16,metaworld:state-action:2e810322b947f4f2e91093de18a9681b2ecef5fb97792b50bcd6bbda100cb7ac,equal_anchor_linear,0.0005325489667787527,1.0,1.0,0.00021407319357725403,0.0002865009120190128,0.00041016008544829673,0.0005456532494766482,0.0007209544666693546,0.000896530138804034,1.3986541593643172e-06,1.409278106242103e-06,1.903145097041185e-06,1.9068769840184057e-06,0.12458797302097083,0.14042030007888873,0.15318138543516396,0.16784750993053119,0.1860542965432008,0.20578115085760754,6.078086213771409e-05,6.05695503509196e-05,9.798552218853729e-05,9.630065433157143e-05
S03,reach,bfloat16,metaworld:state-action:2e810322b947f4f2e91093de18a9681b2ecef5fb97792b50bcd6bbda100cb7ac,cubic,0.0007748277203063481,1.0,1.0,0.00021407319357725403,0.0002865009120190128,0.0004100080968783004,0.0005452997022075579,0.0007205976204810819,0.000897102849072932,1.492816465050358e-06,1.3954206257456765e-06,1.9502726767465598e-06,1.925270260016987e-06,0.12458797302097083,0.14042030007888873,0.15319477152079344,0.16787483257551988,0.18612633533775808,0.20597324085732302,6.421157631848473e-05,6.040797979949275e-05,9.727099240990356e-05,9.687870424386346e-05
S03,reach,bfloat16,metaworld:state-action:2e810322b947f4f2e91093de18a9681b2ecef5fb97792b50bcd6bbda100cb7ac,projected_cubic,0.0006681402999674901,1.0,1.0,0.00021407319357725403,0.0002865009120190128,0.0004106289469442951,0.0005454378537251614,0.0007201278206290832,0.000896804106014315,1.4573592210354036e-06,1.4043075845885748e-06,1.911131650444986e-06,1.904042955895117e-06,0.12458797302097083,0.14042030007888873,0.15319702470054228,0.16782532793780167,0.18602106447021166,0.20584013710419338,6.345670041506916e-05,6.130742752551063e-05,9.589227526400161e-05,9.687450698644776e-05
S03,reach,bfloat16,metaworld:state-action:2e810322b947f4f2e91093de18a9681b2ecef5fb97792b50bcd6bbda100cb7ac,reflected_curvature,0.0020569134649122134,1.0,1.0,0.00021407319357725403,0.0002865009120190128,0.00041065029824191395,0.0005455161466670688,0.000719832335501754,0.0008974035910796375,1.9314871347357135e-06,1.4514469270920927e-06,2.0276441337803894e-06,1.9231342046547677e-06,0.12458797302097083,0.14042030007888873,0.15319518415878217,0.16782316726942856,0.18605943272511163,0.20586510250965753,8.297607231118793e-05,6.091760233175592e-05,0.00010220931041355167,9.748618710242833e-05
S03,reach,bfloat16,metaworld:state-action:30c176b5b66ffdd1b3e7ccd00586f03f0441035e30d34fd6928b1517745362c5,equal_anchor_linear,0.0005896869423546984,1.0,1.0,0.0002604796435965303,0.000320232785694922,0.0003910659391597922,0.0004545638429893491,0.0005711394143872895,0.0007391963639141371,1.5759926981218086e-06,1.5418099697702321e-06,2.071883636745042e-06,2.0922638877133676e-06,0.13171486121912798,0.14582438382009666,0.15698589359720547,0.1686855765680472,0.1783676816771428,0.1871099433551232,6.070243834983557e-05,6.021971260755284e-05,9.595580765259607e-05,9.603003084824498e-05
S03,reach,bfloat16,metaworld:state-action:30c176b5b66ffdd1b3e7ccd00586f03f0441035e30d34fd6928b1517745362c5,cubic,0.0008661530024255626,1.0,1.0,0.0002604796435965303,0.000320232785694922,0.0003904825506954997,0.0004539123556848305,0.0005704122709479027,0.0007381826707084353,1.6445386871547878e-06,1.510739708029026e-06,2.1088185671184573e-06,2.1188137660980526e-06,0.13171486121912798,0.14582438382009666,0.15701308858891327,0.16868619670470555,0.17835760476688545,0.18716069360574086,6.518267282444868e-05,5.9914511196742146e-05,9.749733944772743e-05,9.664771817673076e-05
