task,precision,arm,endpoint,horizon,n,native_mean,learned_mean,random_mean,reduction_vs_native_percent,advantage_vs_random_percent,source_sha256
reach,float32,single_block2,proprio_mse,4,33,0.00048644012430752747,0.0004734923711801072,0.0004856735961022258,2.661736250859662,2.5041571024715896,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,proprio_mse,4,33,0.00048644012430752747,0.00047546152685882967,0.0004863592212701644,2.256926782988225,2.2402951291997506,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,proprio_mse,4,33,0.00048644012430752747,0.0004795611710469162,0.00048631831279929635,1.4141418268905792,1.3891004081950054,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,proprio_mse,4,33,0.00048644012430752747,0.00048368048005567734,0.000486412535063191,0.5673142723944956,0.5616426094378778,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,proprio_mse,4,33,0.00048644012430752747,0.00047011017623578544,0.00048578749677960666,3.357031473295619,3.222867473389184,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,proprio_mse,4,33,0.00048644012430752747,0.0004731211871532853,0.00048647815823127844,2.7380424616909176,2.7458612911522224,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,proprio_mse,5,33,0.0006179472094292505,0.0005948420839816051,0.0006153174216605192,3.739012830721538,3.3134444765638698,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,proprio_mse,5,33,0.0006179472094292505,0.0005958051861311142,0.0006157968913318443,3.5831577455600327,3.2351801085395064,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,proprio_mse,5,33,0.0006179472094292505,0.0006003799383295406,0.0006164635161118408,2.8428433418989587,2.602743007312113,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,proprio_mse,5,33,0.0006179472094292505,0.000602891555308356,0.0006167686385812675,2.4363981083109447,2.245674559438284,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,proprio_mse,5,33,0.0006179472094292505,0.0006083146001640332,0.0006177101098103896,1.558807794295931,1.5204388826408497,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,proprio_mse,5,33,0.0006179472094292505,0.0006139985359836965,0.0006179114400480892,0.6389985075264125,0.6332100873158308,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,proprio_mse,5,33,0.0006179472094292505,0.0005955883225452094,0.000614480778509607,3.6182519384936276,3.0572928684065226,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,proprio_mse,5,33,0.0006179472094292505,0.0005994610807068635,0.0006156463527352598,2.991538506899509,2.6191997927048405,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,proprio_mse,6,33,0.0007675994573660182,0.0007441876036285646,0.0007648636792656922,3.0500091568316554,2.693602169558143,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,proprio_mse,6,33,0.0007675994573660182,0.0007453508101253197,0.0007654899070213573,2.8984709443442975,2.6236465780140037,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,proprio_mse,6,33,0.0007675994573660182,0.0007500019392414334,0.0007660109076768453,2.2925391564201876,2.085588816118493,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,proprio_mse,6,33,0.0007675994573660182,0.0007527822952728125,0.0007664409609071408,1.930324722225586,1.7794001159403345,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,proprio_mse,6,33,0.0007675994573660182,0.0007581505997369838,0.0007673152620297672,1.230961999563905,1.1939380890434101,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,proprio_mse,6,33,0.0007675994573660182,0.0007638067371413909,0.0007675285299568475,0.49410147287516887,0.4848613140279846,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,proprio_mse,6,33,0.0007675994573660182,0.0007453093135384302,0.0007643998934869123,2.9038769652177145,2.4870496930769734,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,proprio_mse,6,33,0.0007675994573660182,0.0007492889024617416,0.0007652556654464187,2.3854309338764295,2.0800904471019743,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,1,33,0.1200724427362509,0.1200724427362509,0.1200724427362509,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,2,33,0.13569343623827504,0.13569343623827504,0.13569343623827504,0.0,0.0,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,3,33,0.14985166340690068,0.14940727743498908,0.14984484618397975,0.2965505766225177,0.2920012624768263,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,3,33,0.14985166340690068,0.1494515639701576,0.1498483800583265,0.2669969939917588,0.26480592817405957,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,3,33,0.14985166340690068,0.14955227530815385,0.14985137751909214,0.19978963992804166,0.1995988593907837,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,3,33,0.14985166340690068,0.14970706688296614,0.1498615350197963,0.09649310568004867,0.10308069548131289,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,3,33,0.14985166340690068,0.14980866630947348,0.14985309087417342,0.028693106535922674,0.029645693407694983,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,3,33,0.14985166340690068,0.14983579006158942,0.14985338263778072,0.01059270544641844,0.011739993932219304,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,3,33,0.14985166340690068,0.14956319418669953,0.1498394915645923,0.19250318190853294,0.18438058785008976,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,3,33,0.14985166340690068,0.14964374132793057,0.14984425729648632,0.138751932573164,0.13380963814280494,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,4,33,0.16418566686298813,0.16365146020784824,0.16417285334507026,0.3253674119956452,0.31756312666264563,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,4,33,0.16418566686298813,0.16369843720975852,0.16417400402703672,0.2967552908477723,0.28965184742652206,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,4,33,0.16418566686298813,0.16380221013055007,0.16417687480347323,0.23355067452876446,0.22819572504816368,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,4,33,0.16418566686298813,0.1639373245564374,0.1641803654155346,0.1512569953855849,0.14802806100000554,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,4,33,0.16418566686298813,0.16405007577303682,0.1641797737265476,0.08258399928689543,0.07899468692295435,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,4,33,0.16418566686298813,0.16413100434448383,0.16418342713191353,0.03329311233356407,0.0319289670233198,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,4,33,0.16418566686298813,0.1637646105554369,0.16416922383988747,0.25645131855669606,0.24643642297242638,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,4,33,0.16418566686298813,0.16386122299226547,0.1641687792057943,0.197607913602723,0.1873222062590284,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,5,33,0.17929694761305745,0.17843895984456093,0.17920770752761103,0.47852893198614455,0.4287567040511726,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,5,33,0.17929694761305745,0.1784913025928116,0.1792121935071367,0.4493356027368212,0.4020653580120501,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,5,33,0.17929694761305745,0.17865792869430297,0.17924581075444665,0.35640256416051963,0.3278818005381741,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,5,33,0.17929694761305745,0.17879974775844149,0.17922255255357183,0.2773052532321839,0.23581260069346444,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,5,33,0.17929694761305745,0.17899062111785616,0.17928437850993087,0.17084869501648103,0.16383847911826832,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,5,33,0.17929694761305745,0.17917045320224279,0.17929280547030044,0.07055023105449273,0.06824001729337931,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,5,33,0.17929694761305745,0.17852846860245924,0.17917598432136905,0.42860685629555034,0.36114151831921765,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,5,33,0.17929694761305745,0.17867481159140364,0.17918709716336292,0.34698639878490906,0.2857190703909,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block0,visual_mse,6,33,0.1950258153293169,0.19405747278960367,0.19489875174682547,0.49652018532936504,0.43136799905245105,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block1,visual_mse,6,33,0.1950258153293169,0.19411186950300074,0.19490969460269417,0.46862812739579224,0.4090869192605245,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block2,visual_mse,6,33,0.1950258153293169,0.19429475168951532,0.19495789790055668,0.37485480502523044,0.3400299647108657,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block3,visual_mse,6,33,0.1950258153293169,0.1944475940795559,0.19492704498986102,0.2964844673432765,0.24583971588352932,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block4,visual_mse,6,33,0.1950258153293169,0.19466782175004482,0.19500682048236181,0.18356214979415647,0.17382249203499803,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,single_block5,visual_mse,6,33,0.1950258153293169,0.1948797617145259,0.19501765855973718,0.07488937530879161,0.07070697024311284,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,intermediate_blocks2_3,visual_mse,6,33,0.1950258153293169,0.1941362432683959,0.19488731183186925,0.45613041505242835,0.38511238227877925,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach,float32,all_six_blocks,visual_mse,6,33,0.1950258153293169,0.19430394724500605,0.19489364606525864,0.37013975975022473,0.3023696218148523,ee5e0b665d0caade3af2a48e69b6fae5c4d0eb908c259b1d9bbabb8b14b100a9
reach-wall,bfloat16,single_block0,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,1,27,0.0002569185601658566,0.0002569185601658566,0.0002569185601658566,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,2,27,0.00034604592516570626,0.00034604592516570626,0.00034604592516570626,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,proprio_mse,3,27,0.0004585782681232682,0.00044879064964424076,0.00045780076931277794,2.134339797453387,1.964794298999622,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,3,27,0.0004585782681232682,0.00044991585333421276,0.00045873762934251665,1.8889719359154011,1.923723085354005,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,3,27,0.0004585782681232682,0.0004514664679879422,0.00045803748953515835,1.550836712003604,1.432911675930053,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,3,27,0.0004585782681232682,0.0004526007976869831,0.0004574716683764788,1.3034787847116893,1.0621677973162085,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,3,27,0.0004585782681232682,0.0004546460637199889,0.0004586931625161935,0.8574772675931301,0.8825317459476206,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,3,27,0.0004585782681232682,0.0004573143865091418,0.0004587032034252821,0.2756087023702196,0.30285275441071347,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,3,27,0.0004585782681232682,0.00044993568046467977,0.0004590076879398067,1.8846483270910768,1.9782898810826997,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,3,27,0.0004585782681232682,0.0004507238274392741,0.00045859160255295805,1.7127808337142498,1.7156886099035678,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,proprio_mse,4,27,0.0005705656631893542,0.0005620712677059432,0.0005698147937392257,1.4887673814664883,1.3571664985932863,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,4,27,0.0005705656631893542,0.0005631675487457858,0.0005703782241327622,1.2966280519255777,1.263776608404732,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,4,27,0.0005705656631893542,0.000564508372026242,0.0005695438839784065,1.061629108427789,0.882547316993619,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,4,27,0.0005705656631893542,0.0005654604081922307,0.000569483462061692,0.8947708084265166,0.705099189981608,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,4,27,0.0005705656631893542,0.0005675579859486373,0.0005704182241386683,0.527139544974469,0.5012986891014094,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,4,27,0.0005705656631893542,0.0005694876629436126,0.0005704950169016274,0.18893535228107144,0.17655355430677616,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,4,27,0.0005705656631893542,0.0005629137741683127,0.0005702641289296738,1.3411057683122503,1.2882574672078881,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,4,27,0.0005705656631893542,0.0005639256302598414,0.0005702327708728082,1.1637631490819553,1.1054188886360719,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,proprio_mse,5,27,0.0006885690914871555,0.0006769251308974668,0.0006870118429992825,1.691037360468848,1.4648801734667902,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,5,27,0.0006885690914871555,0.0006785433139112335,0.0006875168319086777,1.4560307309566565,1.3032124311684417,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,5,27,0.0006885690914871555,0.0006804833205136178,0.0006868314858478205,1.1742860772437924,0.9219358540320298,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,5,27,0.0006885690914871555,0.0006814295254150272,0.0006866874753339087,1.0368699612566699,0.7636052770718261,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,5,27,0.0006885690914871555,0.0006842857164344793,0.0006882678460537991,0.6220690277318525,0.5783195424469673,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,5,27,0.0006885690914871555,0.0006868677463820477,0.0006884403757390424,0.2470841526495578,0.2283909307631266,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,5,27,0.0006885690914871555,0.0006782886961872585,0.0006875704261655761,1.4930085342189283,1.3479736591532319,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,5,27,0.0006885690914871555,0.0006796886294304622,0.0006874516826271393,1.2896980370573274,1.1274181912392665,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,proprio_mse,6,27,0.0008200658456908172,0.0008075476124455841,0.000817851740080018,1.5264912337237821,1.2565000345495136,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,proprio_mse,6,27,0.0008200658456908172,0.000809296014078966,0.0008181820975831798,1.3132886424234362,1.0835817088234208,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block2,proprio_mse,6,27,0.0008200658456908172,0.000811488030376495,0.0008175971149453459,1.045991045645403,0.7449504940307092,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block3,proprio_mse,6,27,0.0008200658456908172,0.0008123328987988507,0.0008174062546997986,0.9429665840372049,0.6186522615966454,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block4,proprio_mse,6,27,0.0008200658456908172,0.0008152948279642673,0.0008191096026379971,0.581784712973975,0.4651790699216643,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block5,proprio_mse,6,27,0.0008200658456908172,0.0008176212337320415,0.0008191352405840097,0.2980994723315692,0.184620157018344,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,intermediate_blocks2_3,proprio_mse,6,27,0.0008200658456908172,0.0008091139606951828,0.0008184527556048482,1.3354884919525756,1.138785983922854,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,all_six_blocks,proprio_mse,6,27,0.0008200658456908172,0.0008102376908892089,0.0008181768898591851,1.1984592277866588,0.9681172568878673,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block0,visual_mse,1,27,0.1264569773764154,0.1264569773764154,0.1264569773764154,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
reach-wall,bfloat16,single_block1,visual_mse,1,27,0.1264569773764154,0.1264569773764154,0.1264569773764154,0.0,0.0,ba39a4f74ce097893077832c8e6d3c3acbcdd00f80b62e1ce3210c15e3e56ded
