task,episode,arm,metric,edited,native,effect
reach,12,fixed_rank4,actual_weighted_goal_cost,2.6550637751817705,2.688996413350105,-0.033932638168334694
reach,12,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.2265771433711052,1.2293630830943585,-0.00278593972325325
reach,12,matched_random_fixed_rank4,terminal_ee_distance,0.20122529676969728,0.1999269758753966,0.0012983208943006808
reach,12,matched_random_fixed_rank4,actual_weighted_goal_cost,2.6550637751817705,2.688996413350105,-0.033932638168334694
reach,12,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.228894802182913,1.2293630830943585,-0.00046828091144557327
reach,13,fixed_rank4,terminal_ee_distance,0.20102089207574975,0.2000282959272498,0.0009925961484999468
reach,13,fixed_rank4,actual_weighted_goal_cost,1.9936862394213677,1.9743297129869462,0.01935652643442154
reach,13,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0327798541635276,1.0361068967729807,-0.003327042609453157
reach,13,matched_random_fixed_rank4,terminal_ee_distance,0.20028826859775828,0.2000282959272498,0.0002599726705084793
reach,13,matched_random_fixed_rank4,actual_weighted_goal_cost,1.994363683462143,1.9743297129869462,0.02003397047519684
reach,13,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0359362103044987,1.0361068967729807,-0.00017068646848206193
reach,14,fixed_rank4,terminal_ee_distance,0.2050053049612874,0.20749881714325863,-0.002493512181971219
reach,14,fixed_rank4,actual_weighted_goal_cost,2.0736948043107986,2.0887214332818984,-0.015026628971099854
reach,14,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3347505882382393,1.338105807453394,-0.0033552192151546922
reach,14,matched_random_fixed_rank4,terminal_ee_distance,0.20710895852750685,0.20749881714325863,-0.00038985861575177583
reach,14,matched_random_fixed_rank4,actual_weighted_goal_cost,2.10057013630867,2.0887214332818984,0.011848703026771545
reach,14,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3375686235725879,1.338105807453394,-0.0005371838808061469
reach,15,fixed_rank4,terminal_ee_distance,0.16301110664290264,0.1642641100560204,-0.0012530034131177648
reach,15,fixed_rank4,actual_weighted_goal_cost,2.2502634480595587,2.2438508033752442,0.006412644684314461
reach,15,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0839967541396618,1.0871852915734053,-0.003188537433743477
reach,15,matched_random_fixed_rank4,terminal_ee_distance,0.15786891787932408,0.1642641100560204,-0.006395192176696318
reach,15,matched_random_fixed_rank4,actual_weighted_goal_cost,2.194222281873226,2.2438508033752442,-0.04962852150201824
reach,15,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.087084249407053,1.0871852915734053,-0.00010104216635231644
reach,16,fixed_rank4,terminal_ee_distance,0.16207437592384938,0.1620743760337473,-1.0989792409432653e-10
reach,16,fixed_rank4,actual_weighted_goal_cost,2.274179920554161,2.274179920554161,0.0
reach,16,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1969007443636657,1.2001446660608053,-0.0032439216971396068
reach,16,matched_random_fixed_rank4,terminal_ee_distance,0.16511498259141327,0.1620743760337473,0.00304060655766597
reach,16,matched_random_fixed_rank4,actual_weighted_goal_cost,2.216178211569786,2.274179920554161,-0.05800170898437518
reach,16,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1999110016971826,1.2001446660608053,-0.00023366436362270981
reach,17,fixed_rank4,terminal_ee_distance,0.18492830269094765,0.185355689449553,-0.00042738675860534703
reach,17,fixed_rank4,actual_weighted_goal_cost,2.7206864178180696,2.7557060599327086,-0.03501964211463893
reach,17,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4282266803085804,1.4314882941544056,-0.0032616138458252397
reach,17,matched_random_fixed_rank4,terminal_ee_distance,0.18575570462476695,0.185355689449553,0.000400015175213958
reach,17,matched_random_fixed_rank4,actual_weighted_goal_cost,2.7446089908480644,2.7557060599327086,-0.01109706908464414
reach,17,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4313682898879052,1.4314882941544056,-0.0001200042665003842
reach,18,fixed_rank4,terminal_ee_distance,0.1701115147578277,0.17031743507257033,-0.00020592031474261918
reach,18,fixed_rank4,actual_weighted_goal_cost,2.2938971668481827,2.2484725415706635,0.045424625277519226
reach,18,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1510597813874484,1.1537610009312629,-0.002701219543814526
reach,18,matched_random_fixed_rank4,terminal_ee_distance,0.17130505195613543,0.17031743507257033,0.0009876168835651067
reach,18,matched_random_fixed_rank4,actual_weighted_goal_cost,2.2678679332137106,2.2484725415706635,0.019395391643047155
reach,18,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1536083497107028,1.1537610009312629,-0.00015265122056007385
reach,19,fixed_rank4,terminal_ee_distance,0.1929270696873449,0.19438737213421078,-0.0014603024468658743
reach,19,fixed_rank4,actual_weighted_goal_cost,2.5339172691106797,2.4945937901735307,0.03932347893714905
reach,19,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0052031997591258,1.0078248135745524,-0.0026216138154266933
reach,19,matched_random_fixed_rank4,terminal_ee_distance,0.19311922306380355,0.19438737213421078,-0.0012681490704072318
reach,19,matched_random_fixed_rank4,actual_weighted_goal_cost,2.5441388845443726,2.4945937901735307,0.04954509437084198
reach,19,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0076426818966866,1.0078248135745524,-0.00018213167786584883
reach,20,fixed_rank4,terminal_ee_distance,0.21343805977161903,0.19940724091822443,0.014030818853394605
reach,20,fixed_rank4,actual_weighted_goal_cost,2.618534916639328,2.639241561293602,-0.020706644654274076
reach,20,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4902057349681854,1.4933790922164918,-0.0031733572483063632
reach,20,matched_random_fixed_rank4,terminal_ee_distance,0.21343805979156025,0.19940724091822443,0.01403081887333582
reach,20,matched_random_fixed_rank4,actual_weighted_goal_cost,2.618535155057907,2.639241561293602,-0.020706406235694974
reach,20,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.493081057816744,1.4933790922164918,-0.0002980343997478485
reach,21,fixed_rank4,terminal_ee_distance,0.17350299069215616,0.17293955394079302,0.0005634367513631389
reach,21,fixed_rank4,actual_weighted_goal_cost,2.413749563694,2.38892842233181,0.024821141362190158
reach,21,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.421307423710823,1.424711075425148,-0.0034036517143249956
reach,21,matched_random_fixed_rank4,terminal_ee_distance,0.17293955394079302,0.17293955394079302,0.0
reach,21,matched_random_fixed_rank4,actual_weighted_goal_cost,2.38892842233181,2.38892842233181,0.0
reach,21,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.424647419154644,1.424711075425148,-6.365627050386458e-05
reach,22,fixed_rank4,terminal_ee_distance,0.22562697861569894,0.22574084981608492,-0.0001138712003859732
reach,22,fixed_rank4,actual_weighted_goal_cost,2.655445984005928,2.7047200381755827,-0.04927405416965458
reach,22,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.32990647777915,1.332669723033905,-0.00276324525475502
reach,22,matched_random_fixed_rank4,terminal_ee_distance,0.22671600224428437,0.22574084981608492,0.000975152428199455
reach,22,matched_random_fixed_rank4,actual_weighted_goal_cost,2.628246058523655,2.7047200381755827,-0.07647397965192759
reach,22,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3325838565826416,1.332669723033905,-8.586645126351655e-05
reach,23,fixed_rank4,terminal_ee_distance,0.16721548574209316,0.16448381448707494,0.00273167125501822
reach,23,fixed_rank4,actual_weighted_goal_cost,2.1554647982120514,2.1415166437625883,0.013948154449463068
reach,23,fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8771489273756743,0.8792467549443245,-0.002097827568650179
reach,23,matched_random_fixed_rank4,terminal_ee_distance,0.1697811928988581,0.16448381448707494,0.005297378411783155
reach,23,matched_random_fixed_rank4,actual_weighted_goal_cost,2.201721954345703,2.1415166437625883,0.060205310583114624
reach,23,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8791557356715203,0.8792467549443245,-9.101927280419364e-05
reach,24,fixed_rank4,terminal_ee_distance,0.1351597299110939,0.13473068846149064,0.0004290414496032624
reach,24,fixed_rank4,actual_weighted_goal_cost,1.4088678628206253,1.5734819933772086,-0.16461413055658336
reach,24,fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8194966578856111,0.8208493830636143,-0.0013527251780032223
reach,24,matched_random_fixed_rank4,terminal_ee_distance,0.1358267175240065,0.13473068846149064,0.001096029062515852
reach,24,matched_random_fixed_rank4,actual_weighted_goal_cost,1.460592382401228,1.5734819933772086,-0.11288961097598071
reach,24,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8206598900258542,0.8208493830636143,-0.0001894930377601689
reach,25,fixed_rank4,terminal_ee_distance,0.14763600210872474,0.14194524744832832,0.005690754660396424
reach,25,fixed_rank4,actual_weighted_goal_cost,2.0703166387975216,2.095449109375477,-0.025132470577955424
reach,25,fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8493956331163645,0.851334509626031,-0.0019388765096665095
reach,25,matched_random_fixed_rank4,terminal_ee_distance,0.14763600124044068,0.14194524744832832,0.0056907537921123685
reach,25,matched_random_fixed_rank4,actual_weighted_goal_cost,2.070289221405983,2.095449109375477,-0.025159887969493866
reach,25,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8513718172907829,0.851334509626031,3.730766475196212e-05
reach,26,fixed_rank4,terminal_ee_distance,0.1618659160094952,0.1768953367021802,-0.01502942069268498
reach,26,fixed_rank4,actual_weighted_goal_cost,2.0516241818666456,2.035734175145626,0.01589000672101948
reach,26,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3909761548042296,1.394396176189184,-0.0034200213849544525
reach,26,matched_random_fixed_rank4,terminal_ee_distance,0.17279025714334353,0.1768953367021802,-0.004105079558836655
reach,26,matched_random_fixed_rank4,actual_weighted_goal_cost,2.082682539522648,2.035734175145626,0.04694836437702188
reach,26,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3940742693841457,1.394396176189184,-0.00032190680503840774
reach,27,fixed_rank4,terminal_ee_distance,0.15725997864857147,0.15324150948588128,0.004018469162690191
reach,27,fixed_rank4,actual_weighted_goal_cost,1.940938363969326,1.8166104175150395,0.12432794645428658
reach,27,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0205625586211682,1.0223471369594335,-0.0017845783382652858
reach,27,matched_random_fixed_rank4,terminal_ee_distance,0.15772781413746675,0.15324150948588128,0.0044863046515854765
reach,27,matched_random_fixed_rank4,actual_weighted_goal_cost,1.9655934877693653,1.8166104175150395,0.14898307025432578
reach,27,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0222527641803025,1.0223471369594335,-9.437277913093567e-05
reach,28,fixed_rank4,terminal_ee_distance,0.174624783428571,0.17462479472157574,-1.1293004753554214e-08
reach,28,fixed_rank4,actual_weighted_goal_cost,2.4900378972291946,2.4900378987193106,-1.4901160305669237e-09
reach,28,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0455178290605545,1.0486265990883112,-0.00310877002775678
reach,28,matched_random_fixed_rank4,terminal_ee_distance,0.17462479242230414,0.17462479472157574,-2.299271606442943e-09
reach,28,matched_random_fixed_rank4,actual_weighted_goal_cost,2.4900378987193106,2.4900378987193106,0.0
reach,28,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0483320750296117,1.0486265990883112,-0.00029452405869956344
reach,29,fixed_rank4,terminal_ee_distance,0.20345801954882992,0.20435527316085686,-0.0008972536120269436
reach,29,fixed_rank4,actual_weighted_goal_cost,2.4137691408395767,2.4720307260751726,-0.05826158523559588
reach,29,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4352592423558235,1.4385672084987164,-0.0033079661428929708
reach,29,matched_random_fixed_rank4,terminal_ee_distance,0.2032260709447925,0.20435527316085686,-0.0011292022160643567
reach,29,matched_random_fixed_rank4,actual_weighted_goal_cost,2.445448860526085,2.4720307260751726,-0.026581865549087702
reach,29,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4384180761873722,1.4385672084987164,-0.00014913231134427996
reach,30,fixed_rank4,terminal_ee_distance,0.16765771185323528,0.17461651710164966,-0.006958805248414385
reach,30,fixed_rank4,actual_weighted_goal_cost,2.19692944586277,2.211801639199257,-0.014872193336486816
reach,30,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.2365615218877792,1.2400294952094555,-0.0034679733216762543
reach,30,matched_random_fixed_rank4,terminal_ee_distance,0.17081209680828846,0.17461651710164966,-0.0038044202933611992
reach,30,matched_random_fixed_rank4,actual_weighted_goal_cost,2.17017198652029,2.211801639199257,-0.04162965267896679
reach,30,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.2397034280002117,1.2400294952094555,-0.0003260672092437744
reach,31,fixed_rank4,terminal_ee_distance,0.13458465875532627,0.1372764167463736,-0.0026917579910473166
reach,31,fixed_rank4,actual_weighted_goal_cost,1.725231808423996,1.7537697069346905,-0.028537898510694548
reach,31,fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8177291290834546,0.818880307674408,-0.0011511785909533723
reach,31,matched_random_fixed_rank4,terminal_ee_distance,0.13597698105632888,0.1372764167463736,-0.0012994356900447035
reach,31,matched_random_fixed_rank4,actual_weighted_goal_cost,1.7668683886528016,1.7537697069346905,0.013098681718111127
reach,31,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,0.8187115039676428,0.818880307674408,-0.00016880370676519707
reach-wall,4,fixed_rank4,terminal_ee_distance,0.1764481125526234,0.1774049037317656,-0.0009567911791421857
reach-wall,4,fixed_rank4,actual_weighted_goal_cost,2.122432354092598,2.142289772629738,-0.01985741853714007
reach-wall,4,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3978650167584419,1.4008856669068337,-0.0030206501483918125
reach-wall,4,matched_random_fixed_rank4,terminal_ee_distance,0.1774049037317656,0.1774049037317656,0.0
reach-wall,4,matched_random_fixed_rank4,actual_weighted_goal_cost,2.142289772629738,2.142289772629738,0.0
reach-wall,4,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4009262703359127,1.4008856669068337,4.060342907896697e-05
reach-wall,5,fixed_rank4,terminal_ee_distance,0.20655376046942056,0.2030414058386553,0.0035123546307652687
reach-wall,5,fixed_rank4,actual_weighted_goal_cost,2.31206643730402,2.296573282778263,0.015493154525756836
reach-wall,5,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3157692417502402,1.3188924223184586,-0.0031231805682183644
reach-wall,5,matched_random_fixed_rank4,terminal_ee_distance,0.2064319186866498,0.2030414058386553,0.00339051284799452
reach-wall,5,matched_random_fixed_rank4,actual_weighted_goal_cost,2.33454157859087,2.296573282778263,0.03796829581260708
reach-wall,5,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3189593970775604,1.3188924223184586,6.697475910177886e-05
reach-wall,6,fixed_rank4,terminal_ee_distance,0.18001305283941285,0.18001305283945074,-3.788636071533347e-14
reach-wall,6,fixed_rank4,actual_weighted_goal_cost,2.353706569969654,2.3536932170391083,1.3352930545718067e-05
reach-wall,6,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4178583681583405,1.4199461862444878,-0.0020878180861472195
reach-wall,6,matched_random_fixed_rank4,terminal_ee_distance,0.1800130528394634,0.18001305283945074,1.2656542480726785e-14
reach-wall,6,matched_random_fixed_rank4,actual_weighted_goal_cost,2.3536932170391083,2.3536932170391083,0.0
reach-wall,6,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.4200891636312007,1.4199461862444878,0.00014297738671298355
reach-wall,7,fixed_rank4,terminal_ee_distance,0.16306607713151172,0.16350697980767864,-0.000440902676166921
reach-wall,7,fixed_rank4,actual_weighted_goal_cost,2.1454409673810004,2.140034905076027,0.005406062304973425
reach-wall,7,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1977717254310847,1.1995861686766147,-0.0018144432455300397
reach-wall,7,matched_random_fixed_rank4,terminal_ee_distance,0.16274617190789878,0.16350697980767864,-0.000760807899779864
reach-wall,7,matched_random_fixed_rank4,actual_weighted_goal_cost,2.128917918354273,2.140034905076027,-0.011116986721753985
reach-wall,7,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1995725512504578,1.1995861686766147,-1.3617426156908863e-05
reach-wall,8,fixed_rank4,terminal_ee_distance,0.187720634188667,0.18763881490082604,8.181928784095627e-05
reach-wall,8,fixed_rank4,actual_weighted_goal_cost,2.1167662128806115,2.124369688332081,-0.007603475451469333
reach-wall,8,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.2591101855039597,1.2619184046983718,-0.0028082191944120982
reach-wall,8,matched_random_fixed_rank4,terminal_ee_distance,0.18761940589810142,0.18763881490082604,-1.940900272462409e-05
reach-wall,8,matched_random_fixed_rank4,actual_weighted_goal_cost,2.1354046791791914,2.124369688332081,0.01103499084711057
reach-wall,8,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.262025035917759,1.2619184046983718,0.00010663121938714326
reach-wall,9,fixed_rank4,terminal_ee_distance,0.19646292980974825,0.20183487663451982,-0.005371946824771573
reach-wall,9,fixed_rank4,actual_weighted_goal_cost,2.3828783676028253,2.397919298708439,-0.015040931105613442
reach-wall,9,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.221366010606289,1.2234289959073066,-0.0020629853010176724
reach-wall,9,matched_random_fixed_rank4,terminal_ee_distance,0.20183487676760087,0.20183487663451982,1.3308104618303673e-10
reach-wall,9,matched_random_fixed_rank4,actual_weighted_goal_cost,2.397919298708439,2.397919298708439,0.0
reach-wall,9,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.2234607599675655,1.2234289959073066,3.1764060258954174e-05
reach-wall,10,fixed_rank4,terminal_ee_distance,0.1846758246487681,0.183488389733675,0.0011874349150930996
reach-wall,10,fixed_rank4,actual_weighted_goal_cost,2.0737099230289457,2.0929980486631394,-0.019288125634193687
reach-wall,10,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3530986666679383,1.3565321676433086,-0.0034335009753703183
reach-wall,10,matched_random_fixed_rank4,terminal_ee_distance,0.18348839018507773,0.183488389733675,4.51402720758054e-10
reach-wall,10,matched_random_fixed_rank4,actual_weighted_goal_cost,2.0929980486631394,2.0929980486631394,0.0
reach-wall,10,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.3566814355552197,1.3565321676433086,0.00014926791191105515
reach-wall,11,fixed_rank4,terminal_ee_distance,0.20141840055238314,0.20141840055238314,0.0
reach-wall,11,fixed_rank4,actual_weighted_goal_cost,2.392254599928856,2.392254599928856,0.0
reach-wall,11,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0047776909545063,1.0057946417480708,-0.0010169507935644528
reach-wall,11,matched_random_fixed_rank4,terminal_ee_distance,0.2065072744463829,0.20141840055238314,0.005088873893999757
reach-wall,11,matched_random_fixed_rank4,actual_weighted_goal_cost,2.381615498661995,2.392254599928856,-0.010639101266860962
reach-wall,11,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.0057435408234596,1.0057946417480708,-5.110092461113602e-05
reach-wall,12,fixed_rank4,terminal_ee_distance,0.2450197865969504,0.2450197865969504,0.0
reach-wall,12,fixed_rank4,actual_weighted_goal_cost,2.473027142882347,2.4730302423238752,-3.0994415283203125e-06
reach-wall,12,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.6986178651452064,1.6999709486961365,-0.001353083550930112
reach-wall,12,matched_random_fixed_rank4,terminal_ee_distance,0.244666936305196,0.2450197865969504,-0.0003528502917543863
reach-wall,12,matched_random_fixed_rank4,actual_weighted_goal_cost,2.455162966251373,2.4730302423238752,-0.017867276072502047
reach-wall,12,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.7000551328063012,1.6999709486961365,8.418411016464233e-05
reach-wall,13,fixed_rank4,terminal_ee_distance,0.18119554291143922,0.18370959923885954,-0.0025140563274203276
reach-wall,13,fixed_rank4,actual_weighted_goal_cost,2.2240763381123543,2.163457530736923,0.06061880737543124
reach-wall,13,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.156250600516796,1.1589034393429756,-0.0026528388261795044
reach-wall,13,matched_random_fixed_rank4,terminal_ee_distance,0.18370959887019728,0.18370959923885954,-3.686622673804152e-10
reach-wall,13,matched_random_fixed_rank4,actual_weighted_goal_cost,2.163457530736923,2.163457530736923,0.0
reach-wall,13,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1590199530124665,1.1589034393429756,0.00011651366949094744
reach-wall,14,fixed_rank4,terminal_ee_distance,0.20129156541364135,0.20154750284384726,-0.0002559374302059103
reach-wall,14,fixed_rank4,actual_weighted_goal_cost,2.249183711409569,2.225129483640194,0.024054227769374936
reach-wall,14,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1834496855735779,1.1854410782456397,-0.0019913926720618313
reach-wall,14,matched_random_fixed_rank4,terminal_ee_distance,0.20154750284384726,0.20154750284384726,0.0
reach-wall,14,matched_random_fixed_rank4,actual_weighted_goal_cost,2.225129483640194,2.225129483640194,0.0
reach-wall,14,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.1854154720902443,1.1854410782456397,-2.5606155395374586e-05
reach-wall,15,fixed_rank4,terminal_ee_distance,0.18074615498266147,0.18668290497870973,-0.005936749996048263
reach-wall,15,fixed_rank4,actual_weighted_goal_cost,2.336544728279114,2.3916256815195083,-0.055080953240394415
reach-wall,15,fixed_rank4,same_native_prefix_forecast_weighted_mse,1.5022005796432496,1.5055648773908614,-0.003364297747611822
reach-wall,15,matched_random_fixed_rank4,terminal_ee_distance,0.1866829044291387,0.18668290497870973,-5.495710275749133e-10
reach-wall,15,matched_random_fixed_rank4,actual_weighted_goal_cost,2.3916256815195083,2.3916256815195083,0.0
reach-wall,15,matched_random_fixed_rank4,same_native_prefix_forecast_weighted_mse,1.5056351512670516,1.5055648773908614,7.027387619018555e-05
reach-wall,16,fixed_rank4,terminal_ee_distance,0.18387944407299395,0.18635537924159296,-0.0024759351685990083
