source_id,task,category,precision,arm,endpoint,lineage_weighted_mean,clip_weighted_mean,error_reduction_percent_vs_native,realized_energy_match_fraction
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,proprio_mse_h5,0.0006677537493129477,0.0006677537493129476,2.4742851509324537,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,proprio_mse_h6,0.0008410959481063236,0.0008410959481063235,2.0352870143486412,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h1,0.2438088998198509,0.24380889981985093,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h2,0.26015580035746094,0.260155800357461,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h3,0.27236358917346504,0.27236358917346504,0.0965443713559,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h4,0.2836152274763644,0.2836152274763644,0.1391707128474251,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h5,0.29455402753494603,0.29455402753494603,0.17113393731549298,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_l1_h6,0.30545739060023225,0.30545739060023214,0.1561219114892043,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h1,0.12173197127483558,0.1217319712748356,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h2,0.13744648757644679,0.13744648757644676,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h3,0.15124872358271269,0.15124872358271269,0.30219886022775366,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h4,0.16554270126113685,0.16554270126113688,0.4142703736939035,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h5,0.1808094353781957,0.18080943537819566,0.49557619350529825,1.0
S01,reach,vision_action_coupling,bfloat16,joint_equal_standardized_energy,visual_mse_h6,0.1971859439285566,0.19718594392855662,0.4531595692660928,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h1,0.00915005694289287,0.009150056942892872,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h2,0.010492816679955769,0.01049281667995577,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h3,0.012527083371991685,0.012527083371991687,-2.471207636620809,1.0
