source_id,task,precision,lineage_group,modality,horizon,native_mse,visual_only_mse,action_condition_only_mse,joint_mse,joint_equal_standardized_energy_mse,matched_random_equal_standardized_energy_mse,factorial_from_arm_losses,output_interaction_mse,additive_quadratic_cross,factorial_mse_interaction,nonadditive_mse_remainder
S02,reach,float32,metaworld:state-action:96cc797f7bf7c8358cae461d4781b577d19bc7bd2e7a9ac080c5f3556bdcfb6e,visual,2,0.12144086342304945,0.12144086342304945,0.12144086342304945,0.12144086342304945,0.12144086342304945,0.12144086342304945,0.0,,,,
S02,reach,float32,metaworld:state-action:99e81fac7791e06ed0bebf9816f250e7e8a4afba1e6d0b5e79fe883b9bd18224,visual,2,0.1371261301760872,0.1371261301760872,0.1371261301760872,0.1371261301760872,0.1371261301760872,0.1371261301760872,0.0,,,,
S02,reach,float32,metaworld:state-action:9c7760810b3124eef5cd4b3269cf86b8f07bf550f24254999ec5141a7db94bb2,visual,2,0.13063581517587106,0.13063581517587106,0.13063581517587106,0.13063581517587106,0.13063581517587106,0.13063581517587106,0.0,,,,
S02,reach,float32,metaworld:state-action:9d691303f8d5525d5f0eff5247ded6405a494633ee1ac7b8eb1da37e971b9e76,visual,2,0.1324207008505861,0.1324207008505861,0.1324207008505861,0.1324207008505861,0.1324207008505861,0.1324207008505861,0.0,,,,
S02,reach,float32,metaworld:state-action:9f074e9ac3e1805833223b1b9f9bae975a70360c4f2702c6d42e3f6a00c389a2,visual,2,0.13700758069753646,0.13700758069753646,0.13700758069753646,0.13700758069753646,0.13700758069753646,0.13700758069753646,0.0,,,,
S02,reach,float32,metaworld:state-action:a009d34506df089bee993a41a5e2c97e7e351f844ddf2438005072b5a2e5cb22,visual,2,0.1373854650805394,0.1373854650805394,0.1373854650805394,0.1373854650805394,0.1373854650805394,0.1373854650805394,0.0,,,,
S02,reach,float32,metaworld:state-action:a3a1ace4ee74bdf15ad86270cf865d216ca465faf8f4d23060f02ab73f27707f,visual,2,0.1452087835719188,0.1452087835719188,0.1452087835719188,0.1452087835719188,0.1452087835719188,0.1452087835719188,0.0,,,,
S02,reach,float32,metaworld:state-action:c3ce09d0348c32f11fb46169d0680ccd087989fbbfb97b8671c6d56bdf3cbff8,visual,2,0.1251235547165076,0.1251235547165076,0.1251235547165076,0.1251235547165076,0.1251235547165076,0.1251235547165076,0.0,,,,
S02,reach,float32,metaworld:state-action:c4970dbe41df77d9134444b2b75ee8cdcef62126895119603ca03886e74ac0a7,visual,2,0.114808946972092,0.114808946972092,0.114808946972092,0.114808946972092,0.114808946972092,0.114808946972092,0.0,,,,
S02,reach,float32,metaworld:state-action:c6ffed16b7f0bd478fb77daa81dfe6158e39197756c37c3d4e027f0b5753815b,visual,2,0.16785538053760926,0.16785538053760926,0.16785538053760926,0.16785538053760926,0.16785538053760926,0.16785538053760926,0.0,,,,
S02,reach,float32,metaworld:state-action:de98567f0139eaeecf49adcb6631e1eff5167d612b6eb99cecf263f152b6938d,visual,2,0.13557302026698986,0.13557302026698986,0.13557302026698986,0.13557302026698986,0.13557302026698986,0.13557302026698986,0.0,,,,
S02,reach,float32,metaworld:state-action:e0c536921e25c58cf81aa54f6f2fd3536fb79462ed64e477c47ffd8210a12c8d,visual,2,0.14203243503967922,0.14203243503967922,0.14203243503967922,0.14203243503967922,0.14203243503967922,0.14203243503967922,0.0,,,,
S02,reach,float32,metaworld:state-action:e44a28d4659906352f81ade386ec4d10fd45044b7649ffb3b126fd9fa27c1d54,visual,2,0.12430878976980846,0.12430878976980846,0.12430878976980846,0.12430878976980846,0.12430878976980846,0.12430878976980846,0.0,,,,
S02,reach,float32,metaworld:state-action:e505ea81f34184ec84f08a0800f9bce881ba0e71bf0bef077c05ef3522c3040e,visual,2,0.14417325543860596,0.14417325543860596,0.14417325543860596,0.14417325543860596,0.14417325543860596,0.14417325543860596,0.0,,,,
S02,reach,float32,metaworld:state-action:f191d51401bf978af13483756e404ba074b3dab862c64a180ea65584100b3f81,visual,2,0.12636481691151857,0.12636481691151857,0.12636481691151857,0.12636481691151857,0.12636481691151857,0.12636481691151857,0.0,,,,
S02,reach,float32,metaworld:state-action:fcabca7e3fc3de07d27f162916add96d9e9f484d801e7cd4589fc0402f3c0bbc,visual,2,0.14428722821176052,0.14428722821176052,0.14428722821176052,0.14428722821176052,0.14428722821176052,0.14428722821176052,0.0,,,,
S02,reach,float32,metaworld:state-action:0a28f2891539bcff403d70fb59ba370626069f3e2c52a864e046452d8d8536f8,visual,3,0.1765915077800552,0.1745748250434796,0.17690113087495168,0.1748342665533225,0.17524932653953632,0.17674743731816608,-5.0181585053599154e-05,6.515897745806854e-08,-6.208266678383959e-05,-5.017345150311788e-05,1.1909215334071633e-05
S02,reach,float32,metaworld:state-action:241672b17fbbd253d8cfea61a1b1dab284a98d6d6e94fec798a7efded33df166,visual,3,0.14245429454992214,0.14198068759093682,0.14257834566136202,0.14204394966363906,0.1420352150996526,0.14243446880330643,-6.078903873762975e-05,6.856715340693617e-08,-6.717051957518075e-05,-6.078810741504033e-05,6.382412160140424e-06
S02,reach,float32,metaworld:state-action:277b660c7cfae199b6daf6c4b967da1cfd0eb4dd050d75d285460d10c1431b1f,visual,3,0.14594307380417984,0.14609688203781843,0.14601320245613655,0.14612799448271593,0.14598085563629865,0.14592307253430287,-3.901620705920594e-05,6.12133024232205e-08,-4.598359435590282e-05,-3.901856640974681e-05,6.965027950419275e-06
S02,reach,float32,metaworld:state-action:2bf080885ead7bb5ba1d11af9c37e9e1ab0deb5f99e1127c46bf4a86dc955209,visual,3,0.16283556545774142,0.16251655059556167,0.16295801997184753,0.16259759391347567,0.162580223629872,0.16303463019430636,-4.141119619210931e-05,6.166045088222087e-08,-4.684050716523558e-05,-4.140983025232951e-05,5.430676914860063e-06
S02,reach,float32,metaworld:state-action:2e810322b947f4f2e91093de18a9681b2ecef5fb97792b50bcd6bbda100cb7ac,visual,3,0.15290146879851818,0.15291247485826412,0.1529797269652287,0.1529468920081854,0.15284307524561883,0.15305810881157716,-4.384101678925334e-05,5.814227598636516e-08,-4.7527490222284045e-05,-4.384219646453857e-05,3.685293751232166e-06
S02,reach,float32,metaworld:state-action:30c176b5b66ffdd1b3e7ccd00586f03f0441035e30d34fd6928b1517745362c5,visual,3,0.15443429922064145,0.1547514980038007,0.1544612659762303,0.1547404226536552,0.15457348537941773,0.1545961751913031,-3.804210573435385e-05,5.0128286399608865e-08,-4.1810911918342225e-05,-3.804160902897517e-05,3.7693028976567198e-06
S02,reach,float32,metaworld:state-action:3766d06702b977b2147cadd3b9cb07f71e9ae9a943a1abe56496ec6ad11bca0a,visual,3,0.1345254754026731,0.13550014949093261,0.1345415543143948,0.13546704333275555,0.13511516153812408,0.13487144938359658,-4.918506989876059e-05,6.179901126760849e-08,-4.801595747873459e-05,-4.9184759457906084e-05,-1.1688019640132553e-06
S02,reach,float32,metaworld:state-action:4314f16e9f2e4b8ac40d0546b2c253087fd0ebfde3b54469c2b9d8c1a415330a,visual,3,0.15965051352977752,0.15907971834143003,0.1599269493793448,0.1593040997783343,0.15931187129269045,0.15985079010327657,-5.2054412663010696e-05,6.888269515892276e-08,-6.377396829672458e-05,-5.205323298772176e-05,1.1720735339319313e-05
