task,arm,iteration,metric,n,mean,marginal_95_low,marginal_95_high
reach-wall,fixed_rank4,5,proposal_mean_delta_rms,4,7.131832566008866e-08,2.5222663018804772e-08,1.0670214348733813e-07
reach-wall,fixed_rank4,5,proposal_std_delta_l2,4,5.421602503011948e-07,1.519626234052415e-07,9.044496317201564e-07
reach-wall,fixed_rank4,5,proposal_std_delta_rms,4,4.949223314543524e-08,1.387222612278555e-08,8.256457757006162e-08
reach-wall,fixed_rank4,5,best_runnerup_margin_delta,4,-0.00023154914379119873,-0.0007378160953521729,0.0003206878900527954
reach-wall,fixed_rank4,5,elite_boundary_margin_delta,4,0.00035865604877471924,-4.106760025024414e-05,0.0006297975778579712
reach-wall,fixed_rank4,6,proposal_entropy_delta_nats,4,-9.605224242648092e-07,-1.950010606321939e-06,2.89657577923208e-08
reach-wall,fixed_rank4,6,proposal_mean_delta_l2,4,1.0549655908820933e-06,3.9873687170947815e-07,1.6099546147846637e-06
reach-wall,fixed_rank4,6,proposal_mean_delta_rms,4,9.630474191964816e-08,3.639952985738744e-08,1.4696807651285008e-07
reach-wall,fixed_rank4,6,proposal_std_delta_l2,4,6.159186343782953e-07,1.6813403511638578e-07,1.0247597927788002e-06
reach-wall,fixed_rank4,6,proposal_std_delta_rms,4,5.6225421606128215e-08,1.5348467286268373e-08,9.354734242154473e-08
reach-wall,fixed_rank4,6,best_runnerup_margin_delta,4,-4.665553569793701e-05,-0.0002804398536682129,0.00018712878227233887
reach-wall,fixed_rank4,6,elite_boundary_margin_delta,4,-0.000547453761100769,-0.0014285445213317871,0.000333636999130249
reach-wall,fixed_rank4,7,proposal_entropy_delta_nats,4,-1.1854333514804694e-06,-2.2714272773782795e-06,-9.943942558265917e-08
reach-wall,fixed_rank4,7,proposal_mean_delta_l2,4,1.2361445902966425e-06,4.0149293508096855e-07,1.8416693559471567e-06
reach-wall,fixed_rank4,7,proposal_mean_delta_rms,4,1.1284404607390878e-07,3.6651122870467286e-08,1.6812064161971143e-07
reach-wall,fixed_rank4,7,proposal_std_delta_l2,4,7.221154927133867e-07,2.035999808004455e-07,1.1674542386261262e-06
reach-wall,fixed_rank4,7,proposal_std_delta_rms,4,6.591982408051323e-08,1.8586050365337123e-08,1.0657350355842472e-07
reach-wall,fixed_rank4,7,best_runnerup_margin_delta,4,-0.00025147199630737305,-0.0007726401090621948,0.00014357268810272217
reach-wall,fixed_rank4,7,elite_boundary_margin_delta,4,-0.0005984902381896973,-0.0012957751750946045,0.00012215971946716309
reach-wall,fixed_rank4,8,proposal_entropy_delta_nats,4,-1.8923679583338071e-06,-3.0218605466814097e-06,-7.740095142594328e-07
reach-wall,fixed_rank4,8,proposal_mean_delta_l2,4,1.7597015855698603e-06,1.1378403052423356e-06,2.213793530044412e-06
reach-wall,fixed_rank4,8,proposal_mean_delta_rms,4,1.6063804214903662e-07,1.0387013366996515e-07,2.0209077567738584e-07
reach-wall,fixed_rank4,8,proposal_std_delta_l2,4,9.605990816652583e-07,6.64860573944127e-07,1.2172250203829983e-06
reach-wall,fixed_rank4,8,proposal_std_delta_rms,4,8.769029762446822e-08,6.06931889908383e-08,1.1111693353724229e-07
reach-wall,fixed_rank4,8,best_runnerup_margin_delta,4,-0.00012728571891784668,-0.00033849477767944336,8.392333984375e-05
reach-wall,fixed_rank4,8,elite_boundary_margin_delta,4,-0.00014744699001312256,-0.00041604042053222656,0.00018633902072906494
reach-wall,fixed_rank4,9,proposal_entropy_delta_nats,4,-1.8250489333127007e-06,-3.203181101696373e-06,-8.994415097163255e-07
reach-wall,fixed_rank4,9,proposal_mean_delta_l2,4,2.2429440968782982e-06,1.7081076303984068e-06,2.770288049024626e-06
reach-wall,fixed_rank4,9,proposal_mean_delta_rms,4,2.0475184618054942e-07,1.5592817996931738e-07,2.528915425396275e-07
reach-wall,fixed_rank4,9,proposal_std_delta_l2,4,1.081657611219954e-06,7.868081185006236e-07,1.364152230779568e-06
reach-wall,fixed_rank4,9,proposal_std_delta_rms,4,9.874137886038697e-08,7.182542582183156e-08,1.245294914448271e-07
reach-wall,fixed_rank4,9,best_runnerup_margin_delta,4,-0.00011652708053588867,-0.0002666562795639038,-1.564621925354004e-06
reach-wall,fixed_rank4,9,elite_boundary_margin_delta,4,-0.00010886788368225098,-0.00029824674129486084,5.5849552154541016e-05
reach-wall,fixed_rank4,10,proposal_entropy_delta_nats,4,-1.7871252921963787e-06,-3.2404901091354077e-06,-3.3376047525734975e-07
reach-wall,fixed_rank4,10,proposal_mean_delta_l2,4,2.4911467593062097e-06,1.9544687958548994e-06,3.024536776366053e-06
reach-wall,fixed_rank4,10,proposal_mean_delta_rms,4,2.2740954568798392e-07,1.7841777457161466e-07,2.761011697366075e-07
reach-wall,fixed_rank4,10,proposal_std_delta_l2,4,1.114856441050105e-06,8.980772249880354e-07,1.32221880739588e-06
reach-wall,fixed_rank4,10,proposal_std_delta_rms,4,1.0177200352384513e-07,8.19828590845982e-08,1.2070151112805033e-07
reach-wall,fixed_rank4,10,best_runnerup_margin_delta,4,-8.220970630645752e-05,-0.00021511316299438477,7.827579975128174e-05
reach-wall,fixed_rank4,10,elite_boundary_margin_delta,4,0.00025866925716400146,0.00013877451419830322,0.00046378374099731445
reach-wall,fixed_rank4,11,proposal_entropy_delta_nats,4,0.00168082929957869,-4.1309363005836985e-06,0.005047173740878819
reach-wall,fixed_rank4,11,proposal_mean_delta_l2,4,0.2881435284905489,2.742846358241672e-06,0.8644246233526228
reach-wall,fixed_rank4,11,proposal_mean_delta_rms,4,0.026303785058901026,2.503864703633099e-07,0.07891081091218975
reach-wall,fixed_rank4,11,proposal_std_delta_l2,4,0.2312946696703003,1.0607970743167453e-06,0.6938816891946002
reach-wall,fixed_rank4,11,proposal_std_delta_rms,4,0.021114218001521575,9.683708108979423e-08,0.06334244223527855
reach-wall,fixed_rank4,11,best_runnerup_margin_delta,4,0.00011764466762542725,-0.00031173229217529297,0.0005243271589279175
reach-wall,fixed_rank4,11,elite_boundary_margin_delta,4,0.00024528801441192627,0.0001230388879776001,0.0003807544708251953
reach-wall,fixed_rank4,12,proposal_entropy_delta_nats,4,0.05962018515716494,-1.0198295638472281,1.3243998493242124
reach-wall,fixed_rank4,12,proposal_mean_delta_l2,4,0.9746061696215649,0.33579137090916955,1.5445700299401104
reach-wall,fixed_rank4,12,proposal_mean_delta_rms,4,0.08896896396423956,0.030653418077089364,0.1409993078407714
reach-wall,fixed_rank4,12,proposal_std_delta_l2,4,0.7565308615279003,0.29707585816212434,1.215985864893676
reach-wall,fixed_rank4,12,proposal_std_delta_rms,4,0.0690615030512747,0.02711919146760012,0.11100381463494927
reach-wall,fixed_rank4,12,best_runnerup_margin_delta,4,-0.0012165606021881104,-0.0035639703273773193,0.0005905628204345703
reach-wall,fixed_rank4,12,elite_boundary_margin_delta,4,-0.00027319788932800293,-0.0006074756383895874,8.545815944671631e-05
reach-wall,fixed_rank4,13,proposal_entropy_delta_nats,4,-0.5338257117823435,-1.5574456279195754,1.0849545521415713
reach-wall,fixed_rank4,13,proposal_mean_delta_l2,4,1.5906626115614961,1.2120016136682121,2.1229447088943423
reach-wall,fixed_rank4,13,proposal_mean_delta_rms,4,0.14520696562205154,0.11064010392312358,0.19379745089961156
reach-wall,fixed_rank4,13,proposal_std_delta_l2,4,1.1762203366377242,0.8933601513168666,1.5427070840128907
reach-wall,fixed_rank4,13,proposal_std_delta_rms,4,0.10737373516213362,0.0815522511420794,0.14082924492281293
reach-wall,fixed_rank4,13,best_runnerup_margin_delta,4,-0.0013385415077209473,-0.00224129855632782,-0.00034014880657196045
reach-wall,fixed_rank4,13,elite_boundary_margin_delta,4,-0.00010719895362854004,-0.0008456408977508545,0.0005641579627990723
reach-wall,fixed_rank4,14,proposal_entropy_delta_nats,4,0.300901917901947,-1.1938202845984787,1.7956241204023726
reach-wall,fixed_rank4,14,proposal_mean_delta_l2,4,2.1393075641850197,1.8243316619609762,2.623400585509027
reach-wall,fixed_rank4,14,proposal_mean_delta_rms,4,0.1952911683909277,0.16653793393781932,0.2394826130092591
reach-wall,fixed_rank4,14,proposal_std_delta_l2,4,1.6379096663397836,1.3544643185138978,2.0132942249040675
reach-wall,fixed_rank4,14,proposal_std_delta_rms,4,0.14952001190167657,0.12364511009765401,0.1837877769791395
reach-wall,fixed_rank4,14,best_runnerup_margin_delta,4,0.0004417598247528076,-0.0003382563591003418,0.0018042922019958496
reach-wall,fixed_rank4,14,elite_boundary_margin_delta,4,0.0006294697523117065,6.079673767089844e-06,0.0012528598308563232
reach-wall,matched_random_fixed_rank4,0,proposal_entropy_delta_nats,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,0,proposal_mean_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,0,proposal_mean_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,0,proposal_std_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,0,proposal_std_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,0,best_runnerup_margin_delta,4,5.5730342864990234e-05,-0.0006582736968994141,0.0006546378135681152
reach-wall,matched_random_fixed_rank4,0,elite_boundary_margin_delta,4,0.00022476911544799805,4.363059997558594e-05,0.00040590763092041016
reach-wall,matched_random_fixed_rank4,1,proposal_entropy_delta_nats,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,1,proposal_mean_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,1,proposal_mean_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,1,proposal_std_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,1,proposal_std_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,1,best_runnerup_margin_delta,4,0.0002709031105041504,1.8477439880371094e-05,0.0005233287811279297
reach-wall,matched_random_fixed_rank4,1,elite_boundary_margin_delta,4,0.00012993812561035156,-0.0005831718444824219,0.0009992122650146484
reach-wall,matched_random_fixed_rank4,2,proposal_entropy_delta_nats,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,2,proposal_mean_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,2,proposal_mean_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,2,proposal_std_delta_l2,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,2,proposal_std_delta_rms,4,0.0,0.0,0.0
reach-wall,matched_random_fixed_rank4,2,best_runnerup_margin_delta,4,0.0001608431339263916,-0.0002860426902770996,0.0006951391696929932
reach-wall,matched_random_fixed_rank4,2,elite_boundary_margin_delta,4,4.7266483306884766e-05,-0.00013875961303710938,0.0002332925796508789
reach-wall,matched_random_fixed_rank4,3,proposal_entropy_delta_nats,4,-2.882347018839937e-07,-8.647041056519811e-07,0.0
reach-wall,matched_random_fixed_rank4,3,proposal_mean_delta_l2,4,1.3747974262597855e-07,0.0,4.1243922787793563e-07
reach-wall,matched_random_fixed_rank4,3,proposal_mean_delta_rms,4,1.2550126039375495e-08,0.0,3.7650378118126485e-08
reach-wall,matched_random_fixed_rank4,3,proposal_std_delta_l2,4,1.2151529215499825e-07,0.0,3.6454587646499476e-07
reach-wall,matched_random_fixed_rank4,3,proposal_std_delta_rms,4,1.109277776585385e-08,0.0,3.327833329756155e-08
reach-wall,matched_random_fixed_rank4,3,best_runnerup_margin_delta,4,1.6897916793823242e-05,-9.816884994506836e-05,0.00013196468353271484
reach-wall,matched_random_fixed_rank4,3,elite_boundary_margin_delta,4,3.6150217056274414e-05,-0.00022929906845092773,0.0002810657024383545
reach-wall,matched_random_fixed_rank4,4,proposal_entropy_delta_nats,4,-3.6271828918188476e-07,-1.0881548675456543e-06,0.0
reach-wall,matched_random_fixed_rank4,4,proposal_mean_delta_l2,4,2.1900540949319663e-07,0.0,6.570162284795899e-07
reach-wall,matched_random_fixed_rank4,4,proposal_mean_delta_rms,4,1.999236716584664e-08,0.0,5.997710149753993e-08
reach-wall,matched_random_fixed_rank4,4,proposal_std_delta_l2,4,1.5467807272096496e-07,0.0,4.6403421816289487e-07
reach-wall,matched_random_fixed_rank4,4,proposal_std_delta_rms,4,1.4120111596782832e-08,0.0,4.2360334790348494e-08
reach-wall,matched_random_fixed_rank4,4,best_runnerup_margin_delta,4,-5.0574541091918945e-05,-0.0001049041748046875,1.4573335647583008e-05
reach-wall,matched_random_fixed_rank4,4,elite_boundary_margin_delta,4,4.380941390991211e-06,-6.145238876342773e-05,5.1349401473999023e-05
reach-wall,matched_random_fixed_rank4,5,proposal_entropy_delta_nats,4,-4.981742094400943e-07,-1.4945226283202828e-06,0.0
reach-wall,matched_random_fixed_rank4,5,proposal_mean_delta_l2,4,3.08131279306666e-07,0.0,9.243938379199979e-07
reach-wall,matched_random_fixed_rank4,5,proposal_mean_delta_rms,4,2.8128408724864293e-08,0.0,8.438522617459288e-08
reach-wall,matched_random_fixed_rank4,5,proposal_std_delta_l2,4,1.3307162448385172e-07,0.0,3.9921487345155515e-07
reach-wall,matched_random_fixed_rank4,5,proposal_std_delta_rms,4,1.2147721748943724e-08,0.0,3.644316524683117e-08
reach-wall,matched_random_fixed_rank4,5,best_runnerup_margin_delta,4,5.513429641723633e-07,-7.224082946777344e-05,9.196996688842773e-05
reach-wall,matched_random_fixed_rank4,5,elite_boundary_margin_delta,4,1.1175870895385742e-06,-6.288290023803711e-05,8.234381675720215e-05
reach-wall,matched_random_fixed_rank4,6,proposal_entropy_delta_nats,4,-5.396737847718214e-07,-1.4861418797806891e-06,-7.105427357601002e-15
reach-wall,matched_random_fixed_rank4,6,proposal_mean_delta_l2,4,5.834852988891852e-07,0.0,1.252981802567962e-06
reach-wall,matched_random_fixed_rank4,6,proposal_mean_delta_rms,4,5.326467669570846e-08,0.0,1.1438106623499288e-07
reach-wall,matched_random_fixed_rank4,6,proposal_std_delta_l2,4,2.3379981761473285e-07,0.0,4.675996352294657e-07
reach-wall,matched_random_fixed_rank4,6,proposal_std_delta_rms,4,2.134290567469714e-08,0.0,4.268581134939428e-08
reach-wall,matched_random_fixed_rank4,6,best_runnerup_margin_delta,4,-7.939338684082031e-05,-0.00023621320724487305,7.486343383789062e-05
reach-wall,matched_random_fixed_rank4,6,elite_boundary_margin_delta,4,-9.509921073913574e-05,-0.0001677870750427246,-2.3543834686279297e-05
reach-wall,matched_random_fixed_rank4,7,proposal_entropy_delta_nats,4,-6.149361908569517e-07,-1.7000903724806449e-06,7.105427357601002e-15
reach-wall,matched_random_fixed_rank4,7,proposal_mean_delta_l2,4,7.546462879394739e-07,0.0,1.5496373682482035e-06
reach-wall,matched_random_fixed_rank4,7,proposal_mean_delta_rms,4,6.888946580699812e-08,0.0,1.4146189042374684e-07
reach-wall,matched_random_fixed_rank4,7,proposal_std_delta_l2,4,3.207877541942517e-07,0.0,6.415755083885034e-07
reach-wall,matched_random_fixed_rank4,7,proposal_std_delta_rms,4,2.928378152393569e-08,0.0,5.856756304787138e-08
reach-wall,matched_random_fixed_rank4,7,best_runnerup_margin_delta,4,-3.238022327423096e-05,-0.00020265579223632812,0.00013117492198944092
reach-wall,matched_random_fixed_rank4,7,elite_boundary_margin_delta,4,-0.00018511712551116943,-0.00036594271659851074,-3.230571746826172e-05
reach-wall,matched_random_fixed_rank4,8,proposal_entropy_delta_nats,4,-8.736681564869286e-07,-2.076459264088726e-06,-7.105427357601002e-15
reach-wall,matched_random_fixed_rank4,8,proposal_mean_delta_l2,4,1.0047917344529407e-06,0.0,2.0095834689058814e-06
reach-wall,matched_random_fixed_rank4,8,proposal_mean_delta_rms,4,9.17245164257694e-08,0.0,1.834490328515388e-07
reach-wall,matched_random_fixed_rank4,8,proposal_std_delta_l2,4,4.126708562755424e-07,0.0,8.253417125510848e-07
reach-wall,matched_random_fixed_rank4,8,proposal_std_delta_rms,4,3.767152280118115e-08,0.0,7.53430456023623e-08
reach-wall,matched_random_fixed_rank4,8,best_runnerup_margin_delta,4,-2.3752450942993164e-05,-0.00013634562492370605,7.405877113342285e-05
reach-wall,matched_random_fixed_rank4,8,elite_boundary_margin_delta,4,-3.427267074584961e-07,-5.3822994232177734e-05,7.385015487670898e-05
reach-wall,matched_random_fixed_rank4,9,proposal_entropy_delta_nats,4,-9.093015762573486e-07,-1.9617063706789395e-06,0.0
reach-wall,matched_random_fixed_rank4,9,proposal_mean_delta_l2,4,1.0760696925580311e-06,0.0,2.1521393851160623e-06
reach-wall,matched_random_fixed_rank4,9,proposal_mean_delta_rms,4,9.823127401028045e-08,0.0,1.964625480205609e-07
reach-wall,matched_random_fixed_rank4,9,proposal_std_delta_l2,4,4.666699466752114e-07,0.0,9.333398933504228e-07
reach-wall,matched_random_fixed_rank4,9,proposal_std_delta_rms,4,4.260094278395771e-08,0.0,8.520188556791543e-08
reach-wall,matched_random_fixed_rank4,9,best_runnerup_margin_delta,4,1.1026859283447266e-06,-5.8650970458984375e-05,5.6236982345581055e-05
reach-wall,matched_random_fixed_rank4,9,elite_boundary_margin_delta,4,-4.842877388000488e-05,-8.738040924072266e-05,-9.47713851928711e-06
reach-wall,matched_random_fixed_rank4,10,proposal_entropy_delta_nats,4,-8.032347444952848e-07,-2.200739274371699e-06,-7.105427357601002e-15
reach-wall,matched_random_fixed_rank4,10,proposal_mean_delta_l2,4,1.1566960071825202e-06,0.0,2.3133920143650405e-06
reach-wall,matched_random_fixed_rank4,10,proposal_mean_delta_rms,4,1.05591415885004e-07,0.0,2.11182831770008e-07
reach-wall,matched_random_fixed_rank4,10,proposal_std_delta_l2,4,4.290225008386098e-07,0.0,8.580450016772196e-07
reach-wall,matched_random_fixed_rank4,10,proposal_std_delta_rms,4,3.9164216897764274e-08,0.0,7.832843379552855e-08
reach-wall,matched_random_fixed_rank4,10,best_runnerup_margin_delta,4,6.213784217834473e-06,-3.299117088317871e-05,4.5418739318847656e-05
reach-wall,matched_random_fixed_rank4,10,elite_boundary_margin_delta,4,4.887580871582031e-06,-4.379451274871826e-05,4.3138861656188965e-05
reach-wall,matched_random_fixed_rank4,11,proposal_entropy_delta_nats,4,0.001682682075049513,0.0,0.005047757239566408
reach-wall,matched_random_fixed_rank4,11,proposal_mean_delta_l2,4,0.2881419245524552,0.0,0.8644238583970763
reach-wall,matched_random_fixed_rank4,11,proposal_mean_delta_rms,4,0.026303638640055232,0.0,0.0789107410816217
reach-wall,matched_random_fixed_rank4,11,proposal_std_delta_l2,4,0.23129404570961523,0.0,0.6938813233596655
reach-wall,matched_random_fixed_rank4,11,proposal_std_delta_rms,4,0.02111416104196454,0.0,0.06334240883927086
reach-wall,matched_random_fixed_rank4,11,best_runnerup_margin_delta,4,0.00019980967044830322,-1.2218952178955078e-05,0.0006086230278015137
reach-wall,matched_random_fixed_rank4,11,elite_boundary_margin_delta,4,8.717179298400879e-05,-2.47955322265625e-05,0.000302731990814209
reach-wall,matched_random_fixed_rank4,12,proposal_entropy_delta_nats,4,-0.06285337737351071,-0.1885605366831662,3.8986738104540564e-07
reach-wall,matched_random_fixed_rank4,12,proposal_mean_delta_l2,4,0.43649742013289083,4.231075433903945e-07,1.309489830169977
reach-wall,matched_random_fixed_rank4,12,proposal_mean_delta_rms,4,0.039846580549932314,3.8624257627585817e-08,0.11953951980128424
reach-wall,matched_random_fixed_rank4,12,proposal_std_delta_l2,4,0.3090667948345817,2.105695420661953e-07,0.9271995033353848
reach-wall,matched_random_fixed_rank4,12,proposal_std_delta_rms,4,0.028213809217786927,1.9222281352198025e-08,0.0846413472140628
reach-wall,matched_random_fixed_rank4,12,best_runnerup_margin_delta,4,-0.0003426074981689453,-0.001076340675354004,7.49826431274414e-05
reach-wall,matched_random_fixed_rank4,12,elite_boundary_margin_delta,4,-0.00020594894886016846,-0.0005200207233428955,-2.5823712348937988e-05
reach-wall,matched_random_fixed_rank4,13,proposal_entropy_delta_nats,4,-0.2621939054110012,-0.7865825110164746,1.1375687769543674e-06
reach-wall,matched_random_fixed_rank4,13,proposal_mean_delta_l2,4,0.5988551366840432,5.467402923647657e-07,1.7965626339336365
reach-wall,matched_random_fixed_rank4,13,proposal_mean_delta_rms,4,0.054667744506615004,4.991033187085861e-08,0.16400298009605818
reach-wall,matched_random_fixed_rank4,13,proposal_std_delta_l2,4,0.4335628415106102,2.07983327689884e-07,1.3006876282677247
reach-wall,matched_random_fixed_rank4,13,proposal_std_delta_rms,4,0.0395786913985664,1.898619336012305e-08,0.11873599237835449
reach-wall,matched_random_fixed_rank4,13,best_runnerup_margin_delta,4,-0.0004660487174987793,-0.001371338963508606,1.4826655387878418e-05
reach-wall,matched_random_fixed_rank4,13,elite_boundary_margin_delta,4,-0.00026172399520874023,-0.0008002221584320068,1.817941665649414e-05
reach-wall,matched_random_fixed_rank4,14,proposal_entropy_delta_nats,4,0.6561661733093809,-0.6149585464165703,2.5834576653446257
reach-wall,matched_random_fixed_rank4,14,proposal_mean_delta_l2,4,0.9472210930076068,7.563165064062111e-07,2.00155029508611
reach-wall,matched_random_fixed_rank4,14,proposal_mean_delta_rms,4,0.08646905993082755,6.904193519536371e-08,0.18271570776663074
reach-wall,matched_random_fixed_rank4,14,proposal_std_delta_l2,4,0.7470784908525625,2.545630180693763e-07,1.5943996782162453
reach-wall,matched_random_fixed_rank4,14,proposal_std_delta_rms,4,0.06819862361114423,2.3238317883865435e-08,0.1455481115730026
reach-wall,matched_random_fixed_rank4,14,best_runnerup_margin_delta,4,-1.8611550331115723e-05,-0.0014594793319702148,0.0014194697141647339
reach-wall,matched_random_fixed_rank4,14,elite_boundary_margin_delta,4,8.717179298400879e-05,-6.577372550964355e-05,0.00024011731147766113
