source_id,task,category,precision,candidate,control,endpoint,error_reduction_percent_of_native,simultaneous_95_lower,simultaneous_95_upper,statistical_result,beats_control_by_frozen_minimum,independent_lineages,source,source_sha256
S03,reach,action_response_geometry,bfloat16,cubic,equal_anchor_linear,proprio_mse_h6,0.009638077176998855,-0.055680870819245824,0.07495702517324354,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,cubic,projected_cubic,visual_mse_h6,-0.0090544383856463,-0.028473860426228254,0.010364983654935659,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,cubic,projected_cubic,proprio_mse_h6,0.019755131823231055,-0.05073995551231917,0.09025021915878127,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,cubic,reflected_curvature,visual_mse_h6,0.0032593934531380776,-0.023064493450742084,0.029583280357018238,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,cubic,reflected_curvature,proprio_mse_h6,0.03924320227840901,-0.04779154548833718,0.1262779500451552,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,equal_anchor_linear,native,visual_mse_h6,0.009668346621903435,-0.00727739195535564,0.02661408519916251,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,equal_anchor_linear,native,proprio_mse_h6,0.016897431696267617,-0.03979879621466746,0.0735936596072027,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,equal_anchor_linear,matched_random,visual_mse_h6,-0.041343112348038086,-0.08765191743905444,0.0049656927429782794,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,equal_anchor_linear,matched_random,proprio_mse_h6,-0.3651384438458484,-0.565406537638528,-0.1648703500531689,negative,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
S03,reach,action_response_geometry,bfloat16,cubic,native,visual_mse_h6,-0.0005356164951656317,-0.020267502487155368,0.019196269496824105,inconclusive,False,33,artifacts/offline_study/primary-durable-20260907/metaworld-author-extension-20260907/analysis-full-v1/bfloat16/reach/action_response_geometry/report.json,371d96899c5fb5f7fd6d01049e466c739eea1fd746e307aeeec9223c078273b5
