task,episode,model_arm,plan_arm,actual_endpoint_mse_visual,actual_endpoint_mse_proprio,actual_endpoint_mse_weighted,predicted_goal_cost_visual,predicted_goal_cost_proprio,predicted_goal_cost_weighted,actual_goal_cost_visual,actual_goal_cost_proprio,actual_goal_cost_weighted,predicted_minus_actual_goal_cost_visual,predicted_minus_actual_goal_cost_proprio,predicted_minus_actual_goal_cost_weighted
reach,6,matched_random_fixed_rank4,fixed_rank4,0.8396176099777222,0.02646966278553009,0.8422645762562752,1.453134298324585,0.02555786445736885,1.4556900847703218,1.9607031345367432,0.09790012240409851,1.970493146777153,-0.5075688362121582,-0.07234225794672966,-0.5148030620068311
reach,6,matched_random_fixed_rank4,matched_random_fixed_rank4,0.8661869764328003,0.0271163173019886,0.8688986081629991,1.4661023616790771,0.027154594659805298,1.4688178211450578,1.9713925123214722,0.10581804811954498,1.9819743171334268,-0.505290150642395,-0.07866345345973969,-0.513156495988369
reach,7,native,native,1.3066930770874023,0.08666573464870453,1.3153596505522729,1.7600759267807007,0.027535149827599525,1.7628294417634607,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.41813790798187256,-0.15212821029126644,-0.43335072901099925
reach,7,native,fixed_rank4,1.3248131275177002,0.08766929060220718,1.333580056577921,1.706679105758667,0.026681073009967804,1.7093472130596639,2.135650396347046,0.18094077706336975,2.153744474053383,-0.4289712905883789,-0.15425970405340195,-0.444397260993719
reach,7,native,matched_random_fixed_rank4,1.3066930770874023,0.08666574209928513,1.315359651297331,1.760075569152832,0.027535151690244675,1.7628290843218566,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.4181382656097412,-0.1521282084286213,-0.43335108645260334
reach,7,fixed_rank4,native,1.303717851638794,0.08613024652004242,1.3123308762907981,1.7613729238510132,0.027676986530423164,1.7641406225040555,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.41684091091156006,-0.1519863735884428,-0.43203954827040447
reach,7,fixed_rank4,fixed_rank4,1.3214340209960938,0.08713315427303314,1.330147336423397,1.7080180644989014,0.026825275272130966,1.7107005920261145,2.135650396347046,0.18094077706336975,2.153744474053383,-0.42763233184814453,-0.15411550179123878,-0.4430438820272684
reach,7,fixed_rank4,matched_random_fixed_rank4,1.3037179708480835,0.08613024652004242,1.3123309955000877,1.7613725662231445,0.027676988393068314,1.7641402650624514,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.4168412685394287,-0.15198637172579765,-0.43203990571200857
reach,7,matched_random_fixed_rank4,native,1.3066375255584717,0.08638180792331696,1.3152757063508034,1.7600548267364502,0.027597889304161072,1.7628146156668663,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.41815900802612305,-0.1520654708147049,-0.43336555510759367
reach,7,matched_random_fixed_rank4,fixed_rank4,1.3246970176696777,0.08739444613456726,1.3334364622831345,1.706756591796875,0.026741784065961838,1.7094307702034712,2.135650396347046,0.18094077706336975,2.153744474053383,-0.4288938045501709,-0.1541989929974079,-0.44431370384991165
reach,7,matched_random_fixed_rank4,matched_random_fixed_rank4,1.3066375255584717,0.08638180792331696,1.3152757063508034,1.7600544691085815,0.027597887441515923,1.762814257852733,2.1782138347625732,0.17966336011886597,2.19618017077446,-0.4181593656539917,-0.15206547267735004,-0.4333659129217269
reach,8,native,native,1.2552294731140137,0.07102688401937485,1.262332161515951,1.418363094329834,0.013717828318476677,1.4197348771616816,2.0760750770568848,0.14060170948505402,2.09013524800539,-0.6577119827270508,-0.12688388116657734,-0.6704003708437085
reach,8,native,fixed_rank4,1.1584064960479736,0.06927400827407837,1.1653338968753815,1.3892734050750732,0.01005280390381813,1.390278685465455,1.9510812759399414,0.1268666535615921,1.9637679412961007,-0.5618078708648682,-0.11681384965777397,-0.5734892558306457
reach,8,native,matched_random_fixed_rank4,1.2292430400848389,0.07032284140586853,1.2362753242254256,1.4213374853134155,0.012984742410480976,1.4226359595544635,2.0866518020629883,0.13834607601165771,2.1004864096641542,-0.6653143167495728,-0.12536133360117674,-0.6778504501096907
reach,8,fixed_rank4,native,1.2518906593322754,0.0704837217926979,1.2589390315115452,1.4209798574447632,0.013942316174507141,1.4223740890622139,2.0760750770568848,0.14060170948505402,2.09013524800539,-0.6550952196121216,-0.12665939331054688,-0.6677611589431762
reach,8,fixed_rank4,fixed_rank4,1.1546995639801025,0.0687316507101059,1.161572729051113,1.3920061588287354,0.01023050956428051,1.3930292097851633,1.9510812759399414,0.1268666535615921,1.9637679412961007,-0.559075117111206,-0.11663614399731159,-0.5707387315109373
reach,8,fixed_rank4,matched_random_fixed_rank4,1.225877046585083,0.06977680325508118,1.2328547269105912,1.4239909648895264,0.013206761330366135,1.425311641022563,2.0866518020629883,0.13834607601165771,2.1004864096641542,-0.6626608371734619,-0.12513931468129158,-0.6751747686415912
reach,8,matched_random_fixed_rank4,native,1.2552289962768555,0.0707583874464035,1.2623048350214958,1.418664813041687,0.013792827725410461,1.420044095814228,2.0760750770568848,0.14060170948505402,2.09013524800539,-0.6574102640151978,-0.12680888175964355,-0.6700911521911621
reach,8,matched_random_fixed_rank4,fixed_rank4,1.1582214832305908,0.06902743875980377,1.1651242271065712,1.389596700668335,0.0101095549762249,1.3906076561659575,1.9510812759399414,0.1268666535615921,1.9637679412961007,-0.5614845752716064,-0.1167570985853672,-0.5731602851301432
reach,8,matched_random_fixed_rank4,matched_random_fixed_rank4,1.229241132736206,0.0700591430068016,1.2362470470368863,1.4216814041137695,0.013061147183179855,1.4229875188320875,2.0866518020629883,0.13834607601165771,2.1004864096641542,-0.6649703979492188,-0.12528492882847786,-0.6774988908320667
reach,9,native,native,1.216090440750122,0.06047191843390465,1.2221376325935125,1.8686918020248413,0.03927655145525932,1.8726194571703672,2.202946186065674,0.18517954647541046,2.221464140713215,-0.3342543840408325,-0.14590299502015114,-0.3488446835428478
reach,9,native,fixed_rank4,1.1882646083831787,0.06499919295310974,1.1947645276784897,1.956357479095459,0.03674348443746567,1.9600318275392055,2.237964153289795,0.18785008788108826,2.2567491620779037,-0.28160667419433594,-0.1511066034436226,-0.2967173345386982
reach,9,native,matched_random_fixed_rank4,1.1855658292770386,0.059850309044122696,1.1915508601814508,1.9057588577270508,0.038880594074726105,1.9096469171345234,2.2135703563690186,0.18659816682338715,2.232230173051357,-0.3078114986419678,-0.14771757274866104,-0.3225832559168338
reach,9,fixed_rank4,native,1.2137501239776611,0.06002324819564819,1.219752448797226,1.87077796459198,0.039549633860588074,1.8747329279780387,2.202946186065674,0.18517954647541046,2.221464140713215,-0.33216822147369385,-0.1456299126148224,-0.34673121273517626
reach,9,fixed_rank4,fixed_rank4,1.1860835552215576,0.06450007110834122,1.1925335623323918,1.9584826231002808,0.03701786696910858,1.9621844097971917,2.237964153289795,0.18785008788108826,2.2567491620779037,-0.27948153018951416,-0.15083222091197968,-0.294564752280712
reach,9,fixed_rank4,matched_random_fixed_rank4,1.18333899974823,0.059394292533397675,1.1892784290015697,1.9079945087432861,0.03916764259338379,1.9119112730026244,2.2135703563690186,0.18659816682338715,2.232230173051357,-0.3055758476257324,-0.14743052423000336,-0.32031890004873276
reach,9,matched_random_fixed_rank4,native,1.215951681137085,0.060195889323949814,1.22197127006948,1.8687238693237305,0.03942365199327469,1.872666234523058,2.202946186065674,0.18517954647541046,2.221464140713215,-0.33422231674194336,-0.14575589448213577,-0.34879790619015694
reach,9,matched_random_fixed_rank4,fixed_rank4,1.1881135702133179,0.06474079191684723,1.1945876494050025,1.9563844203948975,0.036926575005054474,1.9600770778954029,2.237964153289795,0.18785008788108826,2.2567491620779037,-0.28157973289489746,-0.15092351287603378,-0.2966720841825008
reach,9,matched_random_fixed_rank4,matched_random_fixed_rank4,1.1854342222213745,0.05957905203104019,1.1913921274244785,1.9057233333587646,0.03904569149017334,1.909627902507782,2.2135703563690186,0.18659816682338715,2.232230173051357,-0.3078470230102539,-0.1475524753332138,-0.32260227054357515
reach,10,native,native,1.023015022277832,0.05681351199746132,1.0286963734775783,1.3593742847442627,0.01372512150555849,1.3607467968948186,1.9094741344451904,0.11612401157617569,1.921086535602808,-0.5500998497009277,-0.1023988900706172,-0.5603397387079894
reach,10,native,fixed_rank4,1.1054747104644775,0.06176551803946495,1.111651262268424,1.3691120147705078,0.013244375586509705,1.3704364523291588,1.9978574514389038,0.11971469223499298,2.009828920662403,-0.628745436668396,-0.10647031664848328,-0.6393924683332441
reach,10,native,matched_random_fixed_rank4,1.1259443759918213,0.06724843382835388,1.1326692193746566,1.3245292901992798,0.012184194289147854,1.3257477096281947,1.9682881832122803,0.12221777439117432,1.9805099606513976,-0.6437588930130005,-0.11003358010202646,-0.654762251023203
reach,10,fixed_rank4,native,1.0210940837860107,0.05631764233112335,1.026725848019123,1.361345648765564,0.013872740790247917,1.3627329228445888,1.9094741344451904,0.11612401157617569,1.921086535602808,-0.5481284856796265,-0.10225127078592777,-0.5583536127582192
reach,10,fixed_rank4,fixed_rank4,1.1036927700042725,0.061242710798978806,1.1098170410841703,1.3710017204284668,0.013385441154241562,1.372340264543891,1.9978574514389038,0.11971469223499298,2.009828920662403,-0.626855731010437,-0.10632925108075142,-0.637488656118512
reach,10,fixed_rank4,matched_random_fixed_rank4,1.123921275138855,0.06670533120632172,1.1305918082594872,1.3267171382904053,0.012312627397477627,1.327948401030153,1.9682881832122803,0.12221777439117432,1.9805099606513976,-0.641571044921875,-0.10990514699369669,-0.6525615596212446
reach,10,matched_random_fixed_rank4,native,1.0229039192199707,0.056616976857185364,1.0285656169056892,1.3597216606140137,0.013782680034637451,1.3610999286174774,1.9094741344451904,0.11612401157617569,1.921086535602808,-0.5497524738311768,-0.10234133154153824,-0.5599866069853305
reach,10,matched_random_fixed_rank4,fixed_rank4,1.1053369045257568,0.061540938913822174,1.111490998417139,1.3694132566452026,0.013304479420185089,1.370743704587221,1.9978574514389038,0.11971469223499298,2.009828920662403,-0.6284441947937012,-0.10641021281480789,-0.6390852160751819
reach,10,matched_random_fixed_rank4,matched_random_fixed_rank4,1.1258234977722168,0.06701669842004776,1.1325251676142216,1.3248891830444336,0.01223202794790268,1.3261123858392239,1.9682881832122803,0.12221777439117432,1.9805099606513976,-0.6433990001678467,-0.10998574644327164,-0.6543975748121738
reach,11,native,native,1.1765697002410889,0.02614896558225155,1.179184596799314,2.1124773025512695,0.07043614983558655,2.119520917534828,2.4248852729797363,0.14841778576374054,2.4397270515561105,-0.3124079704284668,-0.07798163592815399,-0.3202061340212823
reach,11,native,fixed_rank4,1.1998822689056396,0.027941463515162468,1.2026764152571559,2.1053428649902344,0.07133781909942627,2.112476646900177,2.4480395317077637,0.14982718229293823,2.4630222499370573,-0.3426966667175293,-0.07848936319351196,-0.3505456030368803
reach,11,native,matched_random_fixed_rank4,1.2051390409469604,0.028613345697522163,1.2080003755167126,2.06315541267395,0.07018382847309113,2.070173795521259,2.4216084480285645,0.15352243185043335,2.4369606912136077,-0.35845303535461426,-0.08333860337734222,-0.36678689569234857
reach,11,fixed_rank4,native,1.1739299297332764,0.025919169187545776,1.1765218466520309,2.1130900382995605,0.0706900954246521,2.1201590478420256,2.4248852729797363,0.14841778576374054,2.4397270515561105,-0.3117952346801758,-0.07772769033908844,-0.3195680037140849
reach,11,fixed_rank4,fixed_rank4,1.1972073316574097,0.027705848217010498,1.1999779164791107,2.1059184074401855,0.07158857583999634,2.1130772650241854,2.4480395317077637,0.14982718229293823,2.4630222499370573,-0.3421211242675781,-0.0782386064529419,-0.34994498491287196
reach,11,fixed_rank4,matched_random_fixed_rank4,1.202398419380188,0.02837378904223442,1.2052357982844115,2.063896656036377,0.07044196128845215,2.070940852165222,2.4216084480285645,0.15352243185043335,2.4369606912136077,-0.3577117919921875,-0.0830804705619812,-0.36601983904838553
reach,11,matched_random_fixed_rank4,native,1.1764278411865234,0.025929071009159088,1.1790207482874393,2.1126153469085693,0.07065657526254654,2.119681004434824,2.4248852729797363,0.14841778576374054,2.4397270515561105,-0.312269926071167,-0.077761210501194,-0.3200460471212865
reach,11,matched_random_fixed_rank4,fixed_rank4,1.1997287273406982,0.0277114100754261,1.2024998683482409,2.1054468154907227,0.07155847549438477,2.1126026630401613,2.4480395317077637,0.14982718229293823,2.4630222499370573,-0.342592716217041,-0.07826870679855347,-0.350419586896896
reach,11,matched_random_fixed_rank4,matched_random_fixed_rank4,1.2049829959869385,0.02837822400033474,1.2078208183869719,2.0633456707000732,0.0704108327627182,2.070386753976345,2.4216084480285645,0.15352243185043335,2.4369606912136077,-0.3582627773284912,-0.08311159908771515,-0.3665739372372627
reach,12,native,native,1.2251070737838745,0.042560093104839325,1.2293630830943585,2.4807450771331787,0.06081335246562958,2.4868264123797417,2.669600248336792,0.19396165013313293,2.688996413350105,-0.18885517120361328,-0.13314829766750336,-0.20217000097036353
reach,12,native,fixed_rank4,1.2745656967163086,0.04746301472187042,1.2793119981884957,2.4530446529388428,0.06292352080345154,2.459337005019188,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.1813948154449463,-0.14331954717636108,-0.19572677016258266
reach,12,native,matched_random_fixed_rank4,1.2745652198791504,0.047462984919548035,1.2793115183711052,2.453044891357422,0.06292355060577393,2.4593372464179994,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.1813945770263672,-0.1433195173740387,-0.19572652876377106
reach,12,fixed_rank4,native,1.2223538160324097,0.04223327338695526,1.2265771433711052,2.480919361114502,0.061109744012355804,2.4870303355157377,2.669600248336792,0.19396165013313293,2.688996413350105,-0.18868088722229004,-0.13285190612077713,-0.20196607783436749
reach,12,fixed_rank4,fixed_rank4,1.2714672088623047,0.047107040882110596,1.2761779129505157,2.453376531600952,0.06323927640914917,2.459700459241867,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.18106293678283691,-0.14300379157066345,-0.19536331593990353
reach,12,fixed_rank4,matched_random_fixed_rank4,1.2714667320251465,0.0471070259809494,1.2761774346232415,2.4533767700195312,0.06323929876089096,2.4597006998956203,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.1810626983642578,-0.14300376921892166,-0.19536307528615016
reach,12,matched_random_fixed_rank4,native,1.2246606349945068,0.042341671884059906,1.228894802182913,2.4804131984710693,0.06106330454349518,2.486519528925419,2.669600248336792,0.19396165013313293,2.688996413350105,-0.18918704986572266,-0.13289834558963776,-0.20247688442468625
reach,12,matched_random_fixed_rank4,fixed_rank4,1.273902177810669,0.04724478721618652,1.2786266565322877,2.4526636600494385,0.06318644434213638,2.4589823044836523,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.18177580833435059,-0.14305662363767624,-0.1960814706981182
reach,12,matched_random_fixed_rank4,matched_random_fixed_rank4,1.2739018201828003,0.047244761139154434,1.2786262962967156,2.4526638984680176,0.06318645924329758,2.4589825443923474,2.634439468383789,0.20624306797981262,2.6550637751817705,-0.18177556991577148,-0.14305660873651505,-0.19608123078942308
reach,13,native,native,1.0299887657165527,0.061181310564279556,1.0361068967729807,1.3222887516021729,0.017117757350206375,1.3240005273371935,1.961399793624878,0.12929919362068176,1.9743297129869462,-0.6391110420227051,-0.11218143627047539,-0.6503291856497526
reach,13,native,fixed_rank4,1.0608514547348022,0.06303015351295471,1.0671544700860978,1.3166484832763672,0.017196912318468094,1.318368174508214,1.9805755615234375,0.13110677897930145,1.9936862394213677,-0.6639270782470703,-0.11390986666083336,-0.6753180649131536
reach,13,native,matched_random_fixed_rank4,1.0590096712112427,0.06085101515054703,1.0650947727262974,1.3244566917419434,0.017354410141706467,1.326192132756114,1.981421709060669,0.12941974401474,1.994363683462143,-0.6569650173187256,-0.11206533387303352,-0.6681715507060291
reach,13,fixed_rank4,native,1.026707649230957,0.060722049325704575,1.0327798541635276,1.3242647647857666,0.01725243777036667,1.3259900085628034,1.961399793624878,0.12929919362068176,1.9743297129869462,-0.6371350288391113,-0.1120467558503151,-0.6483397044241428
reach,13,fixed_rank4,fixed_rank4,1.0575401782989502,0.06256388872861862,1.0637965671718121,1.318662166595459,0.01732904091477394,1.3203950706869363,1.9805755615234375,0.13110677897930145,1.9936862394213677,-0.6619133949279785,-0.11377773806452751,-0.6732911687344314
reach,13,fixed_rank4,matched_random_fixed_rank4,1.055667757987976,0.060391396284103394,1.0617068976163864,1.326425552368164,0.017489910125732422,1.3281745433807373,1.981421709060669,0.12941974401474,1.994363683462143,-0.6549961566925049,-0.11192983388900757,-0.6661891400814057
reach,13,matched_random_fixed_rank4,native,1.0298388004302979,0.06097409874200821,1.0359362103044987,1.3224611282348633,0.017142869532108307,1.324175415188074,1.961399793624878,0.12929919362068176,1.9743297129869462,-0.6389386653900146,-0.11215632408857346,-0.6501542977988721
reach,13,matched_random_fixed_rank4,fixed_rank4,1.060692310333252,0.06281816214323044,1.066974126547575,1.3168354034423828,0.017219461500644684,1.3185573495924472,1.9805755615234375,0.13110677897930145,1.9936862394213677,-0.6637401580810547,-0.11388731747865677,-0.6751288898289205
reach,13,matched_random_fixed_rank4,matched_random_fixed_rank4,1.0588428974151611,0.060644276440143585,1.0649073250591754,1.3246325254440308,0.01738012582063675,1.3263705380260944,1.981421709060669,0.12941974401474,1.994363683462143,-0.6567891836166382,-0.11203961819410324,-0.6679931454360486
reach,14,native,native,1.3305604457855225,0.07545361667871475,1.338105807453394,1.448020339012146,0.022561896592378616,1.450276528671384,2.0745253562927246,0.1419607698917389,2.0887214332818984,-0.6265050172805786,-0.11939887329936028,-0.6384449046105145
reach,14,native,fixed_rank4,1.3022143840789795,0.07867206633090973,1.3100815907120704,1.389521598815918,0.02240680158138275,1.3917622789740562,2.0591177940368652,0.1457701027393341,2.0736948043107986,-0.6695961952209473,-0.12336330115795135,-0.6819325253367423
reach,14,native,matched_random_fixed_rank4,1.3531057834625244,0.07474614679813385,1.3605803981423379,1.4479573965072632,0.022718628868460655,1.4502292593941093,2.086441993713379,0.14128142595291138,2.10057013630867,-0.6384845972061157,-0.11856279708445072,-0.6503408769145607
reach,14,fixed_rank4,native,1.3272490501403809,0.07501538097858429,1.3347505882382393,1.449222445487976,0.022608909755945206,1.4514833364635706,2.0745253562927246,0.1419607698917389,2.0887214332818984,-0.6253029108047485,-0.11935186013579369,-0.6372380968183278
reach,14,fixed_rank4,fixed_rank4,1.2990297079086304,0.07823193818330765,1.3068529017269612,1.3905887603759766,0.022467518225312233,1.3928355121985079,2.0591177940368652,0.1457701027393341,2.0736948043107986,-0.6685290336608887,-0.12330258451402187,-0.6808592921122907
reach,14,fixed_rank4,matched_random_fixed_rank4,1.349790334701538,0.07431042194366455,1.3572213768959045,1.449176549911499,0.02276582270860672,1.4514531321823596,2.086441993713379,0.14128142595291138,2.10057013630867,-0.6372654438018799,-0.11851560324430466,-0.6491170041263103
reach,14,matched_random_fixed_rank4,native,1.3300514221191406,0.07517201453447342,1.3375686235725879,1.4479424953460693,0.022539885714650154,1.4501964839175343,2.0745253562927246,0.1419607698917389,2.0887214332818984,-0.6265828609466553,-0.11942088417708874,-0.6385249493643641
reach,14,matched_random_fixed_rank4,fixed_rank4,1.301790714263916,0.07836328446865082,1.309627042710781,1.389574408531189,0.02238292433321476,1.3918127009645105,2.0591177940368652,0.1457701027393341,2.0736948043107986,-0.6695433855056763,-0.12338717840611935,-0.6818821033462881
reach,14,matched_random_fixed_rank4,matched_random_fixed_rank4,1.3525886535644531,0.0744652971625328,1.3600351832807065,1.4478839635849,0.02269613742828369,1.4501535773277283,2.086441993713379,0.14128142595291138,2.10057013630867,-0.638558030128479,-0.11858528852462769,-0.6504165589809416
reach,15,native,native,1.0819013118743896,0.052839796990156174,1.0871852915734053,1.5800113677978516,0.023930899798870087,1.5824044577777385,2.2293386459350586,0.14512157440185547,2.2438508033752442,-0.649327278137207,-0.12119067460298538,-0.6614463455975057
reach,15,native,fixed_rank4,1.1888866424560547,0.05657225847244263,1.194543868303299,1.5248348712921143,0.022185470908880234,1.5270534183830022,2.235802412033081,0.14461036026477814,2.2502634480595587,-0.7109675407409668,-0.1224248893558979,-0.7232100296765565
reach,15,native,matched_random_fixed_rank4,1.145073413848877,0.05246729403734207,1.1503201432526111,1.5119199752807617,0.02006719261407852,1.5139266945421697,2.180790901184082,0.13431380689144135,2.194222281873226,-0.6688709259033203,-0.11424661427736282,-0.6802955873310563
reach,15,fixed_rank4,native,1.0787632465362549,0.05233507603406906,1.0839967541396618,1.582960844039917,0.02428543195128441,1.5853893872350455,2.2293386459350586,0.14512157440185547,2.2438508033752442,-0.6463778018951416,-0.12083614245057106,-0.6584614161401987
reach,15,fixed_rank4,fixed_rank4,1.1856671571731567,0.05605657398700714,1.1912728145718574,1.527772307395935,0.02252369374036789,1.530024676769972,2.235802412033081,0.14461036026477814,2.2502634480595587,-0.708030104637146,-0.12208666652441025,-0.7202387712895868
reach,15,fixed_rank4,matched_random_fixed_rank4,1.1416124105453491,0.051982153207063675,1.1468106258660555,1.5145319700241089,0.020378153771162033,1.516569785401225,2.180790901184082,0.13431380689144135,2.194222281873226,-0.6662589311599731,-0.11393565312027931,-0.677652496472001
