population,task,arm,iteration,metric,n,mean,scenario_sd,scenario_se,marginal_95_low,marginal_95_high,bonferroni_family,bonferroni_95_low,bonferroni_95_high,inference_scope
extension56,reach,fixed_rank4,2,proposal_std_delta_rms,28,0.019568165072148463,0.05039433366783142,0.00952363388370653,0.00315105888627879,0.039342894193408376,,,,descriptive_only
extension56,reach,fixed_rank4,2,native_proposal_entropy_nats,28,156.9067485096061,4.280439457802552,0.8089270219581218,155.34204836695895,158.471379986199,,,,descriptive_only
extension56,reach,fixed_rank4,2,arm_proposal_entropy_nats,28,156.73218867111254,4.1549290164930515,0.7852077780547715,155.18161796968863,158.2239690802575,,,,descriptive_only
extension56,reach,fixed_rank4,2,proposal_entropy_delta_nats,28,-0.17455983849352208,1.1638881772965248,0.2199541907867755,-0.6268716717494965,0.1964310371055039,,,,descriptive_only
extension56,reach,fixed_rank4,2,native_best_runnerup_margin,28,0.03911132897649493,0.030923803736509114,0.00584404959135522,0.028220961588834012,0.05048935554389441,,,,descriptive_only
extension56,reach,fixed_rank4,2,arm_best_runnerup_margin,28,0.04128130631787436,0.03246203454018986,0.006134747888895096,0.029695948772132396,0.05323336763041351,,,,descriptive_only
extension56,reach,fixed_rank4,2,best_runnerup_margin_delta,28,0.002169977341379438,0.008590759935975962,0.0016235010259749683,-0.0004520431693111147,0.005669925681182314,,,,descriptive_only
extension56,reach,fixed_rank4,2,native_elite_boundary_margin,28,0.008898505142756872,0.008229027120855771,0.001555139949556445,0.006017300646219935,0.012040241328733305,,,,descriptive_only
extension56,reach,fixed_rank4,2,arm_elite_boundary_margin,28,0.00910061810697828,0.008368601480626727,0.0015815170242246598,0.0061752808945519586,0.012273420020937916,,,,descriptive_only
extension56,reach,fixed_rank4,2,elite_boundary_margin_delta,28,0.0002021129642214094,0.0020418549410863678,0.00038587431338449785,-0.0006041605025529861,0.000866622690643582,,,,descriptive_only
extension56,reach,fixed_rank4,3,proposal_mean_delta_l2,28,0.4467994564260572,1.1270122793330066,0.2129853011165139,0.08585342721138135,0.8935985546521973,,,,descriptive_only
extension56,reach,fixed_rank4,3,proposal_mean_delta_rms,28,0.040787023494266335,0.10288167466266686,0.019442808973090822,0.007837309787133567,0.08157401428950357,,,,descriptive_only
extension56,reach,fixed_rank4,3,proposal_std_delta_l2,28,0.3274654356998992,0.832466231772928,0.15732133029501597,0.06578870195106641,0.6549304810306056,,,,descriptive_only
extension56,reach,fixed_rank4,3,proposal_std_delta_rms,28,0.02989336765601539,0.07599342225055943,0.014361406896550187,0.006005659347930535,0.059786699676362,,,,descriptive_only
extension56,reach,fixed_rank4,3,native_proposal_entropy_nats,28,149.011365017798,5.7715896385287575,1.090727918076019,146.95480968342022,151.17238531007334,,,,descriptive_only
extension56,reach,fixed_rank4,3,arm_proposal_entropy_nats,28,148.91740464462097,5.4260818981286905,1.0254330925655588,146.97003219698865,150.93086998126535,,,,descriptive_only
extension56,reach,fixed_rank4,3,proposal_entropy_delta_nats,28,-0.09396037317702824,1.3551267638334952,0.25609488657651325,-0.6196387867316316,0.3972363432542454,,,,descriptive_only
extension56,reach,fixed_rank4,3,native_best_runnerup_margin,28,0.051126551415239065,0.04380383382642939,0.008278146483995073,0.03622882336910282,0.06793223143156082,,,,descriptive_only
extension56,reach,fixed_rank4,3,arm_best_runnerup_margin,28,0.04843883216381073,0.04285753700720892,0.008099313194701587,0.03393978444593293,0.06487149154501301,,,,descriptive_only
extension56,reach,fixed_rank4,3,best_runnerup_margin_delta,28,-0.0026877192514283316,0.009985730804559135,0.0018871257405785999,-0.006781001681728022,0.0003258468849318355,,,,descriptive_only
extension56,reach,fixed_rank4,3,native_elite_boundary_margin,28,0.003638879529067448,0.003658203605680698,0.0006913354989907799,0.0024222110265067643,0.005056150922817843,,,,descriptive_only
extension56,reach,fixed_rank4,3,arm_elite_boundary_margin,28,0.0035786916102681842,0.0032450412763892866,0.0006132551579618333,0.0025045109646660946,0.004844129005713118,,,,descriptive_only
extension56,reach,fixed_rank4,3,elite_boundary_margin_delta,28,-6.018791879926409e-05,0.0024715470004459832,0.00046707847977055114,-0.0010334670011486323,0.0008155176682131626,,,,descriptive_only
extension56,reach,fixed_rank4,4,proposal_mean_delta_l2,28,0.7549139585113814,1.5286031308682702,0.28887883839944023,0.2573743193013963,1.3478481974723155,,,,descriptive_only
extension56,reach,fixed_rank4,4,proposal_mean_delta_rms,28,0.06891390067536711,0.13954173604159553,0.02637090936287717,0.023494953400651997,0.1230411436413775,,,,descriptive_only
extension56,reach,fixed_rank4,4,proposal_std_delta_l2,28,0.5325621035567526,1.036446686558199,0.19587001284356467,0.1851591317699511,0.932335764239377,,,,descriptive_only
extension56,reach,fixed_rank4,4,proposal_std_delta_rms,28,0.04861604623173926,0.094614204979902,0.01788040406220783,0.01690263886641228,0.08511022154045422,,,,descriptive_only
extension56,reach,fixed_rank4,4,native_proposal_entropy_nats,28,141.0596547396553,5.513682755603578,1.0419880985308851,139.07672562247464,143.04622246001264,,,,descriptive_only
extension56,reach,fixed_rank4,4,arm_proposal_entropy_nats,28,141.19883639024286,5.248746588887708,0.9919198692139608,139.30708364687328,143.09918462568956,,,,descriptive_only
extension56,reach,fixed_rank4,4,proposal_entropy_delta_nats,28,0.13918165058756063,1.0862998796369223,0.20529138076847814,-0.2617969594666114,0.5214538198590736,,,,descriptive_only
extension56,reach,fixed_rank4,4,native_best_runnerup_margin,28,0.019301633749689375,0.020143686471682878,0.003806798920866359,0.012339165913207193,0.026846788610730844,,,,descriptive_only
extension56,reach,fixed_rank4,4,arm_best_runnerup_margin,28,0.02283123348440443,0.02107217582910332,0.0039822669162024055,0.015347670524248054,0.030607821739145676,,,,descriptive_only
extension56,reach,fixed_rank4,4,best_runnerup_margin_delta,28,0.003529599734715053,0.010172687772387492,0.001922457286488924,0.0002981896911348616,0.007599921551133905,,,,descriptive_only
extension56,reach,fixed_rank4,4,native_elite_boundary_margin,28,0.003747617559773581,0.0033297028281593995,0.0006292546873613005,0.002580381477517741,0.005006341769226957,,,,descriptive_only
extension56,reach,fixed_rank4,4,arm_elite_boundary_margin,28,0.004651383629867009,0.0039236323835036505,0.0007414968230564477,0.003292743302881717,0.006150752625295093,,,,descriptive_only
extension56,reach,fixed_rank4,4,elite_boundary_margin_delta,28,0.0009037660700934273,0.002353216934381541,0.00044471619923995413,0.00014283577246325356,0.001837348565459251,,,,descriptive_only
extension56,reach,fixed_rank4,5,proposal_mean_delta_l2,28,1.2083390563829484,2.000464792111934,0.3780523104620502,0.5380546394641719,1.9799855269733189,,,,descriptive_only
extension56,reach,fixed_rank4,5,proposal_mean_delta_rms,28,0.11030575971590793,0.1826166153557648,0.03451129639283519,0.049117443867472715,0.18074712277617339,,,,descriptive_only
extension56,reach,fixed_rank4,5,proposal_std_delta_l2,28,0.818726724806756,1.278908772589481,0.2416910401293304,0.3837616710113262,1.3023308699471972,,,,descriptive_only
extension56,reach,fixed_rank4,5,proposal_std_delta_rms,28,0.07473918260149748,0.11674786395641724,0.022063272437620098,0.03503248731979662,0.11888599913423445,,,,descriptive_only
extension56,reach,fixed_rank4,5,native_proposal_entropy_nats,28,132.1310873771414,5.9888548512749145,1.1317871838954383,130.00483667456774,134.3464607716788,,,,descriptive_only
extension56,reach,fixed_rank4,5,arm_proposal_entropy_nats,28,132.33916151109182,5.756067814580158,1.0877945690715818,130.297099894647,134.47610915535446,,,,descriptive_only
extension56,reach,fixed_rank4,5,proposal_entropy_delta_nats,28,0.20807413395039884,1.2799540269970102,0.24188857464498156,-0.2074355449568656,0.7070156544534023,,,,descriptive_only
extension56,reach,fixed_rank4,5,native_best_runnerup_margin,28,0.014831687722887312,0.015913914310465058,0.0030074471179344624,0.009488781381930624,0.02113733108022382,,,,descriptive_only
extension56,reach,fixed_rank4,5,arm_best_runnerup_margin,28,0.014239004680088587,0.012058150556165641,0.002278776260213533,0.010147633563194954,0.018851256503590506,,,,descriptive_only
extension56,reach,fixed_rank4,5,best_runnerup_margin_delta,28,-0.0005926830427987235,0.013158374934754174,0.002486699123936093,-0.006178680301776953,0.0032098594520773194,,,,descriptive_only
extension56,reach,fixed_rank4,5,native_elite_boundary_margin,28,0.0015095589416367666,0.001407844660411102,0.0002660576325755683,0.0010266193321772984,0.0020405811922890793,,,,descriptive_only
extension56,reach,fixed_rank4,5,arm_elite_boundary_margin,28,0.0016483100397246225,0.0009763889905333743,0.0001845201751294791,0.001301444587962968,0.0020172506304723874,,,,descriptive_only
extension56,reach,fixed_rank4,5,elite_boundary_margin_delta,28,0.00013875109808785574,0.0012496508695418935,0.00023616181617596216,-0.0003140729452882494,0.0005892461697970104,,,,descriptive_only
extension56,reach,fixed_rank4,6,proposal_mean_delta_l2,28,1.7131524956029351,2.48329031599995,0.4692977578079192,0.8713679652901558,2.6541731331493184,,,,descriptive_only
extension56,reach,fixed_rank4,6,proposal_mean_delta_rms,28,0.15638871104799953,0.2266923538178841,0.04284082802299892,0.0795446484127995,0.2422917494250074,,,,descriptive_only
extension56,reach,fixed_rank4,6,proposal_std_delta_l2,28,1.1219313638729498,1.5043253360265512,0.284290766432852,0.5987947208496294,1.6835409164996924,,,,descriptive_only
extension56,reach,fixed_rank4,6,proposal_std_delta_rms,28,0.10241785266095851,0.13732548672804684,0.025952077610950926,0.05466222932072517,0.15368555607496714,,,,descriptive_only
extension56,reach,fixed_rank4,6,native_proposal_entropy_nats,28,122.72779823565068,7.594077967430081,1.435145838475347,119.98035582737255,125.52726774636841,,,,descriptive_only
extension56,reach,fixed_rank4,6,arm_proposal_entropy_nats,28,122.73663884310734,7.5231295062512595,1.4217378396052125,120.01818089346624,125.48698744700245,,,,descriptive_only
extension56,reach,fixed_rank4,6,proposal_entropy_delta_nats,28,0.008840607456660519,1.555727326956432,0.29400482963957075,-0.5645378758934176,0.5828496834791459,,,,descriptive_only
extension56,reach,fixed_rank4,6,native_best_runnerup_margin,28,0.008756824902125768,0.00924717588846772,0.001747551980754167,0.0056766523314373835,0.012354769877025058,,,,descriptive_only
extension56,reach,fixed_rank4,6,arm_best_runnerup_margin,28,0.011252362813268389,0.011469782271484711,0.002167585105886148,0.0073570582483495975,0.01558449938893318,,,,descriptive_only
extension56,reach,fixed_rank4,6,best_runnerup_margin_delta,28,0.002495537911142622,0.007786206656188365,0.0014714547477735864,0.00012022799679211211,0.005623071481074602,,,,descriptive_only
extension56,reach,fixed_rank4,6,native_elite_boundary_margin,28,0.002069885177271707,0.0024951797670267457,0.0004715446528537751,0.0012567432863371713,0.0030508713796734777,,,,descriptive_only
extension56,reach,fixed_rank4,6,arm_elite_boundary_margin,28,0.0015974225742476328,0.0017016546492919266,0.0003215825013816622,0.0010262315028480122,0.0022633780592254222,,,,descriptive_only
extension56,reach,fixed_rank4,6,elite_boundary_margin_delta,28,-0.000472462603024074,0.0019744739841633546,0.00037314050944736574,-0.0012742124231798308,0.000134542371545519,,,,descriptive_only
extension56,reach,fixed_rank4,7,proposal_mean_delta_l2,28,2.391311067142172,2.789300789177724,0.52712830142289,1.439601276027233,3.4345032412279615,,,,descriptive_only
extension56,reach,fixed_rank4,7,proposal_mean_delta_rms,28,0.21829583558091964,0.25462716031660015,0.04812001023144989,0.13141701544888942,0.313525816507527,,,,descriptive_only
extension56,reach,fixed_rank4,7,proposal_std_delta_l2,28,1.634029005113913,1.6666275043332737,0.31496299318900467,1.0462751163387436,2.2465807241413,,,,descriptive_only
extension56,reach,fixed_rank4,7,proposal_std_delta_rms,28,0.1491657576197691,0.15214157984697885,0.028752056024827312,0.09551141376251195,0.20508382331141345,,,,descriptive_only
extension56,reach,fixed_rank4,7,native_proposal_entropy_nats,28,112.87280693013102,8.904597450445861,1.682810741358539,109.61850832400268,116.10477029889198,,,,descriptive_only
extension56,reach,fixed_rank4,7,arm_proposal_entropy_nats,28,112.30977611113475,9.671728983959033,1.8277849742550722,108.74054413860023,115.76964791409135,,,,descriptive_only
extension56,reach,fixed_rank4,7,proposal_entropy_delta_nats,28,-0.5630308189962554,2.5882256254897613,0.48912866728360754,-1.5563759536689887,0.32370003754064447,,,,descriptive_only
extension56,reach,fixed_rank4,7,native_best_runnerup_margin,28,0.008897094854286738,0.01633456363441876,0.003086942367959387,0.0044805417369518956,0.01559233234397001,,,,descriptive_only
extension56,reach,fixed_rank4,7,arm_best_runnerup_margin,28,0.005938259618622916,0.00624058106843065,0.0011793589674003754,0.0038292984079037395,0.008356694451400207,,,,descriptive_only
extension56,reach,fixed_rank4,7,best_runnerup_margin_delta,28,-0.0029588352356638226,0.01661328070582225,0.003139614943465234,-0.00969708003103733,0.002132013653005872,,,,descriptive_only
extension56,reach,fixed_rank4,7,native_elite_boundary_margin,28,0.001550051782812391,0.0012184108537047283,0.00023025800811461513,0.0011272826365062167,0.0020068521212254246,,,,descriptive_only
extension56,reach,fixed_rank4,7,arm_elite_boundary_margin,28,0.0015270199094499861,0.0010824625835360216,0.00020456619996919948,0.0011568792164325713,0.001937228521066052,,,,descriptive_only
extension56,reach,fixed_rank4,7,elite_boundary_margin_delta,28,-2.303187336240496e-05,0.0007533104965737597,0.0001423623024249102,-0.00030164295541388643,0.0002464581014854567,,,,descriptive_only
extension56,reach,fixed_rank4,8,proposal_mean_delta_l2,28,3.156164839229188,3.0732462831294374,0.580788955915292,2.09070660097119,4.299788251901735,,,,descriptive_only
extension56,reach,fixed_rank4,8,proposal_mean_delta_rms,28,0.28811711294174863,0.2805477190064836,0.05301853538411317,0.1908545277461455,0.39251516967704764,,,,descriptive_only
extension56,reach,fixed_rank4,8,proposal_std_delta_l2,28,2.0861029538268125,1.8074057640680263,0.34156758356490563,1.44115599470668,2.7438674872736444,,,,descriptive_only
extension56,reach,fixed_rank4,8,proposal_std_delta_rms,28,0.19043427418151723,0.16499281792415305,0.03118071173850494,0.13155894119744074,0.2504796862641324,,,,descriptive_only
extension56,reach,fixed_rank4,8,native_proposal_entropy_nats,28,101.47077874372305,10.71549689579939,2.0250385686264134,97.50817629073212,105.3337972609366,,,,descriptive_only
extension56,reach,fixed_rank4,8,arm_proposal_entropy_nats,28,101.53361454972911,11.235355412057839,2.123282593694905,97.34816309155711,105.57944363805524,,,,descriptive_only
extension56,reach,fixed_rank4,8,proposal_entropy_delta_nats,28,0.06283580600607408,2.9871727289104686,0.5645225831350902,-1.0286439749606102,1.140807785906141,,,,descriptive_only
extension56,reach,fixed_rank4,8,native_best_runnerup_margin,28,0.006454532699925559,0.010805831334316616,0.0020421101728507873,0.0032201389382992473,0.010849742431725743,,,,descriptive_only
extension56,reach,fixed_rank4,8,arm_best_runnerup_margin,28,0.005376751933779035,0.006433339158328959,0.0012157868223337152,0.0033100516402295656,0.007922460245234627,,,,descriptive_only
extension56,reach,fixed_rank4,8,best_runnerup_margin_delta,28,-0.0010777807661465236,0.01141872789282199,0.0021579367352231133,-0.00558574040021215,0.0026663475536874356,,,,descriptive_only
extension56,reach,fixed_rank4,8,native_elite_boundary_margin,28,0.0011298486164637975,0.0012333849352977359,0.00023308784354366427,0.0007251305505633355,0.0016148690134286875,,,,descriptive_only
extension56,reach,fixed_rank4,8,arm_elite_boundary_margin,28,0.0013933171119008745,0.0013183195004585764,0.00024913896762430673,0.0009376701233642442,0.0019017410331538746,,,,descriptive_only
extension56,reach,fixed_rank4,8,elite_boundary_margin_delta,28,0.0002634684954370771,0.001621197502870046,0.000306377529908076,-0.00033903369413954866,0.0008380800485610961,,,,descriptive_only
extension56,reach,fixed_rank4,9,proposal_mean_delta_l2,28,3.8753386285556206,3.4815052900215564,0.6579426561109172,2.6526965732205725,5.154391461806572,,,,descriptive_only
extension56,reach,fixed_rank4,9,proposal_mean_delta_rms,28,0.35376839747184124,0.317816496903062,0.060061672382802266,0.24215695856159375,0.4705294123072478,,,,descriptive_only
extension56,reach,fixed_rank4,9,proposal_std_delta_l2,28,2.3813503445125055,1.8592211756489105,0.35135977593086815,1.7121346041642678,3.0477840256121076,,,,descriptive_only
extension56,reach,fixed_rank4,9,proposal_std_delta_rms,28,0.2173865501686997,0.16972289621569714,0.032074612512882864,0.156295790697658,0.278223343538609,,,,descriptive_only
extension56,reach,fixed_rank4,9,native_proposal_entropy_nats,28,89.29061185261051,14.065184327260994,2.6580699910154215,84.05480377325557,94.1885569844025,,,,descriptive_only
extension56,reach,fixed_rank4,9,arm_proposal_entropy_nats,28,89.7339553580193,14.255161432513528,2.693972289250718,84.40794495036735,94.7549946048948,,,,descriptive_only
extension56,reach,fixed_rank4,9,proposal_entropy_delta_nats,28,0.44334350540880585,4.802211932569135,0.9075327511860578,-1.3013823852041655,2.1828189258331743,,,,descriptive_only
extension56,reach,fixed_rank4,9,native_best_runnerup_margin,28,0.0050743254167693,0.0058724780556168275,0.0011097940367747327,0.0031833740483437267,0.007406085623162124,,,,descriptive_only
extension56,reach,fixed_rank4,9,arm_best_runnerup_margin,28,0.005164446575301034,0.004906161965494582,0.000927177460893037,0.003495313785970211,0.0070441268384456605,,,,descriptive_only
extension56,reach,fixed_rank4,9,best_runnerup_margin_delta,28,9.012115853173392e-05,0.007941307647687256,0.0015007660800311297,-0.0028893492317625456,0.0028620277930583265,,,,descriptive_only
extension56,reach,fixed_rank4,9,native_elite_boundary_margin,28,0.0008552319237164088,0.0009888651107655927,0.00018687794023386416,0.0005283741812620843,0.0012424537645918982,,,,descriptive_only
extension56,reach,fixed_rank4,9,arm_elite_boundary_margin,28,0.0009366252592631749,0.001080043069088224,0.00020410895471759948,0.0005994968382375581,0.0013697590945022447,,,,descriptive_only
extension56,reach,fixed_rank4,9,elite_boundary_margin_delta,28,8.1393335546766e-05,0.0014177594772696166,0.00026793135684002406,-0.0004329129521335875,0.0006079860297696929,,,,descriptive_only
extension56,reach,fixed_rank4,10,proposal_mean_delta_l2,28,4.545299032238528,3.5750752919752826,0.6756257243498734,3.2804668199962816,5.83931739623925,,,,descriptive_only
extension56,reach,fixed_rank4,10,proposal_mean_delta_rms,28,0.4149271350939071,0.326358230365705,0.06167590827619883,0.29946427940986714,0.5330543097254282,,,,descriptive_only
extension56,reach,fixed_rank4,10,proposal_std_delta_l2,28,2.755926700435424,1.870155953871687,0.3534262547750904,2.0751518630003516,3.417932471317098,,,,descriptive_only
extension56,reach,fixed_rank4,10,proposal_std_delta_rms,28,0.2515805367765441,0.17072110033135232,0.032263255359147494,0.18943458093569385,0.312013119094959,,,,descriptive_only
extension56,reach,fixed_rank4,10,native_proposal_entropy_nats,28,76.53749633556119,16.40666376573888,3.1005680120285395,70.33086902493054,82.20699064308495,,,,descriptive_only
extension56,reach,fixed_rank4,10,arm_proposal_entropy_nats,28,78.00812538737719,16.331474053857633,3.086358492115084,71.8792529795248,83.66998639304258,,,,descriptive_only
extension56,reach,fixed_rank4,10,proposal_entropy_delta_nats,28,1.4706290518159961,5.800795210226183,1.0962472523337943,-0.603078360606252,3.5750336016134634,,,,descriptive_only
extension56,reach,fixed_rank4,10,native_best_runnerup_margin,28,0.006158587123666491,0.007595625511136733,0.0014354382967461186,0.0036856102358017646,0.00914092218237263,,,,descriptive_only
extension56,reach,fixed_rank4,10,arm_best_runnerup_margin,28,0.004257893988064357,0.003372172446521008,0.0006372806908227747,0.0030766190162726816,0.005544247105717657,,,,descriptive_only
extension56,reach,fixed_rank4,10,best_runnerup_margin_delta,28,-0.0019006931356021336,0.007628031907384112,0.001441562529986003,-0.004976462359939303,0.0005024228777204235,,,,descriptive_only
extension56,reach,fixed_rank4,10,native_elite_boundary_margin,28,0.0007751051868711199,0.000987915712360582,0.00018669852079995132,0.000443255395761558,0.0011667379577245032,,,,descriptive_only
extension56,reach,fixed_rank4,10,arm_elite_boundary_margin,28,0.0007765782730919975,0.0007129641654164296,0.00013473756252804217,0.0005428412929177284,0.0010559669562748488,,,,descriptive_only
extension56,reach,fixed_rank4,10,elite_boundary_margin_delta,28,1.4730862208775112e-06,0.0012715621135618487,0.00024030265207545162,-0.0004817761214716094,0.00043724852481058664,,,,descriptive_only
extension56,reach,fixed_rank4,11,proposal_mean_delta_l2,28,5.214365014667372,3.862281285420659,0.7299025553287101,3.8477638961453193,6.610836644180339,,,,descriptive_only
extension56,reach,fixed_rank4,11,proposal_mean_delta_rms,28,0.4760042235998461,0.35257643057582394,0.06663068238903284,0.3512511803121261,0.6034840589998876,,,,descriptive_only
extension56,reach,fixed_rank4,11,proposal_std_delta_l2,28,2.940699171646952,1.8138925974055973,0.3427934798368725,2.2694247034856905,3.5694336260234865,,,,descriptive_only
extension56,reach,fixed_rank4,11,proposal_std_delta_rms,28,0.2684478785246321,0.16558498208178038,0.03129262024539123,0.20716918377643093,0.32584321908175373,,,,descriptive_only
extension56,reach,fixed_rank4,11,native_proposal_entropy_nats,28,63.61809380787559,18.044751774990885,3.4101375476083735,56.809567905409516,69.82922767187426,,,,descriptive_only
extension56,reach,fixed_rank4,11,arm_proposal_entropy_nats,28,65.82068212808589,18.06151383089535,3.413305278421615,59.038360991096596,72.1273820447814,,,,descriptive_only
extension56,reach,fixed_rank4,11,proposal_entropy_delta_nats,28,2.202588320210292,6.423000553639922,1.2138330096972438,-0.030403401680382358,4.636001188105145,,,,descriptive_only
extension56,reach,fixed_rank4,11,native_best_runnerup_margin,28,0.00406792972769056,0.0038789239184254263,0.0007330477173352765,0.0027568885524358066,0.005551381781697271,,,,descriptive_only
extension56,reach,fixed_rank4,11,arm_best_runnerup_margin,28,0.0034279589142118183,0.004355488812911447,0.0008231100169348298,0.0020970129540988382,0.005166804950152123,,,,descriptive_only
extension56,reach,fixed_rank4,11,best_runnerup_margin_delta,28,-0.0006399708134787423,0.005516628059790538,0.001042544708703323,-0.0026220093880380893,0.0013716821691819548,,,,descriptive_only
extension56,reach,fixed_rank4,11,native_elite_boundary_margin,28,0.0006691494158336095,0.0005854960592490507,0.00011064835474152335,0.00046952891030481886,0.0008958245228443827,,,,descriptive_only
extension56,reach,fixed_rank4,11,arm_elite_boundary_margin,28,0.0007256940007209778,0.0010930947293643894,0.00020657548666668763,0.00039864544357572285,0.001177299980606351,,,,descriptive_only
extension56,reach,fixed_rank4,11,elite_boundary_margin_delta,28,5.654458488736834e-05,0.0012164091681927116,0.00022987972510977534,-0.00033190995454788206,0.0005506314071161404,,,,descriptive_only
extension56,reach,fixed_rank4,12,proposal_mean_delta_l2,28,5.905744166149212,4.139813136610008,0.7823511452677387,4.434167318271147,7.39818891695815,,,,descriptive_only
extension56,reach,fixed_rank4,12,proposal_mean_delta_rms,28,0.5391182164424102,0.37791150646291954,0.07141856169219027,0.4047822439948827,0.675359159083782,,,,descriptive_only
extension56,reach,fixed_rank4,12,proposal_std_delta_l2,28,3.067833702319111,1.7893069544283327,0.338147230041125,2.406698249290896,3.6818559408200864,,,,descriptive_only
