task,bank,arm,modality,horizon,metric,n,n_defined,mean,marginal_95_low,marginal_95_high
reach,original,donor_h3_B5,proprio,3,native_spearman,8,8,0.99976827520305778,0.99972944143823828,0.99980277558639541
reach,original,donor_h3_B5,proprio,3,spearman_loss,8,8,0.00023172479694219539,0.00019722441360461827,0.00027055856176178006
reach,original,donor_h3_B5,proprio,3,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,proprio,3,centered_cost_change_rms,8,8,0.00098944017132110082,0.0008746371430534256,0.0011019812991816908
reach,original,donor_h3_B5,proprio,4,donor_reconstruction,8,8,0.0066106301565299896,0.0055403636827749628,0.0076048346764575891
reach,original,donor_h3_B5,proprio,4,numerator_mse_mean,8,8,0.0036454564432279587,0.0033894369370062686,0.0039248870570550796
reach,original,donor_h3_B5,proprio,4,denominator_mse_mean,8,8,0.0036699378012198039,0.0034105606175295075,0.0039520719145822482
reach,original,donor_h3_B5,proprio,4,native_spearman,8,8,0.99976827520305778,0.99972944143823828,0.99980277558639541
reach,original,donor_h3_B5,proprio,4,spearman_loss,8,8,0.00023172479694219539,0.00019722441360461827,0.00027055856176178006
reach,original,donor_h3_B5,proprio,4,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,proprio,4,centered_cost_change_rms,8,8,0.00098944017132110082,0.0008746371430534256,0.0011019812991816908
reach,original,donor_h3_B5,proprio,6,donor_reconstruction,8,8,0.018656661190088422,0.017208415968473636,0.020152028203503369
reach,original,donor_h3_B5,proprio,6,numerator_mse_mean,8,8,0.0038335865519560221,0.003548065960913884,0.004159010489737637
reach,original,donor_h3_B5,proprio,6,denominator_mse_mean,8,8,0.003906959559277251,0.0036129195551265051,0.0042412543424184997
reach,original,donor_h3_B5,proprio,6,native_spearman,8,8,0.99976827520305778,0.99972944143823828,0.99980277558639541
reach,original,donor_h3_B5,proprio,6,spearman_loss,8,8,0.00023172479694219539,0.00019722441360461827,0.00027055856176178006
reach,original,donor_h3_B5,proprio,6,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,proprio,6,centered_cost_change_rms,8,8,0.00098944017132110082,0.0008746371430534256,0.0011019812991816908
reach,original,donor_h3_B5,visual,3,donor_reconstruction,8,8,-0.0054314002074731249,-0.0060246379973175057,-0.004889595414539899
reach,original,donor_h3_B5,visual,3,numerator_mse_mean,8,8,0.044485672000289314,0.042010052626049357,0.047188116049403601
reach,original,donor_h3_B5,visual,3,denominator_mse_mean,8,8,0.04424749078043104,0.041768187548032056,0.046954101471229068
reach,original,donor_h3_B5,visual,3,native_spearman,8,8,0.9998433871436303,0.99982203968689087,0.99986606830080493
reach,original,donor_h3_B5,visual,3,spearman_loss,8,8,0.00015661285636975331,0.00013393169919509175,0.00017796031310919613
reach,original,donor_h3_B5,visual,3,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,visual,3,centered_cost_change_rms,8,8,0.0019873128732798189,0.0017007068562496781,0.0023171887502618869
reach,original,donor_h3_B5,visual,4,donor_reconstruction,8,8,0.0052363051996063975,0.0046902400639542109,0.005803966744885064
reach,original,donor_h3_B5,visual,4,numerator_mse_mean,8,8,0.15849217579738525,0.14804773465194135,0.17076174321346801
reach,original,donor_h3_B5,visual,4,denominator_mse_mean,8,8,0.15933560755588755,0.14876346520212635,0.17176270297994159
reach,original,donor_h3_B5,visual,4,native_spearman,8,8,0.9998433871436303,0.99982203968689087,0.99986606830080493
reach,original,donor_h3_B5,visual,4,spearman_loss,8,8,0.00015661285636975331,0.00013393169919509175,0.00017796031310919613
reach,original,donor_h3_B5,visual,4,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,visual,4,centered_cost_change_rms,8,8,0.0019873128732798189,0.0017007068562496781,0.0023171887502618869
reach,original,donor_h3_B5,visual,6,donor_reconstruction,8,8,0.012699924611683122,0.011954201012616187,0.013461199961806577
reach,original,donor_h3_B5,visual,6,numerator_mse_mean,8,8,0.17315547079291316,0.16135929177684999,0.18707983589422525
reach,original,donor_h3_B5,visual,6,denominator_mse_mean,8,8,0.17539299885749407,0.16338527119760024,0.18959543348386504
reach,original,donor_h3_B5,visual,6,native_spearman,8,8,0.9998433871436303,0.99982203968689087,0.99986606830080493
reach,original,donor_h3_B5,visual,6,spearman_loss,8,8,0.00015661285636975331,0.00013393169919509175,0.00017796031310919613
reach,original,donor_h3_B5,visual,6,native_top10_overlap,8,8,9.75,9.375,10
reach,original,donor_h3_B5,visual,6,centered_cost_change_rms,8,8,0.0019873128732798189,0.0017007068562496781,0.0023171887502618869
reach,original,donor_persistent_B0,official,3,donor_reconstruction,8,8,0.33552169321922587,0.32915805628046618,0.3396029488961374
reach,original,donor_persistent_B0,official,3,numerator_mse_mean,8,8,0.02949219500265143,0.02768538110693846,0.031544763428027311
reach,original,donor_persistent_B0,official,3,denominator_mse_mean,8,8,0.044351809681430883,0.041868927583696897,0.047063703284059497
reach,original,donor_persistent_B0,official,3,native_spearman,8,8,0.99347370526339174,0.99256863965155184,0.99432632584806502
reach,original,donor_persistent_B0,official,3,spearman_loss,8,8,0.006526294736608193,0.0056736741519350237,0.0074313603484483237
reach,original,donor_persistent_B0,official,3,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B0,official,3,centered_cost_change_rms,8,8,0.016001363097429326,0.014011938557239451,0.018296934686287233
reach,original,donor_persistent_B0,official,4,donor_reconstruction,8,8,0.24644197170339111,0.2408108160560638,0.25257824727192696
reach,original,donor_persistent_B0,official,4,numerator_mse_mean,8,8,0.12042308142545016,0.11191746197995618,0.13036569563559339
reach,original,donor_persistent_B0,official,4,denominator_mse_mean,8,8,0.1597026013360095,0.14911414486343894,0.1721550632306697
reach,original,donor_persistent_B0,official,4,native_spearman,8,8,0.99347370526339174,0.99256863965155184,0.99432632584806502
reach,original,donor_persistent_B0,official,4,spearman_loss,8,8,0.006526294736608193,0.0056736741519350237,0.0074313603484483237
reach,original,donor_persistent_B0,official,4,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B0,official,4,centered_cost_change_rms,8,8,0.016001363097429326,0.014011938557239451,0.018296934686287233
reach,original,donor_persistent_B0,official,6,donor_reconstruction,8,8,0.19719390789798225,0.19009368052568096,0.20412975634770181
reach,original,donor_persistent_B0,official,6,numerator_mse_mean,8,8,0.14119090344080787,0.1309194404339678,0.15305378844130557
reach,original,donor_persistent_B0,official,6,denominator_mse_mean,8,8,0.17578369481342179,0.16374559949013903,0.19002128626910386
reach,original,donor_persistent_B0,official,6,native_spearman,8,8,0.99347370526339174,0.99256863965155184,0.99432632584806502
reach,original,donor_persistent_B0,official,6,spearman_loss,8,8,0.006526294736608193,0.0056736741519350237,0.0074313603484483237
reach,original,donor_persistent_B0,official,6,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B0,official,6,centered_cost_change_rms,8,8,0.016001363097429326,0.014011938557239451,0.018296934686287233
reach,original,donor_persistent_B0,proprio,3,donor_reconstruction,8,8,0.07034387133486153,0.062945367460077395,0.078651073183780285
reach,original,donor_persistent_B0,proprio,3,numerator_mse_mean,8,8,0.00097016092917379462,0.00091396593128370942,0.001031043752225145
reach,original,donor_persistent_B0,proprio,3,denominator_mse_mean,8,8,0.0010431890099983857,0.00098592360412836462,0.0011029535332067021
reach,original,donor_persistent_B0,proprio,3,native_spearman,8,8,0.99526051673867544,0.99454229074767497,0.99601170559593
reach,original,donor_persistent_B0,proprio,3,spearman_loss,8,8,0.0047394832613245619,0.0039882944040700169,0.0054577092523250209
reach,original,donor_persistent_B0,proprio,3,native_top10_overlap,8,8,9.25,8.5,9.875
reach,original,donor_persistent_B0,proprio,3,centered_cost_change_rms,8,8,0.0062055262477450192,0.0055838740634412409,0.0067238719460016661
reach,original,donor_persistent_B0,proprio,4,donor_reconstruction,8,8,0.23661334896589933,0.22868363956919818,0.24480650879330701
reach,original,donor_persistent_B0,proprio,4,numerator_mse_mean,8,8,0.0028018942690576374,0.0026030658275132262,0.0030248306026221597
reach,original,donor_persistent_B0,proprio,4,denominator_mse_mean,8,8,0.0036699378012198039,0.0034105606175295075,0.0039520719145822482
reach,original,donor_persistent_B0,proprio,4,native_spearman,8,8,0.99526051673867544,0.99454229074767497,0.99601170559593
reach,original,donor_persistent_B0,proprio,4,spearman_loss,8,8,0.0047394832613245619,0.0039882944040700169,0.0054577092523250209
reach,original,donor_persistent_B0,proprio,4,native_top10_overlap,8,8,9.25,8.5,9.875
reach,original,donor_persistent_B0,proprio,4,centered_cost_change_rms,8,8,0.0062055262477450192,0.0055838740634412409,0.0067238719460016661
reach,original,donor_persistent_B0,proprio,6,donor_reconstruction,8,8,0.26034462663614555,0.25277457874469261,0.26765437995565311
reach,original,donor_persistent_B0,proprio,6,numerator_mse_mean,8,8,0.0028905876025137854,0.0026661250177453391,0.0031454669301778163
reach,original,donor_persistent_B0,proprio,6,denominator_mse_mean,8,8,0.003906959559277251,0.0036129195551265051,0.0042412543424184997
reach,original,donor_persistent_B0,proprio,6,native_spearman,8,8,0.99526051673867544,0.99454229074767497,0.99601170559593
reach,original,donor_persistent_B0,proprio,6,spearman_loss,8,8,0.0047394832613245619,0.0039882944040700169,0.0054577092523250209
reach,original,donor_persistent_B0,proprio,6,native_top10_overlap,8,8,9.25,8.5,9.875
reach,original,donor_persistent_B0,proprio,6,centered_cost_change_rms,8,8,0.0062055262477450192,0.0055838740634412409,0.0067238719460016661
reach,original,donor_persistent_B0,visual,3,donor_reconstruction,8,8,0.33614755974470217,0.32977109750893352,0.34023609063866628
reach,original,donor_persistent_B0,visual,3,numerator_mse_mean,8,8,0.029395178909734046,0.02759195492499605,0.031443556408427602
reach,original,donor_persistent_B0,visual,3,denominator_mse_mean,8,8,0.04424749078043104,0.041768187548032056,0.046954101471229068
reach,original,donor_persistent_B0,visual,3,native_spearman,8,8,0.99323513304190814,0.99229526123530354,0.99412249024989163
reach,original,donor_persistent_B0,visual,3,spearman_loss,8,8,0.0067648669580918641,0.0058775097501083534,0.0077047387646965587
reach,original,donor_persistent_B0,visual,3,native_top10_overlap,8,8,8.875,8.5,9.25
reach,original,donor_persistent_B0,visual,3,centered_cost_change_rms,8,8,0.015634277716652878,0.013656855428287311,0.017916450373994822
reach,original,donor_persistent_B0,visual,4,donor_reconstruction,8,8,0.24646422695846493,0.24083532357857385,0.2526039960001234
reach,original,donor_persistent_B0,visual,4,numerator_mse_mean,8,8,0.1201428919985444,0.11165895499066576,0.13006713647135582
reach,original,donor_persistent_B0,visual,4,denominator_mse_mean,8,8,0.15933560755588755,0.14876346520212635,0.17176270297994159
reach,original,donor_persistent_B0,visual,4,native_spearman,8,8,0.99323513304190814,0.99229526123530354,0.99412249024989163
reach,original,donor_persistent_B0,visual,4,spearman_loss,8,8,0.0067648669580918641,0.0058775097501083534,0.0077047387646965587
reach,original,donor_persistent_B0,visual,4,native_top10_overlap,8,8,8.875,8.5,9.25
reach,original,donor_persistent_B0,visual,4,centered_cost_change_rms,8,8,0.015634277716652878,0.013656855428287311,0.017916450373994822
reach,original,donor_persistent_B0,visual,6,donor_reconstruction,8,8,0.1970531597398979,0.18995250402349501,0.20398876056603349
reach,original,donor_persistent_B0,visual,6,numerator_mse_mean,8,8,0.1409018446805565,0.13065715593841054,0.15274079727379458
reach,original,donor_persistent_B0,visual,6,denominator_mse_mean,8,8,0.17539299885749407,0.16338527119760024,0.18959543348386504
reach,original,donor_persistent_B0,visual,6,native_spearman,8,8,0.99323513304190814,0.99229526123530354,0.99412249024989163
reach,original,donor_persistent_B0,visual,6,spearman_loss,8,8,0.0067648669580918641,0.0058775097501083534,0.0077047387646965587
reach,original,donor_persistent_B0,visual,6,native_top10_overlap,8,8,8.875,8.5,9.25
reach,original,donor_persistent_B0,visual,6,centered_cost_change_rms,8,8,0.015634277716652878,0.013656855428287311,0.017916450373994822
reach,original,donor_persistent_B1,official,3,donor_reconstruction,8,8,0.6059394221148503,0.59496878747846482,0.61647879310304021
reach,original,donor_persistent_B1,official,3,numerator_mse_mean,8,8,0.017486935538819082,0.016326406689272804,0.018712417668862828
reach,original,donor_persistent_B1,official,3,denominator_mse_mean,8,8,0.044351809681430883,0.041868927583696897,0.047063703284059497
reach,original,donor_persistent_B1,official,3,native_spearman,8,8,0.90504372270803013,0.8922986922076912,0.91631740352670588
reach,original,donor_persistent_B1,official,3,spearman_loss,8,8,0.094956277291969912,0.083682596473294166,0.10770130779230881
reach,original,donor_persistent_B1,official,3,native_top10_overlap,8,8,6.375,5.25,7.5
reach,original,donor_persistent_B1,official,3,centered_cost_change_rms,8,8,0.063094941593884443,0.056384340418482837,0.071704969042203318
reach,original,donor_persistent_B1,official,4,donor_reconstruction,8,8,0.75878168218778752,0.74686238359062507,0.7704275692509549
reach,original,donor_persistent_B1,official,4,numerator_mse_mean,8,8,0.038716174693571345,0.034618174959456599,0.043405902831257906
reach,original,donor_persistent_B1,official,4,denominator_mse_mean,8,8,0.1597026013360095,0.14911414486343894,0.1721550632306697
reach,original,donor_persistent_B1,official,4,native_spearman,8,8,0.90504372270803013,0.8922986922076912,0.91631740352670588
reach,original,donor_persistent_B1,official,4,spearman_loss,8,8,0.094956277291969912,0.083682596473294166,0.10770130779230881
reach,original,donor_persistent_B1,official,4,native_top10_overlap,8,8,6.375,5.25,7.5
reach,original,donor_persistent_B1,official,4,centered_cost_change_rms,8,8,0.063094941593884443,0.056384340418482837,0.071704969042203318
reach,original,donor_persistent_B1,official,6,donor_reconstruction,8,8,0.7319568363008,0.72134100207379359,0.74262204974431012
reach,original,donor_persistent_B1,official,6,numerator_mse_mean,8,8,0.047274538133088788,0.042740071517256208,0.052572799026427822
reach,original,donor_persistent_B1,official,6,denominator_mse_mean,8,8,0.17578369481342179,0.16374559949013903,0.19002128626910386
reach,original,donor_persistent_B1,official,6,native_spearman,8,8,0.90504372270803013,0.8922986922076912,0.91631740352670588
reach,original,donor_persistent_B1,official,6,spearman_loss,8,8,0.094956277291969912,0.083682596473294166,0.10770130779230881
reach,original,donor_persistent_B1,official,6,native_top10_overlap,8,8,6.375,5.25,7.5
reach,original,donor_persistent_B1,official,6,centered_cost_change_rms,8,8,0.063094941593884443,0.056384340418482837,0.071704969042203318
reach,original,donor_persistent_B1,proprio,3,donor_reconstruction,8,8,0.48718939917412818,0.47325055494119556,0.50190103428311716
reach,original,donor_persistent_B1,proprio,3,numerator_mse_mean,8,8,0.00053421824236568301,0.00050795741072686947,0.00056300157595113763
reach,original,donor_persistent_B1,proprio,3,denominator_mse_mean,8,8,0.0010431890099983857,0.00098592360412836462,0.0011029535332067021
reach,original,donor_persistent_B1,proprio,3,native_spearman,8,8,0.90763258480649789,0.89795236613740148,0.91719078128645859
reach,original,donor_persistent_B1,proprio,3,spearman_loss,8,8,0.092367415193502153,0.082809218713541272,0.10204763386259846
reach,original,donor_persistent_B1,proprio,3,native_top10_overlap,8,8,7,6.25,7.625
reach,original,donor_persistent_B1,proprio,3,centered_cost_change_rms,8,8,0.02701627252449184,0.024283297065903358,0.029999826471388009
reach,original,donor_persistent_B1,proprio,4,donor_reconstruction,8,8,0.82898344849713224,0.82334417400224069,0.8354772321398094
reach,original,donor_persistent_B1,proprio,4,numerator_mse_mean,8,8,0.00062853514649327297,0.00057403142534515495,0.00068804174766743569
reach,original,donor_persistent_B1,proprio,4,denominator_mse_mean,8,8,0.0036699378012198039,0.0034105606175295075,0.0039520719145822482
reach,original,donor_persistent_B1,proprio,4,native_spearman,8,8,0.90763258480649789,0.89795236613740148,0.91719078128645859
reach,original,donor_persistent_B1,proprio,4,spearman_loss,8,8,0.092367415193502153,0.082809218713541272,0.10204763386259846
reach,original,donor_persistent_B1,proprio,4,native_top10_overlap,8,8,7,6.25,7.625
reach,original,donor_persistent_B1,proprio,4,centered_cost_change_rms,8,8,0.02701627252449184,0.024283297065903358,0.029999826471388009
reach,original,donor_persistent_B1,proprio,6,donor_reconstruction,8,8,0.79237916220035065,0.78448959179369981,0.79991160532427374
reach,original,donor_persistent_B1,proprio,6,numerator_mse_mean,8,8,0.00081051948233349064,0.00074644275261701498,0.00088274838669862563
reach,original,donor_persistent_B1,proprio,6,denominator_mse_mean,8,8,0.003906959559277251,0.0036129195551265051,0.0042412543424184997
reach,original,donor_persistent_B1,proprio,6,native_spearman,8,8,0.90763258480649789,0.89795236613740148,0.91719078128645859
reach,original,donor_persistent_B1,proprio,6,spearman_loss,8,8,0.092367415193502153,0.082809218713541272,0.10204763386259846
reach,original,donor_persistent_B1,proprio,6,native_top10_overlap,8,8,7,6.25,7.625
reach,original,donor_persistent_B1,proprio,6,centered_cost_change_rms,8,8,0.02701627252449184,0.024283297065903358,0.029999826471388009
reach,original,donor_persistent_B1,visual,3,donor_reconstruction,8,8,0.60621944305467035,0.59523733141977342,0.61677602301500722
reach,original,donor_persistent_B1,visual,3,numerator_mse_mean,8,8,0.017433513714582512,0.016275438011880188,0.018656414286500257
reach,original,donor_persistent_B1,visual,3,denominator_mse_mean,8,8,0.04424749078043104,0.041768187548032056,0.046954101471229068
reach,original,donor_persistent_B1,visual,3,native_spearman,8,8,0.90423928139456522,0.89123760551437692,0.91568484094267721
reach,original,donor_persistent_B1,visual,3,spearman_loss,8,8,0.095760718605434794,0.084315159057322883,0.10876239448562294
reach,original,donor_persistent_B1,visual,3,native_top10_overlap,8,8,6.125,5.125,7.125
reach,original,donor_persistent_B1,visual,3,centered_cost_change_rms,8,8,0.06101739470517431,0.054368814592449445,0.069604000137904146
reach,original,donor_persistent_B1,visual,4,donor_reconstruction,8,8,0.7586194433620177,0.74667921208248411,0.77029111015316654
reach,original,donor_persistent_B1,visual,4,numerator_mse_mean,8,8,0.03865332117892202,0.034561449222610306,0.043337334490425913
reach,original,donor_persistent_B1,visual,4,denominator_mse_mean,8,8,0.15933560755588755,0.14876346520212635,0.17176270297994159
reach,original,donor_persistent_B1,visual,4,native_spearman,8,8,0.90423928139456522,0.89123760551437692,0.91568484094267721
reach,original,donor_persistent_B1,visual,4,spearman_loss,8,8,0.095760718605434794,0.084315159057322883,0.10876239448562294
reach,original,donor_persistent_B1,visual,4,native_top10_overlap,8,8,6.125,5.125,7.125
reach,original,donor_persistent_B1,visual,4,centered_cost_change_rms,8,8,0.06101739470517431,0.054368814592449445,0.069604000137904146
reach,original,donor_persistent_B1,visual,6,donor_reconstruction,8,8,0.73182205790216925,0.72119120571450224,0.74249276308780732
reach,original,donor_persistent_B1,visual,6,numerator_mse_mean,8,8,0.047193486184855443,0.042664213276258113,0.052484512201783434
reach,original,donor_persistent_B1,visual,6,denominator_mse_mean,8,8,0.17539299885749407,0.16338527119760024,0.18959543348386504
reach,original,donor_persistent_B1,visual,6,native_spearman,8,8,0.90423928139456522,0.89123760551437692,0.91568484094267721
reach,original,donor_persistent_B1,visual,6,spearman_loss,8,8,0.095760718605434794,0.084315159057322883,0.10876239448562294
reach,original,donor_persistent_B1,visual,6,native_top10_overlap,8,8,6.125,5.125,7.125
reach,original,donor_persistent_B1,visual,6,centered_cost_change_rms,8,8,0.06101739470517431,0.054368814592449445,0.069604000137904146
reach,original,donor_persistent_B2,official,3,donor_reconstruction,8,8,0.35913762469967558,0.34528982396832009,0.37194875309604164
reach,original,donor_persistent_B2,official,3,numerator_mse_mean,8,8,0.028390334388933743,0.026962162921962348,0.029946394603573505
reach,original,donor_persistent_B2,official,3,denominator_mse_mean,8,8,0.044351809681430883,0.041868927583696897,0.047063703284059497
reach,original,donor_persistent_B2,official,3,native_spearman,8,8,0.99484551210621008,0.99431461731849025,0.99541639351548339
reach,original,donor_persistent_B2,official,3,spearman_loss,8,8,0.005154487893789847,0.0045836064845165003,0.0056853826815097125
reach,original,donor_persistent_B2,official,3,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B2,official,3,centered_cost_change_rms,8,8,0.015001338239090115,0.012891489045590364,0.017575145390259554
reach,original,donor_persistent_B2,official,4,donor_reconstruction,8,8,0.19060306742929767,0.1805221777185706,0.19978369164416862
reach,original,donor_persistent_B2,official,4,numerator_mse_mean,8,8,0.12918216768460089,0.12106696151836033,0.13891064182016027
reach,original,donor_persistent_B2,official,4,denominator_mse_mean,8,8,0.1597026013360095,0.14911414486343894,0.1721550632306697
reach,original,donor_persistent_B2,official,4,native_spearman,8,8,0.99484551210621008,0.99431461731849025,0.99541639351548339
reach,original,donor_persistent_B2,official,4,spearman_loss,8,8,0.005154487893789847,0.0045836064845165003,0.0056853826815097125
reach,original,donor_persistent_B2,official,4,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B2,official,4,centered_cost_change_rms,8,8,0.015001338239090115,0.012891489045590364,0.017575145390259554
reach,original,donor_persistent_B2,official,6,donor_reconstruction,8,8,0.16732521556665825,0.15821261155726271,0.17593207022646562
reach,original,donor_persistent_B2,official,6,numerator_mse_mean,8,8,0.14633673936397526,0.13649259892537613,0.15809989373246702
reach,original,donor_persistent_B2,official,6,denominator_mse_mean,8,8,0.17578369481342179,0.16374559949013903,0.19002128626910386
reach,original,donor_persistent_B2,official,6,native_spearman,8,8,0.99484551210621008,0.99431461731849025,0.99541639351548339
reach,original,donor_persistent_B2,official,6,spearman_loss,8,8,0.005154487893789847,0.0045836064845165003,0.0056853826815097125
reach,original,donor_persistent_B2,official,6,native_top10_overlap,8,8,8.875,8.375,9.375
reach,original,donor_persistent_B2,official,6,centered_cost_change_rms,8,8,0.015001338239090115,0.012891489045590364,0.017575145390259554
reach,original,donor_persistent_B2,proprio,3,donor_reconstruction,8,8,0.16816512616447993,0.15264302369470362,0.18228838995590091
reach,original,donor_persistent_B2,proprio,3,numerator_mse_mean,8,8,0.00086736157432837238,0.0008189832153077018,0.00091412321192610023
reach,original,donor_persistent_B2,proprio,3,denominator_mse_mean,8,8,0.0010431890099983857,0.00098592360412836462,0.0011029535332067021
reach,original,donor_persistent_B2,proprio,3,native_spearman,8,8,0.99634201491127683,0.99590195446616081,0.99676413071256353
reach,original,donor_persistent_B2,proprio,3,spearman_loss,8,8,0.0036579850887231979,0.0032358692874365214,0.0040980455338392591
reach,original,donor_persistent_B2,proprio,3,native_top10_overlap,8,8,9.375,8.875,9.875
reach,original,donor_persistent_B2,proprio,3,centered_cost_change_rms,8,8,0.0054594876807838692,0.0050658692397939258,0.0059362421611042215
reach,original,donor_persistent_B2,proprio,4,donor_reconstruction,8,8,0.18403084021101407,0.17145061620431526,0.1951548672790033
reach,original,donor_persistent_B2,proprio,4,numerator_mse_mean,8,8,0.0029921934081514594,0.0027909752031181415,0.0032076470937715791
reach,original,donor_persistent_B2,proprio,4,denominator_mse_mean,8,8,0.0036699378012198039,0.0034105606175295075,0.0039520719145822482
reach,original,donor_persistent_B2,proprio,4,native_spearman,8,8,0.99634201491127683,0.99590195446616081,0.99676413071256353
reach,original,donor_persistent_B2,proprio,4,spearman_loss,8,8,0.0036579850887231979,0.0032358692874365214,0.0040980455338392591
reach,original,donor_persistent_B2,proprio,4,native_top10_overlap,8,8,9.375,8.875,9.875
reach,original,donor_persistent_B2,proprio,4,centered_cost_change_rms,8,8,0.0054594876807838692,0.0050658692397939258,0.0059362421611042215
reach,original,donor_persistent_B2,proprio,6,donor_reconstruction,8,8,0.20415862281115091,0.19336016979490467,0.2143488826532185
reach,original,donor_persistent_B2,proprio,6,numerator_mse_mean,8,8,0.0031078500479186548,0.0028771163796753223,0.0033652478375818173
reach,original,donor_persistent_B2,proprio,6,denominator_mse_mean,8,8,0.003906959559277251,0.0036129195551265051,0.0042412543424184997
reach,original,donor_persistent_B2,proprio,6,native_spearman,8,8,0.99634201491127683,0.99590195446616081,0.99676413071256353
reach,original,donor_persistent_B2,proprio,6,spearman_loss,8,8,0.0036579850887231979,0.0032358692874365214,0.0040980455338392591
reach,original,donor_persistent_B2,proprio,6,native_top10_overlap,8,8,9.375,8.875,9.875
reach,original,donor_persistent_B2,proprio,6,centered_cost_change_rms,8,8,0.0054594876807838692,0.0050658692397939258,0.0059362421611042215
reach,original,donor_persistent_B2,visual,3,donor_reconstruction,8,8,0.35958876094128489,0.34574926880500884,0.37238663912075087
reach,original,donor_persistent_B2,visual,3,numerator_mse_mean,8,8,0.028303598231500908,0.026877853473719852,0.029857482162451255
reach,original,donor_persistent_B2,visual,3,denominator_mse_mean,8,8,0.04424749078043104,0.041768187548032056,0.046954101471229068
reach,original,donor_persistent_B2,visual,3,native_spearman,8,8,0.99465034325053747,0.99402037800420007,0.99532473277480848
reach,original,donor_persistent_B2,visual,3,spearman_loss,8,8,0.0053496567494625419,0.004675267225191391,0.0059796219957999747
reach,original,donor_persistent_B2,visual,3,native_top10_overlap,8,8,9,8.625,9.375
reach,original,donor_persistent_B2,visual,3,centered_cost_change_rms,8,8,0.014588333931279292,0.012497684556500677,0.017158856958556276
reach,original,donor_persistent_B2,visual,4,donor_reconstruction,8,8,0.19061829243885808,0.18054509780174846,0.19979307118571787
reach,original,donor_persistent_B2,visual,4,numerator_mse_mean,8,8,0.12888294834378572,0.1207860398647904,0.13858803838161365
reach,original,donor_persistent_B2,visual,4,denominator_mse_mean,8,8,0.15933560755588755,0.14876346520212635,0.17176270297994159
reach,original,donor_persistent_B2,visual,4,native_spearman,8,8,0.99465034325053747,0.99402037800420007,0.99532473277480848
reach,original,donor_persistent_B2,visual,4,spearman_loss,8,8,0.0053496567494625419,0.004675267225191391,0.0059796219957999747
reach,original,donor_persistent_B2,visual,4,native_top10_overlap,8,8,9,8.625,9.375
reach,original,donor_persistent_B2,visual,4,centered_cost_change_rms,8,8,0.014588333931279292,0.012497684556500677,0.017158856958556276
reach,original,donor_persistent_B2,visual,6,donor_reconstruction,8,8,0.16724317394132932,0.15813412505208146,0.17584516313311316
reach,original,donor_persistent_B2,visual,6,numerator_mse_mean,8,8,0.14602595435918339,0.13620674061010729,0.15775461112103797
reach,original,donor_persistent_B2,visual,6,denominator_mse_mean,8,8,0.17539299885749407,0.16338527119760024,0.18959543348386504
reach,original,donor_persistent_B2,visual,6,native_spearman,8,8,0.99465034325053747,0.99402037800420007,0.99532473277480848
reach,original,donor_persistent_B2,visual,6,spearman_loss,8,8,0.0053496567494625419,0.004675267225191391,0.0059796219957999747
reach,original,donor_persistent_B2,visual,6,native_top10_overlap,8,8,9,8.625,9.375
reach,original,donor_persistent_B2,visual,6,centered_cost_change_rms,8,8,0.014588333931279292,0.012497684556500677,0.017158856958556276
reach,original,donor_persistent_B3,official,3,donor_reconstruction,8,8,0.17581180054004458,0.17046505863186565,0.18045471337100683
reach,original,donor_persistent_B3,official,3,numerator_mse_mean,8,8,0.036555395794841392,0.03447965973988841,0.038801814524434874
reach,original,donor_persistent_B3,official,3,denominator_mse_mean,8,8,0.044351809681430883,0.041868927583696897,0.047063703284059497
reach,original,donor_persistent_B3,official,3,native_spearman,8,8,0.99897637751530566,0.99886343181590909,0.99908388009866778
reach,original,donor_persistent_B3,official,3,spearman_loss,8,8,0.0010236224846942865,0.00091611990133224209,0.0011365681840909553
reach,original,donor_persistent_B3,official,3,native_top10_overlap,8,8,9.125,8.75,9.5
reach,original,donor_persistent_B3,official,3,centered_cost_change_rms,8,8,0.0059555610207906581,0.005271101223002444,0.0067237979392549213
reach,original,donor_persistent_B3,official,4,donor_reconstruction,8,8,0.063377791177281095,0.061007397535822405,0.065595392490759796
reach,original,donor_persistent_B3,official,4,numerator_mse_mean,8,8,0.14958068863743365,0.1397894572316703,0.1612179476586651
reach,original,donor_persistent_B3,official,4,denominator_mse_mean,8,8,0.1597026013360095,0.14911414486343894,0.1721550632306697
reach,original,donor_persistent_B3,official,4,native_spearman,8,8,0.99897637751530566,0.99886343181590909,0.99908388009866778
