task,bank,site,comparison,metric,n,n_defined,mean,min,max,sum
reach-wall,fresh,B4,persistent_vs_counterfactual,winner_mismatch,8,8,0.75,0,1,6
reach-wall,fresh,B4,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.75,0,1,6
reach-wall,fresh,B4,persistent_vs_h3,spearman,8,8,0.99993448538237384,0.99991466571850796,0.99995733285925403,7.9994758830589907
reach-wall,fresh,B4,persistent_vs_h3,elite_overlap,8,8,10,10,10,80
reach-wall,fresh,B4,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,fresh,B4,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,fresh,B4,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,fresh,B5,h3_vs_counterfactual,spearman,8,8,0.76137451527239186,0.71821375793064368,0.80706452293914377,6.0909961221791349
reach-wall,fresh,B5,h3_vs_counterfactual,elite_overlap,8,8,4.75,2,7,38
reach-wall,fresh,B5,h3_vs_counterfactual,winner_agreement,8,8,0.25,0,1,2
reach-wall,fresh,B5,h3_vs_counterfactual,winner_mismatch,8,8,0.75,0,1,6
reach-wall,fresh,B5,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.75,0,1,6
reach-wall,fresh,B5,persistent_vs_counterfactual,spearman,8,8,0.76129201435571514,0.71829331437015964,0.80699785553172809,6.0903361148457211
reach-wall,fresh,B5,persistent_vs_counterfactual,elite_overlap,8,8,4.75,2,7,38
reach-wall,fresh,B5,persistent_vs_counterfactual,winner_agreement,8,8,0.25,0,1,2
reach-wall,fresh,B5,persistent_vs_counterfactual,winner_mismatch,8,8,0.75,0,1,6
reach-wall,fresh,B5,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.75,0,1,6
reach-wall,fresh,B5,persistent_vs_h3,spearman,8,8,0.99999422215802403,0.99999022211357902,0.99999777775308618,7.9999537772641922
reach-wall,fresh,B5,persistent_vs_h3,elite_overlap,8,8,10,10,10,80
reach-wall,fresh,B5,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,fresh,B5,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,fresh,B5,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,fresh,all_blocks,h3_vs_counterfactual,spearman,8,8,0.89069377008006945,0.85717619084656493,0.91557995088834321,7.1255501606405556
reach-wall,fresh,all_blocks,h3_vs_counterfactual,elite_overlap,8,8,6.875,5,9,55
reach-wall,fresh,all_blocks,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,fresh,all_blocks,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,fresh,all_blocks,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,fresh,all_blocks,persistent_vs_counterfactual,spearman,8,8,1,1,1,8
reach-wall,fresh,all_blocks,persistent_vs_counterfactual,elite_overlap,8,8,10,10,10,80
reach-wall,fresh,all_blocks,persistent_vs_counterfactual,winner_agreement,8,8,1,1,1,8
reach-wall,fresh,all_blocks,persistent_vs_counterfactual,winner_mismatch,8,8,0,0,0,0
reach-wall,fresh,all_blocks,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,fresh,all_blocks,persistent_vs_h3,spearman,8,8,0.89069377008006945,0.85717619084656493,0.91557995088834321,7.1255501606405556
reach-wall,fresh,all_blocks,persistent_vs_h3,elite_overlap,8,8,6.875,5,9,55
reach-wall,fresh,all_blocks,persistent_vs_h3,winner_agreement,8,8,0.5,0,1,4
reach-wall,fresh,all_blocks,persistent_vs_h3,winner_mismatch,8,8,0.5,0,1,4
reach-wall,fresh,all_blocks,persistent_vs_h3,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,fresh,reference,native_vs_counterfactual,spearman,8,8,0.75767675196391071,0.71637818197979974,0.8040907121190235,6.0614140157112857
reach-wall,fresh,reference,native_vs_counterfactual,elite_overlap,8,8,4.5,2,6,36
reach-wall,fresh,reference,native_vs_counterfactual,winner_agreement,8,8,0.25,0,1,2
reach-wall,fresh,reference,native_vs_counterfactual,winner_mismatch,8,8,0.75,0,1,6
reach-wall,fresh,reference,native_vs_counterfactual,minimum_sets_disjoint,8,8,0.75,0,1,6
reach-wall,original,B0,h3_vs_counterfactual,spearman,8,8,0.77802708918987995,0.74516294625495838,0.81225835842620475,6.2242167135190396
reach-wall,original,B0,h3_vs_counterfactual,elite_overlap,8,8,4.5,2,6,36
reach-wall,original,B0,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B0,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B0,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B0,persistent_vs_counterfactual,spearman,8,8,0.80836837075967516,0.78138912654585047,0.84726896965521836,6.4669469660774013
reach-wall,original,B0,persistent_vs_counterfactual,elite_overlap,8,8,5,3,7,40
reach-wall,original,B0,persistent_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B0,persistent_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B0,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B0,persistent_vs_h3,spearman,8,8,0.99598106645629392,0.99468082978699768,0.99741730463671818,7.9678485316503513
reach-wall,original,B0,persistent_vs_h3,elite_overlap,8,8,8.875,8,10,71
reach-wall,original,B0,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,original,B0,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,original,B0,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,original,B1,h3_vs_counterfactual,spearman,8,8,0.82538339314881282,0.79576839742663807,0.85413215702396694,6.6030671451905025
reach-wall,original,B1,h3_vs_counterfactual,elite_overlap,8,8,4.625,3,6,37
reach-wall,original,B1,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B1,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B1,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B1,persistent_vs_counterfactual,spearman,8,8,0.95031350348337207,0.93847487194302159,0.96324492494361047,7.6025080278669765
reach-wall,original,B1,persistent_vs_counterfactual,elite_overlap,8,8,7.75,7,9,62
reach-wall,original,B1,persistent_vs_counterfactual,winner_agreement,8,8,0.625,0,1,5
reach-wall,original,B1,persistent_vs_counterfactual,winner_mismatch,8,8,0.375,0,1,3
reach-wall,original,B1,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.375,0,1,3
reach-wall,original,B1,persistent_vs_h3,spearman,8,8,0.94078328648096088,0.92563695152168357,0.95182879809775667,7.526266291847687
reach-wall,original,B1,persistent_vs_h3,elite_overlap,8,8,6.375,4,7,51
reach-wall,original,B1,persistent_vs_h3,winner_agreement,8,8,0.75,0,1,6
reach-wall,original,B1,persistent_vs_h3,winner_mismatch,8,8,0.25,0,1,2
reach-wall,original,B1,persistent_vs_h3,minimum_sets_disjoint,8,8,0.25,0,1,2
reach-wall,original,B2,h3_vs_counterfactual,spearman,8,8,0.78718235758175092,0.75491505461171793,0.81875843064922948,6.2974588606540074
reach-wall,original,B2,h3_vs_counterfactual,elite_overlap,8,8,4.625,3,6,37
reach-wall,original,B2,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B2,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B2,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B2,persistent_vs_counterfactual,spearman,8,8,0.80753241702685585,0.7776739741552684,0.83552572806364511,6.4602593362148468
reach-wall,original,B2,persistent_vs_counterfactual,elite_overlap,8,8,4.625,3,6,37
reach-wall,original,B2,persistent_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B2,persistent_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B2,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B2,persistent_vs_h3,spearman,8,8,0.99865920732452584,0.9983995377726419,0.99889643218257984,7.9892736585962068
reach-wall,original,B2,persistent_vs_h3,elite_overlap,8,8,9.625,9,10,77
reach-wall,original,B2,persistent_vs_h3,winner_agreement,8,8,0.875,0,1,7
reach-wall,original,B2,persistent_vs_h3,winner_mismatch,8,8,0.125,0,1,1
reach-wall,original,B2,persistent_vs_h3,minimum_sets_disjoint,8,8,0.125,0,1,1
reach-wall,original,B3,h3_vs_counterfactual,spearman,8,8,0.76621545794953283,0.73404193379926441,0.80210535672618588,6.1297236635962626
reach-wall,original,B3,h3_vs_counterfactual,elite_overlap,8,8,4.25,3,5,34
reach-wall,original,B3,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B3,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B3,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B3,persistent_vs_counterfactual,spearman,8,8,0.77526016955743948,0.7432380359781775,0.81070945232724811,6.2020813564595159
reach-wall,original,B3,persistent_vs_counterfactual,elite_overlap,8,8,4.375,3,6,35
reach-wall,original,B3,persistent_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B3,persistent_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B3,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B3,persistent_vs_h3,spearman,8,8,0.999663329592551,0.9995973288592096,0.99972710807897869,7.997306636740408
reach-wall,original,B3,persistent_vs_h3,elite_overlap,8,8,9.625,9,10,77
reach-wall,original,B3,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,original,B3,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,original,B3,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,original,B4,h3_vs_counterfactual,spearman,8,8,0.81143651596128841,0.78054511716796848,0.8436498183313148,6.4914921276903073
reach-wall,original,B4,h3_vs_counterfactual,elite_overlap,8,8,4.75,3,6,38
reach-wall,original,B4,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B4,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B4,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B4,persistent_vs_counterfactual,spearman,8,8,0.813419426882521,0.78240158223980272,0.84515605728952548,6.507355415060168
reach-wall,original,B4,persistent_vs_counterfactual,elite_overlap,8,8,4.75,3,6,38
reach-wall,original,B4,persistent_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B4,persistent_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B4,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B4,persistent_vs_h3,spearman,8,8,0.99992505472283022,0.99990488783208697,0.99995066611851247,7.9994004377826418
reach-wall,original,B4,persistent_vs_h3,elite_overlap,8,8,9.875,9,10,79
reach-wall,original,B4,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,original,B4,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,original,B4,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,original,B5,h3_vs_counterfactual,spearman,8,8,0.76911454571717464,0.73747974977499753,0.80410671229680331,6.1529163657373971
reach-wall,original,B5,h3_vs_counterfactual,elite_overlap,8,8,4.375,3,5,35
reach-wall,original,B5,h3_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B5,h3_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B5,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B5,persistent_vs_counterfactual,spearman,8,8,0.76900676674185275,0.73755308392315466,0.80382982033133699,6.152054133934822
reach-wall,original,B5,persistent_vs_counterfactual,elite_overlap,8,8,4.375,3,5,35
reach-wall,original,B5,persistent_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,B5,persistent_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,B5,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
reach-wall,original,B5,persistent_vs_h3,spearman,8,8,0.99999505550061674,0.99999333325925843,0.99999644440493785,7.9999604440049339
reach-wall,original,B5,persistent_vs_h3,elite_overlap,8,8,10,10,10,80
reach-wall,original,B5,persistent_vs_h3,winner_agreement,8,8,1,1,1,8
reach-wall,original,B5,persistent_vs_h3,winner_mismatch,8,8,0,0,0,0
reach-wall,original,B5,persistent_vs_h3,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,original,all_blocks,h3_vs_counterfactual,spearman,8,8,0.89398704430049214,0.86112467916310176,0.91668662985144278,7.1518963544039371
reach-wall,original,all_blocks,h3_vs_counterfactual,elite_overlap,8,8,5.75,3,8,46
reach-wall,original,all_blocks,h3_vs_counterfactual,winner_agreement,8,8,0.375,0,1,3
reach-wall,original,all_blocks,h3_vs_counterfactual,winner_mismatch,8,8,0.625,0,1,5
reach-wall,original,all_blocks,h3_vs_counterfactual,minimum_sets_disjoint,8,8,0.625,0,1,5
reach-wall,original,all_blocks,persistent_vs_counterfactual,spearman,8,8,1,1,1,8
reach-wall,original,all_blocks,persistent_vs_counterfactual,elite_overlap,8,8,10,10,10,80
reach-wall,original,all_blocks,persistent_vs_counterfactual,winner_agreement,8,8,1,1,1,8
reach-wall,original,all_blocks,persistent_vs_counterfactual,winner_mismatch,8,8,0,0,0,0
reach-wall,original,all_blocks,persistent_vs_counterfactual,minimum_sets_disjoint,8,8,0,0,0,0
reach-wall,original,all_blocks,persistent_vs_h3,spearman,8,8,0.89398704430049214,0.86112467916310176,0.91668662985144278,7.1518963544039371
reach-wall,original,all_blocks,persistent_vs_h3,elite_overlap,8,8,5.75,3,8,46
reach-wall,original,all_blocks,persistent_vs_h3,winner_agreement,8,8,0.375,0,1,3
reach-wall,original,all_blocks,persistent_vs_h3,winner_mismatch,8,8,0.625,0,1,5
reach-wall,original,all_blocks,persistent_vs_h3,minimum_sets_disjoint,8,8,0.625,0,1,5
reach-wall,original,reference,native_vs_counterfactual,spearman,8,8,0.76569445216057952,0.73381926465849623,0.80028622540250449,6.1255556172846362
reach-wall,original,reference,native_vs_counterfactual,elite_overlap,8,8,4.375,3,5,35
reach-wall,original,reference,native_vs_counterfactual,winner_agreement,8,8,0.5,0,1,4
reach-wall,original,reference,native_vs_counterfactual,winner_mismatch,8,8,0.5,0,1,4
reach-wall,original,reference,native_vs_counterfactual,minimum_sets_disjoint,8,8,0.5,0,1,4
