source_id,task,precision,control,intervention,metric,control_mean,intervention_mean,mean,marginal_95_low,marginal_95_high,n,percent_of_reference,percent_95_low,percent_95_high
S41,pointmaze,float32,equal_anchor_linear,cubic,raw_native_proprio_fidelity_mse_h3,2.9050877519221647e-09,7.050389929860488e-13,2.904382712929179e-09,2.694735140583902e-09,3.1379518585287694e-09,200,99.97573088824875,99.96464214089285,99.98469729979041
S41,pointmaze,float32,equal_anchor_linear,cubic,delivered_native_proprio_fidelity_mse_h3,1.980250620448927e-09,1.2176308478274375e-09,7.626197726214891e-10,6.299234660439545e-10,8.862869320936335e-10,200,38.511275529791355,31.859678159558708,44.61968460311758
S41,pointmaze,float32,equal_anchor_linear,cubic,raw_native_proprio_fidelity_mse_h6,2.2095139903743833e-08,2.7783763208144257e-12,2.209236152742302e-08,1.490714837830608e-08,3.1738013205487e-08,200,99.98742539611465,99.98118076779929,99.99181896228993
S41,pointmaze,float32,equal_anchor_linear,cubic,delivered_native_proprio_fidelity_mse_h6,1.4996026888677652e-08,1.1926962666911377e-08,3.069064221766278e-09,-2.0963817243418578e-09,7.617383504480034e-09,200,20.465849018205567,-15.493144473498802,45.94161643912142
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h1,0.012069293528272327,0.012069293528272327,0.0,0.0,0.0,200,0.0,0.0,0.0
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h2,0.017674723779496387,0.017674723779496387,0.0,0.0,0.0,200,0.0,0.0,0.0
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h3,0.026362259157734814,0.02636914942713195,-6.890269397131993e-06,-7.522323727035483e-06,-6.282972254920402e-06,200,-0.026128987477486224,-0.028349439060501108,-0.023982115484005216
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h4,0.034452896978950404,0.034454991407138987,-2.094428188580064e-06,-2.7301639750733835e-06,-1.486570217941027e-06,200,-0.006078711969691598,-0.007903083046916117,-0.004325762443289385
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h5,0.042539297659808885,0.04254475092793983,-5.453268130935704e-06,-7.0399469662583404e-06,-4.033505084035007e-06,200,-0.012817620727862366,-0.01653027864257064,-0.00945656209487801
S41,pointmaze,float32,equal_anchor_linear,cubic,recorded_visual_mse_h6,0.04935129321817705,0.049354775769132206,-3.482550955148378e-06,-5.410090304021851e-06,-1.4856600257009316e-06,200,-0.007056101852319513,-0.010954806781184939,-0.0030295987938131403
S41,pointmaze,float32,equal_anchor_linear,cubic,raw_native_visual_fidelity_mse_h3,9.223447202933469e-08,1.2564697390853705e-11,9.222190733194383e-08,8.849412265487952e-08,9.596498524699012e-08,200,99.98637743880957,99.9823856579569,99.98942947998906
S41,pointmaze,float32,equal_anchor_linear,cubic,delivered_native_visual_fidelity_mse_h3,7.562277600774227e-08,3.73544801930709e-08,3.826829581467137e-08,3.5118484767483913e-08,4.151173958473357e-08,200,50.6041933858041,48.52242188956583,52.6152476476911
S41,pointmaze,float32,equal_anchor_linear,cubic,raw_native_visual_fidelity_mse_h6,8.989322142271782e-07,1.4751978784743985e-10,8.987846944393307e-07,6.592379440603765e-07,1.20691639258521e-06,200,99.98358944250604,99.97545444179573,99.98976033171287
S41,pointmaze,float32,equal_anchor_linear,cubic,delivered_native_visual_fidelity_mse_h6,5.983580097064616e-07,4.53439875118948e-07,1.4491813458751363e-07,-1.0926746062134231e-07,4.020108183355768e-07,200,24.219302196457033,-20.830688528006412,53.38290534287861
S41,pointmaze,float32,projected_cubic,cubic,omitted_activation_mse,3.010181838632076e-05,1.7850402627143754e-09,3.0100033346058048e-05,2.765687044039417e-05,3.259967081213411e-05,200,99.99406999191942,99.99311719626813,99.9948827914846
S41,pointmaze,float32,projected_cubic,cubic,recorded_proprio_mse_h1,0.00015954143577266117,0.00015954143577266117,0.0,0.0,0.0,200,0.0,0.0,0.0
S41,pointmaze,float32,projected_cubic,cubic,recorded_proprio_mse_h2,0.0003821947029777422,0.0003821947029777422,0.0,0.0,0.0,200,0.0,0.0,0.0
S41,pointmaze,float32,projected_cubic,cubic,recorded_proprio_mse_h3,0.0008220162864115424,0.0008222484930372948,-2.3220662575247106e-07,-2.777301632267601e-07,-1.8490206781133575e-07,200,-0.028239255968055325,-0.039448935863615975,-0.01877250712026607
