candidate_centered_fraction,between_call_fraction,scenario_mean_fraction,common_to_candidates_fraction,total_coefficient_energy,calls,task,arm,scenario,max_relative_coefficient_vs_requested_norm_error,first_iteration_fraction,last_first_plan_iteration_fraction
0.004774761945140789,0.3233868557291961,0.6718383823256628,0.9952252380548589,812707.683553651,75,reach,fixed_rank4,scenario-058,1.5909808353133307e-07,0.008013906470986428,0.000797295353608904
0.0011569811189202312,0.05327229598820069,0.945570722892879,0.9988430188810797,812707.6490912811,75,reach,matched_random_fixed_rank4,scenario-058,1.9549184628667103e-07,0.002048122744529498,0.0007760987444027464
0.005232405102022492,0.31115745859112903,0.6836101363068484,0.9947675948979775,812707.684038926,75,reach,fixed_rank4,scenario-059,1.5596728870490261e-07,0.004447340327194953,0.0035712030383061775
0.001175910490239653,0.05124521373999276,0.9475788757697673,0.99882408950976,812707.6510236001,75,reach,matched_random_fixed_rank4,scenario-059,1.8913484828309176e-07,0.001813000391904196,0.0007092080715024115
0.011269030787270396,0.043726777807657206,0.9450041914050729,0.9887309692127302,812707.6962721392,75,reach,fixed_rank4,scenario-060,1.498545213186054e-07,0.004910279240265429,0.0019924048682267944
0.011976348189512155,0.056219763681819294,0.9318038881286689,0.9880236518104881,812707.5266176922,75,reach,matched_random_fixed_rank4,scenario-060,2.4795885717961507e-07,0.002078791462497055,0.0012044413329621276
0.005331264937048595,0.31015922374016214,0.6845095113227889,0.9946687350629511,812707.6821056417,75,reach,fixed_rank4,scenario-061,1.7354425498954092e-07,0.002937349887322319,0.0005654434457862244
0.0012108638131235593,0.06462373983315021,0.9341653963537264,0.9987891361868766,812707.6442230974,75,reach,matched_random_fixed_rank4,scenario-061,1.9628422484773332e-07,0.0016350436151950278,0.0005107218655688005
0.013471016367716838,0.11283195164557608,0.8736970319867075,0.9865289836322835,812707.6905724187,75,reach,fixed_rank4,scenario-062,1.501060530027416e-07,0.004007683187292053,0.004167328382298297
0.004698248053977679,0.09448446024840916,0.9008172916976127,0.9953017519460219,812707.6134465552,75,reach,matched_random_fixed_rank4,scenario-062,2.2959266365667373e-07,0.003138619712224926,0.004250293046666994
0.008743360683949328,0.09660803865432764,0.8946486006617227,0.9912566393160503,812707.689387109,75,reach,fixed_rank4,scenario-063,1.698263612256926e-07,0.0054414649767819115,0.008650558772651553
0.002348302151315434,0.06277542814383108,0.9348762697048534,0.9976516978486845,812707.6088764279,75,reach,matched_random_fixed_rank4,scenario-063,2.0986976346927544e-07,0.0017971014255243724,0.0011184231486433803
0.008904613393226372,0.059957574944419036,0.9311378116623554,0.9910953866067744,812707.6961240782,75,reach,fixed_rank4,scenario-064,1.5032778042084926e-07,0.004394347126477317,0.0022553792350715296
0.005812633860941571,0.04603170555763034,0.9481556605814279,0.9941873661390582,812707.5179069517,75,reach,matched_random_fixed_rank4,scenario-064,2.499921062337381e-07,0.002894200098594739,0.00128756519141594
0.008622154349732753,0.1590542935420378,0.8323235521082293,0.991377845650267,812707.6663004624,75,reach,fixed_rank4,scenario-065,1.395307322451839e-07,0.0037431396575604895,0.0007996145441541107
0.0016167893138089259,0.07009032807085142,0.92829288261534,0.9983832106861915,812707.6381340033,75,reach,matched_random_fixed_rank4,scenario-065,1.8372828576557868e-07,0.002238207548386201,0.0007633846168861554
0.0190400437985874,0.13077010305431677,0.8501898531470958,0.9809599562014126,812707.7280232098,75,reach,fixed_rank4,scenario-066,1.3193575011012986e-07,0.0032814647196779713,0.009880901751439798
