task,episode,arm,native_selected,edited_selected,changed,native_margin,delta_mean,centered_delta_rms,centered_delta_energy_fraction,perturbation_range,range_to_margin,no_flip_certified,strict_margin_crossings,native_score_std,centered_rms_to_native_std,spearman,top10_overlap,native_score_entropy_nats,score_entropy_delta_nats
reach,6,refined,12,12,0,0.06014299392700195,0.0008173652489980062,0.00040053107973418175,0.1936306545412429,0.003117084503173828,0.051827890493066624,1,0,0.2514208502429131,0.0015930702618625469,0.9999893332148134,1.0,4.971173496017361,0.0007810412780449028
reach,6,random_refined,12,12,0,0.06014299392700195,0.0005567856629689535,0.00035308958335278937,0.2868122037078686,0.001971006393432617,0.032772003266497,1,0,0.2514208502429131,0.0014043766975238843,0.9999915554617271,1.0,4.971173496017361,0.0007226039114591742
reach,6,coupling,12,12,0,0.06014299392700195,0.00045177380243937177,0.0013805801368137233,0.9032749804071124,0.010361671447753906,0.17228393153041727,1,0,0.2514208502429131,0.005491112353966905,0.9999519994666606,1.0,4.971173496017361,0.0031678493829749854
reach,6,random_coupling,12,12,0,0.06014299392700195,-0.00012764692306518554,0.0007928349437042347,0.9747337301783423,0.0047206878662109375,0.0784910686677925,1,0,0.2514208502429131,0.0031534176379493916,0.9999795553283924,1.0,4.971173496017361,-0.002934969217289307
reach,7,refined,213,213,0,0.005587577819824219,-8.241494496663412e-05,0.00033221288842783366,0.942024916660902,0.002940654754638672,0.526284348864994,1,0,0.11713919387784204,0.002836052370091261,0.9999831109234546,1.0,5.137395092779013,0.0013418966419784795
reach,7,random_refined,213,213,0,0.005587577819824219,0.00020273049672444663,0.000303096574641823,0.6909037863922163,0.0026793479919433594,0.47951868919610857,1,0,0.11713919387784204,0.0025874906989534654,0.9999888887654308,1.0,5.137395092779013,0.0010510761206896646
reach,7,coupling,213,213,0,0.005587577819824219,-8.631467819213867e-05,0.0009341626687821839,0.9915348959852859,0.006371259689331055,1.1402543096091484,0,0,0.11713919387784204,0.00797480875407398,0.9999226658073979,1.0,5.137395092779013,0.0006121661124280919
reach,7,random_coupling,213,213,0,0.005587577819824219,-0.00035067637761433917,0.0005272580268544951,0.6933127064031049,0.0041735172271728516,0.7469278033794163,1,0,0.11713919387784204,0.004501123914207087,0.9999657773975266,1.0,5.137395092779013,0.0023089598844112658
reach,8,refined,14,14,0,0.01541447639465332,0.0006426640351613362,0.0003085462892208448,0.18732283403364844,0.0022182464599609375,0.14390670193185157,1,0,0.16408954995824204,0.001880353071230706,0.9999857776197514,1.0,5.038980435568238,0.0004900426294911497
reach,8,random_refined,14,14,0,0.01541447639465332,0.0005101195971171062,0.00033005047471084325,0.2950880298490322,0.0026788711547851562,0.17378930598734785,1,0,0.16408954995824204,0.0020114045945938386,0.999984444271603,1.0,5.038980435568238,-7.4205223423717825e-06
reach,8,coupling,14,14,0,0.01541447639465332,0.0006522170702616374,0.0010785098492253876,0.7322202070794235,0.007225513458251953,0.46874854995127835,1,0,0.16408954995824204,0.0065726906405669935,0.9999208880098668,1.0,5.038980435568238,0.0024493067881206088
reach,8,random_coupling,14,14,0,0.01541447639465332,-0.0001483599344889323,0.000395344223128817,0.8765579552367733,0.0025589466094970703,0.1660093112461912,1,0,0.16408954995824204,0.0024093199306684998,0.9999777775308615,1.0,5.038980435568238,-0.0011014121346342165
reach,9,refined,18,18,0,0.041617631912231445,-0.00026636362075805665,0.00028736281528787274,0.5378689472091257,0.0018568038940429688,0.04461579885080518,1,0,0.12297328497188045,0.002336790591172564,0.9999791108790097,1.0,5.26648487863153,0.0002852406082229919
reach,9,random_refined,18,18,0,0.041617631912231445,3.3045609792073566e-05,0.0001901930742552515,0.9706963616570821,0.0013980865478515625,0.03359361125592213,1,0,0.12297328497188045,0.0015466210754534351,0.99999199991111,1.0,5.26648487863153,0.00010294918867348457
reach,9,coupling,18,18,0,0.041617631912231445,-0.00033656517664591473,0.001221986398910767,0.9294900572567174,0.007335186004638672,0.17625188333896663,1,0,0.12297328497188045,0.009937007043360606,0.999916443516039,1.0,5.26648487863153,0.0027640574669804963
reach,9,random_coupling,18,18,0,0.041617631912231445,7.953325907389322e-05,0.0004850789590548942,0.9738210723827239,0.0031328201293945312,0.07527627078833848,1,0,0.12297328497188045,0.003944588120629731,0.9999608884543162,1.0,5.26648487863153,-0.00028464762531221766
reach,10,refined,67,67,0,0.10264933109283447,0.00035408178965250654,0.00038485817852573653,0.5415772535646218,0.0031409263610839844,0.0305986052480301,1,0,0.19684152600594088,0.0019551676230864065,0.9999866665185169,1.0,5.0473951248430495,0.0008736677641767443
reach,10,random_refined,67,67,0,0.10264933109283447,0.0005990815162658691,0.0003672410656830654,0.2731382180738069,0.003068208694458008,0.029890196670479686,1,0,0.19684152600594088,0.0018656686581061239,0.9999826664740717,1.0,5.0473951248430495,0.00039766771754745633
reach,10,coupling,67,67,0,0.10264933109283447,0.00019541422526041667,0.0010891526195740164,0.9688129146275202,0.008388280868530273,0.08171783273428292,1,0,0.19684152600594088,0.005533144563922679,0.9999448882765363,0.9,5.0473951248430495,0.0006330276571056004
reach,10,random_coupling,67,67,0,0.10264933109283447,-0.00011846741040547689,0.000607472535470097,0.9633618172884539,0.0037595033645629883,0.03662472345935651,1,0,0.19684152600594088,0.0030860995024584543,0.999972444138268,1.0,5.0473951248430495,0.001182883573441984
reach,11,refined,124,124,0,0.04577493667602539,-0.0002522412935892741,0.00040228697351584695,0.7177967934662356,0.0027866363525390625,0.0608769024032001,1,0,0.09643564552472245,0.0041715588808156605,0.9999764441827131,1.0,5.327730459913138,0.0005286960545438646
reach,11,random_refined,124,124,0,0.04577493667602539,7.002830505371094e-05,0.00032027236455641763,0.954372546073352,0.002655029296875,0.05800181255664239,1,0,0.09643564552472245,0.003321099400680757,0.9999799997777752,1.0,5.327730459913138,0.0003864542523226433
reach,11,coupling,124,124,0,0.04577493667602539,-7.89801279703776e-06,0.001028052184598029,0.9999409826487728,0.006962776184082031,0.15210892007041887,1,0,0.09643564552472245,0.010660499849451159,0.999904887832087,1.0,5.327730459913138,0.0021465940831006947
reach,11,random_coupling,124,124,0,0.04577493667602539,0.00025495131810506183,0.0004696290523977212,0.7723697933449496,0.003490924835205078,0.07626279987916289,1,0,0.09643564552472245,0.004869869951534944,0.9999675551950576,1.0,5.327730459913138,0.0002120285714202197
reach,12,refined,136,136,0,0.009073495864868164,-0.0003929289182027181,0.0003939024259421036,0.5012372489433682,0.0019161701202392578,0.21118322516225663,1,0,0.09258587756453068,0.004254454743030984,0.99995511061234,1.0,5.340457099526629,0.001203654743909155
reach,12,random_refined,136,136,0,0.009073495864868164,0.00011270443598429361,0.00021669696768312506,0.7870881916534289,0.001758575439453125,0.19381454134587592,1,0,0.09258587756453068,0.0023404969892097333,0.9999804442271579,1.0,5.340457099526629,0.0004545320442836953
reach,12,coupling,136,136,0,0.009073495864868164,-0.0002562610308329264,0.0010240049048503067,0.9410640552938744,0.007978200912475586,0.8792863336574086,1,0,0.09258587756453068,0.011060055073049276,0.999813775708619,1.0,5.340457099526629,0.0021636983676227572
reach,12,random_coupling,136,136,0,0.009073495864868164,0.00039604425430297854,0.00042585178447977973,0.536219150625566,0.0030908584594726562,0.3406469243503166,1,0,0.09258587756453068,0.004599532841096298,0.9999644440493783,1.0,5.340457099526629,-0.0018101238576857526
reach,13,refined,287,287,0,0.007416963577270508,0.00031864245732625326,0.00031010580124317627,0.48642527816034925,0.00183868408203125,0.2479025362435308,1,0,0.14560208941605302,0.0021298169723173374,0.9999853331703685,1.0,4.912652944821385,-0.0002625642631715053
reach,13,random_refined,287,287,0,0.007416963577270508,0.00039818326632181804,0.0002826103996691594,0.3349933865125625,0.0018901824951171875,0.25484586454080815,1,0,0.14560208941605302,0.0019409776384568891,0.9999902221135789,1.0,4.912652944821385,0.0007015222175770219
reach,13,coupling,287,287,0,0.007416963577270508,0.0005708539485931397,0.0010433974932604515,0.7696273436992481,0.00747990608215332,1.0084862901411167,0,0,0.14560208941605302,0.007166088738458819,0.9999262214024599,1.0,4.912652944821385,0.0004486521131275012
reach,13,random_coupling,287,287,0,0.007416963577270508,0.0003011624018351237,0.0005374225153982954,0.7610181979799375,0.0036249160766601562,0.48873316403613104,1,0,0.14560208941605302,0.003691035736874825,0.9999653329481437,1.0,4.912652944821385,-0.002770339019875223
reach,14,refined,247,247,0,0.07158732414245605,-9.654839833577474e-05,0.00031298345896678447,0.91310987629432,0.0025200843811035156,0.03520294146053907,1,0,0.10915521719959953,0.0028673247783884467,0.9999831109234546,1.0,5.095797091803492,0.0021005753199752064
reach,14,random_refined,247,247,0,0.07158732414245605,0.00012046178181966146,0.0002967164964537372,0.8585002683682481,0.0020613670349121094,0.028795140195631105,1,0,0.10915521719959953,0.0027182988048218165,0.9999835553728375,1.0,5.095797091803492,0.0013593160428406748
reach,14,coupling,247,247,0,0.07158732414245605,0.00031874418258666994,0.0011014388932241346,0.9227254938246477,0.008191227912902832,0.11442288157890354,1,0,0.10915521719959953,0.0100905748848455,0.9998973321925799,0.9,5.095797091803492,0.008289199833884098
reach,14,random_coupling,247,247,0,0.07158732414245605,6.911238034566243e-05,0.0005823601090322461,0.9861115269574732,0.00445246696472168,0.06219630385766955,1,0,0.10915521719959953,0.0053351559730521305,0.9999537772641917,1.0,5.095797091803492,-0.003863098801802245
reach,15,refined,289,289,0,0.017502307891845703,0.0007454554239908854,0.00029932091667159437,0.13884000527114163,0.002044677734375,0.11682332107342323,1,0,0.18848735355839516,0.0015880159120535476,0.9999933332592583,1.0,5.078016766211585,0.0009400883339107935
reach,15,random_refined,289,289,0,0.017502307891845703,0.0006320969263712565,0.0003195941654231825,0.2035939535098974,0.0023908615112304688,0.13660264269173136,1,0,0.18848735355839516,0.0016955735193351802,0.9999924443604928,1.0,5.078016766211585,0.0009615967272615933
reach,15,coupling,289,289,0,0.017502307891845703,0.0001366742451985677,0.0010696670240838543,0.9839363891070321,0.006165981292724609,0.35229532761204196,1,0,0.18848735355839516,0.005675006857966528,0.9999484438715985,1.0,5.078016766211585,-0.0007170099654931761
reach,15,random_coupling,289,289,0,0.017502307891845703,-0.00034511327743530273,0.00036556311276633843,0.5287513655199234,0.00241851806640625,0.13818280888162376,1,0,0.18848735355839516,0.0019394569761046782,0.9999893332148134,1.0,5.078016766211585,-0.0009093515047204903
reach,16,refined,100,100,0,0.10586786270141602,0.0006794214248657226,0.0003086435045535263,0.17106340764638187,0.003818988800048828,0.03607316425022858,1,0,0.1889163165429838,0.0016337577939346557,0.9999884443160479,1.0,5.221836502123585,0.00041370192271905637
reach,16,random_refined,100,100,0,0.10586786270141602,0.0005656135082244873,0.00030971297648973116,0.23067033122785705,0.003426790237426758,0.03236855973083627,1,0,0.1889163165429838,0.0016394188821655471,0.9999911110123446,1.0,5.221836502123585,0.0005418148251932209
reach,16,coupling,100,100,0,0.10586786270141602,-0.00010995189348856608,0.0011845287324655303,0.9914574348401318,0.0076715946197509766,0.07246386603069079,1,0,0.1889163165429838,0.006270124011210099,0.9999506661185125,1.0,5.221836502123585,0.0007223640887144001
reach,16,random_coupling,100,100,0,0.10586786270141602,-0.0001445615291595459,0.0004031851778091191,0.8860871332478881,0.003505229949951172,0.033109480634714736,1,0,0.1889163165429838,0.0021341998678943283,0.9999871109678996,1.0,5.221836502123585,2.436422240403857e-05
reach,17,refined,100,100,0,0.020716190338134766,-4.825433095296224e-05,0.0003732515851835419,0.9835611794581524,0.0023796558380126953,0.11486937507193003,1,0,0.10494557313727815,0.0035566205798437593,0.9999791108790097,1.0,5.212135768188173,0.0017946479763857326
reach,17,random_refined,100,100,0,0.020716190338134766,0.0001322038968404134,0.0002835910386327353,0.8214753997728838,0.0021505355834960938,0.10380941420186443,1,0,0.10494557313727815,0.0027022677579908298,0.9999857776197514,1.0,5.212135768188173,0.0017968206790257568
reach,17,coupling,100,100,0,0.020716190338134766,0.00030015945434570313,0.0009163457402224509,0.9031005261110202,0.007090091705322266,0.3422488203475659,1,0,0.10494557313727815,0.008731628336754987,0.9999146657185078,1.0,5.212135768188173,0.004155725336580041
reach,17,random_coupling,100,100,0,0.020716190338134766,-0.0001532443364461263,0.000491302113877761,0.9113354778244552,0.0027217864990234375,0.13138450914949937,1,0,0.10494557313727815,0.004681494408869387,0.9999728885876509,1.0,5.212135768188173,-0.001410123382002304
reach,18,refined,230,230,0,0.2538626194000244,-0.0003559748331705729,0.0004789215119144474,0.6441341966796225,0.003618955612182617,0.014255567128140446,1,0,0.10242902091614109,0.004675642778100376,0.9999519994666606,0.9,4.7537703471933135,0.0005157411131069267
reach,18,random_refined,230,230,0,0.2538626194000244,2.0096302032470705e-05,0.00033192349209963223,0.9963476933316765,0.0030221939086914062,0.011904840168410851,1,0,0.10242902091614109,0.003240521964682049,0.9999764441827131,0.9,4.7537703471933135,0.0016896173109284263
reach,18,coupling,230,230,0,0.2538626194000244,-0.0004932959874471029,0.0011752037238585004,0.8502005468909831,0.008001565933227539,0.031519275867153404,1,0,0.10242902091614109,0.011473347234478038,0.9998475538617095,1.0,4.7537703471933135,0.003879558711457065
reach,18,random_coupling,230,230,0,0.2538626194000244,0.0003591171900431315,0.0005514270839865089,0.7021844308673192,0.0030527114868164062,0.01202505313319127,1,0,0.10242902091614109,0.005383504392158192,0.9999648884987609,1.0,4.7537703471933135,-0.005674859816702238
reach,19,refined,166,166,0,0.003436565399169922,-0.00022568782170613607,0.0003681046529383807,0.7267964067423949,0.0022563934326171875,0.6565838767864576,1,0,0.0981861968064904,0.0037490468610761776,0.9999604440049333,1.0,5.35357164672414,0.0006356885602496476
reach,19,random_refined,166,166,0,0.003436565399169922,6.661176681518554e-05,0.0003166366921721456,0.9576189083545296,0.002571582794189453,0.7483002636325794,1,0,0.0981861968064904,0.0032248595268048403,0.9999675551950576,1.0,5.35357164672414,0.00020502471031402791
reach,19,coupling,166,166,0,0.003436565399169922,0.0002821485201517741,0.0008732709135003075,0.9054774947287209,0.006230592727661133,1.813028999583738,0,0,0.0981861968064904,0.008894029322893396,0.9998671096345515,1.0,5.35357164672414,0.0007370091755021235
reach,19,random_coupling,166,166,0,0.003436565399169922,8.441925048828125e-05,0.00039565264443164804,0.956456813878667,0.0031991004943847656,0.93090051338976,1,0,0.0981861968064904,0.00402961574335563,0.9999662218469093,1.0,5.35357164672414,0.0005014884781857631
reach,20,refined,9,9,0,0.04787898063659668,0.00025733391443888344,0.0004064077791372608,0.7138108460818658,0.00246429443359375,0.051469233488863106,1,0,0.11134698831951395,0.0036499216123480585,0.9999768886320959,0.9,5.325751572613729,-0.0006283524384240735
reach,20,random_refined,9,9,0,0.04787898063659668,0.00023943344751993815,0.0002778443647374842,0.5738486794272116,0.0020089149475097656,0.0419581812477903,1,0,0.11134698831951395,0.002495302018768576,0.9999817775753063,0.9,5.325751572613729,-0.0002883831005418003
reach,20,coupling,9,9,0,0.04787898063659668,0.0011613114674886068,0.0008254167148743749,0.3356291424452531,0.00514984130859375,0.10755954366867677,1,0,0.11134698831951395,0.007413013385739843,0.999927999199991,1.0,5.325751572613729,-0.0017211091630322528
reach,20,random_coupling,9,9,0,0.04787898063659668,0.000323177178700765,0.0006102408320155711,0.7809662220708442,0.004660844802856445,0.09734636662865566,1,0,0.11134698831951395,0.005480532892946008,0.999959110656785,1.0,5.325751572613729,-0.0010882120059640954
reach,21,refined,246,246,0,0.056104183197021484,0.0006274191538492838,0.00022495371341035796,0.11390692556726816,0.0016498565673828125,0.02940701518795842,1,0,0.13203660383121207,0.001703722353370477,0.9999875554172823,1.0,5.160024336973361,0.00044210900872165837
reach,21,random_refined,246,246,0,0.056104183197021484,0.00034374157587687174,0.00021151648707595105,0.2746464838207349,0.0013163089752197266,0.023461868620335037,1,0,0.13203660383121207,0.0016019534048781006,0.9999875554172823,1.0,5.160024336973361,0.0002595794688762254
reach,21,coupling,246,246,0,0.056104183197021484,0.00117722749710083,0.0007529294647069614,0.29030738161537967,0.00435328483581543,0.07759287432325619,1,0,0.13203660383121207,0.005702429802492214,0.9999329992481089,1.0,5.160024336973361,-0.0005170983879949631
reach,21,random_coupling,246,246,0,0.056104183197021484,-6.447633107503255e-05,0.0004367763015383308,0.9786734643359224,0.003147125244140625,0.05609430642789757,1,0,0.13203660383121207,0.003307994062742482,0.9999817775753063,1.0,5.160024336973361,-0.002099709671725236
reach,22,refined,261,261,0,0.07497620582580566,-2.319812774658203e-05,0.00031963232855706196,0.9947601020112924,0.0016837120056152344,0.02245661789724396,1,0,0.09133732309720874,0.00349947116598636,0.9999697774419715,1.0,5.156191245444548,-0.0002064998566275733
reach,22,random_refined,261,261,0,0.07497620582580566,8.95229975382487e-05,0.00023491963008411451,0.8731936038342031,0.0015134811401367188,0.02018615270627367,1,0,0.09133732309720874,0.002572000384049942,0.9999817775753063,1.0,5.156191245444548,0.0007250385442034712
reach,22,coupling,261,261,0,0.07497620582580566,-0.00017552773157755535,0.001019019610970877,0.971184372464232,0.007642269134521484,0.10192925942767742,1,0,0.09133732309720874,0.011156661662684728,0.9998528872543028,0.9,5.156191245444548,0.009651718285393684
reach,22,random_coupling,261,261,0,0.07497620582580566,7.418473561604817e-05,0.0005774920064072292,0.98376587425624,0.0042836666107177734,0.05713368079294566,1,0,0.09133732309720874,0.006322628984786585,0.9999488883209814,1.0,5.156191245444548,-0.0034076204847357516
reach,23,refined,78,78,0,0.06799423694610596,0.0007514870166778565,0.0002917399448284358,0.13097308490687812,0.001988053321838379,0.02923855625314485,1,0,0.19028968901476379,0.0015331358537550657,0.9999911110123446,1.0,5.06106274754626,0.0010091036618042892
reach,23,random_refined,78,78,0,0.06799423694610596,0.0006246403853098552,0.0003261153201985023,0.2141902497058665,0.0023641586303710938,0.034769985465753356,1,0,0.19028968901476379,0.0017137834524139685,0.9999879998666651,1.0,5.06106274754626,0.000730323558603807
reach,23,coupling,78,78,0,0.06799423694610596,8.244037628173827e-05,0.0011936625777761976,0.9952526623512745,0.0067942142486572266,0.09992338400741965,1,0,0.19028968901476379,0.006272870505787554,0.9999434438097644,1.0,5.06106274754626,-0.000437712376702315
reach,23,random_coupling,78,78,0,0.06799423694610596,-0.0003490173816680908,0.0004950494924729007,0.6679819981457753,0.00341796875,0.05026850661930618,1,0,0.19028968901476379,0.0026015571050436257,0.9999831109234546,1.0,5.06106274754626,-0.0010775999658081403
reach,24,refined,239,239,0,0.14308583736419678,0.0008765117327372233,0.0003908580551814718,0.16586635623818957,0.003231644630432129,0.022585356384410112,1,0,0.29366454195280695,0.001330967819888464,0.9999911110123446,1.0,5.2130756822335,-9.448473361572951e-05
reach,24,random_refined,239,239,0,0.14308583736419678,0.0008084295193354289,0.000448414503264538,0.23527685649952232,0.004299163818359375,0.03004604716689536,1,0,0.29366454195280695,0.0015269616831595555,0.9999937777086411,1.0,5.2130756822335,-0.00016384265178182034
reach,24,coupling,239,239,0,0.14308583736419678,1.965761184692383e-05,0.0017364916574471886,0.9998718671584531,0.01280069351196289,0.0894616388859035,1,0,0.29366454195280695,0.005913181230188321,0.9999568884098711,1.0,5.2130756822335,0.0007694761953285223
reach,24,random_coupling,239,239,0,0.14308583736419678,-0.00011256138483683268,0.0007593038561481874,0.978496608161993,0.0048809051513671875,0.0341117279059828,1,0,0.29366454195280695,0.0025856164012821492,0.9999875554172823,1.0,5.2130756822335,0.00027628032782622824
reach,25,refined,130,130,0,0.03192925453186035,0.0001514601707458496,0.000334494322906723,0.829854217915885,0.0028209686279296875,0.0883505947536234,1,0,0.13613595557239477,0.002457060822031287,0.9999742219357993,0.9,5.087890125916928,0.0012387656349064358
reach,25,random_refined,130,130,0,0.03192925453186035,0.00032759666442871093,0.0003576820058430723,0.5438178908793997,0.0027539730072021484,0.08625234279911291,1,0,0.13613595557239477,0.002627388218925478,0.9999711107901199,0.9,5.087890125916928,0.000951957130480352
reach,25,coupling,130,130,0,0.03192925453186035,0.00041066765785217283,0.0010456664426040116,0.8663715733693017,0.00816488265991211,0.25571792325326126,1,0,0.13613595557239477,0.007681045306564467,0.9999088878765319,0.9,5.087890125916928,0.002366717615726266
reach,25,random_coupling,130,130,0,0.03192925453186035,-0.0002789549032847087,0.0004765468400287298,0.7447930810537139,0.0027120113372802734,0.08493813516924156,1,0,0.13613595557239477,0.0035005215045874516,0.9999608884543162,1.0,5.087890125916928,0.00010977516835986023
reach,26,refined,192,192,0,0.09499514102935791,0.00030342181523640953,0.0003084153698096186,0.5081610305654457,0.0022276639938354492,0.02345029408553641,1,0,0.14861909047461402,0.002075206952382068,0.9999861109552514,1.0,5.041033358448312,0.0007184258709624913
reach,26,random_refined,192,192,0,0.09499514102935791,0.0003424668312072754,0.00026510287969518857,0.37469816331343286,0.0019332170486450195,0.020350694021787553,1,0,0.14861909047461402,0.0017837740686515063,0.999986222069134,1.0,5.041033358448312,0.0008247106932355308
reach,26,coupling,192,192,0,0.09499514102935791,0.0005093622207641602,0.0011031681431401606,0.8242721274471376,0.007387280464172363,0.07776482443338181,1,0,0.14861909047461402,0.007422788954078516,0.9999111101234457,1.0,5.041033358448312,0.0035967798504881188
