task,episode,arm,native_selected,edited_selected,changed,native_margin,delta_mean,centered_delta_rms,centered_delta_energy_fraction,perturbation_range,range_to_margin,no_flip_certified,strict_margin_crossings,native_score_std,centered_rms_to_native_std,spearman,top10_overlap,native_score_entropy_nats,score_entropy_delta_nats
reach,50,random_refined,96,96,0,0.0967092514038086,0.0001274863878885905,0.00023962195882130355,0.7793884008633213,0.0019154548645019531,0.01980632500714941,1,0,0.102434213158652,0.0023392766091752237,0.9999871109678996,1.0,5.1115949301317585,0.0023872973869938363
reach,50,coupling,96,96,0,0.0967092514038086,0.0007084178924560547,0.0008265027868556436,0.5764795955497599,0.00528717041015625,0.05467078209591054,1,0,0.102434213158652,0.00806862044789216,0.9998862209580105,0.9,5.1115949301317585,0.0030902407214297156
reach,50,random_coupling,96,96,0,0.0967092514038086,-0.00046927849451700845,0.0004925767920162462,0.5242080449380209,0.0028362274169921875,0.029327363988679283,1,0,0.102434213158652,0.004808713581402086,0.9999586662074023,1.0,5.1115949301317585,-0.0026360532435978357
reach,51,refined,40,40,0,0.05221223831176758,0.000549937884012858,0.0003040389849310976,0.2341007955814326,0.0017330646514892578,0.033192690210690705,1,0,0.14995457203198426,0.002027540613208167,0.9999897776641963,1.0,5.133100644108131,-0.0002968814653696583
reach,51,random_refined,40,40,0,0.05221223831176758,0.0004433572292327881,0.00023386896001751536,0.2176813663575991,0.00157928466796875,0.030247404038466808,1,0,0.14995457203198426,0.0015595987294580972,0.9999911110123446,1.0,5.133100644108131,1.5307881984227834e-05
reach,51,coupling,40,40,0,0.05221223831176758,0.00040632049242655434,0.0010083261612399094,0.8603030720789419,0.0056934356689453125,0.10904408339954519,1,0,0.14995457203198426,0.006724210856504199,0.9999524439160434,1.0,5.133100644108131,-0.00016937236277225765
reach,51,random_coupling,40,40,0,0.05221223831176758,0.00010705908139546713,0.0003165298479018274,0.8973456305659554,0.0016956329345703125,0.03247577559202535,1,0,0.14995457203198426,0.00211083825996525,0.9999822220246891,1.0,5.133100644108131,-0.0006303807224892211
reach,52,refined,294,294,0,0.0729529857635498,0.0005536921819051107,0.0002207316729046556,0.13713147689561045,0.0013022422790527344,0.017850431554281718,1,0,0.12270366012077405,0.0017989004784975046,0.9999857776197514,1.0,5.073865125958052,0.0003768723022830045
reach,52,random_refined,294,294,0,0.0729529857635498,0.0003471851348876953,0.00021488098277887304,0.27696875751375116,0.00142669677734375,0.01955638638242801,1,0,0.12270366012077405,0.001751219014717012,0.9999875554172823,1.0,5.073865125958052,0.0009196210425388429
reach,52,coupling,294,294,0,0.0729529857635498,0.0010034807523091635,0.0008342703771857122,0.4086993290058819,0.005602836608886719,0.0768006483935592,1,0,0.12270366012077405,0.0067990667626748975,0.9999568884098711,1.0,5.073865125958052,-0.001016090171602535
reach,52,random_coupling,294,294,0,0.0729529857635498,-0.000284116268157959,0.00035367352338263816,0.6077779280640928,0.0019271373748779297,0.026416154934686766,1,0,0.12270366012077405,0.002882338823752498,0.9999799997777752,1.0,5.073865125958052,-0.00026579212920285755
reach,53,refined,158,158,0,0.015070199966430664,0.00021845261255900065,0.00027718799432441173,0.6168628469607981,0.0014598369598388672,0.09686911673970479,1,0,0.11867376100038339,0.0023357142470905277,0.9999897776641963,1.0,5.198055958293642,0.0004828599731609984
reach,53,random_refined,158,158,0,0.015070199966430664,0.0003214748700459798,0.00023620839697087914,0.3505984158369934,0.001379251480102539,0.09152177696214146,1,0,0.11867376100038339,0.0019904012056221596,0.9999893332148134,1.0,5.198055958293642,9.11108660428539e-05
reach,53,coupling,158,158,0,0.015070199966430664,0.0006554849942525228,0.0008032270530001249,0.6002541162487791,0.005248546600341797,0.34827318894461234,1,0,0.11867376100038339,0.006768362662724829,0.999931999244436,1.0,5.198055958293642,-0.0011209381491870118
reach,53,random_coupling,158,158,0,0.015070199966430664,-2.118229866027832e-05,0.0003522059968875531,0.9963960010358033,0.002385854721069336,0.15831606258602415,1,0,0.11867376100038339,0.0029678506345342443,0.9999804442271579,1.0,5.198055958293642,0.00046401718638833245
reach,54,refined,278,278,0,0.043973684310913086,-1.2144247690836589e-05,0.0003524293763707889,0.9988140082864096,0.002065896987915039,0.046980302430613914,1,0,0.11162597275215999,0.003157234536744221,0.9999839998222202,1.0,5.2345975757729795,-0.000188441855597965
reach,54,random_refined,278,278,0,0.043973684310913086,0.0002083277702331543,0.00030881263004081623,0.6872392835601128,0.001924753189086914,0.043770569131257486,1,0,0.11162597275215999,0.002766494413683312,0.9999826664740717,1.0,5.2345975757729795,0.00041332998492205064
reach,54,coupling,278,278,0,0.043973684310913086,1.7961661020914715e-05,0.0008755423984144928,0.9995793161021308,0.005169391632080078,0.11755648208892913,1,0,0.11162597275215999,0.007843536560782632,0.9999217769086323,1.0,5.2345975757729795,0.0021952057403318292
reach,54,random_coupling,278,278,0,0.043973684310913086,0.00017640113830566406,0.0005532519989560607,0.9077197875163332,0.0036535263061523438,0.08308438020158426,1,0,0.11162597275215999,0.004956301703945108,0.9999737774864165,1.0,5.2345975757729795,-0.0016433684528625037
reach,55,refined,16,16,0,0.10916399955749512,0.00019954919815063477,0.00033457014268217913,0.7376077150353098,0.002058267593383789,0.018854820286240328,1,0,0.11944935349733539,0.0028009372414865563,0.999984444271603,1.0,5.21737892489977,0.00038041114268683174
reach,55,random_refined,16,16,0,0.10916399955749512,0.00018458684285481772,0.0002654134606680574,0.6740010672150188,0.0018420219421386719,0.016873895694601272,1,0,0.11944935349733539,0.002221974861286948,0.9999915554617271,1.0,5.21737892489977,0.0010759711839449793
reach,55,coupling,16,16,0,0.10916399955749512,0.0005338708559672038,0.0011554469498987298,0.8240711326296573,0.00856161117553711,0.07842888873843278,1,0,0.11944935349733539,0.009673111792308738,0.9999004433382592,0.9,5.21737892489977,-0.001870705992138788
reach,55,random_coupling,16,16,0,0.10916399955749512,-0.00025313695271809896,0.00040416137246363816,0.7182438500960896,0.0029349327087402344,0.026885536629632622,1,0,0.11944935349733539,0.0033835375465021164,0.9999715552395025,1.0,5.21737892489977,0.0010512312751354003
reach,56,refined,50,50,0,0.16297054290771484,0.0005793984731038411,0.0003028906434258844,0.21463035129246164,0.0021514892578125,0.01320170639077285,1,0,0.19663934972490033,0.0015403358679207915,0.9999933332592583,1.0,5.20114107939784,-0.0004673261106313831
reach,56,random_refined,50,50,0,0.16297054290771484,0.0006632991631825765,0.0003080251476750124,0.1773961492411788,0.0019979476928710938,0.012259563337176028,1,0,0.19663934972490033,0.0015664471434936164,0.9999928888098755,1.0,5.20114107939784,-0.0004275320940516636
reach,56,coupling,50,50,0,0.16297054290771484,0.00026037216186523436,0.0012779001496607452,0.9601406587336552,0.0074656009674072266,0.04580951154856718,1,0,0.19663934972490033,0.006498700038667415,0.9999457771753019,1.0,5.20114107939784,-0.0014038641658489226
reach,56,random_coupling,50,50,0,0.16297054290771484,0.0004434053103129069,0.0006184111877648208,0.6604586160632739,0.003966331481933594,0.024337720247883103,1,0,0.19663934972490033,0.003144900492347955,0.9999804442271579,1.0,5.20114107939784,3.0274138327790467e-05
reach,57,refined,12,12,0,0.028437137603759766,-8.59991709391276e-05,0.00028308997296517375,0.9155104742221696,0.0017931461334228516,0.0630564917752402,1,0,0.11468754886817621,0.0024683583855346154,0.9999826664740717,1.0,5.233756334665939,0.0007127177766186321
reach,57,random_refined,12,12,0,0.028437137603759766,0.0001800068219502767,0.00029308295025098197,0.7260994394216691,0.0021066665649414062,0.07408152656907624,1,0,0.11468754886817621,0.002555490575422938,0.9999835553728375,1.0,5.233756334665939,0.0010579508489811928
reach,57,coupling,12,12,0,0.028437137603759766,5.568186442057291e-05,0.0010524375394969886,0.9972086075827351,0.00955963134765625,0.3361671445579087,1,0,0.11468754886817621,0.009176563191760929,0.999904887832087,1.0,5.233756334665939,0.0006732843568286739
reach,57,random_coupling,12,12,0,0.028437137603759766,0.0003243319193522135,0.0005487881627180617,0.7411376938534056,0.005335569381713867,0.1876268088602713,1,0,0.11468754886817621,0.004785071859446992,0.9999586662074023,1.0,5.233756334665939,-0.0024734431147761526
reach,58,refined,122,122,0,0.12302112579345703,0.0009078665574391683,0.0004291868696945668,0.18266279034581967,0.002787470817565918,0.02265847267765917,1,0,0.2183627781281922,0.0019654763205229422,0.9999884443160479,1.0,5.087179227681427,0.0006700286400525002
reach,58,random_refined,122,122,0,0.12302112579345703,0.000684437354405721,0.0005155510781569758,0.3619936712205864,0.004266262054443359,0.034679101064365836,1,0,0.2183627781281922,0.002360984241802951,0.9999888887654308,1.0,5.087179227681427,0.0011149845290949756
reach,58,coupling,122,122,0,0.12302112579345703,0.00038341124852498375,0.001368192229789869,0.9271879529617848,0.008654594421386719,0.07035047326682016,1,0,0.2183627781281922,0.006265684296188324,0.9999444438271536,1.0,5.087179227681427,0.00035539562318387397
reach,58,random_coupling,122,122,0,0.12302112579345703,-2.4752219518025715e-05,0.0006675976458594647,0.9986272163411567,0.0042340755462646484,0.03441746707287766,1,0,0.2183627781281922,0.003057286830576704,0.9999791108790097,1.0,5.087179227681427,-0.0012400527543920958
reach,59,refined,142,142,0,0.07918477058410645,-0.00018815040588378905,0.0003232681435772582,0.746963191183114,0.0017321109771728516,0.02187429431689876,1,0,0.08657437485107115,0.0037339933916168324,0.9999702218913543,1.0,5.138449754203361,7.102839325412447e-05
reach,59,random_refined,142,142,0,0.07918477058410645,0.00015043020248413087,0.00025711599096124273,0.7449877530379718,0.0016090869903564453,0.020320662401204365,1,0,0.08657437485107115,0.002969885620352955,0.9999804442271579,1.0,5.138449754203361,6.23628960880751e-05
reach,59,coupling,142,142,0,0.07918477058410645,-0.00011515537897745768,0.0009724550117232152,0.9861712866759377,0.00575566291809082,0.07268648852088821,1,0,0.08657437485107115,0.011232596405068738,0.9998568872987478,1.0,5.138449754203361,0.0020058594979790456
reach,59,random_coupling,142,142,0,0.07918477058410645,4.1816234588623044e-05,0.0005046496936950014,0.9931807266075092,0.0033783912658691406,0.0426646593902898,1,0,0.08657437485107115,0.005829088509886683,0.9999546661629574,1.0,5.138449754203361,0.00033190616444578325
reach,60,refined,180,180,0,0.26403021812438965,0.0007860815525054932,0.00032373998844215747,0.1450158716654828,0.0020389556884765625,0.007722433072096209,1,0,0.20177541738283572,0.0016044570376376127,0.9999875554172823,1.0,5.009332073651439,0.0009415201077676016
reach,60,random_refined,180,180,0,0.26403021812438965,0.0005069204171498616,0.0002974348515446072,0.25610400211191003,0.0023789405822753906,0.009010107248991577,1,0,0.20177541738283572,0.0014740886447047877,0.999986222069134,1.0,5.009332073651439,0.0012014156976096757
reach,60,coupling,180,180,0,0.26403021812438965,0.0006667033831278483,0.001131318465777374,0.7422292517304055,0.00791788101196289,0.029988540964021877,1,0,0.20177541738283572,0.005606820099550993,0.9999524439160434,0.9,5.009332073651439,0.0021593134703392636
reach,60,random_coupling,180,180,0,0.26403021812438965,-0.00021534959475199382,0.00037887353780223623,0.7558166592207365,0.002529144287109375,0.009578995559962182,1,0,0.20177541738283572,0.0018776991901019633,0.9999848887209857,1.0,5.009332073651439,-0.0008737465448680481
reach,61,refined,243,243,0,0.08890879154205322,-0.00011288364728291829,0.0004327458179537094,0.9362901254147868,0.0022780895233154297,0.025622770074857103,1,0,0.11778104169264073,0.0036741551249223543,0.9999656662813721,1.0,5.3027988217399855,0.0012243397666038547
reach,61,random_refined,243,243,0,0.08890879154205322,0.0001696022351582845,0.00029830737726279234,0.7557165314111276,0.001986265182495117,0.022340481161029255,1,0,0.11778104169264073,0.0025327282979993493,0.9999813331259236,1.0,5.3027988217399855,0.00014766523090781192
reach,61,coupling,243,243,0,0.08890879154205322,-0.00025415579477945963,0.0012614218319106983,0.9609880781372365,0.00873255729675293,0.0982192778159907,1,0,0.11778104169264073,0.0107098885676566,0.9998599984444271,1.0,5.3027988217399855,0.0016792009464765556
reach,61,random_coupling,243,243,0,0.08890879154205322,0.000344698429107666,0.00045689514361654397,0.6372777055379603,0.0033249855041503906,0.037397713392355536,1,0,0.11778104169264073,0.003879190887179019,0.9999679996444405,1.0,5.3027988217399855,-0.000984427731058446
reach,62,refined,137,137,0,0.10792052745819092,0.0005551592508951823,0.00043902299616176474,0.38475674263352605,0.002611994743347168,0.024202946416835028,1,0,0.16172423965316635,0.0027146394201839692,0.9999804442271579,1.0,4.844002349786102,0.0001905021001160634
reach,62,random_refined,137,137,0,0.10792052745819092,0.0005206485589345296,0.00044685589901546604,0.4241699931157197,0.0024788379669189453,0.022969105371350808,1,0,0.16172423965316635,0.002763073117386687,0.9999826664740717,1.0,4.844002349786102,0.000558210255639402
reach,62,coupling,137,137,0,0.10792052745819092,6.669402122497559e-05,0.001154205116532918,0.9966721775182843,0.008469820022583008,0.07848201099521376,1,0,0.16172423965316635,0.00713687149810211,0.9999111101234457,1.0,4.844002349786102,0.0006220276364494737
reach,62,random_coupling,137,137,0,0.10792052745819092,0.00018255710601806642,0.0005574403601394363,0.9031377281560858,0.0032739639282226562,0.03033680436273822,1,0,0.16172423965316635,0.0034468572017090473,0.9999635551506127,1.0,4.844002349786102,-0.0005865583619435455
reach,63,refined,278,278,0,0.030584335327148438,0.0002000896135965983,0.00033539220734545396,0.7375107551277333,0.0017457008361816406,0.05707826629248519,1,0,0.1058859121297071,0.003167486595710754,0.9999764441827131,1.0,5.1055353674949835,-0.0006315113307628906
reach,63,random_refined,278,278,0,0.030584335327148438,0.0003073763847351074,0.00025659263562412813,0.4106772167915894,0.001828908920288086,0.059798877455565946,1,0,0.1058859121297071,0.0024232934340671286,0.9999826664740717,1.0,5.1055353674949835,4.082145550743377e-05
reach,63,coupling,278,278,0,0.030584335327148438,0.0006075437863667806,0.0008177934279574972,0.6443674367962974,0.005386829376220703,0.1761303398815092,1,0,0.1058859121297071,0.007723344980545896,0.9999035544839385,1.0,5.1055353674949835,-0.00038672164273556575
reach,63,random_coupling,278,278,0,0.030584335327148438,-6.546656290690104e-05,0.000544915396309648,0.9857715625621383,0.003250598907470703,0.1062831306516994,1,0,0.1058859121297071,0.005146250198441345,0.9999506661185125,1.0,5.1055353674949835,-0.0002983211441627276
reach,64,refined,12,12,0,0.033034443855285645,0.0003964630762736003,0.00032283678259997117,0.39870303399859236,0.0017898082733154297,0.05418006372851508,1,0,0.11238581538647113,0.002872575880593147,0.9999799997777752,1.0,5.178954225163828,-0.0004512425870526471
reach,64,random_refined,12,12,0,0.033034443855285645,0.0003507725397745768,0.00021551261085209238,0.27403676369113444,0.0012369155883789062,0.03744320908798938,1,0,0.11238581538647113,0.0019176139810081008,0.9999826664740717,1.0,5.178954225163828,-0.00021886069019316778
reach,64,coupling,12,12,0,0.033034443855285645,0.0009384866555531819,0.0009707601181541042,0.5168989383384951,0.005494594573974609,0.16632925918307695,1,0,0.11238581538647113,0.008637745918520632,0.9998782208691207,1.0,5.178954225163828,-0.0016197112678133507
reach,64,random_coupling,12,12,0,0.033034443855285645,-0.00018520673116048178,0.000300173670907573,0.7242769818681991,0.0021419525146484375,0.06483997502823757,1,0,0.11238581538647113,0.0026709213246826477,0.9999755552839477,1.0,5.178954225163828,-0.0008016292757595522
reach,65,refined,231,231,0,0.11516857147216797,0.00010234355926513672,0.00038109805003962995,0.9327325863769024,0.0024824142456054688,0.02155461523811101,1,0,0.13089142477019916,0.0029115585738997687,0.9999639995999956,1.0,5.107635146801369,0.0016276550514149335
reach,65,random_refined,231,231,0,0.11516857147216797,0.00029828707377115883,0.00029837079398459216,0.5001403152733072,0.002454042434692383,0.021308264948701174,1,0,0.13089142477019916,0.002279528964624152,0.999978221980244,1.0,5.107635146801369,0.0017478411014373307
reach,65,coupling,231,231,0,0.11516857147216797,0.00018384695053100586,0.0010721552095810725,0.9714364657533928,0.0077664852142333984,0.0674358040128185,1,0,0.13089142477019916,0.008191179914676707,0.999885332059245,1.0,5.107635146801369,0.007009378755581608
reach,65,random_coupling,231,231,0,0.11516857147216797,-2.988735834757487e-05,0.0004309155714058202,0.9952125250026228,0.0024771690368652344,0.02150907148712768,1,0,0.13089142477019916,0.0032921604464338397,0.9999697774419715,1.0,5.107635146801369,-0.0025085083936442487
reach,66,refined,114,114,0,0.03427433967590332,9.387652079264323e-05,0.00037751704460976836,0.9417650873078577,0.0022246837615966797,0.06490814360344192,1,0,0.12676280696137926,0.0029781373074579064,0.9999817775753063,1.0,5.236904209402848,0.0004303802925669231
reach,66,random_refined,114,114,0,0.03427433967590332,0.00028006633122762046,0.0003166330830147523,0.5610524163988713,0.0018231868743896484,0.05319393142594795,1,0,0.12676280696137926,0.0024978390002930485,0.9999893332148134,1.0,5.236904209402848,0.0002609721380544272
reach,66,coupling,114,114,0,0.03427433967590332,0.00019231796264648437,0.0011820719443770167,0.9742127119358048,0.007638216018676758,0.22285523487551911,1,0,0.12676280696137926,0.009325069180088113,0.9998964432938144,1.0,5.236904209402848,0.00017114980700405624
reach,66,random_coupling,114,114,0,0.03427433967590332,8.263985315958659e-05,0.00045693143115323447,0.9683263045144552,0.004008769989013672,0.11696126101685483,1,0,0.12676280696137926,0.003604617490779038,0.9999759997333303,1.0,5.236904209402848,-0.0002503706342320555
reach,67,refined,61,61,0,0.002473592758178711,0.0005574695269266764,0.0002498907155078292,0.16731623181090324,0.0018835067749023438,0.7614457831325301,1,0,0.14083340581054235,0.0017743710312878279,0.9999884443160479,1.0,5.139214081608308,0.0008288146930981455
reach,67,random_refined,61,61,0,0.002473592758178711,0.0003104265530904134,0.00025929366249903985,0.4109663062245012,0.0019724369049072266,0.7973975903614458,1,0,0.14083340581054235,0.0018411374844392915,0.9999897776641963,1.0,5.139214081608308,0.0004633607405324369
reach,67,coupling,61,61,0,0.002473592758178711,0.0010044332345326742,0.0009665945511608274,0.4808096346209702,0.007542610168457031,3.049253012048193,0,0,0.14083340581054235,0.00686338973056683,0.9999382215357948,1.0,5.139214081608308,-0.003463206022330745
reach,67,random_coupling,61,61,0,0.002473592758178711,-5.453983942667643e-05,0.0004296478262204641,0.9841415750501608,0.003136157989501953,1.267855421686747,0,0,0.14083340581054235,0.0030507522256363836,0.9999733330370337,1.0,5.139214081608308,-0.0017035566906917765
reach,68,refined,179,179,0,0.0371251106262207,-0.00025737841924031575,0.00031299562032045916,0.596591636389209,0.002071380615234375,0.055794597788252825,1,0,0.08935222758622992,0.003502941434989976,0.9999791108790097,1.0,5.096952390897064,0.002183035339804462
reach,68,random_refined,179,179,0,0.0371251106262207,9.469985961914062e-05,0.00025973954892439686,0.8826671856342985,0.0018310546875,0.04932119141503012,1,0,0.08935222758622992,0.0029069174428106295,0.9999835553728375,1.0,5.096952390897064,0.0021303615209404825
reach,68,coupling,179,179,0,0.0371251106262207,0.0003483859697977702,0.0008693492190721845,0.8616268024248637,0.008068323135375977,0.21732792170260862,1,0,0.08935222758622992,0.009729463299985596,0.9998515539061544,1.0,5.096952390897064,0.0019584824010161483
reach,68,random_coupling,179,179,0,0.0371251106262207,0.00014149665832519532,0.00042215545361305436,0.8990029527725061,0.0034761428833007812,0.09363319932697124,1,0,0.08935222758622992,0.00472462147858206,0.9999457771753019,1.0,5.096952390897064,-0.0009865496478207447
reach,69,refined,78,78,0,0.03871726989746094,0.00046661694844563805,0.0002979264752916604,0.28960074566441185,0.0016934871673583984,0.04373983940095571,1,0,0.13336226959982028,0.002233963745410508,0.9999847776069548,1.0,5.181034173299772,-4.7875329436841696e-05
reach,69,random_refined,78,78,0,0.03871726989746094,0.00046674092610677085,0.00030048946111138185,0.2930279118798391,0.00199127197265625,0.05143110498054091,1,0,0.13336226959982028,0.0022531819682812806,0.9999857776197514,1.0,5.181034173299772,-6.957806813367995e-06
reach,69,coupling,78,78,0,0.03871726989746094,0.00019716342290242514,0.0009438106805620542,0.9581849824897033,0.005262136459350586,0.13591186757968374,1,0,0.13336226959982028,0.007077044229932077,0.9999391104345603,1.0,5.181034173299772,-0.0007830428968382819
reach,69,random_coupling,78,78,0,0.03871726989746094,0.00023193279902140298,0.00040314875880875236,0.7513295611397947,0.0023648738861083984,0.061080595103207055,1,0,0.13336226959982028,0.0030229596423222214,0.999972444138268,1.0,5.181034173299772,-0.0009624571891651001
reach,70,refined,97,97,0,0.03269791603088379,7.45232899983724e-05,0.00032770506505610267,0.9508278040009157,0.002182483673095703,0.06674687374676437,1,0,0.11636340762407116,0.0028162209387576666,0.9999755552839477,1.0,5.282653154407134,0.0002401132253186944
reach,70,random_refined,97,97,0,0.03269791603088379,0.00012867132822672525,0.0002601415502501492,0.8034391177051357,0.0016736984252929688,0.05118670020780925,1,0,0.11636340762407116,0.0022355958420414617,0.9999829998092262,1.0,5.282653154407134,0.0014283831714454465
reach,70,coupling,97,97,0,0.03269791603088379,0.00014999071756998698,0.001231791223115152,0.9853895859666363,0.008542060852050781,0.26124175143096723,1,0,0.11636340762407116,0.01058572663233301,0.999902665585173,0.9,5.282653154407134,0.0035366567638632773
reach,70,random_coupling,97,97,0,0.03269791603088379,-6.445884704589844e-05,0.00043888708700829337,0.9788849977223074,0.004198312759399414,0.12839695213095628,1,0,0.11636340762407116,0.0037716933181106355,0.9999675551950576,1.0,5.282653154407134,-0.00041641074741605166
reach,71,refined,37,37,0,0.07836496829986572,0.0005934607982635499,0.00031877916166461826,0.22392375401655812,0.0021245479583740234,0.02711094005990511,1,0,0.152209622006076,0.0020943430347123066,0.9999768886320959,1.0,4.897885741320683,0.00273264135897211
reach,71,random_refined,37,37,0,0.07836496829986572,0.00045044143994649253,0.0003480485570881715,0.37384137541874657,0.002984762191772461,0.03808796527998564,1,0,0.152209622006076,0.0022866396519549722,0.9999751108345648,1.0,4.897885741320683,0.002421707214334212
reach,71,coupling,37,37,0,0.07836496829986572,0.00043968876202901203,0.0009592060707238528,0.8263644921118718,0.006372570991516113,0.08131912932231777,1,0,0.152209622006076,0.006301875387914455,0.9999239991555462,1.0,4.897885741320683,0.0013664255009802062
reach,71,random_coupling,37,37,0,0.07836496829986572,0.00023103157679239908,0.0004216999533874602,0.7691431543267371,0.004041910171508789,0.05157802343570545,1,0,0.152209622006076,0.0027705209948594876,0.9999742219357993,1.0,4.897885741320683,-0.003580758296499731
reach,72,refined,225,225,0,0.06642580032348633,0.0003121944268544515,0.00046918725648176614,0.6931211159556436,0.003686189651489258,0.05549334194752521,1,0,0.20062112906330848,0.0023386731929601907,0.9999822220246891,1.0,4.987096674648198,0.0006592429853320425
reach,72,random_refined,225,225,0,0.06642580032348633,0.0005355731646219889,0.0005188614488197898,0.4841549975471602,0.005068302154541016,0.07630020458705718,1,0,0.20062112906330848,0.002586275190665768,0.9999839998222202,1.0,4.987096674648198,0.0007550950518435684
reach,72,coupling,225,225,0,0.06642580032348633,-0.0008135596911112467,0.0016668586759667305,0.8076098286513193,0.010590076446533203,0.15942715623990525,1,0,0.20062112906330848,0.008308490156292226,0.9999231102567807,0.9,4.987096674648198,0.006725543175976512
reach,72,random_coupling,225,225,0,0.06642580032348633,0.00023860931396484374,0.0006220490380537979,0.8717345221025553,0.0038405656814575195,0.05781737913212017,1,0,0.20062112906330848,0.0031006157774015053,0.9999759997333303,1.0,4.987096674648198,0.00038627155833559357
reach,73,refined,272,272,0,0.008475303649902344,0.00047970970471700034,0.00039526957649376626,0.4043851977471715,0.002849578857421875,0.33622144705749973,1,0,0.15749470529321605,0.002509732474865567,0.9999853331703685,1.0,5.212996549716909,-0.00013476176540372364
reach,73,random_refined,272,272,0,0.008475303649902344,0.00035814603169759116,0.0002810476118746325,0.3811114298313472,0.0023391246795654297,0.2759930235174975,1,0,0.15749470529321605,0.0017844892712513198,0.9999893332148134,1.0,5.212996549716909,0.00011507257304277374
reach,73,coupling,272,272,0,0.008475303649902344,0.0002965188026428223,0.0009903415329087359,0.9177286228934496,0.008319497108459473,0.9816164059862721,1,0,0.15749470529321605,0.006288094136656631,0.9999511105678953,1.0,5.212996549716909,9.29857939304668e-05
reach,73,random_coupling,272,272,0,0.008475303649902344,0.0004116352399190267,0.0004485973198568507,0.5428883625913307,0.003191232681274414,0.376533138291887,1,0,0.15749470529321605,0.002848332704402182,0.999972444138268,1.0,5.212996549716909,-0.0014750509496295194
reach,74,refined,247,247,0,0.010119438171386719,-0.0002779380480448405,0.00041964843370735123,0.6950928471092686,0.0025599002838134766,0.25296861747243427,1,0,0.1196076842346985,0.0035085407462943767,0.9999728885876509,1.0,5.249153018311173,-0.0003432299721133347
reach,74,random_refined,247,247,0,0.010119438171386719,0.0001478099822998047,0.00038271094477274493,0.8701973596960386,0.002614736557006836,0.25838752238243334,1,0,0.1196076842346985,0.0031997187072176376,0.9999817775753063,1.0,5.249153018311173,0.00022820324811068105
reach,74,coupling,247,247,0,0.010119438171386719,-0.00017496188481648764,0.0012201766192157485,0.9798533618395232,0.010505914688110352,1.0381914993874282,0,0,0.1196076842346985,0.01020149020544093,0.9998915543506038,1.0,5.249153018311173,0.00496230766425132
reach,74,random_coupling,247,247,0,0.010119438171386719,0.0002671313285827637,0.0004560784185453607,0.7445681456418143,0.00273895263671875,0.2706625200263877,1,0,0.1196076842346985,0.003813119712696947,0.9999693329925887,1.0,5.249153018311173,0.0005856636607912691
reach,75,refined,48,48,0,0.11253201961517334,0.0004840421676635742,0.0003937423239545789,0.3982048192588346,0.002591252326965332,0.023026800157205554,1,0,0.1845632570938881,0.002133373295174784,0.9999915554617271,1.0,4.983130521022934,0.0003585148978757502
reach,75,random_refined,48,48,0,0.11253201961517334,0.00036186496416727704,0.00028838296963212644,0.3884188167146575,0.0017383098602294922,0.015447246625218356,1,0,0.1845632570938881,0.0015625156066975173,0.99999199991111,1.0,4.983130521022934,0.0011254161260616513
reach,75,coupling,48,48,0,0.11253201961517334,0.0003201444943745931,0.0011123818021344415,0.9235065410075922,0.007730960845947266,0.06870009862423952,1,0,0.1845632570938881,0.006027103225473358,0.9999582217580194,1.0,4.983130521022934,0.0015037140569855723
reach,75,random_coupling,48,48,0,0.11253201961517334,0.00038559476534525555,0.0004435855978644536,0.5695971196802888,0.0030045509338378906,0.026699520226443795,1,0,0.1845632570938881,0.0024034339491462255,0.999984444271603,1.0,4.983130521022934,-0.0021827082145273735
reach,76,refined,30,30,0,0.0062798261642456055,0.0009364779790242513,0.0003276109567288606,0.1090386714247894,0.002222776412963867,0.35395508646709317,1,0,0.21042098578312027,0.0015569310043368363,0.9999933332592583,1.0,5.110278193982475,-0.00022503634738679779
reach,76,random_refined,30,30,0,0.0062798261642456055,0.0005887285868326823,0.00032079218276107426,0.22893341533353043,0.00229644775390625,0.3656865164486797,1,0,0.21042098578312027,0.0015245256150054965,0.9999937777086411,1.0,5.110278193982475,9.247367655174088e-05
reach,76,coupling,30,30,0,0.0062798261642456055,0.0009469513098398845,0.0011588724397791476,0.5996267640919488,0.006418704986572266,1.0221150743180394,0,0,0.21042098578312027,0.005507399537485253,0.9999648884987609,1.0,5.110278193982475,-0.0015026432157272396
reach,76,random_coupling,30,30,0,0.0062798261642456055,-0.00014785647392272949,0.0004364812146156348,0.89706278465607,0.0029103755950927734,0.4634484329619013,1,0,0.21042098578312027,0.0020743235898795453,0.9999884443160479,1.0,5.110278193982475,-0.000605273752801061
reach,77,refined,102,102,0,0.0023016929626464844,-0.0003735709190368652,0.0003268217172856023,0.4335489166786203,0.002855539321899414,1.2406256474000414,0,0,0.12702364418200443,0.002572920336133007,0.9999875554172823,1.0,5.243661317601316,0.0007826628069302899
reach,77,random_refined,102,102,0,0.0023016929626464844,5.0190289815266924e-05,0.0002429657530626744,0.959073810231527,0.0022754669189453125,0.9886057592707685,1,0,0.12702364418200443,0.0019127600583915196,0.9999884443160479,1.0,5.243661317601316,-0.0001146276843675409
