task,episode,arm,common_field_energy_fraction,centered_field_energy_fraction,common_centered_cost_reconstruction,centered_centered_cost_reconstruction,additive_components_cost_reconstruction,cached_full_score_exact,zero_score_exact,forecast_parity_execution_attested,no_component_renormalization
reach,23,fixed_rank4,0.9952519438309574,0.004748105947460928,0.9638820599361599,0.06927726310157345,0.9999978241440572,True,True,True,True
reach,23,matched_random_fixed_rank4,0.9977229644748421,0.002277083730574479,0.958222098095403,-0.004287268891982832,0.9999982796428003,True,True,True,True
reach,24,fixed_rank4,0.9957044796989636,0.00429556460640798,0.9842826706375721,0.005139107073686144,0.9999983592737861,True,True,True,True
reach,24,matched_random_fixed_rank4,0.9973088044878691,0.002691244466458908,0.9722980398950399,-0.026627218960227683,0.9999985280535668,True,True,True,True
reach,25,fixed_rank4,0.9952193943341743,0.004780650437347432,0.9949068420736575,0.0006249059193097484,0.9999977275993607,True,True,True,True
reach,25,matched_random_fixed_rank4,0.9981884739953951,0.0018115744261091844,0.9909576220478218,0.03273913361642067,0.9999987104983385,True,True,True,True
reach,26,fixed_rank4,0.995615845925043,0.004384195642927614,0.9788510862623373,0.05699036161824811,0.9999979166944224,True,True,True,True
reach,26,matched_random_fixed_rank4,0.9973414035120125,0.0026586441620783455,0.9730582773775506,0.01962301012129264,0.9999979654092118,True,True,True,True
reach,27,fixed_rank4,0.9955595235008761,0.004440525388317855,0.9821520214722878,0.07178719782971665,0.9999983624645092,True,True,True,True
reach,27,matched_random_fixed_rank4,0.9975974875652805,0.002402561022648025,0.9685918837359242,-0.03472181530490115,0.9999981398183602,True,True,True,True
reach,28,fixed_rank4,0.9957548671574588,0.004245188295355694,0.9740757543651692,0.05920979259846648,0.9999972427551238,True,True,True,True
reach,28,matched_random_fixed_rank4,0.9977972255389115,0.002202822646662103,0.9755858639100412,-0.0008550424276261293,0.9999986944353055,True,True,True,True
reach,29,fixed_rank4,0.9959375149305594,0.0040625368714830535,0.983411300912991,0.06799604464587872,0.9999959296257068,True,True,True,True
reach,29,matched_random_fixed_rank4,0.9980188563768481,0.0019811910785895804,0.9803385200359384,0.0781860694222214,0.999997937243073,True,True,True,True
reach,30,fixed_rank4,0.9955393588871533,0.004460694657235103,0.9777609259265715,0.05095013344500021,0.9999964854824542,True,True,True,True
reach,30,matched_random_fixed_rank4,0.9974846481811901,0.0025153998956073363,0.9805593774114887,-0.022040489147804765,0.9999978045536222,True,True,True,True
reach,31,fixed_rank4,0.99594069740706,0.004059345437161166,0.97533756035164,0.0713008503390622,0.9999957608108314,True,True,True,True
reach,31,matched_random_fixed_rank4,0.9978365909115673,0.0021634579148934233,0.946976297633803,-0.06761544224580018,0.9999967689628013,True,True,True,True
reach-wall,0,fixed_rank4,0.9978277873445947,0.002172265690847536,0.9979755589314736,0.03701816889005993,0.9999989494439752,True,True,True,True
reach-wall,0,matched_random_fixed_rank4,0.9951682035933601,0.004831844431282524,0.9869975383651048,0.04831621963466459,0.9999973841686309,True,True,True,True
reach-wall,1,fixed_rank4,0.998013852927643,0.0019861920243963347,0.9985135140467097,0.024254164227927588,0.9999992824835743,True,True,True,True
reach-wall,1,matched_random_fixed_rank4,0.9945308750294528,0.005469173403417577,0.9939013161433852,0.014422238760366524,0.9999982232140184,True,True,True,True
reach-wall,2,fixed_rank4,0.9974711065481723,0.0025289366558385335,0.9984983718033691,0.03193404228498231,0.9999991803544183,True,True,True,True
reach-wall,2,matched_random_fixed_rank4,0.993866409995367,0.006133638051803776,0.9901340669428195,0.04199201767722349,0.9999976077189459,True,True,True,True
reach-wall,3,fixed_rank4,0.9978154073131071,0.002184643983878535,0.9985382594683057,0.03178256673501334,0.999999265511537,True,True,True,True
reach-wall,3,matched_random_fixed_rank4,0.9948791575272358,0.005120891087133551,0.9942540413351744,0.04273858828134969,0.9999986439948698,True,True,True,True
reach-wall,4,fixed_rank4,0.9974964463165988,0.002503602052917428,0.9962893227207141,0.025939717063253043,0.9999990022183328,True,True,True,True
reach-wall,4,matched_random_fixed_rank4,0.993115886605984,0.006884161279508087,0.9825752612807301,0.0030185797727819708,0.9999975759327322,True,True,True,True
reach-wall,5,fixed_rank4,0.998161889400654,0.0018381622643196239,0.9978428862278691,0.003340797789985195,0.9999988924038519,True,True,True,True
reach-wall,5,matched_random_fixed_rank4,0.9952331730543917,0.004766875164417927,0.9882439094520483,-0.018448589929121795,0.9999980194142524,True,True,True,True
reach-wall,6,fixed_rank4,0.998027514581541,0.001972532338772216,0.9959375868331453,-0.03157265381896446,0.9999988680838816,True,True,True,True
reach-wall,6,matched_random_fixed_rank4,0.9956782980066041,0.00432175009930065,0.9819355068586425,-0.012035658974941521,0.9999975723160851,True,True,True,True
reach-wall,7,fixed_rank4,0.998056098968627,0.0019439481048427482,0.9969546731938194,0.01527738049148919,0.9999989619810934,True,True,True,True
reach-wall,7,matched_random_fixed_rank4,0.9942756213257349,0.00572442736665695,0.98552357135375,0.027368679055926215,0.9999986091096322,True,True,True,True
reach-wall,8,fixed_rank4,0.9975994982269413,0.002400553120172846,0.9974043677039258,0.007538000040743786,0.9999989825028532,True,True,True,True
reach-wall,8,matched_random_fixed_rank4,0.9935703160865574,0.006429732061424243,0.9812513714247674,0.024722572396338016,0.9999971130798113,True,True,True,True
reach-wall,9,fixed_rank4,0.9978914026599287,0.00210865193229959,0.9979974629525392,0.0182700646280195,0.999998918448547,True,True,True,True
reach-wall,9,matched_random_fixed_rank4,0.9928740315745764,0.00712601653518916,0.9909838092540604,-0.018367829025127236,0.9999965950179485,True,True,True,True
reach-wall,10,fixed_rank4,0.9978815852288583,0.0021184666428675928,0.9968779851131987,0.0325282111920292,0.9999992679833247,True,True,True,True
reach-wall,10,matched_random_fixed_rank4,0.9942663107052842,0.005733736484329471,0.9805925917566853,0.042047327811515434,0.999997576393285,True,True,True,True
reach-wall,11,fixed_rank4,0.9976489794128638,0.0023510696777561384,0.9992337024628962,0.024276084143391774,0.9999992663916026,True,True,True,True
reach-wall,11,matched_random_fixed_rank4,0.9939014100933362,0.006098638104340046,0.9956569120357077,0.006761295438804216,0.9999976837801529,True,True,True,True
reach-wall,12,fixed_rank4,0.9978270460969944,0.0021730025928883567,0.9993594098166348,0.01397900304903188,0.9999990703746212,True,True,True,True
reach-wall,12,matched_random_fixed_rank4,0.9944616290303812,0.005538419745394171,0.9968129124245734,0.008235252150851302,0.9999965582237713,True,True,True,True
reach-wall,13,fixed_rank4,0.9978935584559093,0.002106492709153287,0.9973618771121469,0.030739257818449217,0.9999991648053526,True,True,True,True
reach-wall,13,matched_random_fixed_rank4,0.9945498249309612,0.005450223306990866,0.98315244562101,0.027847625569117462,0.9999980126370287,True,True,True,True
reach-wall,14,fixed_rank4,0.9982541736419602,0.0017458791172472185,0.9987416843743165,0.020634173887538743,0.999999317161586,True,True,True,True
reach-wall,14,matched_random_fixed_rank4,0.9943079964371657,0.005692051718001951,0.9942460143113679,0.019238442783280685,0.9999986285224648,True,True,True,True
reach-wall,15,fixed_rank4,0.9974912654501901,0.002508783020194725,0.996195037543034,-0.037934535114888535,0.9999988107184266,True,True,True,True
reach-wall,15,matched_random_fixed_rank4,0.9943433595989549,0.005656688759324653,0.9753802298607127,-0.028710695024008803,0.9999966322811543,True,True,True,True
reach-wall,16,fixed_rank4,0.9978560451184456,0.0021440018153933136,0.9976176166470122,0.017078791030419538,0.999999098902399,True,True,True,True
reach-wall,16,matched_random_fixed_rank4,0.9947590967573551,0.005240951806978528,0.9839923202427546,0.05168710334730664,0.9999963000067931,True,True,True,True
reach-wall,17,fixed_rank4,0.9972914291854572,0.0027086177125785157,0.9981124486155214,0.021534759082474042,0.9999989660774855,True,True,True,True
reach-wall,17,matched_random_fixed_rank4,0.9925041944140716,0.007495855002414416,0.988958493910681,0.007809114629222291,0.999997442873968,True,True,True,True
reach-wall,18,fixed_rank4,0.998148692984449,0.0018513556019002324,0.9994462035532915,0.028209362983895425,0.9999994256868077,True,True,True,True
reach-wall,18,matched_random_fixed_rank4,0.9948561733154474,0.005143875635807268,0.9973289009903926,0.00044161412726162474,0.9999985411323656,True,True,True,True
reach-wall,19,fixed_rank4,0.9978759642615723,0.0021240855033581156,0.9993211791135512,0.01804429371748395,0.9999993812029908,True,True,True,True
reach-wall,19,matched_random_fixed_rank4,0.9934190031334875,0.006581044614099103,0.9964124843839333,-0.01042510957266396,0.9999987842444973,True,True,True,True
reach-wall,20,fixed_rank4,0.997733757227527,0.002266288170983245,0.997974305010498,0.026264284115410153,0.9999989028393065,True,True,True,True
reach-wall,20,matched_random_fixed_rank4,0.9938141334959081,0.00618591488108735,0.992676970573407,0.011909425344194702,0.9999976273219887,True,True,True,True
reach-wall,21,fixed_rank4,0.9981342078946932,0.0018658436460378255,0.9971996909951355,0.019966959230443337,0.9999989588194985,True,True,True,True
reach-wall,21,matched_random_fixed_rank4,0.9952295521661703,0.004770495228861721,0.9850855740518906,0.02321426623245959,0.9999975851852883,True,True,True,True
reach-wall,22,fixed_rank4,0.9979041223843665,0.002095920203302308,0.998722375073807,0.03694180114098766,0.9999989587445013,True,True,True,True
reach-wall,22,matched_random_fixed_rank4,0.9952162435698767,0.004783804267555031,0.9945368725937178,0.0036634060226703458,0.9999977327348815,True,True,True,True
reach-wall,23,fixed_rank4,0.9977565040530452,0.002243545870185235,0.9947469757144287,-0.021401888706814143,0.9999985168282485,True,True,True,True
reach-wall,23,matched_random_fixed_rank4,0.9947906874531545,0.005209361467403744,0.9632624072704167,-0.013917466361914599,0.9999960982244608,True,True,True,True
reach-wall,24,fixed_rank4,0.9976909062801526,0.002309143424290964,0.9970208399874175,0.028548635802935096,0.9999992220368317,True,True,True,True
reach-wall,24,matched_random_fixed_rank4,0.9928358321217401,0.007164216130521687,0.9735260481775634,0.038461353207227655,0.9999975565229031,True,True,True,True
reach-wall,25,fixed_rank4,0.9980796572880134,0.0019203940287505787,0.9986995860656664,0.029204890847054688,0.9999994033539551,True,True,True,True
reach-wall,25,matched_random_fixed_rank4,0.9945144303954773,0.005485618489096071,0.9936455509165721,0.016171839599294358,0.9999981413943619,True,True,True,True
reach-wall,26,fixed_rank4,0.9979764533478,0.002023599310784786,0.9973143114027936,0.027206756007280952,0.9999992734106736,True,True,True,True
reach-wall,26,matched_random_fixed_rank4,0.9945850355330503,0.005415012073655316,0.9883696866290285,-0.024227077803786745,0.999998260680142,True,True,True,True
reach-wall,27,fixed_rank4,0.9978162457155132,0.0021837986867347626,0.9970980465238599,0.00048697944678144367,0.9999989001861028,True,True,True,True
reach-wall,27,matched_random_fixed_rank4,0.9937678317303336,0.0062322167225408774,0.9822997508370981,-0.0327089046887008,0.9999970788848934,True,True,True,True
reach-wall,28,fixed_rank4,0.9971631432728506,0.0028369043414655055,0.9949078328917403,-0.03692568946418073,0.9999984142530073,True,True,True,True
reach-wall,28,matched_random_fixed_rank4,0.9921920181867678,0.007808029513919276,0.9713425190897486,-0.06151098986777681,0.9999957233149392,True,True,True,True
reach-wall,29,fixed_rank4,0.9972585570587474,0.0027414898223818806,0.9977643858614357,0.0385972691697225,0.9999990982387409,True,True,True,True
reach-wall,29,matched_random_fixed_rank4,0.9925960761238437,0.007403971148009753,0.9849028115099976,0.08113164275973705,0.9999962062148463,True,True,True,True
reach-wall,30,fixed_rank4,0.9979284329754055,0.002071613850063284,0.9948830553178247,-0.018363191653218314,0.9999986265347189,True,True,True,True
reach-wall,30,matched_random_fixed_rank4,0.994309478430925,0.005690569569479465,0.9718434420964582,-0.028330476440218355,0.9999970013326698,True,True,True,True
reach-wall,31,fixed_rank4,0.9978432615749065,0.0021567860703548187,0.9965938757503763,-0.031709429860721006,0.9999990947492824,True,True,True,True
reach-wall,31,matched_random_fixed_rank4,0.9945775732636885,0.005422475030387524,0.9640631191388711,-0.033403505717880755,0.9999970635853057,True,True,True,True
